"","0","0 | 1","7200","7200 | 1"
"pinH",81.3584,157.922,412.276,791.853
"ypjB",0.16986,1.64902,0.0796329,0.197482
"ypjC",0.096305,0.271673,0.110049,0.137724
"glaH",13.394,6.44244,7.23251,6.86535
"lhgD",14.7845,11.0409,8.29488,2.31551
"gabD",0.84994,3.94602,2.46502,4.69621
"gabT",0.601491,0.91506,0.463003,0.846204
"gabP",32.1641,87.6016,111.636,130.644
"glaR",517.814,476.93,731.729,696.232
"kbp",2762.94,2220.27,3052.58,2121.22
"yqaE",3599.18,2142.59,3224.26,2040.24
"ygaV",788.786,504.423,1402.32,795.903
"ygaP",711.2,696.906,1428.65,766.251
"stpA",2100.54,2237.06,2545.86,2108.95
"alaE",136.896,164.382,216.904,379.799
"ygaC",1358.99,1104.73,557.928,1116.65
"ygaM",0.139075,0.186106,0.225575,0.626083
"nrdH",1293.02,1781.25,2000.55,1878.19
"nrdI",444.187,926.983,1065.3,1099.46
"nrdE",266.861,419.681,554.35,484.975
"nrdF",49.4288,166.612,114.658,189.415
"proV",2474.99,2472.88,2404.87,2702.74
"proW",1222.24,1612.74,1773.27,2581.9
"proX",1549.89,1693.04,1387.61,2256.59
"ygaY",104.002,144.351,361.598,557.884
"ygaZ",1189.12,1070.19,1764.14,1553.58
"ygaH",429.034,455.708,622.765,700.418
"mprA",2197.78,2318.07,2713.61,2279.71
"emrA",400.528,481.065,1664.42,2200.89
"emrB",87.7469,92.7975,476.56,897.719
"luxS",1756.07,2153.41,1233.83,1389.61
"micA",655.17,769.757,1948.49,1649.67
"gshA",31.6151,7.78219,21.498,13.8498
"yqaA",2065.77,1601.67,1747.61,1680.79
"yqaB",1412.36,1095.08,1440.92,1294.1
"csrA",4497.84,4428.65,2760.74,2328.74
"alaS",3173.23,3335.46,2462.62,2343.17
"recX",781.146,879.227,1531,1874.28
"recA",7958.35,5404.21,3937.39,2973.91
"pncC",860.933,1010.66,533.442,472.768
"mltB",1.30589,0.771283,0.576816,0.552674
"srlA",39.3974,57.382,41.3643,63.7739
"srlB",59.5839,64.7884,27.4653,35.1696
"srlD",89.0427,114.72,96.1381,130.588
"gutM",94.0052,133.558,136.681,147.966
"srlR",2.98432,0.209282,0.384001,0.137427
"gutQ",737.975,575.186,820.51,791.368
"norR",1457.8,1564.68,2031.09,1795.05
"norV",0.967115,0.262456,3.47334,3.41381
"norW",128.781,118.433,295.344,326.612
"hypF",307.286,386.285,590.777,630.652
"hydN",117.3,182.473,197.75,303.975
"ascG",807.363,853.916,868.681,830.763
"ascF",163.354,216.337,361.041,498.135
"ascB",0.97505,0.595388,4.2402,0.730421
"hycH",395.704,362.259,365.648,363.057
"hycG",197.415,225.134,284.475,280.501
"hycF",97.6852,137.99,111.674,160.942
"hycE",94.0535,126.329,111.452,168.658
"hycD",94.8244,112.024,80.4822,107.575
"hycC",123.601,144.765,195.895,232.236
"hycB",1.08707,0.963278,1.80266,4.03507
"hycA",87.4025,142.362,195.951,145.407
"hypA",491.567,459.836,741.633,601.84
"hypB",400.564,440.209,651.307,514.787
"hypC",243.1,239.848,420.429,398.495
"hypD",184.088,229.824,265.818,306.599
"hypE",0.211359,0.84106,0.106409,0.0673114
"fhlA",81.6331,104.093,125.762,213.674
"ygbA",513.937,673.034,1275.41,784.887
"mutS",9.91705,17.4749,17.8024,11.116
"pphB",2.75998,1.50331,1.95866,3.3821
"ygbI",18.1823,9.97768,9.57282,3.70137
"ygbJ",10.3872,4.29247,1.46987,2.29452
"ygbK",12.9735,11.2858,7.7758,7.76739
"ygbL",18.7478,11.1163,9.23348,6.13221
"ygbM",12.4399,10.154,8.79835,5.11689
"ygbN",7.40793,14.0099,12.858,7.70861
"rpoS",5840.55,5011.44,3514.97,2873.23
"nlpD",5343,4652.57,3178.66,2587.61
"pcm",1130.88,1223.78,1114.32,1265.82
"umpG",1182.47,1466.53,1346.25,1575.31
"truD",1140,1357.42,1130.84,1339.03
"ispF",579.848,666.952,591.353,780.163
"ispD",547.506,616.819,661.257,762.876
"ftsB",3205.98,2801.14,2360.51,2037.62
"ygbE",482.447,731.384,551.913,725.736
"cysC",117.208,186.062,331.466,415.777
"cysN",2.12726,1.16538,6.14379,1.93195
"cysD",0.727143,0.821375,0.852823,0.40935
"iap",24.6291,1.19726,13.4507,2.16436
"cas2",14.1474,1.2214,0.323669,0.20382
"cas1",0.958321,0.47821,0.349331,2.50751
"casE",3.48886,0.411214,0.443913,0.17044
"casD",0.352588,0.380762,4.29186,0.400878
"casC",14.1468,3.66707,6.55165,2.77076
"casB",1.29816,2.35101,0.454305,0.382196
"casA",3.10998,4.50582,4.27617,4.88924
"cas3",2.0944,3.69784,8.20947,0.48259
"cysH",0.895825,0.14246,0.540465,0.256523
"cysI",114.241,155.167,181.847,241.019
"cysJ",102.07,118.432,106.764,122.924
"queD",1068.1,1010.38,760.455,935.778
"ygcN",161.969,201.92,214.689,324.347
"ygcO",125.033,102.818,138.927,209.787
"ygcP",208.275,312.016,430.043,540.577
"ygcR",115.739,186.475,156.234,284.566
"ygcS",37.1325,72.6923,79.1757,190.481
"ygcW",59.5589,114.571,145.151,111.469
"yqcE",32.3363,65.922,70.5008,100.884
"ygcE",91.8577,127.729,154.175,168.186
"queE",687.923,606.215,735.959,771.741
"ygcG",0.967018,1.0737,1.73733,2.67611
"eno",2898.16,3106.36,1940.04,1923.2
"pyrG",3416.28,3147.11,2518.26,2431.73
"mazG",705.755,703.142,2307.65,2429.98
"mazF",1848.83,1983.59,3463.47,2846.3
"mazE",2403.08,2566.15,3917.56,3148.31
"relA",1.38908,4.89032,6.56329,0.622268
"rlmD",721.658,744.08,667.142,873.209
"barA",391.905,420.947,597.995,687.804
"gudX",132.853,169.292,200.198,223.476
"gudP",68.4051,101.222,101.438,154.692
"yqcA",1.48773,8.31699,7.17482,10.2695
"truC",359.643,280.917,298.947,351.444
"yqcC",572.212,492.11,387.08,452.097
"csrB",10064.9,6780.14,3915.45,2436.77
"syd",947.544,967.119,911.688,824.125
"queF",1055.84,966.775,1267.93,971.153
"ppnN",1051.87,878.391,685.687,765.274
"sdaC",3481.1,2382.34,1483.07,1066.04
"sdaB",1485.73,1276.11,1038.27,798.464
"ygdG",578.472,474.174,565.809,487.956
"fucO",339.217,355.152,298.428,399.787
"fucA",141.001,212.049,164.972,222.453
"fucP",181.989,205.508,158.854,103.6
"fucI",104,150.966,142.252,171.993
"fucK",73.6471,149.256,147.429,193.733
"fucU",867.765,721.912,857.386,730.935
"fucR",609.514,537.874,479.145,491.373
"rlmM",845.744,1210.75,1253.24,1368.97
"ygdD",1054.92,1268.6,1219.07,1312.19
"gcvA",1352.63,1415.02,1227.7,1294.01
"gcvB",3323.06,3052.65,2073.85,1708.41
"ygdI",351.657,379.521,308.896,332.958
"csdA",1404.93,1837.84,1777.72,1887.98
"csdE",774.096,803.891,1125.17,1236.38
"tcdA",727.87,1088.72,1222.71,1439.44
"mltA",1.06887,4.19054,0.490946,2.29027
"argA",461.461,534.458,776.645,931.649
"recD",0.623707,3.64348,0.375469,1.51246
"recB",13.7483,8.37554,9.64346,4.91205
"ptrA",485.452,540.971,679.627,925.604
"recC",3.99015,4.1881,1.47523,2.60754
"ppdC",237.954,225.247,308.576,351.448
"ygdB",337.791,461.303,398.818,481.414
"ppdA",153.811,162.845,118.646,194.034
"thyA",1330.13,1151.46,693.675,697.402
"lgt",1357.84,1041.36,807.049,789.318
"ptsP",1090.57,840.733,825.39,956.803
"rppH",2546.95,2393.21,1963.3,1719.82
"mutH",589.365,915.432,1230.11,1265.48
"ygdQ",473.971,599.066,964.217,1215.93
"ygdR",1142.31,1170.11,731.656,1095.37
"tas",1009.72,1057.83,758.739,993.648
"lplT",210.726,267.736,352.18,482.667
"aas",356.947,439.918,311.786,352.055
"omrA",420.959,713.348,138.59,168.034
"omrB",443.219,740.821,214.564,312.055
"galR",739.859,976.358,1131.8,1216.9
"lysA",1396.56,1103.67,469.843,1080.09
"lysR",396.619,413.678,503.384,623.361
"ygeA",899.15,975.882,1168.22,1043.61
"araE",382.891,422.552,676.613,663.04
"kduD",458.778,344.441,643.783,682.229
"kduI",394.678,467.503,504.552,658.22
"yqeF",1723.48,1470.57,1089.53,1097.7
"yqeG",1049.31,754.581,649.475,485.022
"yqeH",162.17,221.254,299.581,443.428
"yqeI",105.332,133.251,108.046,166.211
"yqeJ",79.8217,140.374,82.5027,125.283
"yqeK",31.8844,62.3191,37.4221,39.4961
"ygeF",88.9223,151.909,72.451,55.5811
"ygeG",59.1818,121.362,54.6726,73.0931
"ygeH",135.133,102.332,118.741,161.292
"ygeI",26.1745,25.1838,36.7297,59.7595
"pbl",0.175153,0.376781,0.0427194,0.0381954
"ygeK",113.083,143.948,252.136,408.572
"ygeL",60.9213,124.519,100.458,267.988
"ygeN",49.0304,63.0334,44.9648,87.1703
"ygeO",49.4547,72.4378,77.841,135.649
"ygeP",179.125,347.424,489.799,723.539
"ygeQ",361.158,519.188,677.911,898.152
"xdhA",52.3113,59.9721,101.82,135.843
"xdhB",76.5231,115.472,104.621,150.273
"xdhC",78.4542,105.017,93.7475,106.429
"ygeV",12.3009,3.40504,13.8816,6.29786
"ygeW",19.7884,29.5112,17.9059,9.33076
"ygeX",82.0029,124.117,118.663,124.104
"ygeY",80.7259,100.945,122.413,160.976
"hyuA",37.8244,57.5954,64.5249,65.0361
"yqeA",258.433,324.133,391.254,352.074
"yqeB",124.594,220.926,318.921,626.96
"yqeC",76.6797,99.0798,269.07,517.188
"mocA",209.164,172.263,507.113,583.024
"ygfK",37.7367,40.7495,55.5761,103.034
"ssnA",12.0409,11.6046,3.8719,3.26874
"ygfM",60.0405,93.1297,72.0206,107.132
"xdhD",106.19,26.8562,51.4972,34.5607
"xanQ",63.5033,131.439,128.534,156.629
"guaD",153.843,236.131,321.584,345.567
"ygfT",150.1,215.846,338.505,426.901
"uacT",51.1943,84.7786,111.985,127.051
"idi",26.4835,14.0203,13.3118,16.181
"lysS",1603.79,1721.26,1689.09,1736.42
"recJ",666.638,983.758,1024.47,1157.5
"dsbC",2019.12,1841.6,1514.87,1470.14
"xerD",2138.51,2602.86,1926.08,1760.13
"fldB",1892.71,1968.07,1842.21,1634.81
"ygfX",1347.47,1543.64,1646.78,1464.59
"sdhE",2583.52,2312.55,1935.93,1628.81
"ygfZ",1519,1429.4,1275.95,1163.63
"yqfA",601.125,823.791,703.546,848.275
"yqfB",1141.34,1235.4,1140.68,973.34
"bglA",1205.14,1250.22,864.16,840.651
"ygfF",0.228241,1.09076,0.347466,0.287984
"gcvP",780.809,885.243,848.824,785.864
"gcvH",1935.74,1418.32,1029.74,798.599
"gcvT",960.58,699.352,536.058,423.704
"ubiI",413.201,564.77,488.735,660.44
"ubiH",1246.01,1295.24,1127.76,1083.89
"pepP",53.538,40.0666,36.2691,34.8688
"ygfB",2527.06,2263.77,1915.9,1573.68
"zapA",5691.11,4989.27,3373.87,2764.84
"ssrS",10947.2,7555.1,4362.16,2922.33
"fau",262.572,449.549,611.879,1009.25
"sibC",149.384,190.212,264.441,525.327
"serA",1013.25,941.541,883.054,905.484
"rpiA",2859.76,2539.29,2496.95,1994.45
"yqfE",89.5802,126.429,159.103,293.395
"argP",1202.41,1176.98,826.834,787.415
"argK",117.545,94.7675,174.094,189.865
"scpB",71.0416,116.654,127.953,155.571
"scpC",55.6638,102.122,94.0371,140.736
"yggE",1763.97,1364.34,1040.19,1285.68
"argO",2.58054,1.79893,0.932796,3.17633
"mscS",1975.08,2151.06,1883.3,1645.71
"fbaA",4859.51,4354,2732.98,2212.35
"pgk",4297.98,3632.24,2858.96,2143.68
"epd",3254,2850.33,1891.73,1544.93
"yggC",6.67718,9.61389,7.36752,6.14517
"fumE",1464.28,1074.48,1805.7,1425
"yggF",124.898,124.846,266.417,362.746
"cmtA",151.094,174.042,216.469,309.623
"cmtB",125.132,153.938,120.694,190.185
"tktA",21.9127,23.4436,43.1423,18.4413
"loiP",1197.19,942.755,1146.72,1329.36
"speB",2.08763,8.91349,20.5831,4.12625
"speA",1401.56,1345.68,950.416,1203.37
"yqgB",845.509,1153.93,558.359,728.8
"yqgC",75.3946,98.024,158.976,167.623
"yqgD",34.9556,34.3313,93.6198,82.4723
"metK",5703.04,3552.23,3352.88,2811.85
"galP",52.9433,24.8459,23.3698,15.565
"yggI",10.1748,3.00474,7.30434,0.5288
"endA",496.424,455.842,486.779,651
"rsmE",760.109,834.012,717.021,919.52
"gshB",41.1839,29.0049,21.4674,14.7394
"yqgF",22.6731,22.1847,20.888,11.0417
"yggR",138.693,243.726,229.424,292.683
"yggS",849.567,744.362,773.875,699.273
"yggT",2262.18,2170.1,1570.66,1417.73
"yggU",1782.04,1585.73,1087.68,1011.22
"rdgB",20.075,17.4388,11.5486,10.3709
"hemW",433.855,616.214,592.403,761.183
"yggM",191.052,273.434,355.964,391.993
"ansB",542.385,685.835,731.157,1207.85
"yggN",1898.77,1981.37,2157.21,1852.14
"yggL",2127.11,2492.4,2264.86,2170.4
"trmB",1208.03,1558.35,1594.36,1566.04
"mutY",812.606,982.981,601.02,746.384
"yggX",1170.79,1354.59,826.544,674.113
"mltC",510.794,568.751,781.002,934.296
"nupG",0.443024,0.540341,0.379441,1.88059
"speC",221.058,216.538,180.539,260.855
"yqgA",150.688,188.504,234.82,286.142
"yghD",2.96836,5.44818,3.87403,1.24525
"yghE",1.47727,1.01682,0.410086,1.03585
"yghF",11.3402,3.2781,0.661949,1.00614
"yghG",1.20345,0.402013,0.715545,0.509775
"pppA",7.20602,1.74934,0.720082,0.710461
"glcA",1.40281,2.96067,0.655509,0.278902
"glcB",2.04905,1.81872,1.39416,0.740866
"glcG",15.4744,4.08792,4.96971,9.7483
"glcD",18.6474,16.0852,4.22729,6.81447
"glcC",1.62616,0.984566,3.10031,5.96201
"yghO",0.275531,3.47752,2.80854,2.84017
"yghQ",17.7409,15.7911,15.9876,7.23793
"yghR",4.11127,5.23749,7.3848,1.86618
"yghS",5.95951,6.42772,8.80615,5.97425
"yghT",1.11884,2.94153,0.623492,0.847492
"pitB",1.94036,0.980977,2.72402,2.89905
"gss",167.773,213.313,143.751,160.317
"yghU",510.847,647.524,382.952,377.609
"hybG",224.552,297.759,546.075,787.525
"hybF",132.943,183.196,296.972,338.26
"hybE",419.784,581.677,907.017,1004.18
"hybD",11.3056,8.03302,5.36073,4.65658
"hybC",498.78,564.952,768.299,773.326
"hybB",103.379,208.858,138.899,206.324
"hybA",259.057,299.248,204.036,316.544
"hybO",283.031,346.199,280.694,393.201
"yghW",165.949,276.288,131.63,187.889
"gpr",474.463,487.409,571.915,401.096
"yqhA",2749.83,2462.04,1942.18,1716.49
"yghA",134.013,129.643,163.167,183.48
"exbD",4964.21,4974.39,4563.55,3397.88
"exbB",18.8056,28.2505,30.8613,32.7256
"metC",269.088,307.875,498.562,410.892
"yghB",662.011,516.931,805.021,766.626
"yqhD",659.207,706.903,428.898,467.797
"dkgA",232.061,464.664,198.28,229.963
"yqhH",110.428,93.1212,152.057,154.353
"ftsP",718.36,764.823,856.714,1111.52
"plsC",1557.68,1656.07,1392.01,1627.75
"parC",1771.6,2226.89,1835.37,1641.44
"ygiS",149.271,225.372,290.337,475.267
"mqsA",3.46018,0.993754,0.497048,0.233298
"mqsR",0.765981,0.474121,0.222638,0.129124
"ygiV",457.581,696.459,572.909,648.994
"ygiW",1016.24,1242.24,537.689,461.441
"qseB",604.743,721.302,493.315,569.591
"qseC",392.151,442.321,483.852,466.963
"ygiZ",3.82145,0.794454,2.81056,1.25785
"mdaB",809.782,962.793,631.38,853.065
"ygiN",2274.13,2223.61,1707.06,1413.6
"parE",381.74,558.895,591.996,810.542
"yqiA",1224.32,1286.29,1184.13,1258.04
"cpdA",2263.97,2266.65,2066.22,1964.46
"yqiB",1278.59,1489.34,1262.39,1217.91
"nudF",1450.19,1774.34,1312.18,1146.48
"tolC",3084.25,3356.3,1808,1730.43
"ygiB",3289.03,2458.35,1652.98,1276.95
"ygiC",1947.18,1507.77,992.407,860.523
"ygiD",310.907,402.777,426.507,509.939
"zupT",1013.27,1004.9,1042,921.285
"ribB",1375.68,1471.48,1317.76,1377.87
"ubiK",2.31939,1.49579,1.08262,1.20602
"ygiL",10.7126,4.27276,1.65968,3.02563
"yqiG",0.897824,4.451,2.313,5.49116
"yqiH",5.23,0.432539,0.393373,0.182416
"yqiI",8.76281,5.84744,4.22894,0.293318
"glgS",2452.89,1657.09,1281.65,948.018
"yqiJ",899.414,713.736,816.668,893.33
"yqiK",7.58965,4.41117,3.33067,2.67104
"sibD",8034.78,7395.08,4702.61,3396.1
"hldE",40.5729,25.1796,38.249,32.6995
"glnE",48.4216,22.9437,24.5595,19.8441
"ygiF",992.438,1032.26,851.617,937.913
"ygiM",3234.26,2395.36,2198.94,1837.03
"cca",1195.42,1122.54,1073.43,1420.25
"bacA",1384.44,1403.79,1631.29,1532.99
"plsY",1.14846,0.39184,0.372975,2.11567
"ttdR",142.933,137.82,241.898,344.915
"ttdA",92.1001,148.483,239.814,317.97
"ttdB",65.8315,94.8165,83.7885,158.6
"ttdT",92.2865,116.871,136.24,245.219
"tsaD",671.237,795.117,729.094,946.174
"rpsU",8427.61,6601.26,4846.89,3622.62
"dnaG",4596.83,4291.34,3234.58,2777.46
"rpoD",4789.13,3820.68,3316,2755.77
"mug",2271.13,2266.93,2195.46,1657.2
"nfeF",916.602,910.652,880.599,715.789
"nfeR",2139.56,1693.04,2205.73,1672.04
"aer",337.351,321.995,583.06,577.296
"ygjH",151.306,224.97,137.217,154.067
"ebgR",558.235,519.343,389.793,460.27
"ebgA",2.48454,1.40161,1.74114,1.46268
"ebgC",58.7499,116.92,113.212,161.505
"ygjI",104.43,146.901,206.708,272.339
"ygjJ",47.7989,87.7609,97.2408,148.256
"ygjK",88.5381,109.932,205.294,277.33
"fadH",214.476,147.735,111.437,130.961
"higA",1334.92,1124.1,1759.74,1984.09
"higB",1313.99,1418.36,1786.22,2096.02
"rlmG",509.84,612.772,529.494,701.49
"ygjP",619.486,510.363,566.436,555.408
"ygjQ",5.81793,1.00855,1.34224,5.93196
"ygjR",8.77083,1.36444,4.66249,2.11066
"sstT",2245.23,2246.17,1465.88,1495.14
"ygjV",176.531,225.98,249.291,324.349
"uxaC",1433.71,1244.96,1050.18,992.553
"exuT",1.78048,2.43793,1.69266,0.557879
"exuR",4761.08,3879.92,3566.58,2782.09
"yqjA",3790,2722.43,2884.18,1960.02
"mzrA",2315.97,1239.09,1304.39,1128.39
"yqjC",2003.6,2546.83,926.535,962.438
"yqjD",2435.13,2209.17,1367.91,1297.74
"yqjE",0.205333,0.305156,0.24147,0.169465
"yqjK",534.91,659.867,586.762,679.79
"yqjG",1.66235,0.875755,2.03677,1.05738
"yhaH",919.93,877.466,783.631,701.052
"yhaI",107.368,93.8311,198.849,219.664
"yhaJ",1144.17,812.633,1153.84,832.535
"yhaK",158.969,181.209,203.354,198.749
"yhaL",1913.73,2006.42,793.449,644.659
"cyuP",262.248,338.641,280.203,361.017
"tdcF",106.813,127.936,142.792,225.254
"tdcE",102.8,148.082,162.599,198.131
"tdcD",82.9652,135.289,128.949,187.79
"tdcC",116.043,203.794,173.296,226.559
"tdcB",161.234,180.83,376.801,514.226
"tdcA",150.248,155.671,247.352,385.94
"tdcR",26.3447,41.2049,32.4737,35.3208
"yhaB",45.9663,126.921,58.8259,58.1204
"yhaC",49.3006,102.049,57.0744,63.8735
"rnpB",11090.4,7239.47,4364.34,3034.89
"garR",262.33,300.044,240.479,217.11
"garL",159.096,143.686,131.828,145.573
"garP",91.9881,131.307,87.9161,116.39
"garD",142.759,225.532,300.348,350.276
"prlF",1298,1286.87,1922.44,1667.72
"yhaV",1150.55,868.747,2052,1752.44
"kbaZ",49.8141,89.1273,60.7554,71.2642
"agaV",78.1411,123.058,76.5554,84.9681
"agaW",45.3873,116.738,77.4376,108.725
"agaA",145.005,176.3,271.469,312.724
"agaS",48.1605,59.0353,137.331,298.327
"kbaY",4.42977,68.1772,197.913,373.406
"agaB",70.6839,65.871,107.897,108.466
"agaI",28.7512,80.2353,79.6102,133.121
"yraH",3.19334,3.11089,3.00743,0.42155
"yraI",58.7671,120.2,131.109,188.776
"yraJ",259.015,308.091,478.329,565.443
"yraK",9.44934,0.296033,0.62308,0.149084
"rsmI",752.633,831.224,862.543,918.423
"lpoA",632.242,832.917,749.692,811.159
"yraN",408.207,431.833,480.241,507.037
"diaA",2114.59,2303.62,1261.75,1307.86
"dolP",2450.45,2152.61,1298.37,1274.24
"yraQ",540.342,565.151,1184.68,1361.27
"yraR",423.833,416.572,466.94,598.49
"yhbO",75.459,107.314,87.5036,169.153
"yhbP",428.786,333.03,603.855,701.902
"yhbQ",922.057,789.107,1061.89,742.643
"yhbS",1883.63,1582.02,1644.32,1566.81
"ubiT",3070.6,3034.3,2455.51,2089.24
"ubiU",0.255246,0.309129,0.244284,0.294435
"ubiV",71.2485,128.143,161.026,302.478
"yhbW",80.7756,85.0557,109.914,242.415
"mtr",1382.27,1909.58,2492.44,2194.37
"deaD",5228.92,4614.95,3881.66,3287.39
"nlpI",8572.06,6785.76,4323.44,3153.03
"pnp",6145.38,4619.55,3029.22,2811.45
"sraG",90.3015,89.2448,144.654,88.4302
"rpsO",6949.13,5085.68,2972.99,2377.1
"truB",2529.43,2435.41,1857.9,2334.1
"rbfA",2294.25,2467.63,1919.68,2549.23
"infB",5749.76,4637.24,3034.85,2773.86
"nusA",6286.25,5493.08,3549.48,2915.78
"rimP",7355.49,5854.98,4069.12,3394.78
"argG",1870.85,1434.38,1013.55,1085.9
"yhbX",183.413,239.394,434.427,721.135
"secG",6497.37,4484.24,3398.55,2511.59
"glmM",1.32424,0.722828,0.713262,0.879797
"folP",932.678,822.859,891.652,968.999
"ftsH",6267.97,4640.89,3532.64,2571.13
"rlmE",6014.25,4734.32,3418.1,2530.12
"yhbY",1889.26,1551.75,1147.97,932.072
"greA",3375.61,2774.01,2975.18,2279.87
"dacB",815.682,668.45,698.363,891.384
"obgE",2379.67,2818.14,3388.69,2763.01
"yhbE",2261.73,2684.45,2852.78,2302.93
"rpmA",4845.52,4235.52,3708.22,2682.6
"rplU",9749.71,6626.33,4117.53,3011.37
"ispB",3077.69,3125.43,2543.77,2075.37
"sfsB",295.875,206.892,331.065,396.206
"murA",1515.1,1449.28,1276.1,1292.29
"ibaG",2309.36,2480.26,1526.06,1317.74
"mlaB",2335.79,1771.77,1467.95,1462.38
"mlaC",3090.58,2491.66,1836.09,1648.06
"mlaD",3194.1,3383.13,2327.35,2167.65
"mlaE",1328.02,1557.99,1471.37,1421.05
"mlaF",1746.66,2175.53,1871.21,1798.85
"yrbG",907.342,906.56,1207.3,1386.38
"kdsD",1923.8,2374.89,2122.74,1962.55
"kdsC",2201.15,2357.5,2155.29,2039.44
"lptC",2446.24,2272.21,2035.42,1871.03
"lptA",2519.21,2168.12,2292.33,2012.32
"lptB",1576.05,1623.4,1485.9,1775.51
"rpoN",2854.48,2593.39,2014.91,1969.77
"hpf",3835.44,3356.79,2126.13,1565.28
"ptsN",1528.47,1765.63,1261.24,1293.64
"rapZ",1071.85,883.277,795.156,795.807
"npr",501.328,467.724,394.841,406.412
"yrbL",2882.59,3036.27,2498.99,3145.56
"mtgA",373.286,565.97,632.171,745.509
"elbB",1111.8,1353.61,1041.64,1058.35
"arcZ",1322.26,1255.35,591.836,518.718
"arcB",870.247,976.826,867.113,919.918
"gltB",18.406,27.1277,0.856082,2.36128
"gltD",0.873067,2.00099,8.13855,3.97611
"gltF",11.5708,0.487914,1.51298,3.04124
"yhcA",0.84779,0.158932,0.644077,3.00748
"yhcD",4.6155,0.651549,4.53881,2.21172
"yhcF",2.12629,1.15098,2.1823,2.80456
"yhcG",4.6982,2.03533,1.85662,1.29309
"nanK",52.33,30.4332,25.8804,16.4082
"nanE",207.595,151.483,159.78,197.855
"nanT",217.088,148.657,210.012,165.032
"nanR",1714.49,1497.48,1767.89,1426.95
"dcuD",77.859,103.963,143.683,221.864
"sspB",3108.38,2627.46,2370.91,2090.13
"sspA",4661.89,4324.65,2985,2579.3
"rpsI",8745.43,6905.93,4394.44,3216.19
"rplM",10625.1,7772.38,4744.22,3331
"zapE",260.35,328.201,249.934,303.804
"zapG",6561.26,5846.83,3450.73,2565.62
"degQ",1051.33,1012.37,688.198,934.758
"degS",265.592,221.482,317.144,480.084
"mdh",4657.25,4569.39,2641.63,2169.25
"argR",1844.64,1646.66,2076.15,1502.57
"yhcN",1527.97,1415.39,2252.37,1748.69
"yhcO",132.935,194.496,190.725,278.272
"aaeB",96.0031,156.568,329.762,560.593
"aaeA",144.756,222.178,321.611,641.236
"aaeX",279.788,374.231,515.642,888.166
"aaeR",562.584,967.341,783.72,823.826
"tldD",950.348,1017.31,908.651,1061.25
"rng",823.141,1101.86,1039.79,1196.03
"yhdE",1253.42,1382.37,1291.9,1250.09
"mreD",520.77,560.192,683.578,1157.55
"mreC",1558.12,1620.36,1523.95,1851.57
"mreB",3181.48,2860.39,2787.17,2312.88
"csrD",464.278,785.052,903.694,1524.69
"yhdH",630.437,581.532,473.266,410.969
"accB",1968.61,2203.56,1690.08,1440.53
"accC",868.381,952.76,1029.81,979.92
"yhdT",293.281,417.097,388.411,508.139
"panF",321.395,397.188,348.795,478.708
"prmA",356.902,544.676,450.791,537.143
"dusB",6173.25,6402.39,3507.3,3310.38
"fis",5026.11,4980.34,3061.09,2793.2
"yhdJ",410.534,444.451,353.448,603.209
"yhdU",483.658,380.133,426.259,363.372
"envR",102.552,126.425,456.51,354.433
"acrE",105.578,168.503,270.721,395.631
"yhdV",153.795,160.358,204.272,217.95
"yhdW",108.858,167.586,217.111,393.989
"yhdX",70.0944,103.91,130.175,242.667
"yhdY",60.9467,81.6898,77.3519,136.913
"yhdZ",154.518,193.401,190.758,205.951
"yrdA",1832.49,1518.57,1217.1,927.837
"yrdB",643.23,631.769,684.214,818.381
"aroE",795.265,792.122,736.073,982.446
"tsaC",1096.21,1136.52,1035.19,1276.83
"smg",18.3962,22.5374,14.1523,7.58574
"def",4415.04,3958.59,2788.22,2168.26
"rsmB",667.048,610.178,597.433,713.196
"trkA",497.507,610.311,489.922,643.669
"mscL",2876.13,2779.77,2015.13,1301.4
"zntR",2575.82,2333.65,1619.09,1327.56
"yhdN",4055.09,3883.68,2368.56,2142.68
"rplQ",5117.89,5299.25,3525.65,3131.6
"rpoA",9521.7,6915.68,4241.66,3061.77
"rpsD",8938.78,7293.28,4531.04,3408.08
"rpsK",10671.3,8110.94,4914.9,3557.53
"rpsM",9920.56,7505.81,4595.57,3046.8
"rpmJ",8721.95,6860.65,4154.89,3177.43
"secY",9135.84,7341.54,4289.77,3308.23
"rplO",10304.1,7012.46,4265.51,3067.65
"rpmD",10504.8,7298.9,4591.95,3211.79
"rpsE",9377.67,7088.42,4291.65,3130.65
"rplR",9069.1,6652.83,4317.99,3185.59
"rplF",10674.3,8130.49,4851.72,3412.93
"rpsH",13075.6,9218.37,5527.32,3884.98
"rpsN",10979.8,8149.52,4692.33,3517.89
"rplE",12182.1,8848.19,5257.85,3953.05
"rplX",11164.2,8666.74,5078.73,3720.1
"rplN",10809.6,7686.58,4734.62,3403.4
"rpsQ",4304.68,4807.91,2692.49,2814.12
"rpmC",5019.74,4384.79,3263.22,2577.96
"rplP",7589.09,6758.7,4526.78,3654
"rpsC",9762.24,8495.64,5005.34,4093.35
"rplV",7956.26,6196.83,3982.77,3136.72
"rpsS",9308.34,6420.67,4198.13,3318.15
"rplB",7060.13,6274.53,3440.05,2951.74
"rplW",9128.56,8056,4283.15,3410.75
"rplD",8687.53,7392.88,4228.22,3431.44
"rplC",11349,8118.25,4820.2,3391.65
