"","0","0 | 1","7200","7200 | 1"
"gltI",3037.9,2959.75,1082.34,1121.53
"lnt",304.338,379.189,516.654,866.144
"ybeX",3200.08,2993.9,2139.98,1895.61
"ybeY",2445.51,2312.91,1058.11,987.509
"ybeZ",3307.15,3245.25,1464.61,1185.39
"miaB",1646.99,1463.16,1727.92,1706.89
"ubiF",952.477,785.302,1288.44,1052.66
"asnB",29.2624,15.3515,26.105,10.315
"umpH",948.007,1208.12,979.883,951.156
"nagC",13.4787,17.2979,43.4327,53.6305
"nagA",933.946,985.079,742.197,690.915
"nagB",1049.87,960.147,755.624,616.725
"nagE",4.42512,7.68468,4.06849,4.27014
"glnS",1884.07,1578.49,1468.58,1252.85
"chiP",66.0322,72.9202,159.798,163.823
"chiQ",81.5696,97.3935,135.967,183.586
"fur",7908.59,5708.39,4681.35,3403.95
"fldA",2887.13,2281.03,1839.09,1557.35
"ybfE",2676.81,2654.18,2410.41,1860.86
"ybfF",726.736,662.513,673.493,659.98
"seqA",2652.64,2334.32,1812.3,1661.91
"pgm",2488.27,2324.72,1832.3,1749.31
"ybfP",5.91285,6.57804,0.512349,2.33214
"ybfG",1.36105,1.06539,0.87101,0.758414
"potE",227.762,249.809,411.727,521.794
"speF",0.54452,0.504724,0.389082,0.240841
"kdpE",876.293,1386.03,1492.91,1396.81
"kdpD",263.94,323.166,582.527,700.65
"kdpC",241.728,292.497,393.053,402.603
"kdpB",95.2192,92.5502,109.667,134.431
"kdpA",2.22592,7.29671,13.8904,7.5824
"ybfA",4687.87,2938.55,3075.53,1999.49
"rhsC",28.3769,20.0619,18.8566,15.6683
"ybfB",2.37329,1.22605,0.214268,0.0312778
"ybfO",289.202,281.546,199.382,251.767
"ybfC",395.15,315.491,396.238,418.2
"ydcC",2615.96,3127.95,2967.1,2723.42
"ybfD",5.81626,3.68119,2.49303,6.65786
"ybgA",606.741,912.544,678.675,728.291
"phr",1.10619,13.8781,16.7862,13.615
"ybgI",1726.6,2379.52,1682.52,1612.37
"pxpB",1191.78,1214.63,1231.17,1221.95
"pxpC",1105.42,1091.01,1182.17,1165.93
"pxpA",761.566,1274.37,1264.4,1421
"nei",292.722,348.994,418.739,628.356
"abrB",7.53383,3.99955,6.82517,3.35244
"ybgO",6.58031,7.04625,4.51431,6.20676
"ybgP",0.916213,0.83853,1.11483,0.401874
"ybgQ",1.0619,3.86853,3.04813,5.69854
"ybgD",0.9216,4.60303,4.38049,3.11671
"gltA",0.621267,0.255852,0.854947,0.497266
"sdhC",5853.31,4617.84,2357.36,1544.1
"sdhD",5674.12,4342.15,2122.32,1688.57
"sdhA",6049.99,4056.02,2418.75,1729.87
"sdhB",4921.97,3121.26,2134.86,1538.38
"sucA",3673.79,2874.94,1914.68,1291.46
"sucB",3470.8,2858,1997.35,1320.69
"sucC",3699.63,4040.2,2373.55,1771.52
"sucD",3266.96,3298.04,1892.8,1350.86
"mngR",1.81641,1.6285,5.44741,5.79913
"mngA",6.68378,0.692879,4.81479,0.347322
"mngB",0.468314,0.21287,0.926186,0.670957
"cydA",1840.91,2161.24,1724.01,1952.92
"cydB",2333.56,2415.12,1915.79,1989.93
"ybgE",750.573,1141.5,784.126,1121.98
"ybgC",2081.09,2450.55,1934.15,1887.85
"tolQ",2440.15,2197.7,2281.25,1865.74
"tolR",1719.78,1776.14,1715.45,1540.77
"tolA",3336.97,3339,2850.99,2440.36
"tolB",4579.65,4897.95,3565.55,2951.17
"pal",4407.18,3856.62,2562.52,2073.06
"cpoB",2526.75,2664.88,2137,2025.76
"nadA",744.017,959.462,2479.7,2603.74
"pnuC",381.321,486.533,1304.24,1525.64
"ybgS",147.561,163.509,93.4932,128.775
"aroG",27.9346,19.5894,20.1883,11.2256
"gpmA",7254.31,7469,3974.12,2882.16
"galM",1196.1,1622.14,1192.13,1245.83
"galK",717.805,553.116,447.49,476.297
"galT",382.944,457.103,336.114,430.558
"galE",462.682,528.149,346.731,452.221
"modF",2.50258,0.604762,3.81634,0.994815
"modE",525.94,523.564,642.927,679.367
"acrZ",1770.34,1264.89,1389.71,1197.16
"modC",439.907,489.462,571.901,562.977
"ybhA",468.141,421.234,570.985,514.67
"pgl",6.94656,0.230033,6.17985,2.93055
"ybhD",113.675,145.409,476.523,628.733
"ybhH",35.9129,66.0341,243.453,399.422
"ybhI",90.0149,119.301,436.798,544.316
"ybhJ",39.536,13.973,19.1861,10.7668
"ybhC",772.26,846.351,811.927,959.949
"ybhB",578.582,618.905,706.384,690.776
"bioA",111.303,113.001,202.08,270.816
"bioF",29.0217,31.5925,78.1162,221.415
"bioD",0.384011,1.12285,0.208755,0.191371
"uvrB",976.28,1028.35,1187.89,1471.09
"ybhK",10.2512,0.619613,5.5,0.804619
"moaA",597.546,565.416,736.249,908.154
"moaB",707.532,710.99,659.145,845.267
"moaC",419.029,367.752,375.233,362.894
"moaD",443.263,367.778,480.067,498.23
"moaE",284.379,272.242,393.58,488.471
"ybhL",1465.39,1542.97,1175.81,1243.66
"ybhM",130.207,200.58,424.018,524.188
"ybhN",68.2697,110.978,180.233,213.623
"ybhP",113.613,187.035,129.369,134.08
"ybhQ",2138.04,2312.62,2378.73,1712.69
"ybhR",141.485,103.134,279.574,365.139
"ybhS",99.1374,116.624,209.297,277.398
"ybhG",774.956,636.975,376.181,494.274
"cecR",870.923,753.035,914.76,833.972
"rhlE",1412.36,1543.44,838.499,1101.05
"ybiA",0.758629,0.324989,0.275726,0.516697
"dinG",227.121,292.107,412.255,635.774
"ybiB",0.310451,1.71361,0.306063,0.331306
"hcxB",0.801905,0.556159,0.236671,0.306603
"ybiJ",1138.83,1085.24,1488.1,1415.15
"ybiI",1833.25,1436.04,990.287,536.057
"ybiX",117.966,185.033,155.811,206.831
"fiu",128.018,444.043,286.411,453.426
"mcbA",109.853,126.478,135.574,140.608
"rlmF",791.351,878.191,1059.56,1335.87
"ybiO",24.4246,18.1713,13.1463,7.54754
"glnQ",0.271391,0.295643,0.402837,0.602872
"glnP",1302.86,1451.46,758.493,1381.89
"glnH",3996.82,4207.92,1917.73,2354.46
"dps",1758.72,2110.79,1327.54,1042.82
"rhtA",198.522,279.038,326.95,419.29
"ompX",5570.37,4820.48,3105.38,2578.67
"opgE",703.372,657.343,666.729,860.214
"rybA",5921.05,4632.11,3009.79,1913.77
"mntR",2529.23,2611.88,2561.76,2109.93
"ldtB",2149.45,2358.33,2367.21,2324.44
"ybiT",966.524,1182.25,1612.23,1616.03
"ybiU",461.131,436.715,703.296,866.067
"ybiV",1239.46,1115.35,1558.39,1453.03
"ybiY",39.0608,92.8236,52.9417,57.7319
"fsaA",156.002,223.181,259.402,235.739
"moeB",20.4526,8.86373,5.97363,3.56315
"moeA",37.1612,14.8466,25.1471,16.7191
"iaaA",813.282,883.663,912.06,766.996
"gsiA",296.659,355.528,396.496,561.637
"gsiB",178.497,312.978,437.309,519.242
"gsiC",175.135,204.916,389.535,544.176
"gsiD",118.862,224.17,302.845,373.592
"pdeI",102.676,175.254,270.719,395.333
"dgcI",140.592,219.39,525.41,550.447
"rimO",568.141,626.861,711.281,948.492
"bssR",160.481,196.148,210.742,170.111
"yliI",144.769,161.842,226.291,190.851
"gstB",801.323,867.806,807.634,734.263
"dacC",1327.99,923.175,1383.64,785.645
"deoR",1001.39,1039.18,801.915,939.182
"ybjG",773.377,1000.89,827.912,1195.35
"mdfA",781.047,780.719,1289.35,1248.42
"ybjH",407.497,418.199,1061.19,1078.98
"ybjI",554.062,620.254,914.822,886.934
"ybjJ",576.502,633.971,1276.23,1182.93
"rcdA",986.492,1009.79,1678.91,1237.87
"rybB",539.057,391.713,770.586,776.039
"ybjL",744.869,701.589,1779.95,1788.92
"ybjM",1562.96,1443.2,2286.68,1806.55
"grxA",232.279,308.09,329.335,368.783
"ybjC",1604,1668.47,2252.05,2241.44
"nfsA",640.918,592.003,1108.76,1080.85
"rimK",329.733,408.527,455.737,736.364
"ybjN",1093.76,933.564,970.303,1081.75
"potF",0.306711,0.690748,0.74147,3.42156
"potG",0.469224,0.413752,0.327394,0.195661
"potH",119.1,170.556,300.787,417.363
"potI",178.291,172.615,338.717,366.193
"ybjO",153.785,162.117,278.158,377.991
"rlmC",1.05325,1.43973,2.24701,1.82126
"artJ",1.09661,4.08249,1.79822,0.553103
"artM",414.586,357.088,412.521,533.495
"artQ",0.122379,0.502922,2.39237,1.09293
"artI",1.9113,5.96271,4.69391,3.33301
"artP",1590.56,1393.08,940.007,1025.55
"ybjP",8.91843,2.14192,1.072,0.795981
"ybjQ",1186.1,1321.83,1146.28,1250.49
"amiD",1009.83,847.616,1016.19,1070.47
"ybjT",91.2597,57.1905,63.9507,51.9111
"ltaE",1068.47,1224.48,1172.81,1141.25
"poxB",18.1195,14.9147,7.01049,9.94496
"hcr",120.355,130.852,237.399,268.32
"hcp",113.076,202.909,294.408,365.26
"lysO",404.672,459.127,504.291,711.866
"aqpZ",352.488,421.071,595.672,562.819
"ybjD",21.846,8.60264,5.76359,9.87749
"ybjX",774.753,1385.44,1261.7,1263.12
"macA",826.999,852.127,980.518,1245.26
"cspD",2266.6,1611.03,1128.73,856.141
"clpS",3924.15,3764.87,2268.11,2036.17
"clpA",2320.44,2805.46,1868.99,1825.79
"infA",9412.48,6807.42,4604.65,3417.31
"aat",393.68,451.807,565.896,497.183
"cydC",260.367,342.301,256.357,422.249
"cydD",580.301,487.796,539.702,660.631
"trxB",2396.11,2687.68,1716.82,1437.95
"lrp",4589.82,4369.16,2685.3,2141.66
"ftsK",1752.48,1643.46,1803.11,2014.11
"lolA",1737.85,1399.71,1134.17,1370.17
"rarA",745.609,680.928,719.439,1066.07
"serS",3055.13,2853.08,2113.04,1689.13
"dmsB",245.249,291.263,538.688,619.281
"dmsC",167.466,167.025,232.814,271.175
"ycaC",242.657,525.288,375.814,416.885
"ycaD",186.297,312.695,555.718,773.906
"ycaM",155.215,175.561,328.479,482.87
"ycaN",3.91058,1.2171,6.38488,1.83008
"ycaK",4.05114,4.08479,1.70118,1.37066
"pflA",2831.18,2046.76,2359.39,1842.95
"focA",1145.31,959.654,927.141,972.079
"ycaO",0.678865,0.512717,0.739089,0.234788
"ycaP",364.493,432.883,527.058,612.755
"serC",1541.54,1708.34,1125.43,1202.39
"aroA",500.238,473.724,550.475,662.75
"ycaL",110.552,156.043,246.54,224.584
"cmk",3938.2,4062.13,3126.06,2300.4
"rpsA",9353.83,7655.35,4591.02,3435.64
"ihfB",5321.77,5142.09,3711.52,2803.51
"ycaI",7.47808,3.06571,8.71354,2.61706
"msbA",1592.59,1825.05,2548.44,2386.86
"lpxK",525.805,617.539,1105.98,1473.9
"ycaQ",239.59,303.982,494.064,819.338
"ycaR",3738.54,3262.06,2621.05,2027.48
"kdsB",2108.97,1846.2,2067.74,1637.98
"ycbJ",511.988,502.986,710.384,837.979
"elyC",0.206432,0.232238,0.22157,0.0768494
"cmoM",2526.03,2176.96,2397.89,1880.9
"mukF",1091.29,1107.96,1233.39,1161.99
"mukE",1666.37,1634.24,1573.56,1615.47
"mukB",442.64,624.874,694.567,974.76
"ldtD",1060.03,1110.98,2135.84,1569.46
"mepK",3162.83,2631.44,2447.64,2339.66
"gloC",2138.02,2147.79,2181.11,1963.57
"aspC",1655.66,1803.69,1445.89,1567.71
"ompF",4442.67,4390.54,1930.5,1867.79
"pncB",2354.57,2434.55,2377.01,2343.1
"pepN",1841.42,1978.04,970.377,1031.49
"ssuB",220.24,282.014,281.382,331.8
"ssuC",104.903,111.139,157.892,232.243
"ssuA",0.617784,6.05469,0.363617,0.614918
"ssuE",5.29665,3.02917,2.06383,3.07857
"elfA",248.874,302.607,589.662,593.705
"elfD",73.3992,84.4767,270.347,414.597
"elfC",9.31693,14.2888,9.66974,10.7255
"elfG",35.1198,14.9421,19.5218,19.5346
"ycbV",74.9743,97.183,236.718,388.018
"ycbF",57.7369,56.0455,80.2329,152.923
"pyrD",30.1316,11.561,9.24993,8.11296
"zapC",3125.71,3061.09,3142.12,2447.35
"ycbX",411.284,466.126,724.102,839.976
"rlmL",1793.83,1701.55,1630.13,1980.19
"pqiA",299.73,445.089,529.096,909.996
"pqiB",371.459,398.041,620.649,995.525
"pqiC",388.264,381.112,466.404,634.42
"rmf",3528.42,2483.11,1694.39,1471.79
"fabA",1301.87,2909.89,2176.3,2168.42
"ycbZ",993.256,1019.01,1528.74,1595.4
"matP",1433.22,1490.47,1600.48,1053.87
"ompA",8440.82,6699.09,3863.52,3006.46
"sulA",6379.83,5701.08,4223.47,3125.55
"sxy",756.207,889.611,1588.54,1625.93
"yccS",290.14,361.706,575.32,700.565
"yccF",599.599,581.601,630.638,714.557
"helD",692.549,576.869,921.647,988.068
"mgsA",1520.36,1394.17,1213.01,1005.14
"yccT",176.104,223.594,313.505,360.104
"hspQ",8135.73,5411.85,3727.02,2528.83
"rlmI",1159.23,1319.28,1296.34,1525.39
"yccX",487.577,618.949,555.874,467.923
"tusE",2645.47,3533.41,2452.75,1863.18
"yccA",6428.71,4608.16,3487.22,2332.43
"hyaA",61.5887,90.2143,98.3953,135.851
"hyaB",62.7847,81.5397,82.5209,102.017
"hyaC",80.6338,95.9485,162.325,159.604
"hyaD",115.076,163.795,258.049,280.471
"hyaE",59.0758,90.7238,176.712,171.267
"hyaF",51.1697,50.6405,81.7773,97.9946
"appC",51.5149,120.039,134.617,175.143
"appB",86.2127,133.678,184.275,260.673
"appA",163.726,213.301,352.767,420.169
"etk",647.663,834.577,990.86,952.741
"etp",580.672,628.349,672.296,692.302
"gfcE",569.93,640.294,690.829,659.42
"gfcD",372.639,540.902,584.928,521.873
"gfcC",1084.23,1106.76,1117.13,1238.83
"gfcB",2524.81,2308.02,1695.76,1581.84
"gfcA",8302.16,6254.86,4598.43,3137.83
"cspH",3550.72,2375.27,1527.43,1109.09
"cspG",5201.53,3361.83,2674.48,2210.2
"ymcE",1197.81,982.395,687.056,529.133
"yccM",106.023,148.668,577.453,544.56
"torS",9.00771,16.0222,6.51381,9.08904
"torT",116.281,177.28,304.622,272.677
"torR",979.719,1117.59,2155.56,1729.33
"torC",50.1182,91.5829,107.42,145.073
"torA",120.672,102.321,208.14,250.498
"torD",69.4166,110.168,273.2,331.694
"cbpM",322.509,576.352,518.943,849.257
"cbpA",619.296,704.519,642.498,912.86
"yccE",0.278238,0.424077,0.288012,0.266122
"yccJ",2253.52,2460.79,1460.78,1534.61
"wrbA",2188.77,2235.31,1621.16,1514.74
"rutG",93.0045,116.258,181.905,202.04
"rutF",84.935,133.896,165.592,168.098
"rutE",38.8195,59.7744,71.1213,76.6481
"rutD",40.8264,111.97,131.784,162.443
"rutC",84.828,127.041,206.125,205.149
"rutB",62.512,122.178,97.4609,120.582
"rutA",34.5485,109.896,93.2615,117
"rutR",2054.85,1709.47,2156.45,1610.84
"putA",791.938,656.58,441.732,588.217
"putP",896.438,661.595,942.69,1073.73
"efeO",279.057,678.434,456.662,1464.38
"efeB",182.099,410.486,416.439,1101.69
"pgaD",1351.86,1140.21,1915.49,1480.58
"pgaC",352.441,358.867,717.984,644.617
"pgaB",149.48,186.176,359.002,347.537
"pgaA",169.83,287.186,348.842,572.17
"dgcT",458.033,662.831,1478.17,1706.93
"ymdE",44.8466,42.5557,69.0212,93.8531
"ycdU",291.537,318.324,1293.65,1448.33
"ghrA",2044.78,2498.86,2302.37,1765.47
"ycdX",1610.5,1945.91,2064.13,1752.29
"ycdY",1223.73,1430.2,1871.6,1754.87
"ycdZ",428.326,523.079,1032.97,901.024
"csgG",3678.7,4280.66,2787.12,2713.29
"csgF",4786.51,5045.03,2997.76,2971.15
"csgE",5766.97,5758.67,3246.37,3025.92
"csgD",7890.91,6943.41,4163.76,3495.47
"csgB",3994.96,4446.3,1983.02,1639.35
"csgA",6.17951,2.3396,2.29005,1.50906
"csgC",708.359,500.515,490.465,422.861
"ymdA",440.141,624.425,644.704,523.854
"ymdB",447.172,360.363,667.503,597.446
"clsC",202.679,176.485,305.154,411.178
"opgC",336.205,334.85,385.631,621.497
"opgG",3083.03,2558.23,1873.54,1955.5
"opgH",961.322,1103.11,1273.91,1520.37
"yceK",165.133,213.336,467.822,587.016
"msyB",824.601,1077,686.057,674.944
"mdtG",323.094,301.655,767.175,1093.74
"lpxL",2632.15,2130.89,2433.13,2011.71
"trhO",695.406,780.104,493.057,536.231
"yceI",1073.08,920.459,650.971,523.546
"yceJ",890.325,600.11,605.456,557.356
"yceO",218.747,158.556,205.853,243.039
"solA",834.082,777.449,812.043,795.474
"bssS",10717.1,6986.56,4414.72,3164
"dinI",4357.69,2686.34,3397.26,2367.5
"pyrC",939.147,889.239,513.88,665.722
"yceB",1187.18,1136.58,1019.03,1127.9
"grxB",861.885,1546.32,389.804,422.773
"mdtH",159.997,219.184,437.739,566.549
"rimJ",1334.19,1144.44,1197.2,1003.97
"yceH",724.033,898.472,731.392,789.239
"yceM",648.389,748.226,610.258,696.447
"murJ",350.706,412.775,641.798,908.472
"flgN",706.484,528.233,392.552,401.826
"flgM",1268.45,894.558,666.862,592.213
"flgA",154.665,171.269,250.727,223.437
"flgB",75.1105,60.7928,101.16,111.524
"flgC",88.4266,117.107,115.887,130.681
"flgD",120.074,104.277,118.627,124.457
"flgE",0.490235,0.233738,0.795357,0.537591
"flgF",13.0574,6.55219,6.09461,3.39316
"flgG",129.485,93.8812,154.378,175.759
"flgH",104.651,85.1135,106.829,107.003
"flgI",10.7172,7.84046,3.17718,0.562032
"flgJ",79.792,94.2886,143.479,205.483
"flgK",488.985,347.197,447.745,338.396
"flgL",738.728,523.938,725.074,698.024
"yceQ",70.6853,109.506,240.61,176.611
"rluC",904.157,880.622,798.218,974.182
"yceF",323.44,367.451,510.431,555.059
"sraB",3691.59,2874.16,2196.93,1661.55
"yceD",8125.68,6178.08,3829.08,2883.94
"rpmF",4076.08,2742.98,2946.83,2319.24
"plsX",2866.24,2615.03,1934.91,1986.61
"fabH",1989.15,1976.46,1575.72,1916.63
"fabD",3498.63,4067.33,2514.85,2684.83
"fabG",3745.99,3401.23,2558.07,2479.71
"acpP",8822.54,6765.24,4000.3,3191.4
"fabF",3236.71,3442.73,3388.96,2797.92
"pabC",1046.18,915.715,1454.19,1689.93
"mltG",1090,1119.44,1477.12,1893.18
"tmk",1273.33,1184.55,1544.64,1600.29
"holB",624.681,784.209,1116.41,1614.22
"ycfH",581.06,660.692,999.081,1179.5
"ptsG",2625,2803.37,1310.8,1058.06
"fhuE",66.4541,196.36,591.836,267.223
"hinT",1480.93,1440.86,1351.42,1330.95
"ycfL",1050.86,1056.96,1082.19,1116.31
"lpoB",1321.49,1228.32,1147.96,1208.77
"thiK",972.055,1011.48,951.397,873.129
"nagZ",0.25668,0.0599509,0.106047,0.0701769
"ycfP",1661.76,1997.96,1694.64,1523.53
"ndh",1579.31,1633.25,2545.81,2721.26
"ycfJ",1619.32,1262.61,1496.53,2205.43
"comR",1981.06,2104.53,2316.86,1930.34
"bhsA",2189.7,2334.17,3166.6,2528.94
"ldtC",2219.99,1536.02,2470.17,1223.14
"mfd",275.668,173.787,309.421,315.947
"ycfT",107.443,137.793,238.032,216.268
"lolC",630.9,517.236,515.115,775.755
"lolD",577.919,516.029,547.04,770.124
"lolE",833.043,821.94,738.785,921.666
"nagK",770.713,897.573,1042.48,993.596
"cobB",641.755,555.104,794.139,891.284
"ycfZ",14.7952,11.7986,10.3327,16.1245
"ymfA",7.73593,4.06983,8.14982,2.82762
"potD",2813.8,2675.46,2031.96,1575.55
"potC",1649.3,2111.12,1553.84,1479.5
"potB",595.522,582.397,503.471,663.883
"potA",1606.33,1658.87,1484.23,1626.02
"pepT",526.572,593.984,884.169,827.813
"roxA",556.049,704.111,875.587,839.758
"phoQ",979.583,1217.59,996.82,1091.62
"phoP",1627.66,2418.63,1303.37,1351.53
"purB",1232.03,1401.56,701.871,768.221
"hflD",2494.47,2067.31,1546.57,1690.03
"mnmA",2556.07,2168.26,1550.8,1564.68
"nudJ",379.869,462.186,412.515,502.129
"icd",8499.13,6342.75,3609.56,2705.34
"ymfD",0.706014,0.73804,3.38904,2.56402
"ymfE",12.2261,9.07448,4.17054,1.97956
"lit",0.447872,0.871275,0.434909,0.201368
"intE",3.98349,1.13062,1.39596,1.38279
"xisE",0.139693,3.86535,0.197109,0.148217
"ymfH",0.632901,0.238264,0.49073,0.0887043
"ymfI",5.83332,0.629246,0.524227,0.632508
"ymfJ",1.53034,2.29812,1.19144,2.93191
"ymfK",0.926322,0.661731,1.07017,2.66315
"ymfT",1.23602,6.98198,1.37735,0.397234
"ymfL",22.1476,9.54136,7.20452,1.8582
"ymfM",3.09581,4.68491,0.739544,0.777657
"ymfN",1.47103,1.40673,8.01182,0.557171
"ymfR",3.19788,1.1867,4.5057,4.00652
"beeE",2.06096,0.273852,0.55904,0.362592
"jayE",13.0343,13.0041,16.1868,8.70966
"ymfQ",18.3162,10.8249,9.37473,3.04041
"ycfK",0.573888,7.82748,2.21295,1.80719
"tfaP",0.550844,4.13683,1.87209,0.284928
"tfaE",5.86994,9.9964,0.995968,0.387265
"stfE",2.65971,1.51525,0.275946,0.497285
"pinE",5.27715,0.768907,3.3175,3.49231
"mcrA",4.74509,0.476781,0.247071,0.539622
"iraM",0.121226,0.464751,0.170167,0.0358758
"ycgX",0.798854,0.51372,0.244231,0.180591
"bluR",3.22712,2.47313,0.356991,1.58072
"bluF",3.32737,0.293647,0.246865,0.155661
"ycgZ",1.07376,1.28679,3.5991,0.449231
"ymgA",14.0478,7.38057,6.18497,3.19389
"ariR",0.132872,0.127942,0.0627861,0.925267
"ymgC",0.555635,0.299192,0.204517,1.25623
"pdeG",0.492275,0.567047,0.314283,0.114176
"ymgD",0.413818,2.69192,0.476573,1.0906
"ymgG",11.7066,4.64321,0.726095,7.88718
"minE",2779.58,2209.57,1899.3,1814.21
"minD",2681.16,2646.44,2116.8,1857.23
"minC",3401.46,3334.61,2534.27,2103.43
"ycgJ",1041.65,1025.76,1304.45,1019.7
"pliG",488.119,600.544,1413.21,1220.12
"ycgL",3161.56,2917.23,2677.34,2046.92
"ycgM",2471.02,2119.47,2105.79,1755.65
"ycgN",1924.87,1499.83,1657.25,1588.13
"hlyE",282.383,413.973,1134.26,985.786
"umuD",931.826,758.104,2268.01,1847.94
"umuC",539.678,500.918,1832.8,1981.36
"dsbB",1922.26,1833.34,2018.23,1791.24
"nhaB",604.407,679.998,1159.94,1390.08
"fadR",1225.35,1323.56,1564.66,1385.48
"ycgB",121.232,170.93,142.636,148.424
"dadA",3026.69,3317.03,1487.84,1216.02
"dadX",1897.97,1568.74,937.993,892.545
"cvrA",1.50253,5.77207,0.210989,4.50215
"ldcA",726.64,965.078,824.714,939.131
"emtA",858.573,961.135,1065.17,1026.06
"ycgR",365.261,369.064,520.333,373.977
"ymgE",66.2098,70.5545,100.175,105.699
"ycgY",1.13361,3.25451,5.34246,4.91899
"dhaM",356.382,381.532,652.618,818.125
"dhaL",187.973,299.106,300.328,458.035
"dhaK",280.06,281.722,372.432,589.737
"dhaR",1.76248,9.9831,5.15653,0.894183
"ycgV",1.88076,0.557514,0.377748,0.162308
"ychF",4105.49,3712.11,2895.6,2172.7
"pth",2036.15,2101.07,1698.36,1408.86
"ychH",1497.13,1504.16,1730.82,955.729
"dauA",324.264,485.367,616.713,922.254
"prs",4402.74,3473.04,2547.88,2331.04
"ispE",1057.18,1211.29,1225.41,1623.93
"lolB",886.177,772.369,749.841,908.296
"hemA",2538.15,3481.24,2440.82,2414.37
"prfA",1291.41,1514,1290.79,1703.46
"prmC",653.678,714.34,744.608,1213.96
"ychQ",921.302,900.247,927.469,1167.96
"ychA",1719.14,1926.77,1865.49,1701.96
"kdsA",1262.39,1306.67,1717.39,1686.08
"ldrA",987.86,1345.9,2400.47,1498.48
"rdlA",431.547,324.51,420.52,430.971
"ldrB",1156.49,1138.27,1989.67,1678.46
"rdlB",3200.08,2532.07,2438.15,2160.43
"rdlC",2113.56,1635.85,1819.79,1596
"chaA",4097.21,3606.47,3327.5,2177.95
"chaB",499.933,577.204,625.336,923.23
"chaC",2218.83,2258.38,2352.56,2337.62
"ychN",1046.18,994.62,985.266,903.956
"ychO",241.339,288.463,496.165,831.44
"narL",1568.32,2296.2,2067.81,2065.81
"narX",1140.14,1212.17,1362.91,1447.84
"narK",95.9221,150.234,143.483,284.53
"narG",32.8237,11.9963,11.9692,1.29868
"narH",534.43,708.907,905.661,922.599
"narJ",297.81,433.618,432.547,577.576
"narI",289.252,411.999,416.402,495.109
"ychS",8.4572,0.88019,0.900675,0.975776
"tpr",1821.6,2437.67,1710.62,1888.23
"rttR",11.9221,1.61529,1.94527,0.299598
"purU",1079.7,1342.29,1062.04,1146.89
"ychJ",1845.3,2292.76,1466.06,1331.63
"rssA",1378.6,1405.3,1052.72,1213.44
"rssB",599.782,654.699,808.315,960.693
"galU",1752.76,1367.66,1664.72,1441.4
"hns",7608.58,5736.54,4084.46,3014.19
"tdk",1554.24,1621.16,1606.85,1389.92
"adhE",1585.2,1619.04,1221.25,1061.73
"ychE",868.284,735.189,1110.17,1162.54
"oppA",2217.39,2291.87,1712.97,1536.78
"oppB",245.641,309.979,421.599,824.99
"oppC",352.603,593.513,610.216,844.442
"oppD",417.804,591.152,611.811,848.489
"oppF",266.671,284.644,521.846,723.611
"clsA",813.926,804.579,1150.18,1107.33
"kch",647.956,566.017,657.647,787.555
"yciI",1565.99,1487.74,1403.94,1125.11
"tonB",2926.21,2924.08,3179.71,2694.36
"yciA",1240.69,1288.72,1219.84,1196.25
"yciB",2525.98,2007.12,1739.04,1474.09
"yciC",2380.97,1961.68,1771.76,1435.79
"ompW",326.855,227.58,495.79,564.669
"yciE",400.277,501.693,857.527,831.828
"yciF",131.797,262.594,139.49,162.255
"yciG",146.632,182.169,99.3977,147.346
"trpA",339.525,508.043,367.04,595.913
"trpB",331.369,390.136,327.267,479.894
"trpC",435.524,833.385,546.29,705.929
"trpD",9.79861,1.48322,1.81521,1.34738
"trpE",0.50638,0.400841,5.6177,5.22364
"trpL",475.158,1408.74,2042.71,1545.76
"rnm",1248.17,1140.36,1117.7,1167.5
"yciO",2334.61,1683.34,2245.97,1589.09
"yciQ",5.96901,0.434122,0.194584,0.336714
"rluB",2351.88,2600.37,2078.2,1932.33
"btuR",678.287,565.304,579.127,538.621
"yciK",692.335,655.723,653.796,651.54
"sohB",989.336,1017.36,1114.08,1068.29
"yciN",6316.58,5182.92,3630.27,2259.69
"topA",3088.28,2981.75,2676.7,2362.59
"cysB",1603.88,1253.56,1540.07,1343.84
"acnA",573.016,658.846,696.148,750.449
"ribA",1967.04,1883.24,1848.35,1497.51
"pgpB",476.32,582.953,865.251,929.538
"lapA",3370.52,3826.01,3280.61,2414.52
"lapB",1943.7,1852.53,2369.33,1750.42
"pyrF",870.1,769.448,1157.79,1288.9
"osmB",3727.5,2918.97,2214.74,2241.7
"yciT",451.412,438.438,772.673,902.213
"pdeR",260.171,304.301,429.29,509.546
"rnb",829.498,845.204,1065.46,1323.8
"yciW",127.281,231.388,186.76,278.713
"fabI",2507.83,2747.91,2838.79,2386.25
"ycjD",14.752,7.47857,0.467808,1.00002
"sapF",116.551,146.788,267.339,374.9
"sapD",120.213,126.65,262.03,289.223
"sapC",111.318,167.438,285.423,351.404
"sapB",125.656,185.068,390.081,541.056
"sapA",413.581,472.916,787.188,964.307
"ymjA",783.392,812.525,1031.53,1113.1
"puuP",19.3515,15.0198,39.9361,45.3161
"puuD",3032.94,3012.94,3419.93,2720.8
"puuR",2073.12,1638.57,2889.29,2360.41
"puuC",852.674,1014.61,1078.27,1531.97
"puuB",15.7585,9.55311,7.77048,3.60788
"puuE",1.8962,1.14448,1.1108,2.38643
"pspF",415.672,511.647,935.335,735.59
