"","0","0 | 1","0 | 2","162000","162000 | 1","162000 | 2","0 | 3","0 | 4","162000 | 3","162000 | 4"
"ytfP",1941.171612,2039.024019,2045.276141,1917.70228,2347.520618,1938.388629,1907.533641,1604.827284,2364.574513,1726.33256
"yigL",773.0155559,1637.93763,1607.291695,957.7443223,2545.570567,1478.480652,1676.771572,1791.821572,2181.744994,1859.046548
"dmsC",381.127854,349.6040947,368.4754988,254.1384611,255.6873956,224.7045414,393.3421152,1265.817955,227.8017767,214.2682718
"yeeT",140.4075288,180.4423691,149.0215718,109.164823,114.3148543,324.7474169,139.9236372,253.95402,113.4707579,260.9660905
"yfjZ",159.8942528,112.1777504,68.40820844,95.97327239,63.07453689,192.9101939,77.23631731,102.4611477,67.67191788,151.9121702
"insA1",8931.910661,6319.341295,9696.73361,7038.113987,7260.591424,7831.606883,8068.952267,10203.93077,8929.721572,9567.131446
"rluF",699.8920985,833.8215718,381.0501088,1510.323325,1396.783604,991.403531,575.5355744,296.3450586,1579.124887,1013.409017
"ispU",4164.762348,4424.565557,4899.367925,5426.24193,5794.365138,6254.456257,4740.621572,5244.089793,6173.72402,5920.627572
"preT",198.3320643,216.612012,242.2144915,154.2215718,209.1050846,346.6500933,190.4289741,285.6215718,196.2590035,274.5889598
"aes",269.8487656,247.5215718,211.4215718,166.6374929,209.6149514,332.8927026,249.7925461,326.8221519,185.9314625,222.5579015
"yfeN",217.1298415,160.4162133,149.5608188,182.6480835,140.0361165,274.4297025,120.0219373,180.7192911,161.8915655,194.30389
"allD",83.47717859,112.204069,40.96856112,60.50144808,46.11974426,244.4976609,52.71302536,126.8384051,47.8812282,144.2226448
"metJ",2278.042652,1820.308384,2725.369755,2965.937784,2939.512069,2649.573744,2121.399861,2719.59747,2682.474306,2429.107198
"rbsC",413.0131213,385.9442095,345.8215718,660.7736066,498.7404018,597.0323,408.9506779,386.8203703,665.9188901,609.4488632
"ycfJ",2684.089793,2768.322521,3541.119151,1128.448199,1470.133228,1162.079475,3281.678995,3511.112918,1399.377722,993.1165472
"glsB",1937.323387,2302.440161,1443.130247,1811.27288,2888.007477,1603.709756,1987.796729,716.7058866,1995.938722,1297.427459
"ymfQ",309.4582636,253.3975154,329.2599372,192.6043762,233.6215718,218.7215718,295.2809132,449.9622946,197.5682956,175.7889205
"yidR",1788.032726,1542.143142,1178.447647,1396.66405,1799.231471,2045.08279,1828.469444,1133.806299,1913.282453,1850.096904
"rbn",608.3691846,670.2396589,335.2899854,996.6450101,794.7641789,579.9215718,569.9231896,338.5765355,813.7158166,623.9937321
"ycfP",4301.965846,4044.418604,4725.822467,3085.001231,3550.413977,2881.790776,4381.543276,3768.299767,2826.357449,3076.621572
"yidX",211.2715837,279.3603208,226.9459944,296.4147789,332.207071,826.1601251,270.657463,281.6916608,405.5468221,508.1947518
"caiA",809.6894987,589.4765863,866.2215718,508.8001084,629.9255766,811.003547,733.8215718,1075.082551,606.7505454,692.4605471
"rpmG",8556.70769,11522.99174,12871.91319,11081.52866,14032.88187,12992.57509,10869.46818,11580.30013,11901.83305,12303.32428
"mngA",126.9797018,113.4062893,103.0690905,61.17088135,81.61317622,167.4855744,121.2807544,143.5101736,82.32599209,125.5851911
"fumE",2089.507464,2733.943573,2867.254246,3275.552923,3238.521572,3012.569993,2569.968777,2556.367519,3367.311427,3089.934953
"tsaD",2627.513167,2463.678451,1478.980794,2501.94617,3424.627983,1887.174151,2453.110833,1531.971572,2694.285046,1626.435287
"rzpR",114.2460328,137.4509026,99.46586181,115.8181643,113.4549807,127.5215718,122.3355434,169.8843982,83.20387448,109.2423489
"lolD",2305.067103,3204.479502,2113.095929,1521.843981,2763.676885,1422.370711,3174.332777,1878.329753,2326.25448,1413.000737
"fxsA",314.545989,545.7215718,559.1081427,255.5951715,461.0923569,394.1785705,281.0215718,331.8191058,378.211745,396.7123527
"nuoM",2348.122931,4064.236845,2987.980945,948.1624056,2130.156389,1218.711475,4211.698632,3065.529807,1574.323531,1384.437441
"hemN",2604.435224,2721.899929,2336.119169,2633.290938,3216.657409,2801.659647,2900.196414,1746.984148,3084.386857,2660.222512
"rrsH",19328.80777,18296.64847,18989.92987,18180.53972,16796.77356,18211.85244,17977.36289,20308.15014,16252.25232,18038.62812
"ortT",967.9225646,1318.235314,1240.507497,1605.037023,2373.544343,733.6996662,1230.021572,517.50566,1436.7565,451.7492332
"dsdA",325.8918396,483.7259005,203.7215718,287.8145077,397.6856137,298.9208587,355.9215718,134.2870391,423.9255846,237.0669222
"yihP",90.68558291,142.6103191,84.14250567,64.98232894,104.2682182,422.0637742,93.593088,151.3995488,108.227215,285.5735365
"napB",658.9291649,547.4352203,687.6184305,369.8697125,410.1695324,363.4215718,1055.154806,4668.221572,533.2398847,614.2411268
"pcm",3790.710064,4625.835751,4313.499334,3189.881632,3386.075288,3928.731908,3980.849108,3727.298408,3849.436823,3945.028778
"hemW",2155.55858,1949.731528,1574.332022,2085.407384,2157.981661,2346.249941,1767.394425,1508.273925,2185.809934,2194.073504
"etp",266.4193168,363.0115631,206.7160013,219.0945702,208.961796,255.9347336,273.5890656,246.1505994,189.5319233,187.6215718
"kgtP",9196.42846,12161.20439,9842.425688,8615.642127,10450.32157,10238.46739,9796.124261,4705.219428,9526.708669,9005.621572
"ybiO",328.391442,245.7768161,168.2253813,157.4671483,196.1597776,164.6348318,287.0015087,284.4050511,166.0264551,163.6646852
"ygeP",590.8859947,421.9471505,469.6215718,820.0482235,404.1102701,301.2155315,464.8498071,650.3949422,375.9230015,327.4098787
"thiC",483.8670253,565.5122953,407.0232565,334.2773854,379.4410193,608.0987866,524.5132439,407.8355549,452.5693299,489.2715718
"mlaE",3402.639494,2835.930107,2998.837443,4014.497921,3045.416081,3625.848581,3034.287483,3200.996253,3776.252321,3830.095928
"yceD",13256.92157,12717.42157,13439.32157,12899.62157,16628.91817,13911.12157,13022.07739,13037.27767,14555.69616,12458.75008
"pdxY",1806.662617,2167.15162,1447.48765,2033.375158,2461.045454,1825.618407,2014.358404,1792.708172,1946.011757,1554.345401
"fliA",110.6591475,98.96274986,87.08926961,93.78612605,92.66335164,176.1721882,59.05578117,104.5435539,74.56606558,136.368911
"narH",479.4191789,1375.195542,1324.849324,266.9867292,381.541678,284.8068238,1680.666085,7778.672725,376.5290576,197.2368995
"malI",630.5528751,680.0177153,663.0891637,561.8021176,559.9057169,579.1215718,492.4638254,572.3489848,466.989647,530.7215718
"nfo",1965.11561,2306.748098,2104.38584,2199.399577,2673.613324,1923.724838,2429.226014,1878.725481,2483.752373,2239.939833
"nadE",3786.721572,4100.1802,3120.575112,4021.914515,3703.127043,3623.484443,3849.78947,4515.937576,4209.853287,4392.835508
"bssS",3254.377203,1524.99667,3415.417511,5767.171572,4063.177872,5665.871855,2231.962099,4148.870983,3939.389578,4395.214438
"gor",6342.114506,5739.921572,4914.21124,5258.862245,5676.317516,6092.623387,5825.855079,5741.44601,5384.817558,5681.00178
"bdcR",405.8992092,646.9900729,317.1260527,998.6137655,640.8260949,336.9935797,431.4451571,230.8458128,719.1942896,452.7764667
"recQ",2057.366612,2062.215338,1370.207767,2236.402965,2103.342949,1907.132414,1823.948286,1036.402584,2139.744627,1842.145783
"yhcG",198.4486725,276.0110196,226.4759896,520.5949419,559.0215718,715.4404789,265.4658185,245.9749368,864.2528732,641.5690158
"yqiG",170.8042776,281.7665836,154.7421405,252.8717565,196.3050174,245.8633239,199.7215718,173.7431255,273.4143973,271.3088484
"yegR",128.4484024,122.7741168,39.27707889,207.4580519,158.1350539,154.7860664,132.5470354,136.5071471,230.1556432,153.0989675
"metH",1129.103994,1599.171572,681.2606835,1024.883682,1179.31477,975.2901165,1233.621566,465.5215718,1525.321701,1185.770202
"fsr",236.8300705,853.7394736,415.3924865,174.0469969,451.6125816,351.8548763,226.3215718,167.6215718,269.054008,229.4215718
"mioC",1810.765432,1748.390033,3277.33177,4283.626245,3677.453307,3951.043772,1391.471572,4025.488378,4110.324978,4212.621572
"mukE",4483.527164,3649.264369,3143.875116,4530.075608,3107.392695,4273.429833,3962.045944,3733.85265,3601.476499,3855.022135
"aroB",5743.434088,7087.004528,7225.74942,7896.321572,7521.421572,8144.951057,7173.829873,6722.445113,8244.621572,8434.921572
"yciN",5660.958053,3529.149691,6201.805201,4655.844131,4427.492457,6009.407161,4753.9358,8080.621572,3460.563244,6389.16179
"marR",1625.198766,1904.787234,1874.27466,1654.526569,1539.309843,693.8430875,1255.378366,1231.621572,1320.64319,798.4515262
"gutM",321.6215718,302.4055727,290.7215718,232.2642882,272.4582436,343.0182768,289.5385098,321.3215718,293.9035767,264.96969
"yhdZ",235.9465679,333.03795,268.4694452,294.4651701,372.5053111,471.4175937,371.1435699,383.9201416,416.9093849,475.4137962
"ybiB",2229.496458,1869.942667,2298.921572,1118.878797,1734.698665,987.3215718,2061.124522,2445.087688,1105.075355,790.0943628
"zwf",5249.321104,5237.022565,5411.284408,6087.789758,5572.018228,5130.721572,4525.612077,6222.951128,5383.298402,5279.97525
"putP",379.2215718,340.7603988,201.7542607,680.41908,686.5877217,297.9535852,211.1764898,131.2589839,680.9569688,325.7361785
"eutJ",227.126377,135.8091948,100.4467985,95.9445181,102.7633207,197.1170079,114.5215718,164.7589725,112.279733,167.8665263
"yfaL",503.5402567,603.7191677,577.0215718,413.7817471,470.1971893,413.8715718,535.6844219,498.8056666,548.4144683,422.502133
"tsaC",2833.941374,3706.966674,2246.371722,4916.984968,3806.304892,3829.598236,2669.821572,1154.901286,4854.634741,4484.823468
"yghF",921.841733,509.7473839,293.1663023,601.3382067,400.9512291,460.4924248,620.1845788,452.7742369,538.1337199,464.5812267
"yeaW",211.4385337,166.3341369,128.9652189,108.1215718,123.1491359,250.2443787,131.256403,177.84096,106.9885489,167.5628601
"yhaI",157.5334556,199.8283587,118.4645052,97.31252576,123.7654749,392.9181698,126.947888,182.7495029,138.0711186,303.8271014
"ygfX",1688.232411,1891.216254,2152.257251,2190.63557,2788.972655,2529.041388,2026.236243,2211.353399,2556.85788,2190.734433
"gmk",4714.40018,5417.338666,4782.846174,7182.807054,6787.723588,6694.266528,4621.254915,3550.824767,6848.779056,6664.721672
"proC",1981.285846,2478.265549,1676.816979,1918.224954,2311.751145,1487.321572,2094.045293,1579.721572,2525.192213,1866.403738
"dcd",2621.421572,2269.66853,1855.376062,3119.81842,3779.017295,2367.811216,2369.294649,1805.442063,3068.19818,2348.021572
"ycdY",1897.157087,2388.594769,1656.651303,1916.876545,2411.953043,1635.118118,2107.554365,1407.978193,1901.643901,1363.177922
"yheU",2781.49437,2862.954771,2889.766801,2773.041507,2555.025541,3279.419328,2825.910787,3458.87443,2811.1515,3337.996834
"hisH",6348.221572,6211.434739,5614.867592,3192.571572,2577.773651,3214.921572,6463.423888,5260.926607,3435.792797,5064.898396
"rssA",2114.721572,1424.066707,1435.144955,3183.469731,2174.820855,2546.453739,1894.915041,2500.424653,2515.437199,2769.539418
"rdgB",2499.819546,2250.305433,2296.891947,2999.014744,2880.816631,2524.747394,2059.579364,1629.936569,2994.158616,2654.507706
"yehW",341.924107,346.5198189,280.976933,193.6624444,288.8619292,232.6660455,315.7270703,205.7215718,229.5690517,222.4862254
"lpoB",2545.379491,2031.754668,1256.981444,1467.297456,1532.061138,836.7325106,2282.303512,1717.581863,1443.442026,1052.477037
"yhfW",581.4600676,349.4871645,312.944416,305.8984316,270.5751378,1275.825412,327.2206811,548.5573775,307.2448688,777.971175
"tmaR",2683.469862,2940.735235,3313.039183,5808.140119,5201.478695,5108.270462,2627.497954,3098.912224,4576.063389,4730.295769
"yidF",316.9022798,382.0685503,321.2095577,228.1388407,406.3043736,507.9870072,307.9888787,316.4215718,355.4430034,457.1446213
"ycjT",112.5458974,198.1039704,141.8453435,71.86579628,140.252894,196.2204984,154.1947522,179.5624403,124.3982799,134.7215718
"rnm",1892.19201,2487.092006,2812.258677,2255.267419,3451.571572,2608.062923,2756.228359,2261.716027,2351.793832,2471.331757
"rplT",4038.703768,4937.421572,6864.345183,5285.380655,6612.07501,5360.160458,4735.181033,5330.511426,5443.062613,4589.870282
"ydiS",177.3942915,205.9233772,81.19859674,129.350051,150.9451783,154.6890685,163.5530171,109.3641817,131.9059209,114.4722498
"dctA",811.2373696,772.7559501,996.3146571,868.9843349,987.8651994,1287.449155,968.6393497,1125.444109,912.3364376,1188.096658
"radA",3678.152314,3681.1599,2086.201676,2815.168739,2802.648209,2313.833982,3304.797249,2094.607429,3797.31971,2872.880573
"efeB",3260.538928,5020.911796,2455.786219,989.2021318,1465.145928,1228.498226,3595.451707,275.4241028,1945.26374,2009.701653
"fbaA",9970.336987,11320.72157,8906.4342,11712.9837,11638.89005,10178.7793,11530.35248,10992.2049,12308.11621,10947.36385
"galR",488.3534632,525.0408122,641.1994044,683.1095158,814.0188678,1099.090295,488.142672,457.0638949,795.7817624,920.0339478
"rcbA",109.8488926,92.54253447,100.6738856,114.0943414,68.76658382,110.1215718,70.00156967,167.06832,61.56226323,91.03621701
"dkgB",1835.648147,2038.889807,2361.156619,1987.483969,1807.086139,1596.076636,1624.520813,2164.289781,1616.947419,1349.57355
"leuC",1359.02848,1846.304245,748.83473,1075.556612,796.290549,776.4021151,977.3256349,657.2648844,1553.909932,1179.946939
"sspA",5089.933858,5607.918401,5570.379897,5781.310404,7810.293638,6534.39254,5948.775619,5097.65392,7288.125198,5728.746803
"ygeQ",928.3695207,924.4154901,1294.514809,1079.034434,1016.229644,988.4215718,1146.897565,1975.121572,827.8884848,936.3417879
"cyaR",1659.079055,1925.921572,2919.465797,1650.121572,2971.971572,1916.885789,2558.103633,2805.765651,1930.554757,1586.02755
"mdlB",812.8154165,1139.015037,896.8215718,677.8881004,1283.305573,708.3101485,927.6101859,483.0706213,892.6215718,594.9058267
"eutK",444.9403459,569.9797257,285.5724508,287.2628772,331.1078097,226.4718465,452.9117668,310.7125559,319.6913212,215.9267058
"gspI",209.0215718,194.582983,151.5478131,107.1355002,137.3413057,479.2264024,117.5645989,193.4860457,143.0825723,309.4821636
"ralR",177.9358553,146.8642693,152.0215718,164.1996847,109.1744734,143.7720734,124.3188663,261.2298831,97.83829709,124.9770601
"rhaR",238.5161827,244.9932643,191.9806885,177.620631,181.1846578,537.4215718,194.3068235,241.2215718,202.9822384,351.2215718
"ompW",252.045137,224.9848938,784.7864365,201.3805857,264.0510647,319.9057137,504.0823026,1309.121572,210.9344746,1105.671572
"mraZ",3367.31094,3821.544895,3523.353743,4613.797303,4212.456325,4083.994795,3749.897524,3949.241648,5086.494513,4146.647926
"abgR",150.4827517,150.9480043,110.9354806,184.0215718,223.8855037,186.2263605,122.784784,139.5793258,247.5276037,165.8075949
"grxD",5318.320692,4835.227587,4119.296276,6234.946988,8237.9458,6084.839984,5078.271572,4404.456795,6788.786481,5337.656513
"rdlD",186.6043998,278.6622616,328.3305265,191.8237684,514.5780427,265.3363944,333.6123066,262.9075035,431.1648239,325.8199204
"clpP",5876.962518,6202.651017,6045.87091,5982.580173,5058.471572,5573.268136,5829.300196,5661.786931,5381.021572,5771.010864
"bcp",8057.592393,8738.922385,5683.226328,9447.742469,8775.987474,7414.553403,7415.682249,4142.721572,10818.88065,8689.604434
"bcsF",793.1322756,487.5847992,181.2858854,2015.097983,875.2060016,1066.321112,468.1940256,336.962756,1865.398863,1368.140755
"yoaB",4984.421572,4973.68723,5775.465636,5986.321572,6888.935623,5721.434276,5844.709301,6374.278773,6321.779645,5901.466442
"yafV",266.7932972,415.5334538,360.9277208,360.9769395,691.0517228,216.6074535,394.4294046,200.6299762,700.6104985,328.3169209
"ldtC",885.3849048,742.1662812,1005.886898,665.7609603,736.4215718,418.3093076,853.8067517,563.6631208,627.4699962,392.8215718
"yjiK",112.2130328,136.3215718,59.60063099,109.0265826,160.3215718,320.6215718,74.44951178,174.6792322,179.0942314,229.7215718
"hemL",2402.034582,2030.887731,1064.253197,1713.973109,2684.105307,1094.213186,1806.876648,1285.854318,2289.565605,1296.773898
"atpG",12271.71901,9514.837968,8400.254827,13025.89083,9242.971572,11759.89524,12524.69268,10568.89891,13193.91354,13649.96265
"loiP",1652.108238,1883.265705,917.0566439,915.6429861,1323.014929,778.4711634,1714.933638,900.5215718,1118.644878,763.418987
"mobA",633.4533201,715.9215718,437.732668,865.4352711,736.4215718,495.5246754,504.7366684,372.996281,839.0478503,589.3007029
"melR",230.0063079,235.5440013,309.9366449,205.3772341,196.5522227,451.2215718,237.4224001,303.6551058,184.3636136,350.2998666
"rbsD",680.1753347,823.2240866,2857.27145,1879.278096,1877.521572,3010.159786,1701.303383,1330.369032,2304.810407,4299.121572
"arnB",200.5642848,222.0128631,111.0215718,292.8215718,186.3902141,340.4522131,165.482382,184.6958514,332.9561362,332.8215718
"yibA",532.4864065,427.3573012,296.5642556,1022.52017,472.5221569,584.1905699,549.6566157,632.827341,856.4888313,849.3734388
"rpsO",9142.232337,8972.63288,13557.70027,13298.42157,14606.2332,13862.52513,10385.56957,10910.3193,14647.00727,13756.69733
"ycbV",125.5725909,166.6215718,107.0460824,78.53393297,180.4785775,152.9235279,124.914667,108.4215718,164.9272087,109.7832185
"ymfD",900.3154403,531.6187955,310.4215718,897.9614274,594.49952,287.382323,986.1984177,917.2757669,647.0215718,507.1117211
"ynfM",645.6032967,696.6662023,335.9215718,446.0903393,581.5454065,369.0117504,704.6716724,219.9215718,646.1507488,484.1215718
"fliF",141.985837,131.7215718,116.7215718,136.2103145,105.6477239,170.1861517,118.168465,140.377452,111.5185363,131.8948468
"creD",237.4995529,247.7510769,245.2812413,283.7172766,250.4197083,271.1024851,247.1498171,197.7215718,269.2616965,236.3445981
"frvX",376.6794802,309.6215718,194.3654198,282.5610335,275.5017582,516.3215718,270.0574915,244.2215718,313.1053374,406.9839292
"tilS",1762.999765,1701.359913,1264.150164,1619.464967,2100.127161,1519.284448,1580.17034,986.3442722,2181.876094,1416.029174
"citG",183.3464468,151.3048515,81.91906624,74.04227658,68.31082807,330.5667076,91.1059366,160.0538984,72.17899036,200.4382174
"betI",9236.315531,9335.887467,8300.512042,2194.546471,1231.813555,1227.421572,9555.325988,2255.521572,2279.686195,2473.214811
"cspG",7154.099262,10336.815,16509.42157,10489.77157,13513.43696,13856.32157,11698.52157,15516.24702,12367.91692,13052.34491
"smpB",8280.726261,7435.257145,8635.742324,8456.173175,9265.591293,9431.419188,7874.767161,8910.953567,8048.692299,8670.784692
"gspC",212.9200198,194.3884043,60.65663426,324.7098807,115.4618742,504.5917197,96.55284774,177.3412439,222.4705089,395.6921974
"yfdH",4814.663271,5304.593334,3910.994646,9112.865444,6961.151921,6122.029516,5300.434395,3970.274124,7717.27853,6564.292043
"uxuA",789.6932934,831.8125135,533.5063595,474.3129878,468.9187513,340.7860671,710.6289469,720.9550686,568.6165149,468.1986824
"fepD",2384.789922,1962.111827,2152.121037,1236.479185,1459.077893,1324.453739,2382.729628,574.3327548,1706.267442,1581.858426
"gltP",2140.12799,1403.954813,602.1498605,991.0260609,1360.904616,1437.326083,2145.7986,1045.338274,2238.021572,1926.615384
"lexA",3547.516719,5028.500659,6281.660879,3612.648244,6436.521572,5444.786878,4931.612094,5052.251405,5311.020024,5243.776284
"lepA",4764.916874,6115.961349,4707.673755,5013.724326,5386.849924,5459.986227,5947.915432,4179.196024,5856.679065,5077.632191
"php",179.7303555,137.7182895,118.2929224,123.3507845,115.822456,269.5247417,133.029142,159.2397563,126.8622608,188.1579084
"nuoF",8444.921572,8495.421572,4634.026175,5353.771572,4253.823124,4962.471647,8075.81954,4605.076656,5164.876898,5478.766889
"rlmD",1607.846485,1878.557917,1633.014023,2256.049379,1722.473219,1967.440258,1701.142249,1455.221572,1943.292597,2092.871572
"ycfT",167.3435464,203.5947387,88.08277315,73.74273969,98.60635535,105.9167865,207.0215718,92.72157178,72.75946014,73.4568169
"phnK",299.5215718,222.4386571,232.9876386,216.5897627,181.6003361,459.5589956,197.9803782,262.4869682,155.9753125,303.6215718
"dfp",5147.050616,5201.20041,4533.659947,5198.935621,5422.421572,5315.251291,5065.799842,4730.853136,5358.839172,5214.377495
"aslA",142.8642748,125.8729263,144.0258093,118.5391661,110.5943576,345.5077769,132.6649064,228.0551404,156.0964169,327.3693963
"atoC",169.7290714,193.5997733,76.09069952,175.6442128,137.9058871,209.0270782,125.9490536,129.1902158,169.9366637,162.0787196
"lpxH",2351.808679,3031.741236,2208.624399,2842.875822,3186.921572,2268.275956,2755.333703,2228.408361,2573.055114,1942.251121
"crl",5800.482231,6588.804849,4343.248163,8167.221572,7513.933117,6935.098308,5083.819539,2532.53822,8778.366562,7528.91803
"tcyP",1150.605077,859.5809473,1496.645829,2939.847674,3830.221005,1401.336847,1105.272432,1949.247142,6194.621572,4092.981506
"ddlB",5341.021572,5184.282573,6459.909704,4707.355022,3831.221572,4699.56638,5838.183637,7685.431816,4916.774126,5242.943876
"actP",173.6298966,361.4715718,171.4215718,183.0764835,277.8215718,243.2215718,315.0215718,200.1964877,289.1822444,254.5250824
"fbp",1883.737865,3788.221572,2438.357806,2271.205733,4331.178765,2998.122105,3733.769223,1496.621572,4834.077949,4097.266509
"asnB",3586.508061,4481.055972,2312.420377,2237.186832,2246.051869,1767.745794,3554.117615,1951.346205,2575.754312,2383.634526
"rpoH",3959.41105,4452.157854,6531.897211,4628.470754,6099.621572,6263.125053,5158.547622,6368.032973,5789.314383,6430.982306
"ydbH",870.3507286,997.4215718,374.743997,838.2960696,809.6118599,451.2215718,763.123386,339.6908645,643.8040192,414.9215718
"hrpA",2919.616556,2295.073066,3247.271572,2510.840813,2231.372976,2370.403016,2497.221572,3637.486848,1933.298493,2210.145625
"yciT",532.6292677,984.7761208,495.2660352,648.6368202,761.5865892,308.0071866,860.8834958,379.8780633,773.984265,507.4820742
"ddpD",267.0540869,339.3369606,221.1882129,183.3777335,272.7849847,241.3992472,324.3265697,238.3215718,346.254265,232.3941026
"alsE",230.2840981,305.547318,157.6215718,170.2430716,203.2262441,458.4968117,247.7377688,233.4307344,199.7043889,300.0772643
"hokD",341.7794651,779.5215718,528.0355999,393.7506564,899.9215718,217.5459822,759.8588257,660.9215718,658.7215718,246.6273884
"yncJ",364.189084,414.9758197,551.4180166,275.5883336,350.4215718,301.8706897,444.4215718,348.9365041,262.0436889,236.2104046
"mukB",4431.411093,3853.136202,3407.246722,4017.796782,3746.312907,4071.530099,4211.719431,3920.235568,3826.089376,3769.239222
"ybgS",205.3215718,199.242561,154.8215718,141.4661136,144.4771289,187.644234,218.0535987,174.3215718,121.8676598,138.3985035
"yiiQ",1223.096939,1478.135162,574.2019188,2083.950064,1586.880148,1051.224501,1311.795821,477.8288811,2333.897728,1565.434478
"waaB",1747.388536,2281.302437,2379.478056,3777.509689,2268.310674,2514.952668,2387.889762,2789.768561,2574.038642,2927.736413
"ybaA",1175.493456,1011.168495,1928.246536,1034.462112,1530.536789,1095.971572,1362.761051,2694.553953,964.6579495,838.1836658
"ftsA",6751.378063,5562.521572,6318.834529,5616.815552,4448.331631,4889.328458,6348.01147,7847.329957,5137.149456,5559.421572
"ppiA",1981.551584,2152.996824,1251.774071,3109.823987,3445.685693,2098.511316,2000.203029,887.0756666,4115.052682,2632.328229
"cydA",3286.321572,3082.00868,3309.730978,2840.223695,1619.016895,2090.158975,2815.464748,10061.14395,1957.122462,2721.597194
"gspB",340.9215718,539.0547487,355.2171921,520.0215718,386.7031971,788.966538,364.1438657,403.3953059,450.8079877,645.3687186
"sokC",307.6248743,744.4664838,1038.622742,333.7215718,1319.013622,1019.721651,840.3257055,1185.421572,984.6529309,889.028856
"rrfH",19760.96241,19690.96885,21702.6675,19771.43356,19352.59647,19925.84456,19268.90293,21231.95233,19907.35595,19521.55101
"fimD",688.0657957,746.3440464,630.4309594,515.0777779,467.7108363,591.7215718,761.31931,739.2715718,589.7215718,761.7130231
"nuoC",10654.3701,11481.57699,7778.832809,7344.18428,6903.870277,7546.428676,11166.97852,6819.037838,8320.245256,8600.845128
"trmJ",5386.951414,5598.064969,6108.418996,3623.411689,5799.709762,4881.158214,5421.733781,6580.966348,4850.366703,4200.211533
"yaeR",1634.702815,1537.144779,1115.278823,1541.244193,1456.5078,1125.175082,1423.736883,758.6497714,1787.889928,1301.091275
"ydfO",103.0199843,77.33184554,51.20978594,202.6192049,243.6874453,93.37473458,85.16500703,157.7526051,135.6310566,80.68506026
"yfdK",97.28214115,124.0078266,68.38036267,163.0298565,152.2118315,146.0689588,81.57822989,92.1720322,167.6215718,130.7641917
"yeeY",2245.674374,1831.500262,2282.155137,1502.697873,1104.200794,1494.951522,2504.744452,3286.646686,1375.339642,2140.34088
"rimP",8603.68178,9696.909069,11820.77628,8896.455035,8588.121572,10733.52157,10084.52157,12576.33959,8649.522071,10577.24078
"paaZ",233.5530005,153.2674783,128.7215718,150.5007188,121.8143208,222.3215718,151.9667713,185.6778837,107.061424,148.8253612
"ydhT",274.8127704,327.1163237,357.8243378,305.3272833,316.7747681,268.5215718,310.5230816,402.8040696,289.7215718,241.7465254
"yliI",162.8186109,179.8152844,229.3111576,135.1522415,167.8818623,189.9215718,169.2738997,202.9201375,138.147376,157.3709017
"wbbJ",5483.649557,5401.623674,5281.621572,6855.805453,3840.185208,5907.977675,5475.648151,8065.038966,3218.06006,5105.122485
"inaA",1813.372931,1920.921572,2171.907145,2119.571811,1701.873365,1438.671572,1483.605803,2400.48869,1848.143387,1475.763083
"sraB",7805.025916,7315.371572,9678.491185,9725.796518,11849.09689,11813.97157,8227.735475,9436.021572,10620.99425,10321.72157
"citE",321.9848057,196.8241421,175.1129785,161.2096255,117.4092595,319.2418825,169.3491017,261.9514974,130.9401855,248.5210468
"moaE",2427.360724,2035.6545,884.1480528,749.3531649,1275.422533,565.3363086,1845.23664,1727.756693,753.4683306,536.3260818
"rutD",260.0215718,194.6795917,152.1250678,151.4792875,139.4215718,275.5528266,203.2054846,232.9615577,156.4759896,184.1884652
"ybdM",106.4433429,186.3544304,101.521589,181.3919523,197.177143,213.5271372,115.3779706,133.8691545,189.7212124,183.7416382
"yffR",1046.986568,841.6215718,575.7470291,557.2215718,513.2371176,516.4697006,930.2715718,1134.460275,533.2764149,431.2215718
"rtcR",292.7685027,182.7923175,112.6103936,130.9920856,207.5476553,387.8562932,174.5215718,187.1994217,198.7215718,263.7540896
"rhaA",374.9992886,229.433881,207.3872619,219.4884503,189.6107876,766.7819456,185.2945201,231.6404822,180.3882137,420.0126051
"dinI",6361.021572,5029.406197,6894.521572,5507.321572,6391.321878,6598.474673,5559.152685,5682.624439,4474.72121,4543.525898
"uvrB",5664.56689,5572.83416,6321.298696,3307.750105,3961.732723,4273.867397,5716.03456,6875.652328,3131.801211,3842.764782
"tusE",1540.288419,1260.193803,1182.083262,1493.853965,1678.198511,1155.415997,1275.891017,1257.848356,1072.74373,736.3618098
"rsmH",2732.908645,2746.640827,2724.171572,3930.454391,2952.466001,2888.210792,2821.538673,3082.292244,3731.056946,3046.552894
"yihV",271.5640594,244.1102726,218.7065395,220.7740804,269.4316865,373.5186714,261.755286,279.2326091,255.5286749,296.4194591
"rdcB",326.6491534,240.4929834,177.0625718,435.4216404,287.5868731,488.7591034,209.6978441,285.0215751,406.4414906,535.3294108
"gcvA",925.139918,1116.866245,1030.591667,1375.584157,1501.971572,1917.213389,1153.555579,736.5360213,1740.029089,2105.204978
"ychA",5130.344552,4679.610315,5601.321572,4482.054104,4430.904678,4305.574049,5090.321572,4847.621572,3938.225021,3694.079905
"paaB",149.605303,165.6410186,113.2670299,39.02368503,69.2070577,204.4849097,112.2175072,168.0573594,59.22423862,130.2196606
"aceA",14146.7846,16282.22157,12177.38126,12072.53744,13886.09787,11828.19943,15183.75203,8428.355853,15817.24665,14476.09293
