"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"phnJ",573.856,371.566,712.852,814.417,863.341,1014.11
"phnI",729.385,419.802,383.182,171.811,876.354,99.4909
"phnH",727.552,524.232,454.422,669.473,138.142,599.408
"phnG",628.824,447.937,650.617,568.25,540.484,669.825
"phnF",715.348,504.529,586.287,476.714,123.556,1431.95
"phnD",1059.42,730.488,108.039,170.142,55.7242,89.797
"phnC",883.651,534.831,169.043,584.013,95.5075,290.862
"yjdN",1063.85,740.052,473.499,635.73,77.1014,533.644
"yjdM",2669,2750.25,816.496,678.639,1478.48,716.932
"rdcA",1110.06,701.829,1110.46,705.919,1151.94,353.464
"rdcB",921.378,579.967,434.842,24.3595,74.9728,436.701
"proP",1345.76,1341.81,1138.67,1255.84,1573.62,833.817
"basS",1159.81,782.65,108.157,696.43,491.257,987.525
"basR",1275.44,811.987,476.131,156.842,733.538,583.277
"eptA",1026.09,738.054,1564.35,377.897,103.336,209.897
"adiY",1462.76,772.117,1885.5,303.68,87.8759,180.272
"adiA",829.368,532.357,36.2947,668.052,765.568,144.324
"melR",1496.22,874.511,1220.78,351.111,597.113,913.429
"melA",708.639,456.948,477.347,486.324,437.282,394.259
"melB",1348.58,745.009,64.988,89.7488,33.8092,96.7279
"yjdF",1148.76,781.237,965.704,718.471,920.992,692.449
"dcuB",972.829,749.517,160.657,461.954,615.832,104.113
"dcuR",1291.01,867.612,448.126,919.181,760.461,1117.66
"dcuS",1230.47,777.554,965.576,885.84,113.301,622.48
"yjdI",888.431,603.738,610.118,822.103,47.4688,1039.53
"yjdJ",1307.72,920.12,357.465,610.802,1009.18,1194.56
"ghoS",851.372,474.761,1427.45,1149.47,599.769,2144.75
"lysU",3839.37,3028.32,69.6973,216.714,137.218,469.761
"dtpC",1028.87,545.328,56.1372,31.2699,109.061,292.421
"cadA",2620.98,787.303,715.941,829.841,1487.49,1261.53
"cadB",1975.34,666.909,312.32,558.21,136.601,496.292
"cadC",1363.96,785.644,422.854,376.594,413.272,522.199
"yjdC",1615.63,1191.93,737.57,459.063,161.041,235.615
"dsbD",1377,989.793,349.093,406.643,178.09,460.362
"cutA",1573.3,1099.51,203.7,548.942,884.196,133.76
"dcuA",3378.64,2440.79,127.48,18.7053,45.2731,155.139
"aspA",4269.35,3324.5,758.019,205.337,536.646,84.0504
"fxsA",1165.48,2462.6,737.636,576.23,1240.99,1364.86
"yjeH",1073,685.079,46.1656,600.823,358.761,971.357
"groS",4117.88,6490.33,110.219,668.726,82.3513,95.4563
"groL",3254.62,6038.28,492.691,7.44772,65.902,92.6369
"yjeI",2078.17,1095.74,1088.51,335.324,1710.71,958.02
"yjeJ",1215.48,906.789,346.87,611.703,138.245,393.464
"epmB",1409.32,993.014,61.1266,609.297,137.743,115.984
"efp",3552.74,2980.31,601.918,516.443,107.715,496.553
"ecnA",760.254,558.841,813.074,651.27,357.408,139.992
"ecnB",1317.55,994.378,948.031,858.258,688.653,603.862
"gdx",931.749,670.085,757.21,750.783,685.202,675.032
"blc",1050.44,646.315,592.237,623.499,124.414,634.476
"ampC",1547.38,931.566,83.7616,678.573,585.424,106.884
"frdD",1731.83,854.393,390.092,626.616,141.446,65.2507
"frdC",1408.67,458.025,492.385,647.559,157.531,1016.9
"frdB",2161.66,864.936,108.836,352.542,93.8719,201.995
"frdA",3616.92,1591.67,25.0111,452.175,72.9451,343.325
"epmA",1421.13,989.093,230.054,11.1362,248.527,657.363
"yjeM",1154.17,754.07,938.121,415.461,235.308,124.481
"yjeN",911.737,614.083,227.846,507.219,281.225,904.391
"yjeO",1213.34,793.713,172.358,37.7929,971.43,660.111
"mscM",1460.98,894.597,47.4176,261.877,447.331,335.8
"psd",1985.83,1489.44,941.437,344.099,295.96,117.9
"rsgA",2939.65,2102.15,73.5769,469.303,551.694,479.41
"queG",1476.47,1230.08,273.41,378.298,673.294,823.492
"nnr",1294.1,855.674,396.789,299.75,51.7128,472.031
"tsaE",1379.45,944.686,731.497,757.915,362.647,1068.03
"amiB",828.619,566.909,707.838,774.207,347.608,445.391
"mutL",1068.18,565.212,430.25,241.711,185.752,343.888
"miaA",2820.22,4363.61,783.673,437.324,533.624,175.565
"hfq",3430.59,4160.51,439.561,283.741,127.407,236.967
"hflX",2871.93,3400.36,672.859,130.601,414.707,63.0365
"hflK",3593.31,4337.08,391.843,418.474,90.3979,85.8519
"hflC",3183,3589.02,141.482,289.157,117.565,955.958
"yjeT",1260.8,837.296,130.951,651.549,1048.85,435.55
"purA",3361.86,3158.8,403.81,841.82,446.635,1032.63
"nsrR",1885.5,1633.23,84.5816,634.405,599.33,1097.05
"rnr",2324.03,1498.2,72.3941,39.6217,448.625,185.738
"rlmB",1020.28,652.148,443.885,532.022,74.3911,1053.58
"yjfI",835.2,483.408,454.205,499.874,94.5133,352.301
"yjfJ",839.18,504.127,363.776,800.913,705.36,1004.96
"yjfK",670.763,390.234,615.53,496.533,662.631,1139.42
"aidB",1055.21,646.069,413.603,143.421,223.079,126.734
"yjfN",1685.97,844.376,1004.39,112.83,217.913,30.8291
"yjfP",1161.27,777.665,89.662,81.7871,112.627,47.8552
"ulaR",1728.39,1333.43,431.784,638.454,1035.23,154.909
"ulaG",1209.62,760.014,1045.18,654.668,1083.87,67.4186
"ulaB",1070.38,626.265,356.175,361.481,895.363,460.549
"ulaC",674.445,363.986,650.27,440.701,81.5465,235.463
"ulaD",1232.08,648.642,62.1914,417.211,1446.63,162.639
"ulaE",866.652,518.114,504.363,267.157,465.142,267.283
"ulaF",663.76,352.054,385.85,268.757,179.993,563.137
"yjfY",832.765,553.048,664.924,760.777,762.757,1417.36
"rpsF",5032.83,5614.52,445.985,718.07,569.942,269.93
"priB",4942.92,6016.76,90.9571,529.047,776.989,220.995
"rpsR",4429.94,5484.44,437.578,607.271,1012.93,89.4363
"rplI",4696.36,5001.21,91.3944,440.634,57.6567,244.416
"yjfZ",1089.89,572.276,685.819,763.065,27.4553,635.891
"ytfA",686.718,388.528,162.286,17.3719,349.588,798.98
"ytfB",1450.74,1126.65,735.213,678.367,54.1565,79.5047
"cycA",1220.18,1373.85,1080.04,810.838,1155.03,953.181
"ytfE",1121.13,1118.89,736.048,598.711,256.289,625.271
"ytfF",910.26,597.155,592.577,1025.58,634.675,916.964
"qorB",1068.56,654.306,833.168,763.559,789.341,696.27
"ytfH",988.385,683.044,113.1,865.897,903.788,1055.72
"cpdB",2089.41,1015.29,4352.7,9095.36,28175.8,41711.4
"cysQ",1053.23,481.633,1885.28,2391.24,14277.8,23218.4
"ytfI",856.892,632.968,1704.05,2927,1518.97,2631.38
"ytfJ",1996.9,1165.06,712.976,774.238,603.047,546.047
"ytfK",1388.23,854.464,520.264,2597.45,751.993,1781.33
"paeA",1079.89,868.895,1123.18,1677.05,969.329,947.466
"msrA",1506.5,957.614,1847.46,4110.69,976.239,3104.77
"tamA",1664.74,1079.62,493.047,661.405,650.58,1384.85
"tamB",965.353,612.508,236.456,699.864,127.214,612.218
"ytfP",1640.57,1238.2,399.122,48.2344,62.4245,83.437
"chpS",1418.04,924.433,57.3414,350.248,40.2462,746.022
"chpB",1746.17,1197.77,752.079,521.569,106.383,354.022
"ppa",3714.18,3616.59,976.061,775.105,731.549,372.885
"ytfQ",1210.37,720.487,717.529,875.475,198.474,873.972
"ytfT",431.252,214.32,446.801,740.355,552.135,982.4
"yjfF",549.364,219.917,90.8971,568.926,95.0983,724.585
"fbp",2458.45,1855.45,76.1622,872.106,99.8532,1409.37
"mpl",1410.93,887.689,547.183,744.849,872.081,253.254
"yjgA",1994.36,1651.73,102.239,213.903,274.811,112.899
"tldE",1923.82,1149.34,449.672,623.558,544.568,534.677
"cybC",1173.42,700.365,555.188,365.82,444.489,419.054
"nrdG",1074.71,845.699,171.662,561.577,343.942,122.725
"nrdD",2009.79,1539.01,1175.63,1152.22,543.077,462.794
"treC",4470.2,3522.37,190.575,176.508,761.261,561.478
"treB",4889.18,4554.4,895.178,337.38,28.9942,700.658
"treR",1159.9,731.764,109.099,60.6306,76.4514,635.433
"mgtA",1288.86,1553.78,783.219,626.666,136.078,123.515
"ridA",4673.53,4098.42,204.703,414.324,684.337,426.37
"pyrI",1327.69,649.122,940.048,550.542,409.777,141.136
"pyrB",1720.41,784.738,314.653,479.22,392.24,61.9882
"pyrL",1475.83,752.321,88.529,849.641,843.192,547.145
"yjgH",994.829,614.494,824.963,41.2431,870.019,588.348
"bdcA",1062.44,631.22,675.515,781.296,38.0281,66.0236
"bdcR",932.418,545.327,768.856,450.782,565.032,198.994
"tabA",3682.74,2377.92,402.375,800.9,247.897,33.5413
"yjgL",752.077,351.63,699.799,750.244,959.637,185.28
"argI",776.166,492.591,247.583,440.556,450.912,518.622
"rraB",2749.33,2194.05,111.476,214.109,147.462,69.651
"yjgM",769.855,428.671,785.234,674.559,486.826,1310.09
"yjgN",966.728,532.352,202.457,488.676,382.69,434.878
"valS",2584.19,2112.91,71.5032,401.861,837.514,74.2265
"holC",2492.48,1938.85,101.759,550.321,461.951,78.4616
"pepA",2113.19,1518.14,994.909,59.0866,354.649,930.261
"lptF",2135.48,1804.46,441.786,522.917,674.165,398.475
"lptG",1374.38,1150.95,69.284,628.139,69.2524,577.861
"yjgR",1264.42,786.696,410.247,780.089,371.585,511.753
"idnR",928.141,559.007,110.02,173.138,57.751,171.66
"idnT",839.245,455.571,799.464,649.684,1130.96,729.543
"idnO",1410.73,828.969,777.714,1090.36,726.941,921.712
"idnD",1148.15,698.493,96.6998,366.735,378.26,466.62
"idnK",1223.54,743.305,621.249,1240.6,1332.99,1016.31
"ahr",659.952,429.82,700.896,1433.27,679.269,665.423
"intB",999.48,807.21,857.082,781.926,654.893,531.383
"yjgZ",668.033,410.074,328.942,845.745,565.406,677.252
"nanX",1132.57,665.632,151.301,366.962,105.789,229.965
"nanY",1410.64,644.964,385.362,426.264,430.734,144.906
"yjhD",673.048,505.806,405.388,128.274,176.209,185.916
"yjhE",1057.94,638.193,64.1936,34.3139,506.836,71.947
"yjhV",594.066,338.912,259.694,420.245,157.804,141.862
"fecE",2282.17,1007.72,346.503,91.5367,153.304,433.878
"fecD",1629.87,707.142,635.614,265.1,164.691,116.632
"fecC",2137.82,982.287,375.991,425.525,717.222,182.214
"fecB",2717.38,926.254,274.971,479.232,46.1556,612.507
"fecA",3157.11,1605.46,249.846,540.978,47.9044,101.927
"fecR",833.195,484.089,502.763,29.7289,322.401,133.89
"fecI",1183.91,775.207,917.075,541.531,533.176,732.233
"insA7",1118.45,753.85,335.115,314.695,779.968,400.44
"yjhU",1529.34,1102.94,98.811,494.127,102.743,174.76
"yjhF",737.842,465.994,526.073,683.374,676.263,1231.34
"yjhG",781.377,520.375,116.201,755.253,705.855,75.8378
"yjhH",1057.98,641.328,1844.14,420.823,361.347,82.2668
"yjhI",1229.33,783.787,1407.92,364.515,1069.39,725.782
"sgcR",1131.45,677.466,54.3314,32.9853,758.41,131.819
"sgcE",1068,591.399,336.189,624.547,114.083,290.55
"sgcA",918.695,576.356,704.728,499.941,689.222,100.009
"sgcQ",865.039,509.281,74.8558,104.344,673.971,85.0079
"sgcC",1018.63,606.575,621.855,705.427,839.734,385.567
"sgcX",730.189,508.326,38.3712,564.137,148.38,79.487
"yjhP",994.704,642.121,138.499,16.7375,140.015,444.387
"yjhQ",1309.43,849.352,171.773,492.545,708.978,537.945
"yjhR",963.371,630.82,45.8908,409.819,721.852,71.3025
"nanS",915.347,610.626,94.1333,551.004,758.873,246.647
"nanM",1224.28,781.479,584.918,422.089,165.921,125.657
"nanC",1223.12,608.306,934.547,493.431,632.074,224.599
"fimB",1137.05,695.412,488.653,604.854,335.931,56.3992
"fimE",1257.79,819.843,513.282,151.541,150.428,179.622
"fimA",3454.99,1698.99,106.361,41.2007,309.249,605.469
"fimC",1727.92,969.345,1388.84,1044.82,802.693,480.401
"fimD",1213.35,743.291,116.439,317.627,457.167,137.44
"fimF",956.6,613.895,554.71,399.318,69.2098,195.702
"fimG",1219.6,823.32,1040.81,76.9901,767.553,384.695
"fimH",1039.42,638.905,43.2057,647.33,320.537,165.64
"gntP",1235.28,849.851,838.323,492.819,557.884,541.213
"uxuA",1752.53,1151.57,79.0333,530.438,459.031,1039.76
"uxuB",1381.54,827.232,459.581,128.441,421.003,456.881
"uxuR",1080.99,793.996,433.245,766.608,485.051,177.259
"yjiC",707.907,340.536,566.26,486.023,204.709,440.315
"iraD",860.61,505.331,118.437,797.769,303.856,853.248
"iadA",1397.77,832.745,492.357,42.1702,617.633,354.783
"yjiG",1226.02,791.022,772.96,90.1357,86.0801,591.328
"yjiH",882.246,565.949,180.639,21.6355,126.289,317.113
"kptA",1167.9,733.028,895.621,17.0772,350.459,86.6128
"yjiJ",1342.47,897.94,753.147,746.877,77.8082,352.99
"yjiK",985.022,651.37,344.619,324.705,85.922,637.615
"yjiL",900.071,556.935,66.8307,771.769,107.077,315.103
"yjiM",1097.28,779.841,570.267,58.2851,105.763,711.745
"yjiN",1068.95,695.487,59.7317,407.701,41.6106,510.789
"mdtM",740.268,483.517,68.5311,374.521,259.293,396.289
"yjiR",811.43,556.393,1188.3,476.553,136.863,672.4
"yjiS",747.678,386.246,1091.31,73.7023,150.802,686.431
"yjiT",1543.57,849.237,681.818,40.7893,845.809,252.143
"mcrC",1199,798.989,973.088,25.716,39.6213,376.671
"mcrB",1557,912.65,142.695,489.61,1215.85,937.921
"symE",905.934,538.231,604.944,608.105,1531.68,185.501
"hsdS",1824,1053.48,136.864,137.695,243.011,545.895
"hsdM",1720.39,1051.69,116.115,288.768,52.4078,160.133
"hsdR",1172.99,659.306,456.419,378.819,112.63,252.419
"mrr",1338.96,864.006,346.886,285.789,125.468,134.481
"yjiA",1033.42,691.935,224.643,336.547,223.476,889.052
"yjiX",1919.6,1106.19,319.635,305.915,112.339,44.5472
"btsT",848.315,451.552,668.865,278.199,519.061,620.216
"tsr",1003.05,634.044,85.7299,74.3583,76.3271,75.1017
"lgoT",947.483,673.018,736.97,628.457,674.22,901.167
"lgoR",1077.45,660.837,599.718,529.9,506.72,501.841
"lgoD",712.124,393.896,415.218,532.581,165.544,355.118
"opgB",1889.45,1206.88,180.838,675.317,864.721,474.273
"yjjA",1070.59,817.488,723.494,977.538,1286.07,881.604
"dnaC",1400.7,943.612,304.677,451.793,1015.3,471.137
"dnaT",1264.04,832.374,555.79,345.462,693.169,826.766
"yjjB",831.701,430.046,126.55,19.241,545.721,463.085
"yjjP",1285.65,730.209,127.721,46.3493,691.482,939.577
"yjjQ",762.251,490.771,603.444,22.4884,617.378,131.515
"bglJ",1267.86,771.024,1406.64,20.1995,64.5666,151.873
