"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"flgA",476.908,396.029,641.37,231.607,73.4913,97.6814
"flgB",651.169,497.815,319.841,920.309,653.81,148.94
"flgC",707.885,519.464,729.151,562.492,1059.94,286.756
"flgD",533.023,382.321,74.671,269.018,403.18,348.081
"flgE",786.118,522.463,605.763,495.057,381.289,818.584
"flgF",245.012,183.573,16.5903,395.526,148.166,645.909
"flgG",652.551,539.109,114.649,745.917,1637.54,473.514
"flgH",377.933,365.267,442.138,190.88,290.04,1321.58
"flgI",279.015,293.158,1084.57,109.824,52.3333,58.2336
"flgJ",435.582,560.747,925.156,636.285,56.0488,101.102
"flgK",347.443,274.951,27.9932,242.25,25.0948,201.118
"flgL",549.133,474.933,405.555,580.665,92.075,781.036
"yceQ",481.724,410.488,277.594,462.522,352.955,708.733
"rluC",936.711,1305.02,127.1,90.1704,806.678,397.254
"yceF",606.736,726.364,221.994,516.061,1048.32,48.0424
"sraB",2868.82,3665.41,149.985,79.6456,157.106,62.0462
"yceD",4295.68,5795.01,97.4255,673.347,2044.05,242.564
"rpmF",3076.46,3859.3,899.69,613.186,131.64,427.505
"plsX",2070.67,2398.22,282.95,663.995,121.827,521.042
"fabH",2187.92,2395.49,943.739,351.095,711.938,130.216
"fabD",4045.95,4609.8,185.278,609.333,385.131,430.356
"fabG",4160.05,4669.69,312.48,750.137,588.905,638.424
"acpP",4642.06,5622.78,266.142,1172.82,1243.56,258.094
"fabF",1662.26,2102.33,2278.51,1222.17,1245.77,136.856
"pabC",522.625,628.538,749.091,779.515,1073.61,130.323
"mltG",752.209,995.864,944.041,665.894,1075.17,115.044
"tmk",1069.44,1076.59,1368.78,5234.93,1202.15,2849.14
"holB",1007.57,1119.99,144.517,754.166,785.94,199.631
"ycfH",1355.19,1475.67,329.806,450.542,128.851,105.689
"ptsG",1574.43,2211.25,960.085,718.857,1214.72,134.614
"fhuE",479.108,544.92,1337.08,1120.16,1201.13,966.054
"hinT",1188.66,1116.23,839.356,750.806,518.893,357.791
"ycfL",1037.19,1012.2,412.673,424.527,937.029,68.7519
"lpoB",1049.17,1108.23,102.025,430.218,184.049,115.966
"thiK",927.31,906.861,810.142,388.02,689.764,533.728
"nagZ",1220.04,1145.77,207.853,559.562,193.441,294.112
"ycfP",1925.45,2303.7,853.667,580.269,833.691,874.896
"ndh",633.887,521.263,685.159,21.2668,160.668,135.209
"ycfJ",380.524,378.633,35.7472,736.609,200.514,253.443
"comR",805.656,1057.71,70.2291,371.763,677.275,496.932
"bhsA",468.427,577.386,788.828,119.207,1121.24,843.052
"ldtC",581.182,410.997,369.341,41.0531,452.867,127.365
"mfd",747.802,1476.05,747.072,276.198,118.402,166.832
"ycfT",347.885,343.608,1090.76,28.1628,34.2046,176.807
"lolC",858.116,1012.81,88.8256,492.391,1005.28,1127.39
"lolD",928.734,1014.39,1004.83,62.1878,896.383,133.919
"lolE",1122.26,1332.46,1152.33,737.365,517.458,1258.57
"nagK",1167.49,1424.11,78.2504,253.812,142.083,132.931
"cobB",840.411,802.103,722.635,215.371,78.0893,196.417
"ycfZ",500.346,493.477,597.813,62.6299,728.423,78.2721
"ymfA",588.449,659.368,153.235,777.863,764.636,505.041
"potD",2566.99,2486.34,498.934,7.63362,291.257,531.669
"potC",1832.51,2026.16,110.506,280.151,86.4873,229.292
"potB",1860.95,1934.89,58.7577,538.371,463.206,83.342
"potA",1860.06,2468.84,80.047,31.0997,155.272,128.56
"pepT",773.413,783.054,1990.24,2756.58,1083.02,1040.46
"roxA",1353.26,1503.93,225.006,388.706,304.561,370.018
"phoQ",734.028,1024.94,1295.7,3520.47,1014.18,1702.81
"phoP",1777.83,2381.85,1457.32,1802.84,1417.64,408.293
"purB",2014.23,1978.94,232.253,94.3089,103.187,728.869
"hflD",2158.3,2495.95,566.872,2756.81,2967.83,137.477
"mnmA",1858.12,2151.16,2296.71,2630.71,1257.48,1082.62
"nudJ",595.369,643.617,23.9838,70.4284,154.456,42.1964
"icd",3686.58,4849.63,870.523,671.682,52.8316,688.061
"ymfD",656.931,571.704,1612.18,3448.4,255.018,3661.58
"ymfE",650.013,548.416,794.556,217.977,79.9667,69.3951
"lit",834.537,842.901,778.538,902.253,48.3376,58.0293
"intE",552.9,565.229,1002.4,617.866,813.301,377.431
"xisE",321.448,312.259,790.153,1100.55,59.7792,197.587
"ymfH",181.879,184.093,358.203,331.754,271.577,96.8508
"ymfI",690.819,671.923,337.664,411.366,51.841,451.661
"ymfJ",376.614,441.173,208.018,727.199,89.3726,247.224
"ymfK",797.468,984.559,640.257,572.668,321.463,633.833
"ymfT",432.253,412.576,1579.6,61.9851,166.118,302.447
"ymfL",324.809,295.412,387.743,593.226,310.112,507.663
"ymfM",376.655,407.856,155.802,322.092,307.113,140.97
"ymfN",442.08,512.325,208.416,620.258,742.564,604.975
"ymfR",214.024,197.35,1074.57,154.476,88.2092,109.43
"beeE",440.271,557.742,924.609,58.0459,307.92,683.823
"jayE",436.724,436.541,82.2088,21.5856,91.3214,64.2672
"ymfQ",577.919,601.076,1343.99,270.217,63.7059,170.313
"ycfK",429.572,529.183,175.102,455.453,1374.78,64.1523
"tfaP",279.444,225.814,1220.57,50.9927,130.471,671.276
"tfaE",403.598,571.124,560.643,900.124,1229.94,469.845
"stfE",493.665,583.177,384.386,249.616,39.5302,496.827
"pinE",365.734,352.752,506.768,824.837,771.008,1061.51
"mcrA",511.808,559.702,64.2444,187.285,940.7,687.453
"iraM",335.349,323.248,893.724,422.641,147.684,1373.67
"ycgX",349.197,322.185,72.9069,60.4749,102.738,716.733
"bluR",901.335,1194.87,1097.78,237.775,99.1836,612.706
"bluF",541.768,733.586,485.46,459.898,98.515,156.512
"ycgZ",330.946,470.146,77.8484,1184.93,156.973,140.027
"ymgA",386.442,481.161,343.694,27.1192,39.3947,451.67
"ariR",319.685,392.367,72.6783,489.198,112.841,134.504
"ymgC",213.537,191.387,1624.36,693.742,452.623,385.377
"pdeG",393.9,382.326,18.5529,61.0229,142.784,371.69
"ymgD",543.01,638.346,177.628,740.83,243.914,902.919
"ymgG",465.72,539.739,211.087,350.98,63.8426,52.2177
"minE",2027.85,1969.42,108.386,755.981,555.396,587.823
"minD",2578.25,2371.91,1906.68,759.215,605.74,406.449
"minC",1885.04,1956.28,970.277,531.494,88.9651,176.479
"ycgJ",736.029,565.815,73.4183,808.122,580.599,577.508
"pliG",914.716,989.785,305.915,230.593,884.655,175.753
"ycgL",1138.85,1300.19,1143.33,799.069,725.326,58.0315
"ycgM",701.365,734.955,636.759,790.149,560.347,824.272
"ycgN",684.319,798.086,747.839,424.56,752.888,550.458
"hlyE",510.986,483.575,357.273,397.238,79.7419,187.911
"umuD",350.286,376.305,159.892,665.458,146.905,443.613
"umuC",413.168,418.586,87.1803,70.8243,358.39,61.9688
"dsbB",1041.4,1383.5,172,43.4146,111.697,127.326
"nhaB",1246.94,1578.36,283.464,388.929,510.836,135.211
"fadR",1341.49,1600.58,104.366,702.024,520.13,96.7842
"ycgB",423.279,565.486,1537.28,602.743,54.7751,69.1724
"dadA",1204.72,2044.51,1260.54,429.135,152.273,396.065
"dadX",1159.18,1992.8,82.8198,410.941,185.556,185.795
"cvrA",436.108,489.299,690.033,458.805,548.378,696.043
"ldcA",677.356,749.647,971.393,507.592,446.638,46.2263
"emtA",877.785,1060.84,343.258,79.5501,171.766,651.248
"ycgR",286.019,340.61,241.29,342.036,929.652,545.432
"ymgE",213.426,301.19,958.608,31.7256,586.752,748.875
"ycgY",394.281,480.466,208.684,112.215,1030.73,651.807
"dhaM",2737.25,1443.29,31.8655,161.761,857.211,599.894
"dhaL",2632.52,1599.09,108.58,337.107,98.0495,125.653
"dhaK",2489.25,1133.12,212.028,408.889,720.598,706.595
"dhaR",500.652,598.117,62.0542,276.535,122.043,378.217
"ycgV",385.178,429.54,37.8065,112.199,810.293,1072.34
"ychF",2738.04,3032.04,70.1064,567.32,108.285,94.1112
"pth",1380.34,1556.18,267.229,356.131,986.013,109.687
"ychH",1663.4,1395.54,363.732,483.887,376.063,747.198
"dauA",572.19,658.506,1366.72,406.672,1188.25,817.603
"prs",3229.61,3480.2,953.169,365.918,1269.7,164.579
"ispE",1623.16,1262.65,37.9895,607.994,1081.23,53.0658
"lolB",990.307,1043.89,242.987,453.72,1214.59,238.665
"hemA",1215.23,1370,1478.24,266.683,782.38,674.489
"prfA",1484.16,1724.94,1548.04,573.456,1054.38,772.728
"prmC",898.552,996.793,221.025,162.389,319.959,65.1135
"ychQ",935.133,948.945,259.659,446.565,109.176,373.602
"ychA",1232.69,1180.95,1737.41,28.4979,438.978,57.8695
"kdsA",1523.23,1538.41,95.7757,784.528,661.374,573.317
"ldrA",1118.33,1179.31,96.6351,17.7635,89.875,184.949
"rdlA",674.643,730.059,632.58,555.832,613.436,411.304
"ldrB",820.4,895.071,1355.25,48.329,141.129,105.181
"rdlB",517.43,576.445,91.1327,51.7115,1209.18,99.7114
"rdlC",524.83,501.293,24.5439,347.097,96.4863,67.4833
"chaA",925.41,821.778,201.598,643.284,737.97,562.528
"chaB",259.614,304.516,576.523,832.124,333.451,745.912
"chaC",679.649,904.23,91.6023,156.421,84.9909,1308.53
"ychN",942.291,948.807,447.635,212.472,763.545,69.5119
"ychO",508.816,514.385,107.162,771.371,306.131,185.454
"narL",1693.17,1876.06,451.532,743.15,1221.26,1016.37
"narX",762.607,1012.02,109.384,43.5311,445.01,795.825
"narK",1272.82,1687.34,117.794,223.841,44.0442,1101.64
"narG",943.027,1266.01,201.401,1255.66,481.028,1120.67
"narH",667.596,764.863,63.3405,448.65,174.85,67.9799
"narJ",476.361,454.792,100.996,354.166,798.825,803.302
"narI",307.475,507.543,184.216,376.681,1112.03,477.47
"ychS",76.54,78.9362,44.1564,396.098,55.9582,933.038
"tpr",839.942,1216.74,556.3,753.601,336.666,663.477
"rttR",1094.03,1630.28,295.43,20.6198,1117.1,1334.28
"purU",1032.42,1267.91,261.555,147.124,206.494,530.155
"ychJ",1541.2,1651.74,746.008,1133.92,109.518,262.899
"rssA",1030.61,1037.07,102.638,816.491,103.003,1069.13
"rssB",670.352,821.084,1183.83,486.419,120.25,378.583
"galU",1731.03,1868.66,36.443,202.942,710.951,638.678
"hns",3180.18,4199.44,173.33,469.302,103.025,565.543
"tdk",1381.68,1574.56,393.533,908.755,518.591,872.124
"adhE",1990.47,1574.06,1833.6,1330.61,1109.16,285.895
"ychE",298.591,367.514,373.41,603.469,875.824,524.547
"oppA",3214.35,4149.42,318.264,648.241,78.8314,496.309
"oppB",2529.77,3605.7,317.127,386.656,457.952,392.482
"oppC",2569.34,3436.06,1146.84,778.389,46.8091,106.483
"oppD",2315.64,3103.15,155.212,793.698,120.989,1166.27
"oppF",2625.98,3621.7,1758.95,556.946,89.045,1043.76
"clsA",618.964,626.278,155.46,741.043,179.716,450.369
"kch",614.109,794.049,165.73,549.512,1254.78,648.259
"yciI",876.108,664.494,867.485,445.884,773.025,393.573
"tonB",1275.61,1079.1,1444.72,736.228,1157.38,736.519
"yciA",894.648,1152.61,430.828,499.867,492.694,592.744
"yciB",1111.16,1349.72,1251.53,544.423,172.194,130.085
"yciC",1293.71,1391.66,371.259,387.317,118.081,348.731
"ompW",1572.93,1354.01,105.384,402.51,1017.46,880.275
"yciE",376.247,432.659,536.448,339.583,284.751,452.079
"yciF",461.507,477.692,175.568,682.704,222.145,749.121
"yciG",427.262,422.166,701.953,196.023,577.958,105.713
"trpA",629.3,646.65,47.7214,82.6231,42.4302,140.38
"trpB",437.042,494.761,979.099,127.093,1076.13,75.3016
"trpC",624.866,743.638,337.104,744.977,103.783,388.761
"trpD",400.325,413.028,466.153,306.521,238.083,149.88
"trpE",422.158,450.876,244.5,408.831,111.294,1133.4
"trpL",845.072,1014.12,84.4029,456.544,645.322,759.678
"rnm",892.515,1021.26,163.13,765.336,171.723,67.3137
"yciO",1016.24,1139.55,80.293,688.212,251.625,80.9352
"yciQ",356.671,278.429,556.565,808.107,88.9151,63.5388
"rluB",2327.38,2746.43,271.462,654.807,467.567,557.067
"btuR",723.69,806.139,252.537,813.213,488.534,1317.94
"yciK",730.943,778.975,436.519,549.077,641.946,170.331
"sohB",1014.85,1183.46,1077.99,625.124,601.652,90.9671
"yciN",2669.87,3427.3,1869.06,662.612,1359.05,916.431
"topA",2020.05,3505.73,713.944,743.698,95.6331,137.529
"cysB",832.317,918.329,1193.57,702.096,83.5967,153.379
"acnA",736.677,827.957,211.14,454.744,128.511,666.733
"ribA",1194.78,1196.7,141.093,4965.95,589.047,130.259
"pgpB",401.078,460.19,154.446,612.95,596.038,201.495
"lapA",1075.51,2291.55,2490.69,648.391,1220.68,627.92
"lapB",659.695,1267.44,1469.53,589.453,1130.7,239.94
"pyrF",958.243,1087.26,45.5303,533.775,374.17,435.916
"osmB",641.505,490.004,1669.58,785.334,513.156,201.609
"yciT",549.138,610.65,78.9387,580.136,773.647,377.681
"pdeR",551.325,656.163,1932.31,665.704,1297.49,116.977
"rnb",2264.53,1928.69,122.258,10.5451,211.318,138.894
"yciW",460.02,563.718,258.264,1085.94,1885.92,428.259
"fabI",2586.03,2721.96,524.726,439.558,605.516,538.537
"ycjD",543.742,553.612,555.149,719.321,873.014,543.962
"sapF",790.013,825.372,376.513,417.381,580.041,449.111
"sapD",780.654,729.683,802.667,474.569,1130.53,461.962
"sapC",469.788,446.104,32.4665,269.647,80.8601,141.81
"sapB",671.212,603.933,80.2758,318.666,118.962,442.488
"sapA",1135.01,1178.26,836.913,73.0855,866.964,172.337
"ymjA",838.518,836.058,30.6115,42.6401,409.888,474.043
"puuP",406.483,414.61,43.2339,216.078,671.896,433.529
"puuD",368.592,424.401,329.76,403.575,1873.67,649.835
"puuR",427.316,479.225,49.1898,269.512,649.467,263.977
"puuC",441.127,460.773,439.832,274.701,624.416,731.374
"puuB",435.719,460.159,349.67,38.9368,90.7738,63.4933
"puuE",361.706,370.95,185.985,74.2898,1024.59,519.972
"pspF",454.791,472.477,322.768,323.145,170.756,121.923
"pspA",1070.67,895.9,665.27,502.378,962.979,684.067
"pspB",783.192,1018.11,100.28,654.957,1031.56,394.413
"pspC",599.011,599.393,1033.39,430.688,190.571,696.37
"pspD",430.103,414.856,930.816,475.231,115.771,370.025
"pspE",1674.92,1153.38,50.3289,59.1025,85.9128,357.577
"ycjM",401.259,396.63,633.421,447.622,291.86,240.327
"ycjN",437.37,377.353,433.878,840.091,1130.11,432.57
"ycjO",346.397,343.836,272.038,1002.39,102.326,931.448
"ycjP",362.134,314.462,109.162,1014.21,362.02,946.728
"ycjQ",442.554,392.167,189.916,556.648,148.031,371.658
"ycjR",413.367,374.653,575.386,859.218,213.094,595.049
"ycjS",522.69,612.522,28.7604,17.6921,41.7448,71.2421
"ycjT",374.443,328.797,484.273,1169.94,609.927,905.667
"ycjU",266.263,245.864,2286.07,1269.98,831.67,1230.85
"ycjV",308.374,272.165,518.122,843.511,104.362,882.24
"ycjW",442.411,591.516,177.497,1003.07,200.646,727.806
"ycjX",409.701,2180.62,133.881,40.55,137.593,266.936
"ycjF",346.72,1381.15,734.269,659.219,234.571,1365.2
"tyrR",663.124,627.597,384.034,47.4024,151.349,664.549
"tpx",2637.15,2989.52,632.825,508.658,190.246,85.3583
"mpaA",604.944,616.698,60.9354,538.743,673.902,171.912
"ycjY",358.483,356.343,322.118,155.589,122.058,588.401
"pgrR",668.747,696.397,72.0168,32.7915,70.9904,190.354
"mppA",1421.05,1226.38,1086.07,269.211,155.489,223.792
"ynaI",659.676,676.321,771.47,129.082,465.922,144.208
"ynaJ",1165.85,1901.81,1523.88,373.77,382.341,85.5218
"uspE",907.259,846.329,134.115,388.089,258.873,360.209
"fnr",2508.78,3275,44.6495,42.1987,125.749,249.36
"ogt",629.014,675.779,533.498,516.533,233.471,152.848
"abgT",451.308,510.727,261.421,624.177,89.9839,538.276
"abgB",283.24,322.235,283.782,526.106,970.19,67.4181
"abgA",527.732,494.688,572.302,845.925,860.883,685.753
"abgR",490.242,486.482,101.525,121.59,616.933,816.229
"smrA",482.044,600.174,89.7815,466.5,160.126,1159.37
"dgcM",624.309,729.636,86.4919,562.535,63.2193,167.706
"zntB",672.078,745.386,368.105,38.3677,923.306,61.6829
"dbpA",487.681,537.542,55.0157,846.942,806.156,1173.47
"ttcA",1079.46,1110.42,356.249,130.295,53.0384,88.3648
"intR",234.104,163.322,57.5086,1132.69,66.4712,1745.34
"xisR",285.719,254.581,1000.87,41.8223,95.9791,104.372
"rcbA",344.455,321.361,1463.36,873.036,96.0015,177.34
"ralR",344.826,387.186,218.99,729.287,334.78,627.21
"recT",564.967,511.159,520.803,33.5083,315.93,294.927
"recE",433.045,454.779,302.93,439.479,735.655,767.445
"racC",413.816,407.464,1125.06,740.166,652.967,571.09
"kilR",338.995,295.543,1041.09,1236.28,729.259,788.266
"ydaG",362.973,298.74,765.424,663.291,576.335,950.277
"racR",1677.99,1806.05,964.716,679.762,110.66,97.6247
"ydaS",384.999,379.321,11.0873,212.309,159.647,58.3913
"ydaT",312.108,269.475,102.805,688.303,126.291,661.343
"ydaU",389.048,382.372,308.16,372.582,380.069,392.365
"ydaV",478.202,544.034,812.054,1003.74,671.659,428.278
"ydaW",468.373,562.259,617.743,854.433,106.617,1090.29
"rzpR",448.525,517.715,1456.18,298.617,971.572,583.769
"trkG",517.668,604.532,48.5716,35.4824,348.949,339.848
"ynaK",425.697,476.101,611.56,653.106,1288.46,966.256
"ydaY",338.936,338.067,479.975,26.7524,950.302,217.291
"ynaA",434.74,508.98,646.839,46.1167,401.649,81.668
"insH5",660.812,746.173,69.4984,360.416,216.797,414.09
"stfR",350.102,362.251,762.172,366.468,1146.01,725.343
"tfaR",828.935,803.222,1382.78,455.004,1449.23,630.143
"pinR",842.385,964.217,446.645,506.791,52.9848,586.553
"ynaE",679.507,804.986,64.4959,832.584,1323,731.401
"ompN",372.198,434.992,757.078,675.814,962.959,245.383
"micC",337.309,351.358,219.702,807.756,1177.23,462.975
"ydbK",1156.77,645.829,356.287,550.968,90.1818,1026.43
"hslJ",678.261,1116.97,1134.37,425.092,702.064,562.662
"ldhA",905.763,1999.88,51.6099,425.463,1347.27,131.574
"ydbH",705.278,886.938,107.288,72.3586,489.386,178.558
"ynbE",568.461,598.293,61.3611,355.958,326.424,421.925
"ydbL",414.546,453.487,28.5769,573.294,55.0034,262.383
"feaR",640.454,596.979,46.6905,87.0805,155.227,205.629
"feaB",360.315,371.94,87.3378,869.181,463.222,963.475
"tynA",534.572,602.633,414.344,1093.41,206.274,172.544
"paaZ",494.947,497.59,384.701,12.9144,488.374,94.6229
"paaA",488.154,554.807,1111.33,17.9612,81.708,381.976
"paaB",354.831,401.805,30.489,60.734,1108.15,386.008
"paaC",634.922,647.408,1127.82,726.198,1096.73,846.945
"paaD",313.493,347.369,173.017,478.398,124.442,365.465
"paaE",642.338,593.803,2246.62,72.9548,1114.46,179.182
"paaF",515.266,525.222,659.61,7.75861,525.148,424.646
"paaG",462.899,471.995,1256.95,231.651,951.974,101.997
"paaH",333.024,302.621,222.405,533.55,1253.76,199.945
"paaI",428.026,361.318,29.1888,21.9714,1012.95,115.886
"paaJ",511.013,508.441,175.487,75.0573,412.008,72.1291
"paaK",540.837,593.112,131.185,139.991,652.248,556.27
"paaX",553.326,589.916,445.878,661.497,1343.5,525.321
"paaY",618.373,803.462,482.361,181.683,927.403,496.516
"pdxI",697.496,535.062,1443.12,389.382,983.945,1114.92
"ydbD",498.526,484.019,105.581,423.242,139.527,140.048
"ynbA",373.741,326.54,1148.09,47.732,701.268,192.574
"ynbB",489.415,443.35,63.7166,713.475,1074.83,780.929
"ynbC",479.796,480.424,251.495,397.302,570.381,190.914
"ynbD",515.957,489.079,832.423,568.015,249.22,1867.63
"azoR",380.948,388.642,1760.98,425.891,1307.6,203.26
"hrpA",1179.81,1315.72,365.769,341.057,685.728,1015.1
"ydcF",780.988,832.497,367.665,540.358,619.312,173.292
"aldA",1148.01,1674.11,695.486,814.117,958.697,60.6617
"cybB",1754.59,2188.94,954.857,759.223,1571.92,137.43
"ydcA",608.104,669.299,341.306,413.17,506.668,997.131
"hokB",722.387,641.685,251.573,22.9249,623.143,1283.23
"mokB",447.587,357.43,59.5463,634.706,870.976,386.803
"sokB",1025.78,1244.4,557.845,755.221,303.35,562.494
"opgD",1036.46,992.221,79.4478,658.43,68.3839,91.5804
"ydcH",829.793,472.693,317.433,448.029,465.943,107.394
"rimL",806.255,853.853,381.98,484.725,331.636,843.539
"ydcK",412.589,465.618,172.998,960.581,411.614,835.12
"tehA",505.64,487.671,287.105,790.878,535.298,342.289
"tehB",578.629,507.03,1286.22,525.75,90.7435,192.394
"ydcL",600.385,617.6,388.794,745.342,72.532,757.768
"insQ",402.844,413.716,33.1486,465.969,58.2106,778.34
"sutR",500.682,556.486,961.459,668.332,1347.9,552.277
"rlhA",1039.03,1125.33,1485.68,464.524,634.157,133.653
"yncJ",564.849,597.649,1072.29,511.242,485.32,362.651
"hicB",583.349,720.175,1298.8,473.936,316.344,797.107
"ydcR",595.93,693.085,435.425,696.28,747.489,66.0864
"ydcS",456.18,395.955,332.332,332.891,307.416,620.408
"ydcT",389.929,331.49,38.6735,736.427,383.39,1157.54
"ydcU",486.938,427.64,1389.84,663.727,86.8174,1086.16
"patD",625.928,598.276,962.224,295.094,290.875,678.875
"ortT",301.231,320.838,169.209,60.3465,407.253,141.089
"ydcY",1068.63,1338.23,974.064,713.891,64.8936,791.894
"ydcZ",394.054,378.713,334.31,308.575,125.98,181.909
"mnaT",762.9,753.152,643.442,53.0689,1313.07,1811.04
"curA",535.191,474.795,793.928,151.149,112.513,828.876
"yncD",677.883,774.487,102.47,906.913,274.929,174.038
"yncE",1065.61,847.122,60.7436,693.014,140.876,104.414
"yncG",419.37,352.508,97.5602,609.17,146.533,818.85
"yncH",190.473,170.841,347.292,373.764,1126.4,56.9719
"rhsE",466.777,338.896,111.327,254.696,94.3632,116.388
"yncI",287.827,233.97,1194.04,393.978,941.395,441.099
"pptA",487.572,429.925,585.643,287.181,108.046,153.986
"nhoA",457.207,408.269,689.816,870.923,1070.8,912.201
"yddE",771.094,756.854,163.929,23.3749,174.119,459.803
"narV",417.028,395.995,872.925,317.932,750.448,658.258
"narW",339.071,354.175,867.79,459.656,303.573,706.551
"narY",297.529,318.068,958.569,698.939,53.0996,869.075
"narZ",269.838,268.154,456.755,627.581,75.1112,443.372
"narU",510.753,619.61,529.449,373.983,839.711,581.345
"yddJ",393.884,354.702,149.766,59.9046,433.058,225.908
"yddK",266.3,247.745,514.448,659.58,34.652,1184.86
"yddL",398.245,407.785,559.071,407.347,454.855,665.01
"yddG",505.338,538.492,41.561,100.455,72.8878,847.265
"fdnH",536.502,519.401,82.6549,18.4319,209.449,73.4044
"fdnI",413.634,381.9,714.196,821.816,564.211,738.375
"yddM",922.681,849.509,1626.5,718.563,1121.86,1729.21
"maeA",2377.95,1503.91,936.605,270.414,526.103,643.474
"sra",1149.46,1227.75,258.697,137.112,631.788,220.358
"osmC",782.726,756.564,503.721,362.361,122.803,434.248
"ddpF",368.956,338.873,728.644,446.074,1006.43,169.983
"ddpD",601.644,579.537,55.3423,477.261,497.206,349.362
"ddpC",534.434,530.084,131.99,466.894,1081.21,1517.67
"ddpA",628.986,618.16,122.889,479.614,941.437,138.182
"ddpX",585.358,619.575,46.3562,264.94,112.742,320.983
"dosC",471.044,511.37,456.892,680.024,283.832,306.608
"digH",538.63,522.62,264.568,811.562,134.045,1074.88
"gadC",397.079,398.973,508.339,710.307,398.806,681.195
"gadB",404.993,332.214,736.813,616.119,806.788,37.2036
"pqqL",692.734,539.524,1440.91,790.894,1696.92,237.534
"yddB",568.272,512.858,256.951,354.04,84.0169,482.875
"yddA",661.615,706.588,1524.07,1012.85,1029.47,344.386
"ydeM",497.332,382.507,469.337,710.578,185.655,149.071
"ydeN",1339.1,683.1,512.995,944.042,887.729,90.9273
"ydeO",526.594,506.43,1489.29,1015.89,95.8823,2045.22
"safA",485.554,383.207,160.202,853.41,218.556,56.3404
"ydeP",343.21,379.84,857.01,705.82,59.1054,144.434
"ydeQ",478.505,439.963,788.412,726.971,232.716,601.022
"ydeR",413.259,395.56,368.459,961.194,712.44,566.262
"ydeS",409.861,344.146,43.6035,637.39,701.64,493.927
"ydeT",381.525,407.135,316.765,1126.31,128.568,61.1842
"yneL",404.25,402.271,358.549,401.156,1167.58,963.777
"hipB",658.804,723.18,29.222,586.209,250.639,114.384
"lsrK",556.001,524.059,130.629,329.57,113.772,80.1705
"lsrR",489.331,449.958,608.257,404.116,316.031,487.738
"lsrA",440.74,409.163,707.669,1081.35,317.248,198.115
"lsrC",381.221,358.49,1344.99,643.803,1497.52,733.772
"lsrD",418.788,410.789,2299.97,505.287,2059,692.663
"lsrB",429.796,359.648,59.0851,920.998,1390.33,52.8482
"lsrF",452.477,437.842,129.395,724.471,1200.96,91.3122
"lsrG",378.999,353.163,417.225,331.924,49.6899,424.346
"tam",462.327,392.66,213.947,509.68,369.033,150.362
"yneE",328.597,331.921,376.714,891.748,856.629,1134.89
"uxaB",617.684,513.384,313.817,689.167,1175.06,826.974
"dgcF",451.203,415.818,386.133,227.792,791.516,520.827
"glsB",1178.93,1126.73,482.057,458.019,123.848,144.82
"sad",606.359,530.731,171.052,846.032,1017.78,758.02
"yneJ",375.179,432.883,132.012,800.638,37.5281,72.5128
"ydeA",440.544,451.811,124.517,22.8969,313.993,801.677
"marR",550.215,573.946,702.677,464.522,953.382,111.809
"marA",1581.91,1728.66,733.897,947.344,169.436,268.582
"marB",379.921,373.809,952.905,503.497,601.034,1064.03
"eamA",603.522,582.797,1361.86,1089.22,622.341,1122.46
"ydeE",94.6601,96.5899,1259.95,947.025,1107.33,1084.27
"dgcZ",678.176,697.612,110.213,546.452,647.161,585.435
"ydeI",288.342,340.485,193.267,729.595,96.1683,157.341
"ydeJ",455.873,494.344,362.694,610.196,514.632,152.761
"dcp",1039.7,639.016,691.771,554.369,331.637,151.828
"ydfG",1549.71,1169.3,118.258,484.403,442.742,57.8597
"rspR",718.783,832.744,585.221,511.392,855.037,84.0463
"ydfZ",787.245,1389.89,169.81,650.41,525.591,138.773
"ydfJ",503.494,447.492,1012.96,540.471,76.5479,98.429
"stfQ",284.04,240.188,1161.86,593.605,93.266,64.8448
"ydfO",341.099,284.06,920.381,591.182,91.5581,829.251
"gnsB",7.88021,4.99106,945.541,637.609,40.4976,91.6463
"ynfN",373.631,327.085,708.547,75.869,112.825,76.6107
"cspI",619.976,579.007,11.9575,722.323,59.8747,424.582
"rzpQ",260.419,211.379,558.536,743.142,772.38,127.376
"rrrQ",225.555,214.281,1626.84,803.763,875.658,606.468
"ydfR",347.435,301.503,873.973,394.915,198.238,1135.68
"essQ",283.906,230.059,127.596,502.736,296.71,457.051
"cspB",1381.41,1652.66,41.0813,536.808,343.943,694.159
"cspF",497.859,660.546,1745.55,62.2556,474.268,852.26
"ydfT",318.79,278.408,518.034,717.044,838.833,543.848
"ydfU",289.527,259.192,456.063,42.5715,420.28,121.72
"rem",508.078,449.421,167.689,358.103,625.471,413.389
"hokD",198.054,182.186,228.789,60.0521,72.3139,104.861
"relE",1356.28,1424.3,2296.77,1147.76,1820.15,1426.85
"relB",1157.44,1294.84,71.6625,50.043,448.833,500.769
"ydfV",407.829,296.935,362.117,36.4896,343.85,1189.85
"flxA",637.21,600.078,90.8511,38.6069,243.842,707.823
"ydfW",368.008,317.515,262.957,688.54,66.6117,201.416
"ydfX",399.488,341.774,647.727,168.795,52.0839,1065.32
"dicC",311.756,255.515,525.822,464.778,116.503,466.818
"dicA",1435.29,1772.01,822.516,279.674,70.8881,382.399
