"","3000","3000 | 1","0","0 | 1"
"feaR",409.7,252.6,746.3,760.2
"feaB",597.1,466.4,293.5,208.2
"tynA",114.5,101.5,81.2,126.6
"paaZ",85.7,59.9,31.7,50
"paaA",66.1,64,34,28
"paaB",62.2,47.6,32,23.4
"paaC",77.8,43.5,42.8,45.4
"paaD",70.5,76.9,69.8,84.2
"paaE",142.5,107.6,95.4,93.1
"paaF",131.9,81,81,56
"paaG",150,124.6,126.5,127.9
"paaH",130.8,82.1,65.2,87.3
"paaI",141.3,119.7,90.3,68.7
"paaJ",299.3,202.4,151.3,176.5
"paaK",461,310.4,247.6,287.7
"paaX",659.4,433.9,301.9,348.1
"paaY",847,544.2,426.6,461.7
"pdxI",685.5,588.2,270.1,626.2
"ydbD",134.8,99.4,58.1,123.2
"ynbA",41.6,33.6,23.2,39.1
"ynbB",69.8,35.4,14.3,26.7
"ynbC",191.7,191.9,136.6,146.8
"ynbD",254.3,165.7,225.3,175.4
"azoR",1363.9,1276.2,826,591.2
"hrpA",1719.2,1252,1367.7,1077.9
"ydcF",2157,1946.8,1378.9,1938.1
"aldA",667.2,707.7,994.3,343.4
"cybB",2373.7,2249,2618.2,2478.8
"ydcA",548.2,430.9,694.4,459.5
"hokB",181.1,237.4,500.3,391.7
"mokB",86.3,111.5,239.8,198.9
"sokB",536.4,299.2,376.9,458.5
"opgD",1148.8,967.2,1280.8,1137.8
"ydcH",276.1,204.2,436.3,419.9
"rimL",944.1,815.4,694.9,889.6
"ydcK",855,598.2,191.5,373.4
"tehA",1037.4,834.5,423,338.1
"tehB",1752.4,1417,959.4,785.9
"ydcL",1930.7,1567.7,954.4,1504.8
"insQ",679.7,595.3,584.9,745.9
"sutR",426.3,412.2,636.2,368.4
"rlhA",741.9,627.5,1048.6,1158.1
"yncJ",150.4,124,116,107
"hicB",862.4,885.5,838.6,752.3
"ydcR",605.8,465.2,580.3,417.2
"ydcS",365.4,247.6,203.1,397.6
"ydcT",278.5,173.2,161.7,263.7
"ydcU",192.6,136.9,120.1,190.9
"patD",586.9,478.7,490.7,422.7
"ortT",561.3,412.4,1374.6,1313.5
"ydcY",1511.4,1413.2,2111.3,2515.3
"ydcZ",601.3,357.6,628.2,471.2
"mnaT",2118.3,1715.3,1546.3,1503.3
"curA",1411.8,1020.7,355.9,790.1
"yncD",437.6,332.9,379.1,446.4
"yncE",4851.8,5486.8,3752.3,5758.5
"yncG",668.6,412,182.6,373.5
"yncH",52.2,31.4,30.7,70.3
"rhsE",125.4,95.6,91.5,102.5
"yncI",54,32.8,32.1,36.2
"pptA",515.6,587,727.5,691.7
"nhoA",727.1,556,334,477.6
"yddE",1316.6,1007.4,967.3,1019
"narV",199.5,122.7,72.3,65.1
"narW",379.1,301.3,108.4,147.3
"narY",179.1,149.2,73.7,51
"narZ",237.7,157.4,55.1,29.4
"narU",505,289.9,75.4,125.6
"yddJ",37.1,19.9,9.4,15.6
"yddK",17.9,11.7,4.2,1.8
"yddL",45.7,38.4,6.2,15.3
"yddG",303.5,294.3,324.1,556.6
"fdnH",168.1,96.5,92,128.4
"fdnI",139.5,97.3,80.4,120.5
"yddM",3469.2,2529.2,1050.1,2177.4
"maeA",2171.9,1843.5,2150.5,1949.3
"sra",5093.7,5441.8,6307.2,8518.4
"osmC",6206.2,5781.4,3523.4,4129.2
"ddpF",170.6,116.9,612,481.3
"ddpD",250.7,223.2,1278.3,860.3
"ddpC",304.3,208.2,1020.3,581.4
"ddpA",297.3,254.5,1377.8,1406.4
"ddpX",270.7,263.6,1250.3,1558.2
"dosC",1455.6,1070,622.8,993.8
"digH",362.8,322.5,361.8,520.2
"gadC",3228,2416.3,2217.7,2648.3
"gadB",4212.8,2998.3,4539.4,6899.9
"pqqL",271.5,299.1,155.1,340.8
"yddB",226.4,289.6,121,336.3
"yddA",133.9,141.9,32.9,92.8
"ydeM",74.6,48,29.9,33.4
"ydeN",57.3,48.8,50.8,78.5
"ydeO",71.6,33,41.6,57.1
"safA",44.3,39.3,16.2,22.4
"ydeP",152.2,119.7,126.1,156.4
"ydeQ",68.1,41,26.1,36.2
"ydeR",62.7,43.9,29.1,52.8
"ydeS",48.8,37.2,33.8,44.7
"ydeT",50.7,52.3,53.9,62.9
"yneL",70.5,54.8,32.1,38.9
"hipB",408.4,366.1,362.5,405
"lsrK",348,311.3,245.7,331.1
"lsrR",323.1,256.3,273.2,229.3
"lsrA",109.8,62.8,55.1,56.9
"lsrC",104.9,97.6,68.2,73.8
"lsrD",127.4,102.9,74.4,54.9
"lsrB",105.8,73.4,93.4,65.1
"lsrF",182.7,196,137.6,148.2
"lsrG",276.2,174.9,182.2,195.4
"tam",1463.3,1057.8,497.4,1141.5
"yneE",1321,1134.2,1105.2,1600.2
"uxaB",155.5,110.9,85.3,110.3
"dgcF",338.4,190.4,213.9,213.1
"glsB",1351.1,974.3,1477.3,1058
"sad",1130.6,902.1,933.1,652.5
"yneJ",233.1,203.7,170.7,190.7
"ydeA",1439.3,1266.1,836.2,1033.2
"marR",466.7,425.6,374.7,313.5
"marA",1094.5,1287.7,656.6,705.7
"marB",168.1,160,94.4,113.3
"eamA",1976,1544.3,1455.1,1789.5
"ydeE",140.4,80.3,51.3,78.1
"dgcZ",202.8,175.1,346.4,307.8
"ydeI",804.4,766.3,216.4,640
"ydeJ",399.7,310.6,117.9,334.3
"dcp",2504.3,2281.6,2426.3,2268.6
"ydfG",2389.3,2046.2,1925.8,1697.7
"rspR",946.7,736.7,1135,1032.2
"ydfZ",202.3,143.3,253.5,297.3
"ydfJ",118.6,100.2,64.8,124.1
"stfQ",51.5,45.2,34,34.6
"ydfO",23.2,17.7,9.4,24.1
"gnsB",2.6,0.1,8.6,3.9
"ynfN",90.8,43.9,78.3,58
"cspI",669.8,275,445.8,549.9
"rzpQ",60.5,35,30.7,42.5
"rrrQ",79,68.8,62.9,75.7
"ydfR",94.8,67.4,75.8,91
"essQ",29.5,7.2,9.5,23.6
"cspB",3087,1016.5,3508.3,2937.3
"cspF",454.5,144.3,1219.5,880.7
"ydfT",102.7,76.1,61,78.2
"ydfU",93.7,70.9,58.1,74.5
"rem",179.2,122.8,141.6,177.8
"hokD",246.6,201,151.6,218.6
"relE",2818.9,2499,2019.3,2296.4
"relB",2267,2217.2,1720.3,2058.7
"ydfV",105.1,81.2,65.9,80.8
"flxA",193.8,185.2,62,191.8
"ydfW",101.3,81.4,87.1,107.8
"ydfX",92.4,67.8,65.2,52.6
"dicC",44.1,41.9,37.4,46.2
"dicA",1411.4,1233.4,2052.5,2151.8
"ydfA",255.5,237.5,348.2,296.1
"ydfC",69.8,54.4,51.7,42.1
"dicF",87.2,54.7,53.3,41.1
"dicB",113.8,75.6,53.7,81.2
"ydfD",109.2,92.2,64.3,60.2
"ydfE",84.4,95.6,59.6,102.2
"intQ",88.1,76.2,65,142.4
"rspB",164.5,105.5,690.8,76.9
"rspA",175.4,126.7,710.1,113.8
"ynfA",468.1,329.2,427.3,348.8
"ynfB",4363,4003.8,4363.9,3928.6
"speG",2625.2,2559,2973,2666.8
"ynfC",781,678.2,549.2,881.4
"ynfE",131.8,95.5,79.4,81.3
"ynfF",268.4,164.4,137.5,155.8
"ynfG",138.7,76.4,78.1,75.4
"ynfH",442.9,284.7,278.5,256.7
"dmsD",968.3,714.8,868.6,810.5
"clcB",460.5,316.3,392.3,338.8
"bidA",304.2,293.6,266,222.9
"mlc",1025.3,723.5,859.4,837.3
"ynfL",394.6,282.9,354.8,276.9
"ynfM",2026.7,1408.8,1213.6,730.2
"asr",228,175.7,208,379.7
"mdtI",135.8,69.7,260,160.4
"mdtJ",193.4,101.2,700.5,491.8
"tqsA",186.9,120.9,172.1,172.6
"pntB",3646.1,2987.2,5058.6,3739.2
"pntA",4427.9,4272.3,5942,4275.2
"ydgH",2186.2,2060.2,2325.2,2175
"ydgI",235.6,170.8,231,203.9
"folM",818.8,584,578.3,617.2
"ydgC",1426.7,1096.6,1058.6,1299.1
"rstA",2443.7,1990.4,3529.1,2794.6
"rstB",601.1,464.8,1106.9,795.3
"tus",518.3,409.8,584.2,382.5
"fumC",1372.1,1177.3,573,515.2
"fumA",2712.5,1835.2,1604.7,1481.6
"manA",1264.3,1294,1246.6,1404.4
"ydgA",3031.9,2480.9,1696.9,1958.9
"uidC",59.7,48.9,37.1,52.9
"uidB",83.4,51.1,54.1,40
"uidR",903.7,628,754.9,753
"malI",435.3,320.5,336.8,361.9
"malX",84.4,62.7,50.1,51.3
"malY",583.8,483,524.2,442.4
"add",486.3,375.4,309.1,314.6
"ydgJ",2028.8,1610.1,1705.5,1767.6
"blr",495.8,427,521.6,916.9
"cnu",866.9,535.4,570.7,1034.1
"ydgK",943.2,732.9,1001.1,1081.3
"rsxA",2114.6,1651.4,2307.8,1838
"rsxB",3303.1,2781.1,3911,3241.4
"rsxC",1923.1,1603.5,2343,2275.4
"rsxD",864.1,752.7,1110.1,864.2
"rsxG",1056.7,1106,1296.5,998.5
"rsxE",1351.5,1279.8,1598.3,1170.9
"nth",652.5,680.5,846,673.3
"gstA",3384.9,2984.9,1977.1,2268.8
"pdxY",1060.7,768.2,1563.5,880.5
"tyrS",4426.6,4266.6,4366.3,5242.8
"pdxH",1795.2,1593.5,1815.6,1903.5
"mliC",379.1,300.1,406.1,540.3
"anmK",728.4,635.9,605.1,570.4
"slyB",6808.4,6791.1,6679.7,6636.5
"slyA",1504.1,1206.2,1257.7,1610.8
"ydhI",416.3,355.2,480.6,396.6
"ydhJ",207.1,189.8,217.2,267.8
"ydhK",246.7,184.9,156.5,174.4
"sodC",3147.5,2664.2,893.8,1316.3
"ydhL",112.8,87.1,39.8,50.9
"nemR",818,554.3,533.6,630
"nemA",1273.8,1275.9,559.8,469.5
"gloA",1548.1,1411.6,1662.9,1815.7
"rnt",921.8,704.3,1248.8,1115.3
"lhr",330.3,283.9,306.4,277.3
"grxD",3558.5,3082.9,2846.8,2934
"mepH",393.6,345.6,620.2,917.4
"sodB",2297.6,810.4,817.8,767
"ydhP",1384.8,975.9,1260.6,1132.2
"purR",2217.4,2129.4,3436.2,3489.9
"punR",279.4,225.9,249,199.1
"punC",256.2,217.7,248.1,225.3
"cfa",8306.3,7818.8,4654.7,4305.6
"ribC",1480.7,1401.2,1210.8,1292.1
"mdtK",1671.6,1517.7,979.3,1115.2
"ydhQ",2809.7,2357.6,1536.8,2164.2
"ydhR",2781.5,2884.5,3228.8,3358.7
"ydhS",727.1,527.2,130.7,369.8
"ydhT",297.5,198.2,179.1,269.4
"ydhU",245.6,203.9,159.6,192.4
"ydhX",134.3,85.7,79.3,68.1
"ydhW",241.1,212,114.1,159.4
"ydhV",62.7,39.7,20.5,25.5
"ydhY",42.4,18.9,9.9,25.6
"fumD",145.2,93.3,209.2,245.9
"pykF",4354.5,3895.8,3640.9,2760.9
"lpp",8388.2,8635.1,6796.6,7162.2
"ldtE",3549.3,2909,655.7,1157.3
"sufE",3171.5,2737.7,311,636.1
"sufS",4164.7,3851.2,676.6,1015.8
"sufD",5517.5,5331.3,907.8,1411.7
"sufC",6078.1,5800.6,951.1,1577.4
"sufB",6522.8,6417,1166.5,2478.4
"sufA",5714.7,6265.1,885,2462.3
"rydB",1966.7,1314.8,1855.3,1454.5
"ydiH",3330.7,2790.6,3450.7,4537.7
"menI",1824.4,1325.6,1463.9,1625.5
"ydiJ",1904,1291.3,1581.3,1275.9
"ydiK",1130.7,988.8,674.8,624
"rprA",118,60.1,81.9,187.9
"ydiL",45.3,44,22.9,49.4
"ydiM",27.1,26.5,12.1,18.3
"ydiN",63.9,47.9,9.2,30.9
"ydiB",105.5,74.1,43,71.1
"aroD",1140.5,1040.9,894.3,738.3
"ydiF",128.6,102.2,59.9,47.6
"ydiP",176.2,174.1,178.3,301.1
"ydiQ",86.9,81,61.2,64
"ydiR",145.8,119.2,71.2,73.8
"ydiS",144.1,120.4,61.9,89
"ydiT",115.8,63.3,49.7,54.1
"fadK",106,77.2,56.4,53
"ppsA",5808.2,6080.4,5137.5,6330.1
"ppsR",2904.1,2443.4,1868.3,2086
"aroH",2080.1,1848.4,2203.3,1801.2
"ydiE",597,556.2,456.5,1019.4
"selO",4035,3219.4,3069.7,2065
"rflP",341.4,178.3,302.6,438.4
"nlpC",1293.6,1179.7,809.7,1023.8
"btuD",1859.9,1388.7,986.4,1382
"btuE",3298.1,2732.8,1924,2648.7
"btuC",604,604.5,809.1,931.9
"ihfA",4834.6,4504.8,3578.1,3671.3
"pheT",3452,2923.7,3391.1,2847
"pheS",2986.2,2634.6,3337.5,2822.3
"pheM",827.1,541.7,927.4,1008.2
"rplT",6149.8,5139,5963.9,5530.6
"rpmI",10390,9972.7,8683.8,8312.1
"thrS",8097.1,7426.6,7033.9,7165.3
"ydiY",632.4,494.2,1074.5,1021
"pfkB",3768.8,3874.4,2332.4,3024.6
"ydiZ",3227,3345.3,1484.2,2794.5
"yniA",3737.6,3032.3,1322,1842.6
"yniB",1735.5,1427.8,1430.6,1639.1
"hxpB",889.5,767.2,878.2,931.5
"ydjM",133.9,86.5,120.3,108
"tcyP",3942.3,3817.6,5848.4,5065.1
"ydjO",34.7,23.6,17.9,24.2
"cedA",527.4,416.1,656.4,662.3
"katE",3856.2,2890.6,1317.3,2930.7
"chbG",497.8,265.9,334.2,372.6
"chbF",55.7,57.7,41.8,69.9
"chbR",252.4,217.9,214.6,233.2
"chbA",267.7,186.9,186.8,190.8
"chbB",556.9,453.8,457,571
"osmE",3191.9,2780.8,1333.8,2232.8
"nadE",4039.9,3564.9,3791.3,4160.2
"cho",531.4,371.2,486.5,542.6
"spy",387,362.5,310,815.3
"astE",465.2,353.3,592.6,516.2
"astB",323,227.9,396.5,467.5
"astD",836.2,651.1,620.6,972.5
"astC",717.2,603.6,477.3,750.7
"xthA",710.8,664.4,803.1,705.9
"ydjX",81.3,65.3,93.2,116.2
"ydjY",154.4,145.1,153.7,190.2
"ydjZ",118.8,69.5,77.6,89.4
"ynjA",633.2,504.3,504.5,558.4
"ynjB",466.1,396.2,355.7,385.1
"ynjC",165.4,119,142,123.6
"ynjD",321.2,202.8,307.9,258.3
"ynjE",173.6,154.2,154.2,171
"ynjF",273,202.7,247,257.5
"nudG",270.4,231.9,251.3,271.6
"ynjH",98.1,98.7,83,117.1
"gdhA",6716.5,5970.8,5641.3,3146.9
"topB",696.8,465.4,998.7,573.3
"selD",2874.6,2859.7,2818.2,2369.5
"ydjA",4178.5,3633.8,3137.2,2904.5
"sppA",1271.1,1012,1419.8,1109.4
"ansA",1873.7,1706,1954.6,2166.6
"pncA",1103,941.8,1297.2,1575.4
"ydjE",60.4,48.9,55.8,76.1
"ydjF",458.5,377.6,314.7,337.3
"ydjG",174.8,155.2,116.8,144.2
"ydjH",107.4,67.5,77.8,67.6
"ydjI",107.5,90.4,72.3,76.4
"ydjJ",62,50.4,51,59.7
"ydjK",57.1,30.9,26,33.2
"ydjL",64.8,55.6,34.4,45.1
"yeaC",2527.4,1910.6,2229.3,1891.4
"msrB",3211.6,2402.9,2789.8,2497.3
"gapA",9600.7,8677.9,8231.9,6796
"yeaD",570.6,541.2,1596.3,1120.2
"yeaE",727.3,533.8,633.2,669.6
"mipA",2907.4,3255.4,4231.7,4177.8
"yeaG",6854.3,6577.6,4713.9,6356.8
"yeaK",1407.3,1289.1,1192.3,1463.7
"yoaI",59.2,51.8,44.1,45.9
"yeaL",832.8,603.8,639.9,561.3
"nimR",446.9,364.8,267.8,329.8
"nimT",224.6,157.8,295.2,253.6
"yeaO",556.5,478.8,363.1,496
"yoaF",313.9,263.4,391.5,436.1
"yeaQ",5140.9,4383,2156,4384.7
"yoaG",908.1,763.3,29.4,64.8
"yeaR",1293.9,1245.1,35.9,59.1
"leuE",469,378.1,437.1,681
"dmlR",819.9,664.1,367.5,395.3
"dmlA",306.4,208.4,159.9,201.3
"yeaV",25.2,7.3,9.7,24.4
"yeaW",118.3,77.6,53.2,82.3
"yeaX",98.2,87.2,53.3,67.1
"rnd",1336.5,993.1,1765.7,1657.5
"fadD",406.1,337.6,327.6,331.4
"yeaY",685,628.1,828.7,924
"tsaB",940.3,770.4,1443.4,1433.6
"yoaA",298.3,209.3,276.3,273
"yoaB",2284.4,2113.4,2631.9,2483.1
"yoaC",1036,956.2,620.3,1847.7
"yoaH",1257.9,1164.7,1374.9,1460
"pabB",809,743.4,784.3,957
"nudL",1567,1219.7,1111.6,1142.3
"sdaA",1273.2,910.5,761.8,1172.7
"pdeD",262.1,189.8,65.8,114.6
"yoaE",783.7,501.6,728.8,662.6
"manX",2694.3,2284.7,3983.3,2401.8
"manY",2715.5,2677.4,3228.9,2248.7
"manZ",2534.1,2037.9,3088.8,2138.7
"yobD",207.5,208.7,424.8,233.9
"mntP",626.7,107.1,1827.8,182.9
"rlmA",1158.7,879.5,1254,1578.9
"cspC",10772.7,10136.9,11214.2,10837.7
"yobF",8564,8111.7,8481.6,8706.2
"yebO",1601.7,1205.7,4036.6,2894
"mgrB",2369.2,1989.2,6240.4,4244.6
"kdgR",1115.4,1016.5,1589.6,1378.9
"htpX",2260.8,1985.5,2657.2,2222.8
"prc",2364.9,1907.9,2886.5,2475.7
"letB",1292.9,937.3,767,951.8
"rsmF",612.9,488.7,713.3,714.4
"yebV",6957.5,7055.3,3529.4,7318.8
"yebW",3331,2086.8,1133.6,2616.2
"pphA",689,441.9,328.1,639
"ryeA",656.9,732.2,980.8,1157.3
"yebY",2003.8,1838.8,2269.9,2196.3
"yebZ",2146.8,1953.8,1790.8,1327.5
"yobA",2949.8,2203.7,2482.9,1901.8
"holE",1219.9,1301.9,1924.9,1768.6
"yobB",370.5,375.9,273.8,286.4
"exoX",1647.7,1431.9,1355.2,1415.8
"yebE",521,373.3,374.1,575.2
"yebF",3460.6,2866.1,1918.6,3013.2
"yebG",1439,1177.5,1449.9,1266.4
"purT",2534.6,2593,3484.6,2993.2
"eda",2479.9,2349.9,2388.6,1687.9
"edd",211.2,141.6,150.5,140.8
"zwf",4009.6,3387.1,3141,3181
"yebK",673.6,469,667.8,456.3
"pykA",3302.3,2686.5,2182.2,1720.4
"lpxM",2075.4,1739.5,2013.9,2083.4
"mepM",5364.6,4862.9,5642.9,5518.1
"znuA",8604.1,9566.8,8092.5,9152.8
"znuC",2831.4,2885.5,2450.2,2633.1
"znuB",4443.9,4376.1,4373.4,4313.7
"ruvB",2073.4,1721.8,1489,1445.4
"ruvA",1371.5,1175.3,1149.5,1147.5
"yebB",53.7,45.6,27.2,24.8
"ruvC",1329.1,1132.3,1344.4,1138.4
"yebC",3477.8,3417.3,3453.7,3499.2
"nudB",3064,2939.9,2861.1,2979.9
"aspS",4331.4,4197.4,4241.9,4434.6
"yecE",332.8,201.6,342.1,396.1
"yecN",3962.5,3842,2873.7,3037.5
"cmoA",3489.6,2807.8,2923.9,3271.7
"cmoB",1963.3,1521.8,1623.6,1662.6
"torZ",96.6,74.8,80.8,59.4
"torY",98.4,58.6,39,69.8
"cutC",721.6,588.8,670.5,887.4
"yecM",997.5,806.5,785.4,941.4
"argS",2790.9,2720.5,3268.7,2385.1
"yecT",74.9,47.3,115.9,118.4
"flhE",78.8,43.9,35.4,48.7
"flhA",216.9,154.1,110.4,97.2
"flhB",116,88.2,61.7,76.9
"cheZ",241.8,211.8,145,151
"cheY",342.7,284.6,198.6,184.5
"cheB",136.3,90.3,77.1,61.5
"cheR",93.6,51.3,44.1,64.7
"tap",104.4,68.1,45.1,54
"tar",133.1,80.9,60.6,55.2
"cheW",127.1,117.7,85.9,75.7
"cheA",202.3,138.5,108.2,142.3
"motB",216.1,166,111.9,131
"motA",126.6,93.5,79.7,59.9
"flhC",255,203.9,434.1,141.9
"flhD",421.1,402.5,635.1,310.3
"uspC",452.6,371.6,398.1,407.3
"otsA",3817.1,2844.7,833.4,1433.6
"otsB",3499.3,2739.9,874.6,1600.5
"araG",166.9,111,61,74.9
"araF",74.3,55.4,41.5,57.7
"ftnB",290.8,271.8,512.1,815.1
"yecR",46.6,21.5,36.5,64.9
"ftnA",531.5,447.9,2228.6,1023.9
"yecH",165,125,36.7,61.1
"tyrP",156.2,126.6,94.2,72.3
"yecA",2182.7,2031.3,1812.9,1598.4
"pgsA",2237.5,1737.9,1691.2,1816.8
"uvrC",2283.1,1605.6,2292.2,1964.7
"uvrY",2750.1,2440.7,3086.2,3055.6
"yecF",135,95.2,316.1,467.5
"sdiA",895.1,801.3,1029.1,1323.2
"tcyN",1915.2,1579.9,2278.2,2247.5
"tcyL",2189.1,1825,2506.4,2236.6
"tcyJ",6054.4,5777.7,7533,7683.9
"fliZ",198.1,160.5,91.7,175.6
"fliA",49.1,43.9,34.2,21.6
"fliC",377.6,297.4,212.5,233.4
"fliD",106.1,70.4,61.9,120.8
"fliS",143.5,99.2,100.7,130.8
"fliT",67.1,32.3,42.1,21.1
"amyA",2142.7,1820.4,863.7,1835.5
"yedD",1877.8,1202.2,2100.1,2147.1
"yedE",886.4,855.9,1560.6,1451.6
"yedF",361.4,341.7,724,703.1
"yedK",329.4,240.4,137.6,198.9
"intG",97.3,69.7,48.4,58.7
"fliE",61.6,55.4,40.3,56.7
"fliF",67.9,80.4,23.6,46.8
"fliG",94.9,51.4,33.5,39.8
"fliI",97,66.8,63.1,103.2
"fliJ",137.9,84.3,74.2,46.7
"fliK",62.3,34.8,41.1,34.1
"fliL",97.4,45.1,63.5,39.3
"fliM",193.2,148.6,127.9,178.3
"fliN",114.2,74.8,43.2,67.4
"fliO",106.5,57.2,44.6,41.1
"fliP",69.7,53.4,26.1,34
"fliQ",70.7,59.1,46.1,38
"fliR",77,46.1,30.7,49.9
"rcsA",231.8,251,351.2,1339
"dsrB",924.8,765.8,659.5,1020.7
"yodD",1280.6,949.4,307.7,594.9
"dsrA",72.4,49.6,117.9,268
"yedP",872.9,754.6,190.5,403.1
"dgcQ",837.1,631.9,463.1,561
"yodC",4114,3013.9,2305.4,3754
"yedI",1487.5,1322.2,1086.5,1063.7
"yedA",498.7,334.6,228.5,194.1
"vsr",638.4,404.1,685.6,493
"dcm",1633.7,1128.1,1800.7,1778.7
"yedJ",3141.4,1923.7,1513.4,2065.2
"hchA",2739.5,2194.2,947.6,1200.9
"hprS",368,198.2,474.4,450.5
"hprR",1165.8,948.4,1126,989.2
"hiuH",294.7,251.7,378.8,305.2
"msrP",1444.1,1170.7,684.6,926.4
"msrQ",1256.4,951.2,450.1,470
"zinT",10003.5,11075.5,8448.7,8752.1
"yodB",2502.1,1843.7,2272,2117.7
"mtfA",1317.5,1157.4,1101.8,984.5
"yeeJ",158.9,122.8,126.1,119.7
"shiA",2984.2,3137.9,3020.7,2613.3
"amn",3302.2,2885,2219,2038.2
"yeeN",1391.3,1234.9,2091.2,1530.1
"cbl",878.2,966.1,4161.7,4260.4
"nac",740.1,734.6,3648.9,3507.2
"ldtA",1015.2,799,528.8,630.4
"cobT",188.8,169.3,218,261.6
"cobS",1627.2,1527.4,1297.1,1004
"cobU",925.6,791.9,735.4,570.5
"yeeP",257,201.4,141.4,178.8
"flu",594.1,480.2,246.7,213.2
"yeeR",176,140.6,118.4,150.3
"yeeS",171.4,101.1,86.7,91.7
"yeeT",68.8,55.7,28.5,55.3
"cbeA",77.6,38.8,37.3,44.3
"cbtA",57.3,49.5,23.1,25.1
"yeeW",135.8,104.5,129.4,148.4
"tmaR",2900.3,2877.1,2569.2,2940
"yeeA",538.3,448.7,373.3,496.5
"sbmC",830,568.2,449.5,666.1
"dacD",181.7,119.5,171.1,129.2
"sbcB",1138,935.1,932.8,860.6
"tsuB",3205.5,2698.8,4600.6,3904.5
"tsuA",2542,2133.3,4149.6,3380.9
"plaP",1420.9,1210.4,4359.1,3947.8
"yeeY",716.8,486.5,438.4,491.4
"yeeZ",2490.3,2069.1,1978,1884.3
"yefM",2082.1,1772.5,2275.9,1585.7
"hisL",180.5,197.8,574.2,1216.3
"hisG",3210,3026.5,3838.8,3412.1
"hisD",830.5,872,1089.7,803.5
"hisC",2317.8,2421.7,2979.9,2917.3
"hisB",1014.3,1182.1,1643.5,1626.4
"hisH",1427.6,1545.1,2380.3,2061.2
"hisA",1897.6,1887,2911.4,2629
"hisF",2238.9,2386.4,3858,3760.3
"hisI",1168.5,1331.9,2325,2734.2
"wzzB",2419.5,2102.5,3235.5,2841
"ugd",464.7,400.8,799.2,1733.5
"gnd",7042.6,6956.1,5896.2,6248.8
"wbbK",1801.9,1601,3092.2,3202.7
"wbbJ",2447,2013.3,3320,3824.1
"wbbI",1800.6,1778,3713.2,4035.3
"wbbH",1807.9,1550.8,2641.1,2750.3
"glf",2443.9,2139.3,3933.2,4331.2
"rfbX",1211.5,1021.8,2381.8,2400.6
"rfbC",2016.4,1598.5,2634.2,3113.1
"rfbA",3242.2,2976,3948.8,3892.1
"rfbD",2641.5,2171.7,3653.5,3326.9
"rfbB",3093.7,2646.5,3823.7,3532.3
"galF",5169,5284.1,5256.3,5964.6
"wcaM",241.1,220.8,250,414.1
"wcaL",196.1,144.2,133.3,239.4
"wcaK",122.5,105.4,75.2,184.1
"wzxC",233.8,156.9,160.1,389.5
"wcaJ",196.6,141,113.6,472.5
"cpsB",127.4,81.9,62.2,219.1
"wcaI",110.3,74.4,74.8,190.8
"gmm",172.4,114.6,85.3,425.1
"fcl",77.2,60.9,39.4,190.4
"gmd",114,100,67.2,355.7
"wcaF",33.7,30.8,17.9,72.2
"wcaE",23.7,26.4,18.1,91
"wcaD",59.5,59.9,35.1,113.3
"wcaC",102,80.4,34.8,107
"wcaB",37.4,31.1,25,65.5
"wcaA",59.6,99.8,22,118.2
"wzc",73.7,48.7,32.6,78.5
"wza",70.5,69.1,35.2,86.8
"yegH",592.3,504.9,485.3,404.5
"asmA",1064.6,812.7,1280.1,1082.6
"dcd",2075,1770.8,2129.6,1871
"udk",1804,1636,2020.1,1730.3
"dgcE",412.5,294.8,390.5,525.7
"alkA",420.3,320.4,216.5,249.2
"yegD",334,243,427,733.5
"yegI",139.2,111,70.7,95.2
"yegJ",114,84,62.1,96.3
"pphC",50.4,42.8,36.1,45.4
"yegL",91.5,67.6,61.2,83.5
"sibA",131.8,106.6,101.2,140.1
"sibB",165,123.6,97.5,129.5
"mdtA",277.2,135.2,113,93.6
"mdtB",435.1,311.3,311.8,259.2
"mdtC",251,143.5,151,161.4
"mdtD",493.3,329.3,376.7,316.9
"baeS",118.3,96.5,91.5,111.7
"baeR",1730.6,1521.2,1111.9,1311.9
"yegP",3529.6,3383.8,1209.3,1975.8
"trhP",2068.6,2016.8,1688.1,2323.2
"cyaR",1687.3,1543.7,1353.3,1891.7
"ogrK",165.9,173.8,240.2,301.4
"yegZ",99.4,102.6,64.4,132.9
"yegR",78.7,50.4,54.5,158.6
"yegS",1143.7,964.1,327.7,959.6
"gatD",613.9,402,1261.2,161.2
"gatC",2501.7,2150,3877,855.4
"gatB",2136,1684.3,4884,832.5
"gatA",4815.8,3996.9,6374.3,2793.7
"gatZ",6450.1,5253.4,7857.2,4065.3
"gatY",7663.6,7013.4,7925.5,6524.1
"fbaB",6427.5,5844.2,2799.3,5455.8
"yegT",161.2,118.2,106.8,81.9
"yegU",340.5,281.2,233.3,160.2
"yegV",213.7,156.4,144.2,117.9
"yegW",753.5,613.6,781.1,572.1
"yegX",258.3,196.5,213.5,236.1
"thiD",205.8,151.2,165.4,148.8
"thiM",147.3,92.8,110,91.1
"rcnR",467,456.9,465.4,471.6
"rcnA",267.3,253.9,125.6,185.8
"yehA",52.8,25,26.8,26.2
"yehB",24.7,17,10.5,23.3
"yehC",36.2,29.4,4.8,9.8
"yehD",44.1,27.4,17,11.4
"yehE",1406.3,1502.7,477.8,1180.5
"mrp",2430,2028.2,1814.3,1750.3
"metG",4848.2,4417.8,4670.2,4204.4
