"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"yfcQ",41.72473,41.82482,58.72046,6.120362,21.84202,71.40235,112.3505,78.18185,59.64561,3.955943,40.93153,27.44045
"yfjX",1.542244,6.828006,4.568498,55.44857,4.980868,4.768646,12.79573,20.42243,47.97242,1.057331,18.43907,1.195451
"uspB",1027.018,683.6923,959.5529,1319.637,1925.219,2933.664,1015.423,1391.189,1098.278,1565.719,4434.685,4091.143
"atoD",16.83546,37.05001,26.34984,63.39322,37.53253,101.4363,64.38591,70.53139,123.2321,27.8289,24.5896,6.856622
"ybiA",118.9076,108.4025,145.9012,69.53188,30.6992,21.45943,288.7209,186.4975,227.6414,446.3533,223.0271,176.9615
"entE",1167.548,1600.58,2137.182,47.09029,44.90964,75.67612,27.3203,25.07481,13.91063,24.74316,20.84039,103.6438
"lsrK",250.3097,176.8441,203.131,102.0337,109.6729,163.7115,110.7284,155.4056,128.4518,109.1973,174.9052,126.3585
"ydjZ",240.224,127.243,178.0632,110.9715,116.7731,116.1027,93.8632,153.6997,180.8935,77.08837,114.3295,117.6549
"bisC",473.0748,342.9297,449.2574,228.6016,280.0472,250.2605,219.3874,297.8346,251.6942,254.554,112.9987,239.0452
"yghG",21.47343,19.97276,24.71637,3.725073,4.706928,7.16428,32.65935,27.60211,24.49846,1.483963,3.595335,2.361122
"lafU",81.83053,72.76208,107.9615,118.2,138.4169,38.74,91.94595,101.4511,158.3525,84.54527,122.7762,167.7222
"umpH",2082.781,2083.77,2360.945,900.1227,632.039,694.5256,1782.691,1302.62,1235.781,2474.615,1762.583,2956.174
"ycjX",341.7869,280.4491,405.4863,2058.803,1050.254,4181.619,1120.205,198.1504,654.2451,323.197,295.0773,618.7573
"cysI",2614.825,4027.113,495.0823,9884.987,6212.131,10504.64,203.6105,267.3289,297.7527,45.5228,2438.575,726.1664
"yqeF",1318.153,2284.769,1781.737,523.601,295.4072,577.2556,1592.906,975.0659,1142.417,3178.662,2036.748,2825.288
"sad",724.8832,563.3336,810.5336,372.5876,520.7321,1120.016,235.7544,214.6176,235.496,255.9915,252.5387,288.1045
"hyfH",31.9914,7.970348,16.68116,8.676353,37.79899,61.01772,20.2411,3.736032,7.945584,26.16463,6.648617,18.96642
"ydiY",145.8183,213.5227,145.3772,6.296958,31.8671,5.120774,62.33153,261.2921,150.4845,85.46444,25.8658,27.95777
"gspF",10.94321,19.58107,16.9348,40.39045,64.96108,45.75646,25.41306,2.370754,57.67446,21.55692,30.76346,2.93822
"yhgF",822.6996,951.861,920.4388,274.261,192.0938,159.9537,1230.002,869.6517,472.8009,730.626,227.2255,635.9511
"yfbO",50.77461,60.10609,78.55296,51.21309,61.28712,74.28609,55.76674,70.60867,79.88741,34.30605,16.93645,13.81966
"ispF",1957.464,1691.714,1689.571,867.9201,1365.001,995.1641,1232.873,1489.349,1481.458,1014.353,1040.617,960.663
"umpG",946.785,784.3715,1033.127,379.2557,425.4926,500.6096,353.346,352.2687,421.0997,662.5657,577.3263,800.7095
"hsdM",557.9336,491.7339,415.6879,337.7281,336.2532,235.5515,120.6403,149.0283,178.037,1105.339,387.8278,616.6108
"tamA",564.0983,698.2316,972.3019,650.8148,375.9947,532.6702,350.5954,803.3253,441.3534,716.6419,566.4755,642.6943
"insL1",697.0838,897.3447,1260.733,703.8144,484.6474,692.2263,1058.707,590.5931,1608.888,716.3984,437.5469,556.5363
"rhaS",16.56895,25.38265,60.35424,34.65422,48.09471,53.90726,90.48681,169.896,121.8953,45.69,12.95339,36.20451
"ydiE",2573.021,3429.507,3449.976,423.0149,381.2553,318.9916,529.068,1692.372,1527.712,89.55597,64.4244,59.06723
"btuC",587.8387,699.3204,821.312,244.2822,274.3307,185.3304,576.9472,1018.943,681.72,358.2842,242.9331,233.0651
"alaC",591.1987,790.0346,925.1425,587.7354,1480.192,869.1802,587.0234,409.5106,405.3474,932.7861,1398.585,1224.675
"yjbG",81.24814,78.72222,110.8818,296.8039,272.3639,349.0446,155.0375,100.5996,212.0648,139.5434,73.70707,53.41253
"cbrC",197.1531,238.606,241.2438,266.4835,248.7595,271.82,696.4984,989.3209,1073.281,301.5894,617.7843,244.1432
"ydeI",209.9747,174.6779,184.0601,36.80204,18.38118,14.80589,56.70849,63.80302,40.34016,6.392504,66.92373,10.43948
"yhdT",261.3733,390.5174,257.3729,177.7621,116.4664,179.6376,220.7131,251.5529,271.4066,200.4765,122.4842,166.6963
"ykgJ",80.66938,50.25566,138.9482,60.21555,62.97906,73.18118,438.8891,361.1364,519.8016,74.95589,84.93589,68.49009
"yoaE",535.534,609.4654,742.6855,90.31493,186.172,93.39954,239.0935,377.2101,419.8072,133.0527,134.9914,189.8341
"aspA",10065.33,5740.152,6159.189,1913.344,3230.374,1347.804,954.0522,519.3184,906.384,12925.9,12245.85,10601.81
"gltF",147.0497,216.5427,140.5767,324.4655,160.2228,103.7264,113.5959,98.56749,122.4598,348.8116,330.8246,264.9292
"ybgE",3505.127,3995.089,6076.488,1324.661,1667.809,788.9742,672.6281,793.2333,817.2759,1835.743,1273.625,910.7287
"yabI",2442.756,4859.68,3797.125,16462.04,13474.23,13166.86,12955.63,14804.49,17670.34,2764.987,3445.574,3676.162
"fabR",4272.032,4718.84,4174.731,3326.974,1936.207,4808.804,4822.065,4406.322,2878.068,5263.126,3929.523,4834.019
"coaE",491.6845,548.3854,692.2709,168.6121,197.7372,296.3389,988.8369,863.8494,937.0985,357.0024,290.734,224.9238
"chaA",760.4497,1422.885,574.6919,1374.148,1565.484,1795.279,6325.089,7968.723,6129.896,1027.452,783.2714,613.892
"ytfA",63.30341,43.35136,57.2293,126.6548,70.66759,218.237,89.09873,105.966,126.7494,28.33053,36.21249,37.79785
"yaiY",72.84648,103.3006,94.28891,160.2675,101.9244,273.4936,165.67,124.4929,136.2006,65.33158,59.12672,70.07382
"fumC",347.8798,430.2043,198.7007,7484.081,4076.871,6062.317,126.7049,168.3682,129.5117,2894.587,4326.269,3271.989
"yfcV",7.18949,16.37111,8.348418,38.66956,51.04791,52.70404,35.167,35.90788,79.07324,30.29283,25.29005,44.38315
"ydeO",56.39003,57.11974,55.86078,0.8197755,13.09434,1.586324,43.82801,36.69861,41.53339,1.693448,20.1125,6.145694
"uspG",4084.513,2043.575,3970.481,16465.85,21348.14,22944.22,12941.04,15819.78,17097.83,4621.388,5287.558,5751.336
"rsgA",2394.477,3075.173,2671.77,3191.192,1640.979,2430.044,3615.854,3021.862,3293.859,2661.52,1505.819,2515.928
"hofQ",49.13439,56.19964,67.5742,6.644017,74.30293,31.81952,16.17442,38.89474,28.85812,30.5817,43.59805,61.22651
"yhiJ",41.17754,31.97617,53.00333,32.46854,5.942712,8.607567,59.14433,29.11757,35.62941,27.97907,29.13866,23.32479
"xthA",942.7518,1008.307,917.6934,2908.599,5654.47,4080.339,1612.762,1921.177,1234.167,861.2272,712.7477,788.2655
"ypjK",20.75403,16.09031,24.68632,25.95517,53.65578,60.24672,48.16949,36.19636,90.84522,56.37952,45.4596,51.53454
"gshA",4503.727,4072.707,4549.111,2471.923,3357.18,2390.359,1453.483,1810.445,2353.134,5721.354,4169.341,5829.866
"panC",1266.524,1338.768,1868.035,2334.995,2077.163,1544.262,723.8787,570.8366,536.6967,727.4136,713.9195,1157.667
"frmB",953.5073,499.8815,614.2893,1379.134,973.5734,1506.843,1291.828,1280.948,5475.079,536.8197,246.537,538.4036
"yceM",2016.002,1457.112,2170.378,2748.518,2658.379,2921.184,1188.489,1303.693,1257.1,1406.102,1413.928,2160.467
"argI",157.8304,162.9214,310.114,182.9663,340.015,435.7014,453.3395,686.505,461.3114,86.98823,79.44245,111.7834
"glpD",9903.635,9695.411,10801.18,25613.24,28860.41,28666.63,5849.007,6673.371,7966.294,15294.45,13870.75,21502.59
"ybaZ",54.55921,87.63861,116.5035,121.1875,138.5502,11.98168,151.7492,127.4796,175.9032,97.72983,131.7643,168.6893
"purE",1362.603,1837.42,1811.051,162.9578,139.7673,140.9335,677.6443,753.8414,868.252,279.2064,71.51083,153.962
"hcaT",194.7979,344.3929,312.5406,161.5142,159.814,149.7801,249.0704,260.6416,270.5967,855.1131,519.7344,769.4261
"rpsQ",6940.45,5581.464,6321.745,26497.35,25500.8,12878.43,16946.51,9797.604,17360.2,15336.64,14968.6,14524.28
"yaiO",115.9405,108.8144,92.31428,88.33235,152.8972,137.2824,422.2972,447.0578,399.6338,221.675,327.4261,217.4185
"yciK",1143.236,1326.489,1189.913,1447.159,1486.438,2103.061,1331.941,1348.196,932.8051,2171.9,1921.013,2013.967
"ybfC",23.80257,35.1339,16.8378,21.59683,19.68379,4.116072,14.76147,7.456012,2.212276,9.435727,5.65777,1.107542
"yegS",630.558,379.2641,454.7683,140.7859,105.5904,17.2506,118.1861,138.927,101.4421,86.62376,86.49764,94.47416
"yaaX",424.9337,831.2267,507.0837,1114.681,1083.581,1303.799,1452.359,1240.456,1100.97,1517.758,2000.18,1992.456
"yjeH",415.7942,558.1852,667.2395,77.25537,71.6134,127.7279,200.5583,204.9621,310.8527,121.7783,200.9823,130.743
"sgbH",55.58775,34.93677,46.52644,91.11541,56.8438,106.4486,3.103475,20.41318,9.455624,45.10583,18.70016,2.508904
"ygdG",333.3071,424.1975,473.9787,472.2847,366.0086,992.7865,560.1365,561.9595,622.8692,585.3069,370.2277,486.2222
"mlaF",2594.625,3031.25,2142.497,2883.505,2263.339,3412.587,7687.584,6596.971,6602.75,4218.597,3380.605,5355.501
"yqjA",1587.508,2252.126,1884.858,1944.889,1284.05,1584.591,7697.546,7582.919,9464.566,2686.742,2524.702,2131.664
"gltJ",949.0338,1091.225,1007.792,474.5111,555.3659,267.434,198.1538,436.8127,431.3824,1954.163,1380.692,2007.53
"fepB",1354.849,1531.691,1559.338,93.68437,99.38557,80.13647,59.97073,80.59223,76.88198,95.02037,117.1711,144.7129
"essD",178.1012,353.5645,292.3277,1.834978,0.1629,29.66245,127.9239,110.5032,134.9063,112.8909,75.65345,32.75891
"pspB",1354.363,967.2277,916.8499,4947.721,3693.596,1872.706,23750.97,24725.32,31500.35,3707.375,12509.53,8987.204
"isrC",70.94296,33.16817,42.95322,144.7472,298.1111,220.555,114.0956,172.721,82.59936,41.35612,67.06886,26.33518
"yagE",152.4757,138.6395,178.6339,105.7558,149.3471,243.2859,209.4743,66.84064,98.17374,579.4117,504.8444,865.1226
"slyX",221.5362,189.8487,239.7038,186.1125,365.8637,313.2522,1008.79,1880.902,1259.615,147.1216,194.4229,135.5735
"zntA",1391.382,1346.159,1675.109,10167.29,3535.228,9584.757,2822.644,2543.192,3255.999,1169.769,2859.038,1798.926
"ppiB",12590.72,10361,10166.99,7209.488,3762.65,3192.151,7874.237,6592.89,4490.303,10589.15,9394.439,8981.093
"mglB",2637.746,951.4842,1146.623,789.2885,1098.511,1227.976,1151.703,459.6247,1035.115,8595.76,4956.575,10405.36
"ppx",771.3141,623.1722,720.314,159.1971,130.3253,120.5505,96.70823,77.48203,128.9798,402.6494,200.7719,292.2706
"tldD",2488.472,2116.968,2004.688,1064.023,1368.122,1064.201,707.1552,490.298,449.2657,2427.832,1873.713,2566.744
"bcsC",101.2247,135.0534,82.21756,67.1295,48.08341,20.19408,68.21819,89.42983,26.76485,77.22073,17.67626,46.84247
"msrA",1410.839,1299.372,1534.476,2396.393,2602.378,4501.688,854.5851,538.5962,374.0307,1056.054,713.7652,963.3517
"bioP",634.7581,1132.928,945.1242,456.204,195.6687,216.8737,645.0065,585.1243,662.9536,849.2225,793.4586,1154.001
"gntP",219.6911,205.3405,275.7262,161.0025,197.434,249.2657,1643.346,1045.9,2052.875,413.5621,559.304,759.0116
"ygfM",15.90643,16.95825,26.46213,14.81343,18.78561,7.746663,23.43238,70.41026,86.85647,33.93597,53.58069,36.34765
"gdx",985.9843,1179.401,1362.279,408.8896,203.6813,463.6397,2086.743,3088.457,1887.036,375.1184,316.3131,298.0616
"yebV",2045.225,1827.22,1382.089,338.4689,316.5082,363.5589,161.8945,183.638,157.8905,268.6041,356.6753,264.5774
"gnd",7094.78,5004.908,5043.701,10258.72,12142.84,14348.53,6181.979,5600.726,5609.603,7555.005,8858.384,6465.686
"asmA",705.9893,647.1353,867.2673,293.7209,187.6763,192.6254,87.30324,179.5117,134.4678,341.4677,246.7367,217.7392
"dnaX",479.3408,420.7444,417.192,294.5378,268.0317,228.616,107.1553,144.137,213.7192,258.4865,116.9552,241.4384
"gspD",3.764616,12.38485,4.730875,1.857108,27.89233,6.516482,7.296916,41.92915,52.05927,14.03292,18.68688,1.918031
"lptF",1909.865,2535.959,2540.204,1002.689,1426.298,1266.259,3026.234,3488.53,3690.491,3621.06,3160.803,3441.747
"prfB",2442.501,3066.414,2848.106,1409.282,617.5504,870.8723,2406.741,2180.933,2017.656,2597.663,1509.659,3047.62
"dicA",1953.021,2645.772,2641.875,155.7294,84.68131,79.30738,2546.442,2509.046,1311.049,1510.412,2090.544,451.5361
"gadA",78.46376,41.3694,89.28439,14.41209,31.89555,24.93102,58.82013,22.95084,25.68705,28.13639,18.68972,3.495203
"fepE",13.84187,20.71004,40.61164,2.474332,7.273301,8.406628,5.432108,8.169534,5.178565,0.8508546,1.687791,0.7184767
"trpL",2480.955,4474.926,1489.257,3031.827,23826.79,8795.653,38567.14,31599.75,27766.56,18791.5,24834.68,20389.45
"ybhJ",67.8378,99.68676,95.95148,14.80396,166.1766,24.15263,94.7725,137.0762,243.7573,92.22501,45.51562,76.99108
"chbR",267.6926,269.8775,316.4658,58.06635,99.39306,99.84734,192.655,197.3881,204.6307,322.2462,225.5492,181.8248
"yjtD",317.399,250.7323,200.1644,252.5908,246.9159,193.8428,246.929,201.1025,239.0785,551.9197,924.7675,439.7245
"ansA",193.5707,355.5889,317.27,92.3684,69.58091,103.2269,117.47,166.1416,127.0267,136.0328,100.7825,92.01893
"yedA",65.84248,92.83125,35.56318,84.26199,22.67928,108.9006,78.65158,156.8903,88.54205,102.6357,57.8423,169.2943
"nhoA",644.5533,604.4838,618.3144,899.3328,710.9027,775.9575,229.435,327.0857,324.2419,493.8267,761.9576,578.5043
"groL",4310.634,2114.622,4206.616,16938.04,14114.5,34879.59,11615.12,2066.518,8470.325,8989.284,4237.441,9093.564
"malX",165.677,154.1368,118.982,178.5468,206.6653,154.5578,152.6168,189.0779,193.4936,203.2903,161.4974,343.3979
"serC",4250.896,4042.997,4121.043,1350.073,1506.894,1997.257,802.9536,720.3246,604.6224,1128.823,926.2032,1215.964
"msbA",2717.777,2409.528,2194.073,985.7438,995.7163,738.1415,860.2462,2283.583,1463.447,1855.188,1091.593,1906.267
"treC",1214.714,80.99933,230.5453,2461.374,4659.567,2308.234,101.8495,53.61897,88.68451,7169.305,4609.765,10340.09
"hscA",388.3064,687.7797,606.6531,837.4252,882.9741,979.0172,265.2403,501.166,479.9026,653.2292,462.9345,612.7289
"grxB",3845.222,3786.852,4412.232,1620.544,1087.555,1016.736,735.1498,641.8502,376.7957,2161.767,3212.363,1849.138
"ymfN",9.17108,29.9546,31.62617,27.54769,10.26658,4.626185,12.66948,25.38541,4.548388,23.88836,59.61957,34.15789
"rob",4736.247,4821.895,4731.163,10163.25,13615.17,13403.47,6568.646,6134.688,5268.611,3306.884,3173.937,4280.953
"mhpR",43.80524,53.443,75.38876,351.2125,433.2252,622.3571,494.5704,466.7816,638.5942,3252.073,1445.17,3332.726
"rsmC",600.3198,962.4965,657.1907,535.0375,790.4729,874.741,1633.8,2002.271,1845.942,724.5711,495.3703,905.6929
"rsfS",2289.27,3590.867,2856.005,1020.327,894.8236,1153.429,2621.827,4778.752,4712.056,1847.112,1182.792,1961.338
"mscK",658.6885,621.4612,831.0428,203.5128,160.1233,364.2252,101.1308,157.7125,200.4799,409.9082,172.858,180.635
"flgM",12558.87,11227.66,11304.36,11438.29,7355.972,6261.005,26453.21,26634.96,30530.24,9868.662,13427.22,6492.583
"csgD",208.5817,255.1081,350.511,40.00196,40.27431,1.904689,68.59673,26.66623,54.3436,160.3553,85.03296,47.0149
"rseP",2962.874,3662.517,3466.905,1576.293,1239.494,1256.994,7364.114,8043.944,10187.13,3543.103,2959.467,3540.298
"metF",256.735,479.3094,223.8597,13480.15,6914.384,8005.96,4100.15,6488.061,7152.296,108.1172,181.8515,93.18496
"paoD",35.74075,47.16274,42.63064,73.43302,51.61128,114.7549,59.06995,50.9317,46.45021,23.79787,25.12806,38.28337
"rcsC",595.527,631.5491,658.6559,151.1197,187.8315,110.1797,191.7904,228.4208,213.0225,406.756,310.989,259.4509
"yehP",0.530533,0.5559182,2.349761,2.05712,0.8683453,0.8859113,1.220666,0.5178722,2.888047,0.3605456,0.4970732,4.950706
"yodD",748.9991,865.0273,835.494,959.1036,1549.104,1327.964,166.3874,276.0828,276.4688,655.3624,1675.155,819.381
"ycgV",50.43193,62.69522,79.32888,47.50316,26.11124,57.50548,114.9239,182.3342,114.8511,20.9366,56.74377,49.17664
"puuP",56.82458,42.92945,45.81165,102.4924,13.86838,44.57941,88.69312,90.05025,97.87632,204.7473,169.0418,336.6733
"baeS",61.74974,67.56902,79.14323,2.273006,59.58519,83.79903,38.27443,25.19122,47.70795,29.13477,48.58012,39.03204
"yciE",309.6458,263.3387,261.3356,22.38809,10.48635,52.13026,45.68809,55.56987,36.87531,35.20143,19.92827,34.44631
"moaD",1654.301,1275.967,1997.938,2905.06,1806.671,2931.223,567.4634,531.1877,541.1244,550.2866,460.7441,450.9446
"serA",3040.749,3720.673,3200.685,917.6127,894.6086,1035.567,869.2354,595.1191,450.0683,1347.052,1796.39,1854.493
"ygcE",116.1416,79.8829,121.6323,228.6784,193.4486,162.3512,167.0356,147.8775,151.6366,127.9376,179.0238,187.9253
"ymfR",59.76044,25.11821,87.34067,18.24763,37.92546,75.33147,67.7185,16.23286,41.91784,26.39581,72.4452,79.7417
"rpmJ",14649.41,11328.66,11909.6,44833.02,45301.56,36799.11,20573.58,20415.2,29712,18496.42,16262.24,19482.84
"sapD",873.9956,922.8817,899.6036,999.3572,314.4752,385.7337,93.58432,81.36901,129.8952,183.8996,276.4297,203.2772
"mqsA",274.8702,405.3951,385.9709,3815.855,4949.778,2746.377,6146.004,8014.816,7133.216,1222.192,2952.263,1007.711
"xdhC",290.63,290.8169,266.4059,130.6061,279.6201,233.9847,152.4105,156.7298,145.148,236.7207,222.4783,380.5658
"glrR",288.1481,281.1074,287.6354,38.52001,21.21435,22.25382,21.52241,17.20735,54.31325,79.29868,88.14127,167.3841
"yhjD",558.7674,471.0236,619.672,153.1924,150.7267,175.1331,108.3411,109.4859,124.771,223.166,222.3643,233.8571
"yghE",35.90077,18.51273,25.01782,26.36942,3.114884,10.34478,32.08996,9.101124,76.73051,20.50367,7.132651,25.595
"rsmJ",296.006,313.6372,322.9833,306.7565,278.8248,437.2522,228.2631,134.7522,186.5749,209.1459,142.5477,285.5074
"paaJ",102.1973,46.81642,81.87948,355.4821,682.4761,287.0691,158.6988,119.7685,146.6693,283.7803,533.8066,926.5656
"nlpA",4864.887,4871.803,1611.964,12704.43,4347.906,5708.768,2355.59,1911.679,1136.934,687.3764,2597.844,1476.612
"yhjX",73.58722,61.89786,109.5203,72.79241,132.1231,15.53304,79.16973,89.79287,101.8582,76.87437,75.66996,68.46877
"yfhH",195.0535,154.8537,297.9782,56.67407,46.8,118.8563,611.9583,676.8893,685.0812,244.29,133.0166,218.3034
"kdpD",723.9269,1126.328,493.5417,714.5466,991.1422,861.3807,122.6556,233.8854,213.1838,165.9156,764.4575,1112.111
"hisQ",425.5858,684.2951,779.6262,238.5186,194.8602,193.2005,292.9457,280.874,383.5635,1070.164,926.1188,858.3411
"slp",2856.184,1728.146,962.1156,70.97839,24.71864,29.46088,141.8297,172.9602,208.7262,50.49177,62.76104,19.72161
"yebY",1083.521,1199.904,963.6898,1390.962,1392.761,762.3502,1365.448,1435.055,890.9617,858.0779,738.6554,588.3447
"yfcD",1312.303,1113.829,1478.104,988.1678,972.2412,1089.374,1735.492,2985.115,2785.386,749.2178,752.0582,718.5422
"kdsB",4401.747,4590.371,4677.122,5518.05,4365.438,3853.533,7407.253,7045.755,7360.684,5669.639,5506.808,6683.503
"yidC",1598.945,2034.481,1517.781,506.5733,531.4479,526.8577,1525.181,1739.664,1986.982,1542.599,919.4492,1816.045
"sbcC",481.6068,392.4757,411.0843,645.3791,452.5094,343.4452,54.04205,105.7344,27.63247,241.4697,209.4954,219.276
"gntK",66.64908,51.13611,91.48681,679.5758,302.8241,229.1472,65.67678,41.4631,79.11439,30.66813,143.4406,68.93839
"cirA",4696.258,4513.976,9511.863,141.7588,177.8605,105.4421,121.3755,321.1023,418.9867,109.2459,123.6841,188.3173
"ydjJ",105.2262,57.90355,62.43776,176.4433,213.2368,227.619,56.23448,89.62769,66.73854,129.0424,207.9881,255.8785
"rpsI",5731.648,5862.399,4717.858,12425.58,11895.03,5624.863,26398.99,24257.9,37243.63,7502.63,8079.299,7314.15
"mltC",250.7585,354.1354,307.8097,124.5917,34.52376,27.71457,198.1282,407.8335,282.717,273.7764,131.6359,175.7742
"sgcC",108.4995,113.693,142.7128,186.4089,153.5444,185.868,125.055,134.6933,187.6252,75.98407,105.1946,143.3979
"yhiI",480.3358,437.8181,972.7962,3168.736,3352.078,3821.725,2825.818,2161.464,2163.091,804.1898,1281.265,1451.759
"mazF",579.4763,687.4897,1059.248,343.5793,237.1554,227.4763,293.6089,471.9739,718.1323,745.9887,1330.77,706.5844
"ybaP",157.5672,191.6058,196.9293,627.6424,479.1929,775.2039,173.2251,136.5602,290.2548,747.5179,401.2318,614.5834
"ilvI",741.9052,863.611,799.6694,124.8415,111.376,194.5607,70.03179,125.3389,108.7329,237.1796,353.3635,419.4265
"nadA",210.6386,251.5866,293.3535,243.99,209.1768,198.6706,482.0999,628.1569,511.4417,265.4586,369.9024,394.7973
"dcuS",585.0789,582.2154,658.629,962.584,343.4774,684.7056,290.9391,366.4213,374.7088,566.5885,392.519,243.3109
"ydiT",22.90562,27.46195,26.85191,4.590854,9.659389,5.725898,6.049134,48.5955,9.677129,64.46024,44.94691,20.19355
"manX",3816.952,1848.286,2391.384,4324.325,5042.977,3640.417,949.2342,671.309,711.0581,7138.821,5903.25,6258.268
"yiiX",82.71603,62.99639,122.9533,171.3764,65.94578,79.002,372.0617,767.3391,850.1045,53.46542,71.38931,51.485
"yjdN",339.0528,315.3972,308.5494,47.48764,11.31643,85.04177,70.08058,76.93006,121.4368,48.64503,57.50254,32.18241
"osmC",8387.92,5124.271,5520.039,1186.326,1098.569,1655.926,1057.713,1616.262,1264.801,806.6863,1259.386,799.7367
"queA",561.2139,751.1172,558.3455,153.6269,208.7741,195.6768,301.3628,303.5287,321.9887,537.0739,125.4158,395.1543
"yadV",4.273229,3.871471,19.30912,8.298523,8.79188,27.25451,25.41319,31.7452,77.14758,12.9655,22.89954,17.29125
"nikR",344.219,368.888,429.5357,71.27924,155.5427,177.8407,168.7889,201.0977,183.6376,407.4785,136.8934,259.2809
"metI",1508.8,2149.653,1900.76,12540.13,6688.551,8075.355,4038.241,3768.94,5134.747,2027.413,2688.432,2996.889
