"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"lapC",414.026,811.7292,636.9426,182.6616,128.4107,109.7731,314.5341,338.6983,321.8273,362.8489,143.468,239.5372
"crr",6091.251,5060.408,5758.993,3401.583,4753.234,3752.708,5623.525,6056.959,6727.299,3780.665,5472.464,3939.267
"sulA",1451.054,1758.498,1843.279,5586.03,5818.245,4795.405,6983.458,8728.585,7091.049,1950.183,2847.913,1467.702
"elfD",6.639915,2.706896,6.436672,26.15294,38.78698,4.372776,27.86718,14.77356,41.37411,0.9443437,2.720814,1.77339
"upp",533.0708,968.606,490.789,440.3279,569.845,584.6747,6556.854,11497.09,9840.987,321.9674,404.3497,223.6129
"dsrB",2293.049,2607.639,2547.896,1807.695,2602.079,2127.911,7843.441,5677.455,4937.117,5865.847,8683.083,6822.416
"yjcF",4.134244,20.34858,15.57306,17.75966,19.21905,14.49546,23.7789,20.24548,5.191106,9.493114,3.043911,21.6963
"ygjK",6.312331,47.43797,28.91429,39.22874,113.2801,57.38261,7.965086,41.50551,51.14952,42.22245,24.95951,46.41917
"xerC",2090.204,2455.424,2406.068,306.3479,217.2056,171.9445,235.6607,123.6853,252.5249,1733.624,1153.334,1584.979
"yjcS",10.71267,10.04399,14.22149,37.84225,7.039166,63.18587,6.827692,58.19134,80.82264,12.8606,14.72829,5.047247
"mpaA",1783.634,1425.264,1451.422,211.2473,384.1618,505.0287,453.8936,358.451,231.2888,882.5541,968.7294,908.9634
"torD",97.37937,128.1121,124.8674,165.3474,125.6053,91.99324,316.345,358.5045,356.6846,201.2159,256.4968,268.4313
"sgcA",56.64423,83.11671,131.9453,112.5215,109.1114,168.5109,127.5386,133.6392,120.5762,103.1318,75.58237,131.9845
"ppk",1426.967,1441.85,1686.899,1699.874,688.678,1224.88,177.8945,218.8895,173.6566,878.1324,522.579,722.6348
"yahD",146.7627,84.79076,144.8494,78.7189,35.88906,25.82891,35.14843,11.71641,25.72827,33.39791,82.90813,11.40148
"uhpA",407.0436,518.785,512.2136,206.7269,532.3258,285.6948,774.3755,1080.714,1016.797,716.913,187.0925,326.7451
"tdh",3196.468,1880.505,2753.05,8935.829,10810.57,12786.67,4021.363,4118.543,4442.785,4226.27,3087.915,5549.448
"yafX",3.487801,3.309353,25.6505,3.637579,72.9107,14.28665,15.95887,64.79323,46.67522,2.480004,20.01366,20.79962
"gatC",13702.07,10560.4,13015.46,17915.75,21513.48,12937.71,739.666,914.8238,1697.062,9928.33,9269.364,9738.716
"ryfA",839.2818,578.1065,651.2655,3159.002,3419.77,4189.878,1690.747,2317.423,2523.715,1141.177,1251.286,1495.417
"ypjB",23.8791,28.63476,22.72768,2.216204,12.00089,2.307577,88.07403,81.23425,89.78268,20.84953,16.63807,3.170156
"oppA",15292.3,13103.88,16254.1,9483.15,14473.03,5063.431,767.7966,990.2264,1199.337,8010.043,12105.59,9009.688
"yfiB",204.675,229.82,171.0087,83.22581,101.2235,74.41116,184.2015,307.5292,293.5446,133.4866,106.5853,78.82538
"ydgC",220.7591,300.1248,391.0932,303.0766,173.6031,266.584,262.3161,466.8412,569.6024,737.8091,740.0649,534.2651
"yggE",1073.704,1256.968,1661.292,939.9819,711.6245,1201.198,816.2626,661.7114,628.938,931.5999,859.8991,1164.529
"yhhN",3002.833,2708.913,3379.395,2211.283,1379.451,1331.084,2201.232,1882.84,1360.725,3410.004,4542.097,3947.669
"yfjU",75.36647,129.9923,125.0099,79.33849,96.33666,99.64382,209.6757,239.8669,248.0151,94.91817,83.18195,47.59163
"cmoB",1363.421,1433.282,1602.944,529.8007,311.4721,346.2293,390.3654,582.5035,445.887,531.9323,345.1287,417.8219
"agaB",5.279377,11.5164,18.20893,3.051932,1.433154,3.360299,2.577125,8.449633,5.486869,3.738905,9.418509,9.310828
"ribD",822.0081,954.315,1208.084,903.7748,593.4108,1251.573,1353.618,2133.281,1999.229,1065.405,1243.323,1594.302
"yjfP",288.3268,259.8356,245.2583,67.19843,139.33,29.60746,114.1464,59.38975,96.3431,354.2478,308.8465,314.7413
"ygeY",38.66758,42.65219,61.27425,108.4319,321.6697,171.1182,23.27237,55.10347,56.09093,64.13085,188.9754,55.12314
"yffL",174.5932,222.481,206.4434,226.4852,315.3689,36.31346,365.2007,452.085,460.0873,949.7446,1863.151,1015.773
"eutL",392.1276,241.0615,373.982,681.2603,787.531,1213.85,217.4144,108.2294,184.2128,325.0438,312.2509,314.012
"lldP",137.4372,112.8882,138.6806,948.7411,272.4191,1176.886,234.9837,175.895,262.1672,10904.44,344.4808,6160.038
"thiQ",112.3573,111.9371,210.5649,37.60588,53.93807,88.8893,3.458093,32.23478,13.11699,53.17328,41.01596,51.6975
"waaU",369.5021,339.7161,341.7781,270.0609,266.9672,4.093022,326.5573,154.943,213.2781,393.4437,300.5342,188.1268
"ybiV",1481.629,1764.412,1520.572,653.5999,505.8845,610.8242,1441.264,1339.774,1230.01,748.8756,382.7787,599.1445
"ubiA",813.4357,795.0772,759.1038,2155.807,1811.488,2429.216,1812.714,1948.302,1995.314,4936.53,3515.623,5312.811
"nnr",381.8578,435.3298,490.0563,1329.182,1295.038,1748.024,1369.56,1098.528,978.2247,341.9171,328.2922,348.6694
"hspQ",594.6569,606.3771,774.1748,6816.422,10650.26,11860.63,8034.005,4056.365,9485.203,2743.952,3287.732,4510.145
"flgI",9303.336,8231.646,7916.815,893.0645,613.5078,340.8429,72.10172,146.0191,155.3078,3163.432,3165.407,3612.763
"ycjF",158.1387,120.4394,258.8984,468.795,336.1459,1263.833,404.5468,141.5788,311.8999,231.5573,234.193,428.1664
"rpoZ",7118.004,6668.218,6342.711,5519.348,4075.993,3296.067,15572.52,15917.49,15938.9,4898.676,7437.135,3238.192
"pdeH",2396.102,2626.874,3249.949,1699.574,2161.864,2181.042,7827.706,10639.47,11331.97,2642.096,577.0619,1502.103
"lpxM",752.1094,1041.786,980.3666,1262.78,1065.29,1183.662,1398.634,1441.957,1547.049,739.1212,685.0862,630.1887
"trkA",1000.718,943.6683,758.2086,329.7091,252.0621,287.0579,179.6367,188.6038,171.3211,451.95,411.891,508.256
"dicF",957.2726,817.8011,706.4731,1318.203,1477.232,3252.399,1697.129,1869.794,1798.054,770.2292,900.5071,725.4788
"yddL",0.6019593,1.336202,5.36496,3.467257,6.010747,4.815884,15.79153,10.4453,7.135608,3.991885,9.670115,13.50807
"btuB",646.783,663.3412,847.2128,1026.516,508.3697,441.0934,259.5565,235.7078,216.5683,1373.821,1178.111,1350.775
"rph",230.2844,253.3005,216.0278,113.7736,117.2283,173.6014,2280.516,2948.535,2464.831,215.7934,63.69143,147.8538
"mhpA",29.75603,22.45087,37.61731,65.03229,101.5196,109.6781,116.3466,150.588,140.1358,67.8895,44.52883,76.6285
"ftsN",436.2638,501.4608,540.3985,400.6561,303.2655,353.4006,596.9471,595.2151,647.6097,585.4378,283.1158,409.0274
"rpsC",3432.515,3014.168,2918.756,24109.57,27852.69,17465.54,11366.71,9709.269,15638.5,6627.957,12723.67,8243.743
"fur",3975.825,3305.609,3113.821,7951.167,6031.988,5644.925,7433.967,7404.655,7161.048,3933.727,3545.669,2152.963
"scpB",55.29383,38.27803,43.47153,100.1876,88.43147,91.41726,75.71791,92.98541,182.7896,69.74646,58.24346,74.08271
"mhpE",35.11459,21.57754,54.12338,176.3565,109.5742,205.9604,59.92931,48.48288,99.75762,6.781568,45.64497,52.0208
"yecN",3553.45,3219.055,4933.786,2353.999,2055.025,1980.277,5900.797,6351.772,6171.029,2261.881,2225.862,1925.525
"yfiE",326.9414,338.1229,316.4819,435.5291,217.6404,167.8931,439.8326,395.0928,493.8475,323.1893,332.1577,261.6688
"livM",561.3765,729.3773,664.3651,153.7832,118.7678,126.6654,118.7218,234.4559,187.5911,523.0313,884.8008,1023.227
"ybdG",669.1131,650.3065,711.277,180.6557,97.64135,87.20589,288.3909,354.9148,434.5,439.3246,427.0098,380.7413
"xanP",3008.744,4780.541,4856.062,175.2235,210.9019,113.7924,299.8089,330.4858,516.0484,471.184,257.6894,391.9979
"ftsB",1982.376,2403.685,2454.212,592.3293,512.4722,696.8357,6460.297,7659.561,6341.53,1383.278,1029.344,823.2792
"ygfK",10.06307,25.61602,30.51372,33.44205,8.523355,11.46676,28.08175,40.28759,35.70523,11.52153,12.75978,15.43212
"blr",1491.474,1783.329,2037.135,658.3385,645.6409,405.2334,8180.225,6502.324,5362.294,753.6774,256.8441,222.5688
"ylbG",488.6888,393.2971,432.9649,334.281,183.5915,240.6242,457.7639,440.3619,370.038,319.0016,660.6473,298.453
"nfsA",467.1011,348.7601,516.0114,237.42,286.8932,178.1825,417.4543,300.9792,258.2496,1182.727,1189.847,1073.161
"yigG",10.73926,24.20263,22.53003,1.909666,4.122352,21.87465,70.63263,114.3572,101.8261,14.93746,15.37586,0.7921309
"yggC",834.3796,1049.687,1156.142,378.0302,232.5922,358.9077,476.3444,608.066,691.6864,453.5957,574.3951,387.1096
"ytfQ",418.7316,324.2254,299.3073,217.268,189.8774,105.2354,88.25478,106.7253,134.8233,204.595,220.6538,203.521
"dicB",21.05938,27.3209,40.16897,1.38727,17.42772,1.6589,193.8317,212.7418,117.2392,10.2789,13.61619,9.662926
"sohB",2835.459,2624.613,2287.184,1209.666,965.6249,648.4524,2070.107,2959.521,1906.013,2010.017,2474.812,1427.041
"frdB",932.4196,314.8835,744.1559,1328.112,2529.831,3243.487,125.8985,69.18473,203.9743,1958.078,2084.552,4247.089
"ydeJ",86.15594,113.3614,92.49619,76.96471,36.17713,58.07325,141.8135,97.7674,106.1191,29.27416,44.03696,35.84161
"rarA",1057.696,1091.796,1056.53,327.2982,206.9097,276.3793,118.5604,113.8656,142.8148,606.4235,371.1027,385.7034
"ycbZ",1030.366,1287.234,1078.434,457.2063,312.4428,339.9698,120.4422,301.8358,362.32,813.0522,408.6063,756.8147
"dppC",1672.314,2251.448,1762.154,745.1883,2722.115,1121.854,202.2756,170.7124,314.0472,2327.927,1984.227,3998.971
"yraJ",117.7584,130.7815,189.4165,109.9412,206.3386,73.22127,180.7995,147.8686,110.7553,109.0384,154.1396,90.98349
"ecpB",14.44178,22.42767,11.76408,3.289701,35.61955,5.845265,16.66352,11.00325,4.509224,25.63589,5.579505,2.020307
"cspH",31.06643,113.7046,177.1329,2.36932,33.62164,7.261573,149.7174,137.6316,216.0595,28.93936,1.391756,7.811111
"yjjA",528.8163,582.0488,498.6964,244.3329,122.8398,163.618,928.3151,893.8527,604.3553,592.1227,323.5689,356.766
"yhbY",1707.625,1360.961,1125.156,266.7942,625.8733,414.6029,783.5891,1569.973,1463.649,752.92,434.0583,866.0432
"paaH",51.96136,37.14445,55.29661,167.6073,320.7096,110.1473,44.42918,41.36827,29.90095,88.15244,285.4523,270.1096
"speA",2860.553,2488.16,2013.568,2551.947,4591.982,2804.549,951.6096,756.2661,813.4612,1473.291,2205.159,3240.939
"uvrD",222.3219,286.2886,280.5465,469.1193,430.9497,513.6924,300.3799,372.7911,405.3723,219.3334,124.7454,174.4923
"cysG",419.0259,412.5177,546.4593,214.236,122.0407,165.4027,427.0612,527.2556,552.9395,302.8596,194.6807,298.7122
"rpsE",10815.66,7197.084,7851.922,40075.44,41294.76,34198.34,19644.16,16231.52,30158.67,15177.45,19061.42,16362.91
"melA",301.391,174.164,221.2378,492.326,876.3952,523.7932,152.6815,133.7816,159.6699,219.1716,436.1236,261.5712
"aldB",784.5691,604.9431,668.4664,199.8517,219.9743,343.9087,60.34864,71.81058,99.39947,193.2808,267.0658,303.702
"pgl",2159.05,1820.667,2236.236,2900.698,4277.276,5658.633,1203.702,649.8513,773.8636,1736.624,1253.806,2688.427
"hemA",1469.43,2105.315,2488.346,433.3988,696.8653,547.553,718.0136,867.4224,674.3098,1232.255,590.7368,584.062
"zapB",4346.15,4029.025,3426.417,10639.14,7900.053,7650.814,13660.15,12080.81,11801.42,6057.104,6322.345,4508.968
"folX",1999.044,2051.45,1818.42,1686.832,1468.356,1149.445,5200.902,4374.693,3614.014,3549.413,3268.148,2779.014
"eutP",10.82316,8.402861,8.783536,57.72747,24.90821,17.50955,6.188996,34.33051,50.73293,66.15609,100.1728,48.30425
"nudE",1266.6,1580.009,1418.125,762.9132,655.2496,791.1884,3397.384,4003.076,2990.702,1881.652,1043.9,840.7974
"pspG",79.54391,117.4402,92.7591,30.37333,31.16837,20.04473,239.0665,158.3757,214.5606,86.4553,40.66912,57.4463
"cheB",3687.927,3791.1,3322.458,660.1747,458.8206,401.1385,186.9218,223.6578,260.0663,2121.536,1518.727,2335.667
"rpsP",9564.8,8101.252,6201.174,8218.896,5531.346,3842.417,29805.47,25651.57,40086.42,8973.996,8766.299,5376.688
"fabA",4125.826,3216.856,3105.458,2714.152,1606.546,4629.554,7246.217,7680.409,7456.203,2778.094,2099.868,1353.334
"rlmF",96.82789,87.38471,108.0335,158.3654,138.6493,220.455,249.2814,453.8773,458.9133,123.75,129.7025,89.37933
"moaA",909.3514,645.1419,1033.742,970.4844,859.9786,1321.936,621.0809,529.2463,544.4127,504.1513,539.9784,416.6411
"iprA",26.85017,7.315273,25.68109,44.338,4.170466,19.23747,32.17478,32.09583,7.61969,16.85955,7.711955,13.29936
"ydcT",377.4278,250.7734,252.1043,9.988546,3.36902,10.27954,6.686546,21.04046,35.97915,2.099096,27.169,35.45169
"pepD",8896.553,7558.094,9373.146,5260.497,6543.413,5322.656,989.2867,847.5799,688.2329,6905.873,6375.19,8490.058
"mqo",124.6698,113.8565,108.8276,218.5596,200.4832,148.9193,104.2089,169.1927,168.3278,471.1946,255.2113,445.3321
"yzgL",298.283,243.8224,399.9784,168.0727,206.0855,173.9397,175.4393,200.822,187.9108,132.5118,171.1865,121.3963
"rlmA",713.3577,1074.827,842.8239,229.762,261.9055,235.729,1293.953,1566.144,1170.433,1078.289,339.7713,487.7766
"yeaL",323.587,424.183,393.2317,126.8713,184.249,173.1598,431.1993,513.0016,505.804,342.2042,172.4411,330.1966
"ybdN",3.430019,30.14608,34.61016,7.77115,14.52938,29.70129,34.52546,37.74734,48.8572,11.62436,19.65455,20.27589
"yfgO",805.4461,956.442,1138.043,1682.975,1302.355,2165.073,1885.113,2467.704,2601.397,1030.157,1040.563,1403.051
"ybeL",7508.333,4419.307,5512.403,8535.156,10758.43,11350.99,4745.254,3512.843,2726.685,4384.916,6051.422,3375.569
"yfbM",174.1454,150.3076,188.3252,2.87932,3.828207,6.723608,1.528093,8.570558,32.26725,5.652837,2.398154,3.076192
"rpsD",10567.02,8244.008,9182.055,19046.61,17514.86,8577.793,11902.1,9872.388,16999.14,12435.11,14004.7,13109.54
"tff",6595.111,7087.86,5866.342,16291.5,17732.45,7153.558,29857.24,32746.55,39051.72,8230.191,11079.26,5829.77
"corA",617.2921,890.7581,862.9229,714.2833,1645.435,1040.141,5911.511,7750.792,6995.535,2676.933,1983.2,1704.477
"potI",131.0405,197.2993,191.8027,26.13131,24.67805,60.78858,110.071,231.3374,246.6962,42.90968,114.8356,96.92658
"patZ",525.2944,453.1555,566.053,84.33669,74.6516,59.71553,29.5398,47.99039,55.11171,440.6608,334.6707,631.9862
"ptsP",2706.182,2770.299,3081.065,802.7164,429.8073,712.1441,223.3447,255.273,194.129,1381.643,1188.975,1617.329
"alsR",1335.674,1079.208,1119.719,178.2504,101.7303,122.9173,190.8668,172.5733,180.3532,1469.389,387.0837,998.4213
"panD",4379.955,9740.739,6329.798,1311.517,1461.371,3192.058,17077.82,16532.13,11701.33,6288.994,4976.286,4451.767
"thiP",145.9872,173.0539,256.3634,146.0959,200.1387,220.8776,56.13344,80.39145,148.7157,118.9842,93.15549,124.2658
"gcvP",598.0522,571.0832,580.6428,1084.399,1069.407,939.4827,168.6377,143.9732,144.6431,1678.761,2084.096,4197.6
"ssuC",239.9534,181.958,153.6844,176.046,161.8448,236.2566,143.8833,103.1957,137.3888,92.51327,95.14922,110.4573
"entA",1990.329,1580.234,3774.651,185.1047,156.3889,134.682,72.77477,91.27386,98.94209,94.23817,117.4292,215.2502
"ackA",2876.958,1674.555,2367.462,1699.62,1012.228,734.4109,1257.379,1268.035,1622.569,1514.933,458.2321,1187.231
"hycC",54.22623,43.62895,112.1125,193.9706,207.5043,125.1248,173.8021,197.6538,328.926,121.2984,225.8572,69.17416
"yiaM",12.21396,3.904347,30.09209,7.197958,3.229959,41.06078,46.46214,66.10744,53.74649,27.17651,21.44895,24.2934
"yqeJ",24.00963,77.9194,48.20522,30.05912,2.786829,17.86266,22.79344,17.39282,2.664639,0.3137248,1.388347,13.07532
"fliN",9781.881,9098.083,9755.568,866.1221,573.203,506.6699,618.1678,1722.133,1207.845,4952.611,5060.288,6232.156
"torR",228.1685,183.3503,300.5608,1118.999,861.4421,1001.759,539.496,665.5886,777.7663,356.4362,1018.017,534.2114
"aroL",1931.329,2934.231,1722.206,1110.79,2679.927,1478.51,4067.658,6261.52,6358.631,2389.605,2799.79,1724.816
"yjbJ",11714.92,7603.285,8828.735,4887.043,5186.667,3693.585,3580.896,3722.8,2643.304,2542.293,2892.633,2032.773
"gstB",3025.915,2444.665,2721.306,933.5284,1258.026,1659.982,1503.41,1349.491,949.8945,979.2159,1407.987,1305.336
"apaG",1066.63,1440.34,1241.163,203.4796,108.4649,253.58,218.5496,226.444,218.385,741.7074,419.0895,662.2903
"ubiT",7930.118,4710.547,6180.376,10608.56,12291.46,13155.37,11605,9423.608,9487.573,8590.773,7622.447,9169.719
"xerD",777.5484,1664.053,1260.647,2375.67,1744.794,1733.903,3156.726,3474.034,2700.064,1699.941,1878.466,3177.992
"xdhA",138.1365,88.13201,100.5999,93.94853,106.8082,268.5626,74.96741,75.40849,95.52258,121.3234,126.012,181.7151
"tadA",591.6619,763.5717,797.0175,299.9287,315.4735,234.7903,872.3414,1684.246,1389.199,969.691,1090.985,909.8694
"ydiL",74.72851,71.74489,123.4448,42.50024,22.46166,3.863827,54.99892,42.63896,45.74202,192.7725,72.70576,58.57947
"ychN",8201.838,5593.013,5596.543,11679.22,16398.73,15275.48,5907.776,6153.928,3877.153,8100.533,10449.46,9060.09
"frr",3949.285,3208.713,3190.826,2443.927,2157.3,1867.819,9390.12,7231.633,6014.96,3943.808,4295.969,4308.619
"rnhB",770.1398,1139.134,1238.848,121.1808,62.88884,119.6901,148.5354,293.8597,268.9998,435.8838,293.49,379.4165
"yggI",20.89342,37.29147,68.05282,14.25716,10.41794,64.59544,39.95626,47.4985,44.67058,23.65611,8.135468,17.22293
"hemG",937.0426,930.4996,1041.43,511.8994,327.3091,283.5232,419.7973,324.7881,250.8577,591.5894,374.6136,322.655
"ydcH",258.269,142.4136,337.964,28.56971,100.9014,96.47124,84.19167,62.68812,79.77032,551.7009,914.0013,209.0807
"hcaC",98.96061,88.70737,90.19881,102.9898,171.325,145.5154,85.51907,88.42355,101.9057,115.3798,85.70818,157.9964
"raiA",15522.6,8330.11,10785.63,37395.5,33295.89,27436.37,24445.11,19143.03,15507.31,19362.33,19339.85,23755.65
"allS",27.97449,14.46236,24.09818,7.229744,7.918462,2.908691,43.96507,47.75952,2.006109,50.75626,63.29584,49.00004
"chiA",87.0142,80.83747,89.23855,107.45,82.08865,85.0567,88.61124,122.6784,139.402,179.6373,239.5767,154.1815
"prpR",35.88694,81.16289,65.91604,40.19701,35.47749,111.2011,47.48383,39.17027,92.95296,97.59052,71.28549,184.841
"tsaB",631.6293,744.9073,510.3432,93.88565,90.50231,112.6878,195.5348,213.8915,233.9541,270.5913,89.56821,156.967
"ykgH",3.173961,10.54502,18.86854,2.241858,33.46027,4.796337,3.800021,20.66429,31.25931,35.56839,30.36444,19.54497
"rzpQ",14.05183,15.49602,9.141402,4.06113,17.90033,5.165362,46.68871,30.14437,47.43924,9.391656,26.30794,13.42281
"sgcQ",109.0084,69.3967,132.4332,171.6351,227.3725,240.2473,153.2973,163.8262,207.2722,89.67628,102.7793,121.3568
"glnS",2015.309,2098.049,2247.71,1668.854,1332.535,1587.239,860.9994,669.4097,749.4213,2212.048,2761.913,3129.421
"rfbA",5208.75,3941.821,2939.2,5963.057,9408.976,5490.703,4642.462,3311.545,3840.115,4673.677,4905.313,3396.423
"gcvT",2513.15,1856.669,1747.206,1358.928,1438.774,1675.051,1217.708,674.1657,726.799,5829.72,4547.132,9586.926
"cvrA",485.7124,793.9916,715.4234,137.9237,93.36688,153.2305,198.7513,426.4234,415.3862,510.6195,312.2383,260.0603
"ydfA",44.07613,61.80509,48.12102,12.28075,169.8018,34.6693,376.7148,422.435,323.9006,103.8058,75.29854,74.25098
"hdeA",6208.29,3821.921,3854.012,1012.139,1335.895,1170.934,955.7919,482.3247,389.9821,1391.459,915.5452,557.0939
"ynaJ",8575.604,8234.89,6253.036,21382.28,27058.65,24933.66,18884.13,19662.81,16974.8,16275.51,18258.48,17782.01
"ydfD",22.15061,61.91499,72.91562,29.67128,30.13745,57.96054,164.187,222.5164,184.1154,41.43117,21.81458,21.51064
"exuR",4668.827,4262.404,4666.748,5577.013,4894.527,5359.448,13264.3,13846.95,14211.73,8755.543,11106.72,9023.457
"yegV",97.01321,88.73145,117.2552,232.9524,109.0144,202.5105,58.99958,52.444,92.2381,93.87455,77.32288,153.3721
"gnsB",0.1306679,0.1718744,3.389875,11.0036,0.2018643,2.437495,0.4019919,0.05076987,0.06996612,0.4227566,2.623901,0.2263982
"ygeW",119.4751,83.38122,123.4206,104.5428,316.8241,135.3366,70.09167,104.7572,110.404,239.5385,552.31,231.0219
"hyaC",33.59534,44.422,58.48979,76.5499,83.57765,106.811,63.79164,98.18549,62.00994,19.55539,17.1373,34.45711
"eutB",71.60809,59.31041,71.69363,422.3362,458.5424,375.5926,205.087,165.7961,262.577,152.1351,133.9362,124.0015
"pmrD",2687.051,2740.077,2337.219,2077.936,3926.474,2498.638,8130.09,4466.47,1869.463,3050.995,1471.172,970.1256
"yqjC",4619.854,3533.693,3166.573,2494.04,2212.616,1266.293,2617.503,1734.674,1618.685,2729.957,2461.321,1835.503
"narV",309.2312,333.0402,372.8539,194.0706,244.9773,337.7482,232.7813,313.4943,369.2962,194.9674,292.6525,240.453
"manA",1732.584,1496.572,1534.143,2022.779,1528.299,1338.312,1925.592,1401.903,910.3174,1541.521,2058.215,1407.702
"ampC",231.246,223.021,143.6505,149.4202,210.5297,153.2259,54.7028,58.11586,61.80623,67.01588,41.53954,44.24157
"yneE",127.0659,203.506,157.7576,48.1639,26.50834,7.451735,50.97839,165.9711,166.4687,3.889381,1.997179,15.17398
"ihfB",9518.415,6595.969,7966.087,1894.842,2435.101,1724.331,12883.21,10550.42,12529.87,2016.44,2180.347,1823.959
"yjiC",22.19746,4.349251,2.894129,20.01132,1.543254,2.92007,16.52485,17.80451,8.470704,4.814349,21.75424,4.041466
"rtcB",99.07332,95.48716,106.2259,284.7585,333.3635,330.693,275.5321,261.1544,243.6302,158.1857,284.5879,204.7445
"yihU",16.31567,3.186754,4.274919,31.06163,42.32203,35.03986,28.16414,45.7988,62.78715,2.872525,7.248031,9.992492
"dhaL",17832.66,10068.2,14240.54,6858.153,4319.63,6027.828,1686.473,2598.865,1765.943,2689.672,3132.406,2601.765
"intE",106.7646,234.0571,165.8626,91.35912,146.4059,76.7482,108.8395,246.063,168.4174,133.2544,287.7503,145.7736
"eutG",26.33433,25.73515,33.83843,67.00858,90.04411,127.4645,57.90536,26.37576,79.73344,50.85587,31.36339,31.9105
"prpE",67.63322,9.01616,46.4956,12.42942,20.69109,25.37035,9.595174,55.17099,120.7139,8.663405,93.94025,127.4388
"mgrB",8503.242,11072.98,9730.708,5587.201,6112.147,6145.894,19069.76,20408.78,17540.35,4782.936,8245.778,3506.586
"ydjM",168.1044,242.4625,310.0494,1593.349,1020.736,1018.609,1933.009,2169.779,2918.16,891.7039,516.4559,521.816
"osmE",3347.561,1781.378,1992.198,901.3051,1033.802,2145.407,717.2631,425.0929,482.8655,2212.363,4328.78,2863.835
"ompT",11845.29,10662.44,11735.94,2902.336,2504.276,1838.613,12231.7,8914.982,7465.569,4563.099,4412.969,3518.995
"hyfI",17.75848,28.93029,52.08704,49.94034,76.28293,54.91109,24.61157,25.3597,47.87119,47.2923,25.30763,53.68279
"gpsA",3474.453,3225.859,3503.272,804.4197,994.3295,510.083,399.3972,414.4638,391.478,3824.723,1320.842,3806.427
"argF",115.143,88.92663,178.191,140.1781,60.95526,31.57425,101.1311,94.7246,71.99287,64.97214,45.0074,82.51159
"ydeP",70.65181,87.35286,63.44266,48.34513,107.8043,17.05217,113.2098,111.7357,123.001,75.00935,150.7456,86.39868
"cytR",1122.006,1458.466,1238.621,95.05252,113.1991,74.42437,211.561,191.4907,186.2365,1694.997,356.665,700.0797
"ygdB",146.2956,173.0097,207.1537,178.7816,135.8369,269.1897,229.1523,211.0441,245.6457,168.4281,135.2771,180.1532
"ychQ",703.7496,928.0616,1003.546,269.4641,277.4112,293.0919,431.4372,467.0119,479.0865,473.9187,330.8147,323.1836
"yfjT",121.7943,151.7071,172.1765,316.9776,472.4666,398.7848,1230.807,3010.521,2064.092,247.3762,206.2374,226.8954
"hflD",812.3599,1262.071,1212.177,435.4304,301.1362,299.7205,445.0168,486.1014,434.5482,803.1263,364.819,611.5602
"yhhL",350.3024,450.1179,516.7893,537.9655,440.4969,726.9623,785.9604,643.4807,592.0656,918.3866,933.7604,904.8545
"waaP",449.8091,516.8636,499.3271,724.0042,381.3129,234.5994,565.89,366.9264,504.5048,262.5607,193.0681,118.9771
"ycaI",403.9136,513.7795,514.2692,338.4931,232.0126,204.2318,674.9714,1096.697,1507.676,853.4155,1266.093,915.0089
"rpiB",515.2066,460.9503,484.5147,461.9839,578.8231,470.2173,272.3325,324.2263,222.4722,1484.283,828.6165,802.4443
"elaA",2426.622,2329.142,2056.302,1162.092,1451.012,1122.548,1453.237,1243.644,1025.288,1682.754,2232.972,1313.865
"dmlA",58.67426,48.96758,69.63588,223.7254,357.7136,343.7283,51.49426,118.5592,86.31493,39.39764,206.576,177.932
"ydaG",57.10263,73.06878,184.7329,48.98887,162.6976,112.6935,164.1702,229.3746,261.8169,43.69142,52.66063,35.85629
"ycdX",4825.508,4782.659,4955.319,3974.971,3958.946,3057.109,1895.43,2387.716,2084.221,1927.944,2461.032,1742.506
"ldhA",1748.413,1177.219,1695.485,16441,19253.87,18456.71,6004.011,1874.283,3231.697,1035.627,1544.464,1429.886
"tdcR",6.672287,11.06499,15.43146,3.821289,5.48791,42.03662,13.21883,9.354758,1.508075,10.5743,4.917525,15.5025
"yfcO",1046.223,1096.045,1467.037,1007.789,1163.751,1047.638,2785.931,2788.06,2766.42,1222.237,1547.479,1501.907
"cspC",24230.84,18710.92,19763,11109.76,10228.79,4921.824,26633.2,18981,18835.38,23397.77,21380.05,26539.69
"gcvH",5801.485,4332.74,3715.723,3547.538,3381.012,3681.568,1660.818,1032.769,961.7736,9920.301,11965.76,12572.25
"rpoD",1297.3,1478.898,1296.995,1551.278,673.433,1072.545,3143.285,2399.801,3896.163,2828.021,3959.888,2977.122
"rprA",179.7531,57.16003,100.9551,256.0966,87.77824,425.8274,1392.736,755.8802,1085.97,238.0132,96.15102,144.494
"gltK",366.0845,484.8655,461.9842,104.3008,149.9183,156.3963,98.48219,126.8357,177.7025,908.2763,764.6198,1184.188
"insK",14.28193,36.75246,21.95306,13.82137,21.74933,15.51114,63.40539,101.4327,86.13612,29.72899,38.62439,24.71591
"ampG",796.0029,1131.137,1244.09,154.9111,241.1712,213.0334,559.7413,445.1605,422.4332,536.8882,190.2809,352.9712
"hyfD",7.639745,10.96066,30.11424,1.845203,11.26144,69.57532,30.24471,38.24253,33.19037,8.43102,14.92422,15.87027
