"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"sdhE",36.9345731622849,30.248674088717,30.2151458311109,32.4827078602451,33.6235465426954,28.2543285586828,37.3283542832624,30.573292028705,35.5579439204028,37.178586085599
"flgF",1.40766105978176,1.53378897013863,1.48534699357123,1.47692851527523,1.44964535625734,1.60647663717963,1.38405377742918,1.4145076703941,1.43684057889269,1.31777128951397
"cusC",1.4759051411544,1.502328179414,1.46084184882596,1.48483230072548,1.4581104438282,1.51498131463282,1.502328179414,1.61888443309482,1.48658298443101,1.53826067032877
"eutQ",4.55736525007326,3.70892218574185,2.80150098535773,3.56499486840945,4.31392172677781,3.4055787660825,4.8841245806621,5.3454077442907,4.65441548070673,4.67057444071448
"ybgO",1.3057692749229,1.39735636954925,1.33876245782,1.43375647338671,1.34751375534203,1.40863711431218,1.28395977039636,1.37735457213046,1.27942892072268,1.37392190275492
"lipB",16.1090554568332,16.3963183326018,13.0357347812492,12.9600555781127,15.1316771990532,16.7269209849131,16.0566609005038,15.3503537725962,14.125205974266,15.4442723979481
"hsdR",1.31905068341489,1.4411295179631,1.38482147263867,1.55003414894836,1.36348610677065,1.40678318896709,1.38828137399856,1.35181712895747,1.41059125419421,1.53198269401018
"ydeE",3.12617816117317,2.71942191291211,3.07289825614949,2.37577794635335,3.28820444098329,2.52642963638052,3.76878631892693,3.09148498798843,3.70327067219764,3.27796397675277
"preA",29.135375513964,35.1560237127058,15.9049066583755,33.7964545030619,32.5841848777817,39.3747811574083,26.6913431341333,35.5579439204028,27.8498953243626,28.529844924853
"yagH",1.50838007668658,1.62709670633658,1.58490899101705,1.55724938212332,1.51603178368243,1.69196532231927,1.42810296480882,1.75406231253557,1.45286434119894,1.52625920896056
"narX",11.9936593730377,13.0267022292446,12.9313411120988,13.0267022292446,13.948131832593,17.5463615963632,13.5930754552103,16.8280954361711,13.3651117930196,12.9960383416998
"ycjO",1.43913307238906,1.40463958663519,1.36046514939609,1.42089505164748,1.40863711431218,1.40814900247829,1.4157828454371,1.41117802461169,1.54392214072398,1.41548847227847
"nfsB",54.5837648084209,62.565697868814,63.8803361773918,46.3308099978121,52.9441727872199,58.2505594236764,48.1946132770934,60.8084537613634,44.526737394003,50.1333939345821
