"","0","0 | 1","0 | 2","0 | 3","600","600 | 1","600 | 2","600 | 3","0 | 4","0 | 5","0 | 6","0 | 7","600 | 4","600 | 5","600 | 6","600 | 7"
"iclR",1327.5,1382.7,1655.5,2010.4,0,0,0,277.7,276,486.1,3021.6,1327.4,5934.2,581.7,878.8,517.1
"insB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bolA",0,0,0,0,0,0,0,0,0,0,483,313,267.5,1372.1,0,0
"mdlB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"poxB",2734.3,6801.6,0,0,616,701.7,646.9,541.1,0,0,1240.8,2131.7,0,0,409,380.6
"hlyE",0,0,0,0,0,0,0,0,0,0,560.8,728.4,0,0,0,0
"dmsD",0,0,512.8,482.7,0,0,0,0,0,0,697.4,908.7,0,0,307.7,413.6
"yeeA",2218.3,1274.6,2162.7,1828.4,3660.8,2170.8,0.7,351.2,0,0,716.8,1052.1,0,0,456.2,332.5
"cysA",0,0,1539.4,1634.7,0,0,0,0,1588,953.1,493,788.7,0,0,417,410.5
"rpoS",2601.5,2180.2,2741.5,3660.2,899.3,791.6,514.8,349.8,361.1,486.4,1668.4,1652.4,1506.8,380,717,644
"yhbQ",937.3,689.3,1678.5,4411.7,923.6,855.3,0,0,0,0,637.4,937,262,6891.6,0,36.9
"nusA",0,0,1117.6,2964.4,0,0,0,0,0,0,704.1,779.4,0,0,392.2,300.3
"yiaU",1560.4,1413,561.3,428.9,542.8,342.8,0,325.4,0,0,936.7,1150.9,0,0,481.3,357.3
"cpxA",3602.4,2126.7,2963.8,2601.8,1224.1,642.3,0,0,11053.7,8901.6,28228.3,9183.2,87449.6,6193.7,1263.3,506.4
"yjiL",0,0,1361,1386.2,0,0,0,0,828.3,695.4,613.7,896.4,0,0,402.1,295.3
"aceF",0,0,0,0,0,0,0,0,0,0,506.2,311.7,0,0,0,0
"sfmA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybcL",0,0,763.3,1264.1,0,0,0,0,0,0,557.1,715.1,0,0,0,0
"hspQ",0,0,0,0,486,453.1,0,140.2,1914.8,833.1,1321.6,1419.5,1430.4,0,884.5,888.4
"pgpB",1134.2,823.8,0,0,0,0,0.7,1,0,0,697.7,626.6,0,0,0,0
"ydiJ",0,0,0,0,0,169.1,0,0,0,0,854.3,748.8,0,0,384,412.7
"yegX",3050.1,2186,4050.9,2350.5,1173.4,1090.4,0.7,1.8,2501.1,643.3,2306.8,2304.2,1855.2,0,1423.4,1040.9
"rodZ",1742.4,750.7,2111.3,1511.2,763.5,1127.8,0.7,1,0,0,1976.3,2149.6,1687.3,0,1815.9,1703.6
"lysA",2785.1,2349.9,1869.7,1708.4,750.8,708.5,0,217,539.9,987.9,837.2,648.5,0,0,0,104.9
"mreB",1400.1,1359.2,869.1,3740,0,171.5,0,0,159.1,1203.9,758,683.9,0,0,319.4,345.7
"acrE",0,0,2487.2,2738.8,977.2,1242,0,0,0,0,790.6,862.5,0,0,376.7,318.8
"yidL",1763.8,1611.1,0,0,0,0,0,0,0,0,1098.1,1067.9,0,0,0,0
"arpA",1024.6,650.5,1386.6,1980.2,0,0,0,0,1054.7,1229.3,1135.7,590.7,0,0,0,0
"nhaR",0,104,0,0,0,0,0,1.7,0,0,747.4,678.3,0,0,0,0
"yajG",2252.2,3846.3,663.6,315,528.4,564.4,443.8,1319.8,0,0,0,0,304.7,804.5,0,0
"mdlA",1416.7,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ltaE",2174.4,1205.7,0,0,471.8,446.6,548.4,182.3,432.8,1149.5,1204.9,779.9,714.3,0,653.5,617.3
"ycgN",1956.3,1477.7,0,0,539.8,534.8,0.7,1.2,956.3,605.5,1156.5,789,0,0,598.6,678.2
"ynfH",1515.7,642.9,0,0,544.7,414.9,0,0,968.1,513,1445.7,1187.7,942,0,571.4,632.4
"tmaR",2335.3,862.7,1925,2181.7,577.5,514,0,2,1139.6,1205.3,1057.7,1194.8,0,0,492.5,556.7
"cysM",0,0,906,1518.2,0,0,0,0,1743,1277.2,761.3,793,0,0,0,0
"ygbN",1804.6,1701.2,882.4,2123.5,665.4,640.2,0,0,830.3,1239.8,1200.1,1432.3,637.2,645.2,422.2,684.7
"yhbP",4578.3,2186.5,5265.5,2679.8,1837.2,1676.6,0,0,0,0,704.6,774.4,0,0,0,0
"infB",2507.8,1491.4,2095.2,1697.2,791.6,848.7,0,0,1534.5,1019.9,1889.3,1641.4,2095.6,447.9,1049.6,1043.5
"yiaT",1085.3,1273.4,747.7,2161.8,668.4,637.5,0,0,451.1,527.1,882.6,1317.1,0,0,373.4,440.2
"yiiM",0,0,1671.6,1838.9,0,0,0,0,0,0,756.4,623.2,0,0,0,0
"yjiK",3317.9,1606.2,4950.2,2798.5,1014.9,1342.3,469.3,347.8,992.1,16788.6,393.5,311.2,0,0,783.3,2109.8
"yadV",0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0
"rzpD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.8,378.9
"cusS",0,0,0,0,0,0,0,0,0,0,713.5,286,0,0,0,0
"serS",1111.7,3822.8,0,0,443.6,382.3,563.1,291,113.9,1007.2,749.7,1355.7,662.9,19115.9,416.2,704.7
"pspF",0,0,0,0,555.6,225.6,0,0,0,0,928.7,888.3,784,0,592.9,572.5
"ihfA",0,0,0,0,0,0,0.2,3.6,0,0,516,249.8,1159,0,457.9,252
"mlrA",12455,1039.9,1566.1,1673.2,1124.2,641,781.6,345.7,5365.4,356.6,753.8,703.5,64378.7,274.6,1246.9,703.5
"yffL",1967.3,1002.5,2974.6,2222.3,1143.3,1084.8,0,58,0,0,557.6,369.8,1010.6,0,771.2,746
"ygeQ",1451.1,1015.8,1189.1,984.6,648.6,329.6,479.7,233.1,0,0,810,964,0,0,521.9,560.5
"yrdD",0,0,5142.6,4415.6,919.3,901.3,0,0,0,0,684,597.5,0,0,884.6,611.6
"rpsK",1528.9,1497.3,3007,2859.6,992.7,1384.7,0,0,0,0,662.1,922.1,0,0,821.4,860.7
"trmL",3747.8,2362.1,907.7,366.3,776.6,599.1,736.8,1829.8,1103.7,817.8,1756.9,3340.4,5480.1,337.9,1253.6,1752.5
"dgkA",0,0,2247.9,2324.1,932.3,638.3,0,0,0,0,524.6,490.1,0,0,601,518.3
"yaaU",0,0,0,0,0,0,482.7,385.9,0,0,556.1,1151.9,0,0,0,0
"hha",0,0,0,0,0,0,0,0,0,0,427.5,316.6,0,0,0,85.5
"adk",3619.2,1402.2,0,0,0,0,0,0,0,0,679.1,706.7,0,0,0,0
"rhlE",1100.3,1179.9,0,0,518.7,466.5,831.6,578.8,0,0,1552.9,1810.8,1868.2,335.3,773.4,664
"dauA",6957.5,7739.7,1510.7,413.3,721.2,552.1,883.8,1488.2,0,0,313.4,184,587.3,0,655.3,484.5
"uidC",2126.3,963,0,0,0,0,0,0,0,0,1178.8,1249,0,0,476,442.8
"wbbK",0,0,1940.6,2205.4,634.7,249,0.7,1.1,0,0,540.2,643.9,0,0,611.2,281.7
"fadJ",1672,1435,5082.3,3937.7,1078.4,1120.2,459.1,463.8,962.8,1222.9,1161.2,1344.4,0,0,490.5,400
"queD",0,320.7,1520.3,1628.4,533.5,304.5,0,0,0,0,1898.9,888.2,931,0,455.2,218.1
"greA",0,341.8,3792.8,4330,796.7,682.1,0,0,0,0,659.5,620.1,0,0,0,0
"mlaF",1159.3,1378.2,2459.9,3742.6,520.7,564.9,0,0,0,0,841.7,1075.1,0,0,420.4,273.8
"hdeA",1436.4,1678.6,2936.2,3804,971.5,1419.6,606.4,612,1584.8,3456.4,909.5,3066.7,905.5,20249.3,400,2278.9
"priA",0,0,1215.1,1405.4,413.1,544.2,0,0,0,0,546,648.2,0,0,0,0
"lgoD",0,0,938.5,1462.7,771.5,550.8,0,0,0,0,0,0,0,0,314.7,275.9
"htrE",0,0,0,0,0,158.2,0,120.2,0,0,456.1,486.4,0,0,0,0
"rrrD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nfrB",0,0,437.2,460.4,0,141.8,0,0,810.9,1082,937.3,896.3,960.9,758.4,475,551.4
"rarA",2145.4,1628.7,0,0,741.3,925,698.4,396.9,1351,931.8,1772.8,1430.9,1376.6,0,869.6,415.6
"puuE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3
"btuC",1211.7,565.7,0,0,520,497.5,0.7,1.9,866,856.9,1454.3,1414.7,2140.9,713.5,519.8,599.9
"btsS",2270.7,889.9,2742.2,3302.1,811.6,1452.5,0,0,618.2,494.6,898,923,0,0,475.1,448
"intZ",1310.1,1076.2,3161,1982.6,755.3,971.5,0,0,0,0,1116.2,993,0,0,611.2,567.5
"ygeP",1887.7,2587.7,1817.2,2180.9,599.1,556.2,0.7,2.4,978.7,1811.1,991.3,3190.4,1582.5,2914.4,568.5,818.2
"tsaC",2101.7,1231.8,2282.8,2310.8,632.6,625,0.7,2,0,0,678.9,603.5,0,0,365.6,342.6
"rpsD",2175.6,3681.4,3236.6,4377.4,738.3,1272,562.6,229.3,0,0,1024.8,2312.4,822.3,594.1,399.9,461.6
"lldD",2032.6,1400.5,0,0,533,349.2,0,0,307.1,489,874.6,1652.8,0,0,404.2,642.2
"plsB",864.2,1521.2,1547.1,1887.9,492.8,365.3,0,2.7,395.8,697.1,817.4,1758.5,215,1196.9,275.7,407.5
"fixX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maa",2658,3313.5,0,0,0,0,0,0,0,0,9253.6,5566.3,573.8,813.7,0,0
"htpG",0,0,0,0,0,212.8,0.5,2.4,0,0,931.4,716.8,0,0,0,0
"cecR",2179.5,7650.5,506.3,349.4,697.5,842.4,572.5,1055.6,0,0,448.7,183.9,151.1,400.7,653.2,6431.5
"ychH",1390.8,773.2,0,0,408.8,338.8,0.5,3.5,0,0,673.3,363.8,0,0,0,0
"ydgA",3502.5,2286.3,0,0,574.3,658,0,0,2073.9,1162.8,2164.3,2994.6,4984.2,338.5,1535.4,1194.7
"sixA",2596.5,1376,4763.2,2431.4,1002.4,1087,0,0,1271.7,1192,1031.3,951.3,0,0,605.9,623.4
"cysJ",3832.2,4802.8,2608.1,1673.7,1462,814,0,0,467.3,2337.8,1487.5,716.8,0,0,523.1,609.2
"yhbY",1258.6,750.8,1944.2,2499.4,882,444.3,0,0,0,0,741.4,384.6,0,0,0,0
"mlaE",2434.5,1064.2,3008.5,3207.4,1013.2,1714.3,0,0,692.1,1745.3,894.1,912.6,0,0,478.9,688.7
"hdeB",3557.9,2260.3,3818.6,2971.3,5073,2102.4,0.7,1.4,1052.1,617.5,1007.8,1175.1,0,0,564.7,574.1
"cytR",0,413.3,1657.7,2634.4,691.9,593.8,0.5,1.4,126.1,963,765.4,1471.5,0,0,0,105.6
"lgoR",996.8,428.6,2124.7,2284.2,756,1026.6,0,0,1040.4,1848.5,846.1,1028.4,0,0,844.8,1325.3
"yaeI",0,0,0,0,0,0,0,0,0,0,0,117.9,0,0,0,0
"ybdJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.9,294.9
"pflB",0,0,0,0,0,0,483.3,264.5,0,0,640.4,729.1,0,0,0,0
"ycaR",0,0,433.3,278.1,0,0,0,0,0,0,535.6,475.3,0,0,0,0
"ycjY",0,0,0,0,0,0,0,0,0,0,925.5,617.2,0,0,0,0
"chbA",2722.3,1913,0,0,901,1467.1,918.7,767.6,1509.5,1122.2,1850.1,2493.1,844.9,0,1250.7,1169.3
"gmd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nudK",1665.3,656,1227.1,631.6,695.4,425.8,794.6,312.8,0,0,0,257,0,0,512.1,566.4
"uacT",2359.7,1432.2,1712.2,734.8,989,1030.4,0.1,63.1,0,0,0,221.8,0,0,537.2,565
"rpsN",0,0,2454.9,2829.5,849.1,444.4,0,0,0,0,621.3,911.3,0,0,520.8,538.3
"tdh",2098.8,1091.3,1499.8,1805.7,740.8,754.9,601.8,325.8,530.8,468,739.7,1103,648.6,0,710.1,698.3
"waaP",0,0,1860.2,2481.4,0,0,0,0,0,0,691.1,881.3,0,0,633.5,657.8
"yjcF",0,0,1767.4,1494.5,725,586.9,0,0,0,0,499.4,863.7,0,0,377.3,513.7
"sgrR",0,0,0,0,0,0,519,464.7,0,0,627.4,1179,0,0,0,0
"copA",0,0,0,0,0,0,0,0,0,0,0,158.4,0,0,0,0
"rlmF",0,0,0,0,0,0,0,0,1342.5,362.6,22841.1,1210.3,12753,2694.4,0,0
"ybiU",859.4,465.6,0,0,0,62.6,0,0,0,0,1296,1122.6,807.7,0,637.8,479.3
"purU",5396.7,10310.3,1429.5,1126.8,796.5,2706,617.2,1783.7,998.4,982.4,616.2,507.5,1043,8619.7,496.5,591.3
"mliC",4049.2,3406.8,2233,354.1,911.2,1201.5,683.2,701.1,4814,1853.2,3227.8,6337.2,2443.3,0,1970.8,3511.4
"dsrB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsdA",1648.6,1149.8,2882.4,3776.4,661.9,495,760.7,498,942.9,439.9,1029.4,1932.4,0,0,861.6,654.7
"gudP",2663.6,1533.2,3570.3,2319.9,749.6,700.1,0,220.4,0,0,1039.2,1714,0,0,0,0
"rapZ",1087.6,1153.4,3827,4365.4,434.4,189.8,1819.6,4147,3265.4,2898,8489.8,2648.6,17182,6878.6,694.1,529.5
"yhjB",1481,2271.8,1814.5,3052.9,490.7,608.6,466.2,319.5,1524.6,920.1,1307.7,1669,1000.6,0,622.4,720.6
"bcsQ",0,703.4,1950.2,2560.7,1087.3,2056.8,0,0,1149.9,543.2,1004.2,932.3,1001.2,0,577.5,538.4
"argB",0,0,1808.2,2155.9,586.5,505.6,0,0,0,0,566.6,691.7,0,0,0,0
"yjjJ",0,0,2184,2912.9,533.4,924.7,0,0,0,0,765.6,592.4,0,0,0,0
"yaeH",0,0,0,0,0,139,0.6,130.5,0,0,458.8,369.9,0,0,0,0
"ybdF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pflA",0,0,0,0,0,0,0,0,1285.7,958.2,468.9,403.2,0,0,0,0
"ycaQ",3125.3,2221.4,513.4,240.3,636.5,633.5,0.6,1.5,2014.8,888.3,2015.7,2659.3,0,0,933.5,983.1
"mpaA",6463.3,6947.1,940,330.7,1352.9,4559.7,605,1371.8,3447.4,2191.5,0,0,2955,0,2499.8,2549.3
"chbR",998,443,2233.2,1703.2,0,135.4,0,0,2969.4,1222,687.7,998.5,0,0,500.4,492.8
"fcl",535,598.5,532.3,967.1,0,0,0,0,346,1327.9,623.3,1049.6,243.7,723.3,328.1,563.5
"ypfG",2034.6,1492.8,1079.6,1619.5,567.7,693.6,0,0,568.6,964.5,1008.2,1408.8,614.4,0,549.3,575.2
"ygfT",15994.3,2893.6,3074.7,2380.4,3813,1366.4,820.1,212.2,8024.8,1056.4,26936.6,7736.6,39729.5,407,2257.5,447.3
"rpsH",1248.7,557.6,1595.7,2000.1,462.1,388.7,0.7,0.9,1845,1450.7,933.5,3782.1,0,0,459.8,441.2
"waaH",1221.2,820.9,2078.1,2990.4,704.7,734.8,0,0,741.7,992.2,969.4,1081.6,0,0,312.7,355.7
"waaS",0,0,1396.5,1945.7,0,0,0,0,0,0,607.2,637.6,0,0,0,0
"yjcE",0,0,2747.4,2609.6,663.7,976.8,0,0,0,0,503.9,752.8,0,0,0,0
"thiB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybaQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mcbA",735.4,822.9,0,0,0,162.8,0,0,0,0,515.4,588.6,570.2,524.9,358.3,380.7
"ybiT",1845.9,658.2,506.9,232.9,466.9,523.5,596.3,336.9,908.7,1175.4,1297,989.7,728.6,0,668.6,677.5
"tpr",1938.9,1491.9,0,0,792.1,1564.7,625.8,494.2,1644.8,1415.2,602,1521,0,0,0,0
"pdxH",2808.2,1312.2,841.7,245.3,545.1,397.5,0.7,1.1,1718.2,922.4,1569.1,1180.7,1265.3,0,1267.4,1472.6
"rcsA",3350.5,3625.3,2410.9,1652.6,544.6,441.8,994.7,1787.1,160.3,1820.4,690.9,1141.4,263,552.7,350.6,466.7
"dsdX",1903.5,1097.4,4203,4459.6,886.6,744.8,0.4,2.1,0,0,791,1075.6,0,0,423.1,411.6
"gudX",7535.9,1234.8,4362.2,2104.1,2372.2,726.3,0,0,1930.7,1082.8,1033.7,809.5,0,0,548.5,348.1
"ptsN",14867,18872.1,27465.5,14079.6,0,266.4,0.7,1.5,0,0,963.2,891.9,0,0,333.1,277.2
"treF",2214.3,2413,1803.8,3044.1,702.2,830.3,618,1310,0,0,899.8,1281.7,0,0,296.7,314.8
"bcsA",3068.2,2661.8,1662,2151.6,611.8,560.9,0,0,443.9,1380.8,996,1106.2,887.8,1335.2,454.9,627.7
"argC",0,0,1522.9,2175.2,936.1,518.1,0,0,0,0,712,744,0,0,0,0
"deoD",0,0,853,1148.4,0,0,0.3,1.1,0,0,596.5,634.6,0,0,350.1,257.6
"tilS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"allA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gloC",0,0,0,0,0,0,0,0,0,0,565.5,558.9,0,0,0,0
"elfG",6851.5,1878.9,0,0,956.5,757.2,939.9,408.2,1492.9,602.1,3631.1,1694.7,9126,311.6,1304.8,805.2
"racC",2638.8,1769.6,0,0,767.5,653.3,673,532.2,1570.4,1094,1518.7,2440.2,2317.3,0,1374.4,2256.5
"punC",0,0,0,0,0,0,0,0,0,0,652.4,334.6,0,0,0,81.5
"mdtD",3612.6,2909.1,2206,340.3,915.8,1430.1,1026,911.9,1779.1,1108.4,1803,4574.9,2770.6,0,1548.2,2697.6
"hyfR",1695.9,980.3,2860.2,1883.1,582,717.7,0,0,0,0,639,604.1,0,0,541.3,513.7
"serA",2431.1,1594.9,1983.6,1876.5,1527.3,1261.5,871,413.7,395.2,387.8,893.3,1799.9,575,0,604.9,545.8
"nanR",1517.9,1403.9,2301.7,3787.2,830.5,383.3,0,0,0,0,988.3,1568.3,0,0,1178.7,1068.5
"dut",3358.4,1901.5,2204,2880.9,973.5,1321,966.4,1031.6,1527.1,774.9,2534.4,3528.3,7664.4,307.2,1878.4,2039.5
"xanP",0,0,1223.6,2163.8,0,0,0,0,0,0,1466.7,2062.5,0,0,543.4,464.1
"rpiB",1330.2,1542.8,1405.3,2253.4,1276.7,2836.3,0,0,0,0,680.5,1042.2,0,0,435.2,419.9
"ftsQ",0,0,0,0,0,0,0,2.5,0,0,505.8,608.2,0,0,0,0
"secF",0,0,0,0,0,0,0,0,0,0,621.2,421.4,0,0,0,0
"gsiC",0,0,0,0,0,0,0,0,0,0,488.6,375.4,0,0,0,0
"ybjJ",943.1,3775.2,0,0,0,0,0,0,0,0,1345.5,771.1,695.6,0,430.1,230.5
"ompW",0,0,0,0,0,0,0,0,844,938.7,625.3,588.6,0,0,0,32.4
"relB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ypeC.1",6242,2547.8,12224.2,3250,5045.7,2257.8,0.7,1.5,1168.2,1340.7,1581,2114.5,3917.8,293.8,1235.1,753
"mltA",0,0,3179.1,3468.8,746.1,1102.5,703.1,1143.2,549.2,761.8,1202.9,2649,792.2,0,518.9,424.4
"prlF",0,0,11374,5365.7,523.2,633.2,707.6,454.8,0,0,946.2,1232,0,0,332,334.5
"dppA",5953.5,2549.1,3460.4,4218.6,1043.8,1059,1364.2,762.3,3466.8,1299,1420.7,3423.1,8258.7,315.3,2319.7,1900.4
"glyS",0,0,1528.4,2682.4,633.4,621.9,519.7,274.8,500.6,448.8,587.5,800.5,582.9,737.1,421.8,410.7
"thiG",1437,2590.6,980,1284,523.4,684.4,0,0,0,0,594.3,710.6,0,0,0,0
"yjhR",0,387.8,1221.4,1488,0,164.6,0,0,0,0,519.5,855.1,0,0,0,0
"yaeR",0,0,0,0,0,0,0,139,0,0,812.7,584,0,0,0,0
"allS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mepK",1982.4,1132,0,0,513.5,407.1,0,0,1595.1,727.1,0,768.7,2802.6,371.2,1112.7,1013.7
"elfC",1924.6,2523.7,0,0,0,173.1,0.7,1.2,1199.1,1748.4,1648.1,1369.7,1000.4,440.7,807.6,979.4
"recE",10680.1,10574.6,2085.2,417.8,779.1,1562.6,476.6,930.3,6143.1,3509.2,427.5,402.5,3355,0,4267.5,3957.2
"punR",738.6,461.3,0,0,0,0,0,0,589,444.3,1013,648.3,0,0,498,477.3
"mdtC",1964.2,649.8,0,0,441.1,599.4,0,1.7,0,0,1805.1,3138.1,1167.6,0,913.3,836.1
"hyfJ",1975.5,1861.6,1963.7,3682.5,1914.9,3782.6,719.3,681.4,1330.4,1222.5,1431.7,3235,0,0,300.7,340.7
"fau",2555.3,1719.1,1462.3,1747.3,601.3,700.6,704.3,652.2,1672.4,769.7,1176.5,1517.8,976.7,0,738,852.8
"dfp",2550,1401.3,2855.3,3085.3,610.2,704.3,696.8,396.2,1967.3,2007.1,1056.6,937.9,2981.8,314.3,955.3,947.6
"gltS",0,0,1068,1725.1,0,157.8,0,0,0,0,785.9,762.4,0,0,0,0
"alsR",515.9,902,1266,2360.2,528.3,1189.7,0,0,444.3,928.2,693,1047.5,267.8,1061.2,0,82
"wecF",3223.4,1974,5046.9,3635.2,1624.1,2025,0.7,3.1,0,0,970.8,1015,591.4,0,666.9,541.9
"ddlB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"secD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gsiB",1328.7,788.7,0,0,0,194.8,0.5,1.3,524.5,941.5,1125.6,2462.7,0,0,0,0
"ybjI",2000.8,1114,535.9,240.2,526.4,500.9,0.7,161.7,576.2,1549.2,823.3,938.5,0,0,469.8,497
"yciC",9092.7,763.7,0,0,824.8,355,0,184.9,4682.6,969.2,13576.6,322.4,2677.6,0,569.2,316.4
"relE",0,0,0,0,0,125.8,0,1,0,0,945.9,602.3,0,0,503,466.4
"yeeJ",3536.4,1759,5956.6,3899,1465.1,1688.5,0,0,853.2,1251.7,1264.4,1317.1,776.1,0,534.5,505.7
"yfeO",7084.2,3328.8,10097.8,9155.8,1569.8,1702.8,0,0,0,0,922.3,1403.5,0,0,0,0
"tcdA",2829.9,4599,2216.3,4037.1,828.1,1024.1,0,0,717.9,1229.3,1081.2,1178.2,0,0,408.8,410.6
"garD",431.8,196.7,1202.1,3048,578.7,216.4,1320.4,3612.9,396.9,1073,1471.8,2876.7,0,0,0,0
"dppB",5336.7,1728.3,3197.7,3122.3,1412.8,956.5,2209.3,950.1,2931.8,1349.4,2758.6,2180.2,2827.8,298.9,1405.3,1204.3
"insK",1299.1,1215.6,1024.5,2369.5,0,0,666,731,0,0,784.7,1089.6,0,0,0,0
"thiH",0,0,1007.5,1173.7,0,0,0,0,178.1,1960.9,630.3,887,0,0,0,0
"yjhQ",3599.3,1333.9,1680.8,1466.5,2507,2647.7,897.3,858.6,0,0,995.7,1581.8,0,0,323.9,301.3
"aceE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"folD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pqiB",886.5,2519.9,572.8,464.5,0,74.9,0.2,5.9,0,0,770.9,2100.9,242.9,2228.6,0,0
"yccU",4292,3255.7,0,0,1179.5,1586,1202.1,1786.7,1156.7,789.1,4315.4,7105.5,9610.5,325.7,1447.6,1622.9
"ribA",2023.4,844.7,0,0,0,0,0,0,0,0,6404.9,807.8,3179.6,0,0,0
"menI",0,0,0,0,0,0,0,0,0,0,575.1,503.7,0,0,429,315.8
"yegW",1499.6,1270,2552.1,1572.4,974.4,1341.6,723.8,445.1,993.3,848.5,1043.6,981.3,595.4,0,1301.1,1861.5
"ispG",0,0,1284.2,1062.8,1016.2,455.1,0,35.9,0,0,721.9,793.5,0,0,700.6,949.1
"galR",2429.3,1062.5,1122.9,1321.5,864.9,905.3,750.6,438.7,668.1,572.1,841.6,892.8,0,0,967.1,1322.6
"mreC",0,0,1392.8,2892,306.3,213.7,0,0,0,0,657.7,1606.7,0,0,1780.9,1366
"adeD",5932.6,4102.6,10692.2,5176.2,6225.6,3590.9,1018.2,1494.5,2385.6,1670.1,1113.5,1809.2,5143.5,348.1,1988.6,2023.7
"yidK",440.1,367.2,0,0,573.7,458.6,661.2,551.8,0,0,652,816.5,0,0,476.8,518.9
"aceK",0,0,2144.1,2434.2,1161.4,495.1,0,0,0,0,547.2,535.9,0,0,353.3,349.2
"nhaA",0,0,0,0,0,0,615.8,370.7,0,0,544.3,867.5,0,0,0,0
"ampG",705.2,381.9,0,0,0,0,680.9,3058.2,0,0,953.3,2571.4,0,0,370.9,211.1
"potG",0,0,0,0,0,0,0,0,0,0,759.4,411.4,0,0,0,0
"ybjT",0,0,0,0,730.8,443.8,680,270.3,0,0,605.1,451.5,0,0,530.9,575.1
"ycgM",0,0,0,0,0,0,0,0,0,0,918.2,816.7,0,0,0,53.3
"ynfG",0,0,0,0,0,0,0,0,0,0,591.2,383.2,0,0,0,0
"yeeW",1096,2349.7,2115,2533.6,0,0,0,0,0,0,1120.6,1467.8,0,0,641,757.7
"yfeS",0,0,1566.9,1842,678.5,458.2,670.6,398.8,722.9,395.9,879.6,1129.5,567.7,0,712.5,394.6
"ygbM",2262.3,1645,2847,2322.6,971.8,1161.2,467.6,380.3,1380.5,1227.6,963.3,1269,4196.6,1359,1063,908.5
"yhbO",0,0,6186.7,6088.8,1547.1,1649.3,0,0,0,0,643.4,992.4,0,0,0,0
"xylR",0,0,1288.7,2152.1,454.4,493.1,548.3,246.7,0,0,844.1,866.7,0,0,466.9,564.9
"sgbE",0,0,1129,1677,0,0,0,0,0,0,658.4,869.5,0,0,0,0
"kdgT",0,0,782.6,1018,0,0,0,0,0,0,521.4,452.5,0,0,0,0
"yjiJ",1492.1,531.9,4506.7,3278,906.3,763.6,0,0,0,0,0,0,0,0,446.3,483.2
"pdhR",0,0,0,0,0,0,512.8,338,0,0,418.2,385.6,0,0,0,0
"ybcJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pqiA",0,0,709.4,488.8,0,0,0,0,0,0,0,0,0,0,0,0
"yccT",1782.1,1879.7,0,0,537.2,539,584.4,436,1110.6,624.5,687.3,380.4,0,0,580.1,485.2
"acnA",0,0,0,0,0,0,0,0,579.8,837.8,0,0,0,0,0,0
"ydiH",1911,983.2,0,0,476.4,406,0.7,1.3,0,0,450.4,382.4,670.9,0,576.6,615
"yegV",0,0,926,1872.1,507.5,528,0,0,0,0,723.2,800.4,0,0,434.7,377.7
"hisS",2076.4,1337,1752.9,1739.2,614.5,690.8,618,422.9,631.9,724,1072.2,1682.7,0,0,484.3,423.1
"aas",0,0,1286.6,1770.3,407.4,335.2,0,0,857,1179.8,496,724.2,0,0,386.3,333.7
"mreD",0,0,1962.8,2712,0,180.2,0,0,0,0,602.9,802.7,0,0,0,0
"adeQ",0,0,2240.6,3331.5,451.9,361.5,581.2,466.3,0,0,750.5,829.8,0,0,0,0
"yidJ",0,0,0,0,0,0,0,0,0,0,629.8,806.8,0,0,0,0
"aceA",0,0,1170.1,2020,627.9,569.2,0,0,0,0,664,1007.1,0,0,372.4,217.6
"mokC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyoA",0,0,0,0,0,0,0,0,0,0,760.5,529.5,0,0,498.3,380.6
"potF",0,0,0,0,0,0,0,0,0,0,0,177.4,0,0,0,0
"ybjS",4032.8,2032.5,0,0,809.2,873.2,670.6,397.4,2865.2,616.5,15222,3126.3,1803.2,0,1315.8,681.8
