"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"menB",6.540639048,3.928615892,6.476080388,6.176415689,6.131749551,5.597441277,4.853165068,5.337186196,3.527408786,4.547944585,4.513933313,3.614809835,3.623344116,5.581036499,3.908417091,3.290419995,4.616992542,3.746722833,6.092500522,3.799838927
"menH",2.330528915,1.388755503,2.0656962,1.619269505,1.77169351,1.697955094,1.633879216,1.96573982,1.739385037,1.63140251,1.843183613,1.632512275,1.5147357,2.029755255,1.778576787,1.520440589,2.07153194,1.499873684,2.548042591,1.680061707
"menD",2.29126257,1.58652024,2.621859372,1.766895738,3.39021822,2.528842584,1.909560314,3.067689513,1.933966249,1.947235907,3.003799585,1.965699361,1.731284492,3.311016302,2.284125909,1.906486459,2.4565827,1.624881721,3.185982233,2.014383323
"menF",2.762529598,1.651668322,3.268584827,2.05756764,4.450092536,2.358976312,2.018419971,3.305634836,2.162411771,1.89093084,3.47939062,1.69560672,1.771566003,3.383055821,1.91870945,1.569260902,1.926278543,1.538930912,3.032776736,1.707588301
"elaB",18.68578528,12.73397425,19.47139371,18.26078287,24.37654344,15.93910363,12.87647389,18.75842648,6.380098244,11.15332284,13.54610732,8.608798105,7.50332919,17.94268408,10.49081436,8.323221011,15.98163939,12.21296959,20.285196,11.65665112
"elaA",12.00210019,6.273108787,11.44056857,10.20273774,14.93975228,14.57121521,10.3325412,12.36975886,5.313705972,9.43867824,9.327324084,8.076776827,7.18521783,10.96739666,7.855630015,6.551565234,9.436949455,6.314550929,12.43171134,8.399284511
"rbn",1.594196862,1.381189188,1.484283882,1.296197573,1.989748409,1.380207014,1.382305078,1.426253583,1.424353363,1.378077843,1.661422969,1.301938293,1.364027396,1.74651544,1.259543091,1.206014245,1.397802673,1.269205604,1.605567189,1.399757571
"elaD",1.264758041,1.157719523,1.186064072,1.208325886,1.148350986,1.111679249,1.129113352,1.30745415,1.161469575,1.172640669,1.282200598,1.148412019,1.131376561,1.269056252,1.182139633,1.135758236,1.192626675,1.085377329,1.28799114,1.098203572
"yfbK",1.237835184,1.0766801,1.285405384,1.07116145,1.322148226,1.11906076,1.095728811,1.212151701,1.083417293,1.109404214,1.33659494,1.143464584,1.111050855,1.194670223,1.060000387,1.000646752,1.072331127,1.075122148,1.176633534,1.066722617
"yfbL",1.286888744,1.150345152,1.108572314,1.137306489,1.192230764,1.113383481,1.15782148,1.201225518,1.201692269,1.25728163,1.385569992,1.187342623,1.170489975,1.35523909,1.078838998,1.124874299,1.173019747,1.116083433,1.22509755,1.125581175
"yfbM",1.479285006,1.204160042,1.338281231,1.322250519,1.476684695,1.372621704,1.353756242,1.247968043,1.300388557,1.326960386,1.353538996,1.252955105,1.262114465,1.250325082,1.12672271,1.086404025,1.19725884,1.128180154,1.253311057,1.194368153
"yfbN",1.160700241,1.113167653,1.013822215,1.142259867,1.061523011,1.041001273,1.192733727,0.987196428,1.078586102,1.050212342,1.010431813,1.018780784,1.052283441,0.986495599,0.992397701,0.984440435,0.991953405,0.98277851,0.953225535,1.002545042
"yfbO",1.528347837,1.277408012,1.440122384,1.362726228,1.502705598,1.345181681,1.535846973,1.339289066,1.33032151,1.233423345,1.364604183,1.27928363,1.268240633,1.350158477,1.131687154,1.191454723,1.242725227,1.253922229,1.298464609,1.283181629
"yfbP",1.442403073,1.33729054,1.272429984,1.28795041,1.282922909,1.197964116,1.396852126,1.224279234,1.222909965,1.211593916,1.258272135,1.163805958,1.155612125,1.208080836,1.131501086,1.158268789,1.182118327,1.181178713,1.23182822,1.142785796
