"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"feaR",3.89151768,1.514885351,5.273906279,2.541622581,10.78469472,4.669393943,2.119942461,4.877506331,2.215332318,2.935352389,5.761824739,2.549260127,2.313504828,6.03498138,3.042817424,2.182730691,3.528546547,2.384536018,6.076941775,2.876589716
"feaB",4.220027085,2.044004118,5.262027224,3.182109551,7.075079227,4.471280848,2.28396393,5.608559454,2.087380792,3.073149339,5.115114859,2.781352504,2.258624722,5.37834902,3.473444968,2.590182117,3.404372728,2.372205986,5.470325288,2.56402994
"tynA",1.449185087,1.291369957,1.646997076,1.284092999,1.573669475,1.45041166,1.336309073,1.44746543,1.353354401,1.334409863,1.403170356,1.283469299,1.234211185,1.457560712,1.245677222,1.25928177,1.3193678,1.233193349,1.396859879,1.273884914
"paaZ",1.528672098,1.29934308,1.390559102,1.28180695,1.61016633,1.401371998,1.620283434,1.423471058,1.512406674,1.276670263,1.488454356,1.312474206,1.386871128,1.472486095,1.265006089,1.390160594,1.33679753,1.236671218,1.335305937,1.448468944
"paaA",1.438812086,1.160630503,1.627551572,1.293705051,1.87246122,1.387044441,1.303056104,1.339125548,1.314166671,1.298821442,1.378971361,1.181518471,1.232864222,1.370322807,1.20268168,1.210416979,1.286722961,1.188235892,1.278481989,1.213120576
"paaB",1.676409423,1.143956602,1.951641324,1.403927252,2.085630055,1.844319686,1.352768068,1.446428811,1.288018525,1.298297344,1.598375944,1.275232468,1.220912873,1.486706093,1.188497876,1.208268273,1.279651119,1.194624828,1.337197201,1.217598132
"paaC",2.273282841,1.233913067,2.747931749,1.555461538,3.023889751,2.751178843,1.66039175,1.816144084,1.314236989,1.34477425,1.798636667,1.345725985,1.256719609,1.622668249,1.293148592,1.321182642,1.45316221,1.27988465,1.5998093,1.251816173
"paaD",2.818838263,1.444227144,3.683801146,1.942135755,3.887992631,3.64819657,2.269069901,2.367736314,1.625876824,1.612753245,2.339665159,1.727911102,1.458703875,2.117256268,1.668011963,1.623310702,1.811204509,1.4655272,2.152552929,1.575084476
"paaE",1.690374953,1.253701201,2.085087117,1.393578209,1.783226456,1.628405608,1.532315099,1.595513071,1.328730932,1.349463192,1.658815548,1.36061361,1.277816309,1.547733338,1.410960131,1.379339295,1.404771473,1.272575376,1.588861675,1.359107291
"paaF",1.658179225,1.379426706,1.982857152,1.458852175,1.789480497,1.631204162,1.809118071,1.633096758,1.452912181,1.477104069,1.879169134,1.469776744,1.383498963,1.878849195,1.543967506,1.523013868,1.649229759,1.386119013,1.795855644,1.546434769
"paaG",1.415166927,1.169702531,1.637934295,1.29378364,1.444379428,1.374175862,1.529632475,1.41160049,1.245435712,1.240675224,1.316028567,1.227766312,1.144741287,1.335976563,1.319759526,1.363193192,1.40617388,1.19292919,1.474143038,1.330363901
"paaH",1.906151995,1.340886586,1.795686973,1.555340047,1.784879872,1.686798802,1.895711845,1.944396761,1.574608042,1.667569865,1.783405575,1.580675816,1.470895337,1.844117621,1.783469956,1.915631705,1.983740767,1.550480287,1.953027785,1.765651312
"paaI",1.252579828,1.127190425,1.324800577,1.181825376,1.215944563,1.207657797,1.248722922,1.253118757,1.262268052,1.275953912,1.358443012,1.193843729,1.179523779,1.402630634,1.256070823,1.227445503,1.327546448,1.154841637,1.315525191,1.21051313
"paaJ",4.014356312,1.570407536,4.536113656,2.54397187,6.530149268,3.936499407,2.263419195,4.744836617,2.005628599,3.738803997,4.474531427,3.513494769,2.310341021,3.672594021,2.999977537,2.356002283,3.288790255,1.916251015,3.898187343,2.368504388
"paaK",13.59578039,3.022940977,16.40417462,9.155500176,14.73993205,14.80725452,4.874920325,16.77022552,4.281562986,11.461759,12.20254241,10.0645654,6.556825805,6.729418463,6.261360896,4.178594466,6.404370337,3.196290235,8.803854755,4.1830082
"paaX",14.68219926,3.015397375,13.93068447,7.9509085,18.70219694,12.41346322,4.800537145,18.30398365,4.276028369,11.26456723,17.54892917,9.335137402,6.42958875,12.99661821,8.419693075,5.104763273,8.107660371,3.874968509,12.96711319,4.678262569
"paaY",20.63188365,4.829699625,24.28294103,14.7828625,32.09434619,24.148709,9.871012909,35.81617457,7.910328641,20.70068983,30.08457232,17.54236222,12.58863306,21.43185435,15.77115508,10.23730232,16.14736503,8.265592383,24.4750847,9.226391284
"pdxI",12.59003826,3.48361302,14.81259916,7.95298676,25.38004443,14.85535979,5.483195021,15.35621628,3.830033627,6.441709871,13.92877191,5.832698857,4.111879344,14.94285976,8.639543147,5.459422113,8.723799866,4.757884078,14.94966061,5.535607806
"ydbD",1.449644415,1.192783963,1.477556731,1.243073891,1.486258499,1.397463791,1.299123335,1.748186392,1.380753062,1.365240262,1.696310062,1.426935534,1.263384489,1.780548305,1.359001921,1.268124439,1.583402821,1.339408721,1.825760053,1.373558552
"ynbA",1.2136127,1.069985196,1.069211127,1.048498014,1.10268317,1.078529957,1.052468739,1.224889274,1.181779336,1.192701462,1.309354291,1.181089799,1.207648312,1.249509316,1.096913154,1.087114236,1.300972379,1.061603394,1.173559284,1.215147737
"ynbB",1.169408507,1.058983087,1.028488961,1.043554764,1.107979867,1.038475301,1.049123775,1.121896373,1.163988222,1.116003347,1.257340146,1.099213138,1.078595687,1.156202299,1.043343718,1.068027586,1.079636097,1.074681199,1.053762343,1.057847682
"ynbC",1.433954064,1.222373622,1.447290249,1.260979386,1.770684737,1.412510266,1.290047644,1.601302078,1.5671115,1.425204212,1.833973944,1.451911663,1.468631849,1.731899838,1.410965279,1.331226679,1.553200783,1.335361645,1.490274523,1.489604821
"ynbD",1.908572693,1.521021714,2.425579647,1.641331598,2.563971444,1.98712402,1.767662114,3.550134601,1.833283422,2.196289067,3.098809246,2.159985823,1.737644523,3.150272556,2.248571206,1.873425699,2.465330082,1.73375265,3.446461915,2.179829576
"azoR",2.97537034,1.74869613,2.857631542,2.221753182,4.385984675,2.962183342,2.03680377,2.229737618,1.536386015,1.65424396,2.267985651,1.497648074,1.489375201,1.793043944,1.487849094,1.421378971,1.605089617,1.364186033,1.822766435,1.447116719
"hrpA",2.365590435,1.371311031,3.003830816,1.80613642,2.746894776,2.725163464,1.68504629,3.453455819,1.592845445,1.876303364,2.606194052,1.879216697,1.6292576,3.324180348,2.921218907,2.420129931,3.485218491,1.629971177,3.722395325,2.232862158
"ydcF",3.994296176,1.593441166,4.275697338,2.932709536,6.402822129,5.176118083,2.974919591,2.682066453,1.556395515,1.865225838,2.576243413,1.843748035,1.530056327,2.490875099,1.721238013,1.484465461,2.092681596,1.68323737,2.526011059,1.590841096
"aldA",192.2162909,48.86598265,197.8140242,137.488059,293.8469667,233.2742326,84.36609234,200.5519216,49.08265242,93.20073654,205.6975369,87.78026601,55.96580613,118.9678577,83.75146079,50.2480264,91.51486983,57.89702742,147.5444882,60.01921068
"cybB",4.251263807,1.838854712,4.885140978,2.667267127,7.394228733,4.511196298,2.497537392,3.154495913,1.796196224,2.211887157,3.383470804,2.117995113,1.944063333,2.754656977,1.752902822,1.537822346,2.002684404,1.522560588,2.644890696,1.789713902
"ydcA",3.975859776,2.563493628,3.735925408,3.73596285,5.914992469,4.324101037,3.574511195,5.387820588,2.468008569,3.819020104,4.531779678,3.583682801,3.095739096,5.187403436,3.880440708,4.04079654,5.812759782,4.706796131,6.108103366,5.232423652
"mokB",2.502053523,2.520114326,2.337269993,2.175532457,2.919501263,2.54577961,2.780310641,2.625928819,2.135374155,2.155569624,2.662018685,2.027734895,2.052576515,2.449940532,2.139480924,2.174711961,2.718476313,1.994764876,2.825643752,2.402778461
"trg",18.20205121,6.532579559,36.86961538,11.67021125,98.33120518,30.9887067,7.587175022,8.730401336,4.408467496,3.948305714,11.7505266,4.094461951,3.984024377,3.270406411,2.1888143,1.77531368,2.347726079,2.077053023,3.420342124,1.918093794
"ydcI",3.380721691,2.085881815,5.727874422,2.222825592,11.03711463,5.258845232,2.32315944,3.682227548,2.012978526,1.948691376,4.224307291,1.995689335,1.822286593,2.715133006,1.842568173,1.689596302,1.768998774,1.510734196,2.467847794,1.662145383
"ydcJ",12.62558811,4.744201044,14.38722087,8.521399632,36.76407013,12.32519505,6.538252387,14.6087844,6.957617476,7.239216685,21.7152126,6.542415948,6.228614341,37.46811532,17.41306924,9.180329473,15.56859593,6.198201544,27.54014948,10.99466677
"opgD",2.640642886,1.874493567,2.621796402,1.967121326,3.095751269,2.348200594,1.909570955,2.397861443,1.687317262,1.65397159,2.42080871,1.606743288,1.607305009,2.245793373,1.896986332,1.604067266,1.975484362,1.648858395,2.620474731,1.73777455
"ydcH",2.973760381,2.828343693,2.464083685,2.722749558,3.580274509,2.613416005,2.396263588,5.734317747,2.791038564,4.405625008,4.654672848,3.283262944,3.054393913,5.082531504,4.185331305,4.466363099,5.53070769,4.463871425,5.342634795,5.858265616
"rimL",2.802791265,1.642647543,3.188149487,2.091009371,5.687054999,2.997875706,1.878259954,6.53588113,1.741696869,2.665495679,4.97018394,2.653427744,2.089584362,3.718011307,2.419297868,1.809276137,2.312441318,1.84780889,3.409069535,1.766543059
"ydcK",2.960629119,1.46910982,4.195880219,2.231889841,10.76168838,3.477181072,1.911446671,4.694988985,2.044701215,2.280617821,6.976778924,2.330477835,1.872569879,7.106407799,3.942679923,2.520251945,3.206314371,1.776136795,5.855675112,2.226263466
"tehA",2.31882399,1.431303471,3.064726489,1.694228871,4.026428945,2.784107655,1.738016645,3.57791721,1.776216904,2.192512338,3.574351571,2.002620978,1.815774172,3.072658731,2.200018409,1.741435146,2.209826991,1.696119444,2.982426478,1.942678348
"tehB",8.152815017,3.960441638,9.316462498,6.525689189,10.65993232,9.291118105,5.441688595,7.55377754,3.251591435,4.779466105,6.764374253,3.903216053,3.326345954,5.656986503,2.99629264,2.491190845,3.370700963,2.333576081,5.147382428,2.774982761
"ydcL",4.364640444,2.121497002,6.745523291,3.625905312,12.07808383,3.979406059,2.42612384,18.71034737,3.425052412,6.783718923,17.00318103,6.679742199,4.204513679,28.28877666,17.08243486,11.74636872,21.82250861,9.921788477,31.2438847,10.20013513
"insQ",2.134982791,1.312212779,2.277384783,1.619198562,2.67138916,2.297088907,1.558681846,2.306907918,1.421371683,1.792507373,2.796449048,1.818437707,1.511802234,1.854513957,1.533442835,1.460364828,1.699894208,1.441354233,1.886027473,1.504010287
"ydcO",1.577246092,1.149667115,1.640517086,1.26094163,1.920341785,1.529273544,1.215421596,2.830639031,1.535272913,1.962509116,2.708490444,1.908764098,1.585019052,3.260201573,3.231046296,2.285323323,2.602262015,1.724411746,3.15491012,1.868400031
"sutR",1.817120813,1.362277285,1.950686197,1.450499204,2.309510966,1.848376815,1.44975422,1.798756187,1.503002445,1.545059913,1.838625342,1.556723471,1.569073326,1.617925135,1.490566535,1.371994649,1.596065304,1.413170374,1.636959737,1.400676318
"rlhA",1.703590791,1.320325698,1.748374758,1.408080713,2.060881579,1.674235259,1.396607663,1.556356523,1.332337654,1.342986919,1.59983036,1.24258602,1.292913254,1.750349904,1.54990682,1.323055315,1.507555749,1.30509302,1.855748606,1.357442077
"yncJ",1.354465729,1.138694545,1.311460348,1.176536713,1.563079589,1.242422961,1.15148596,1.453360351,1.230332075,1.251879527,1.521670426,1.29670784,1.231530257,1.436960803,1.193310953,1.142036203,1.239875186,1.19302427,1.285982993,1.145517882
"hicB",2.367516786,1.399509524,2.951607666,1.963467787,3.636206219,2.572699136,1.644745487,3.936547641,1.716734082,2.320095557,3.768951282,2.123987987,1.748877458,4.056138046,3.050882118,2.182305181,2.961960123,2.083432522,4.24260158,2.281144095
"ydcR",1.744419768,1.194579875,1.829411446,1.402253729,2.278683049,1.774778013,1.277263225,2.201305707,1.373193418,1.579894304,2.315679258,1.51293692,1.334886428,2.269500934,1.644734961,1.481662922,1.95113849,1.360094379,2.11034987,1.465220144
"ydcS",45.67677047,9.216222284,90.98081063,30.15492242,131.9319981,52.09011474,13.75594204,160.1733417,17.850267,44.87773897,146.9700815,56.18302926,23.93506634,115.4768532,90.75224231,42.02079913,77.09953316,17.03545022,135.3492618,27.38063858
"ydcT",24.20914413,5.213232063,66.14114081,13.73156735,54.76035829,31.40119119,7.688868461,117.4324105,16.15323107,36.50936111,103.5265308,45.45992061,18.03431097,92.71712843,90.47189366,50.92415762,77.764097,16.19992874,118.3295185,30.89881681
"ydcU",14.70132432,5.003881886,35.2185686,8.911724629,28.24979312,17.52066129,5.981847006,86.55923469,13.82154884,37.65075927,63.40444242,40.34803068,16.187482,98.97345065,101.9668496,69.9128386,92.77774379,40.28998266,114.3192914,48.9800231
"ydcV",19.58333115,4.893127347,22.72201219,15.70675107,12.49472413,11.62148176,7.759495392,40.7483551,11.69726612,37.57080483,31.17943989,29.02977176,16.94867587,32.12391826,32.21032586,24.51429612,38.5818025,20.63408976,44.75494239,19.93073855
"patD",107.2812427,97.8692868,86.99766333,142.4048583,50.02518034,40.58168263,65.26472127,85.55069718,65.3253551,100.5306998,73.0888154,72.0973163,68.12319232,50.4170648,36.15597177,36.30512056,54.91165367,37.72721937,64.79479083,34.21187438
"ortT",2.590897558,1.512743256,2.184023506,2.476991256,1.609091983,1.489502819,1.783410281,1.71020679,1.321392699,2.169035418,1.59802591,1.534501648,1.551255584,1.661182318,1.399115664,1.450009978,1.440819361,1.242581793,1.558090715,1.263379111
"ydcY",2.128491981,1.347802019,1.943925389,1.72146924,2.378581505,1.94704371,1.579630265,1.68817955,1.36053603,1.756205845,1.844941382,1.573271571,1.508582342,1.532754824,1.354514851,1.314614299,1.480864109,1.349358019,1.581583111,1.327379545
"ydcZ",1.995123575,1.362109487,2.136466855,1.635789619,2.769919323,1.985771649,1.550808697,2.173259102,1.744349708,1.815961805,2.231368,1.69362671,1.66203337,2.047983497,1.620540244,1.525743865,1.692468781,1.485719266,1.958499591,1.63975327
"mnaT",2.864342482,1.450793974,3.233167385,1.879363541,5.88896158,3.325021123,1.781371256,3.961001046,1.905431744,2.117916171,3.565676588,2.029929261,1.940459544,3.585017763,2.028839731,1.735611728,2.355924158,1.758320969,3.385090325,1.986063389
"curA",32.86809427,14.52696652,30.3252515,25.95933422,37.11356501,28.76118042,23.04710467,17.51405418,13.26365497,15.36185583,13.93072305,10.53435188,13.72475616,15.61604508,7.65453392,5.479512064,8.566920153,7.680185349,17.1461241,8.862379976
"mcbR",3.076131837,1.96850664,2.982951871,2.58506621,3.198453835,2.206933931,2.2536552,2.61055575,2.551774108,2.309343554,2.724515035,1.929357139,2.319233346,3.365889939,2.151011205,1.760784217,2.21930706,1.879530386,3.376522002,2.209023569
"yncD",1.313264019,1.178040471,1.361540685,1.149206985,1.433320859,1.194862663,1.206462258,1.527670489,1.331780716,1.29434675,1.675536604,1.304412438,1.294221407,1.667946294,1.311102171,1.226163423,1.464802034,1.263841362,1.62491785,1.304140514
"yncE",2.385843466,1.349300098,2.730304131,1.588171495,4.946248872,2.773980998,1.504137815,4.268034097,1.581707414,2.071016852,4.348451957,1.928976546,1.681372859,4.655949082,3.240327422,2.513304037,3.686432601,2.598999793,4.860716841,2.64638452
"ansP",1.369288508,1.143932841,1.312503123,1.146734599,1.379102113,1.294525334,1.189243277,1.446659057,1.222409644,1.396563516,1.490949813,1.30646843,1.275870602,1.363058639,1.218546675,1.239361782,1.411912434,1.237343841,1.460235893,1.268086917
"yncG",1.202179026,1.078767481,1.323729069,1.140074153,1.716469022,1.174192369,1.123909784,1.28057936,1.200645644,1.185484398,1.447973679,1.164623584,1.147990775,1.659768126,1.193639194,1.12614306,1.243176938,1.119220339,1.354964762,1.151454531
"yncH",0.971862142,0.984894548,0.989479275,0.984847376,0.960675084,0.94289917,0.992548641,0.962653989,0.98977791,0.976289663,1.002813463,0.969409808,0.985286095,0.973877189,0.983782222,0.959967809,0.911916338,0.969322037,0.941100151,0.953393932
"rhsE",1.234895693,1.094660964,1.146670416,1.076169949,1.11895541,1.083798162,1.117490216,1.146687366,1.102404234,1.1138446,1.21598205,1.162382202,1.105040262,1.211317616,1.125523597,1.110889411,1.122779331,1.100370086,1.247648433,1.093510783
"ydcD",1.051190085,0.984202399,1.085580531,1.020529944,1.012004923,0.976597958,1.012382248,0.969429733,0.974752769,1.006022787,1.02654601,0.984981928,0.977562809,1.012772749,0.991111615,0.966163159,0.939875322,0.939834782,0.999456014,0.956937835
"yncI",1.162258725,1.056496294,1.028102495,1.089047254,1.111836941,1.059607313,1.021457255,1.090686202,1.070454529,1.150916296,1.177766958,1.089939589,1.07944417,1.212540174,1.100092604,1.087344427,1.079333287,1.04881963,1.182460335,1.069454458
"ydcC",1.734089974,1.257653171,1.444953734,1.54889361,1.641739436,1.734150783,1.845312837,1.485246878,1.453877373,1.472606323,1.5076817,1.360737251,1.48654498,1.361106546,1.229373685,1.279671378,1.321525241,1.311147635,1.28300224,1.347787508
"pptA",2.530933803,1.85679271,2.388228839,2.301271542,2.697228355,2.577128016,2.354206085,2.491089387,1.640120395,2.21362095,2.136532851,1.771506913,1.808720719,1.793952799,1.361955791,1.221001448,1.39942854,1.345924172,1.725591395,1.3494846
"yddH",2.006107592,1.244196975,2.031441454,1.534694996,3.499284615,2.097673819,1.457734959,2.195727664,1.549661132,1.653450186,2.322227819,1.53530367,1.500987674,2.327077759,1.433992462,1.345144617,1.732499027,1.317420056,2.049648276,1.531327172
"nhoA",2.386778841,1.287242041,2.430381358,1.499584746,4.700830768,2.279778784,1.462714852,3.357863505,1.648063695,1.82241756,3.713043248,1.848543958,1.589999427,4.562555429,2.545642534,1.862055409,2.794436804,1.743428853,4.160182293,1.947294785
"yddE",2.287241046,1.469541082,2.506965445,1.711607562,3.156828327,2.277454125,1.785561227,2.503920757,1.67741344,1.712847311,3.020888246,1.863421547,1.745121562,2.412234496,1.671265128,1.449313233,1.807435943,1.5923684,2.185454315,1.639745228
"narV",2.504897006,1.56083816,2.046793501,1.986788482,2.004788875,1.998160935,2.092418548,1.931372585,1.649515682,1.808078785,1.868602561,1.756572199,1.604655594,2.231656928,1.713436547,1.653343553,2.032784162,1.92239966,2.249758035,1.851099448
"narW",3.481432489,2.029961735,3.133040299,3.326124305,2.890606101,3.008087734,3.036634467,2.464887567,1.896831173,2.625997676,2.69835066,2.210379452,1.983545924,3.531162129,2.792591225,2.650279826,3.677283169,2.747865763,3.738068427,2.821268742
"narY",2.7406767,1.519945259,2.354080666,2.307997238,2.237845004,2.249525211,2.007313488,1.821625952,1.608103443,1.935763062,1.996255668,1.727231518,1.594332099,2.482825758,2.134071443,2.011720465,2.403673863,1.860712035,2.692821927,2.008910695
"narZ",3.62509399,1.967003526,3.961158097,3.065489369,3.436513058,3.03415751,2.649957655,2.689487471,1.902561595,2.264039619,2.71356569,2.082661771,1.672421216,3.848259765,3.335507664,3.233780854,3.669268192,2.373136398,4.370035176,2.664171046
"narU",1.953488355,1.370300045,2.036277093,1.801551188,2.034773528,1.364532429,1.490499931,1.579542472,1.39566874,1.411321334,1.708165959,1.228325767,1.19534939,3.408803098,2.353446459,1.759398239,2.297767098,1.672995337,3.36714423,1.78340929
"yddJ",1.089885413,1.005838288,1.024661045,1.018784768,1.014248091,0.993435672,1.004894597,1.021828005,0.998079732,1.00997691,1.022767539,1.018991299,1.004858266,1.047697874,0.972899092,1.008614034,0.986184843,0.957150527,0.986481038,0.946757319
"yddK",1.055845629,1.014493619,0.983937956,1.024902008,0.974127016,0.964400394,0.985924737,0.99930191,0.99418693,0.967269342,0.981756393,0.999169569,0.957489514,0.986156278,0.970991095,0.985357395,0.954029421,0.975396412,0.983534111,0.949968015
"yddL",1.143868821,1.046477167,1.083028688,1.038671229,1.041001257,1.045672544,1.010175536,1.087051772,1.122001284,1.133922073,1.176161045,1.09592016,1.09087702,1.154227555,1.058354172,1.050718354,1.11891049,1.03776075,1.099644854,1.068185042
"yddG",1.456600739,1.171386337,1.396793341,1.238275662,1.381209467,1.206821006,1.188789609,1.213040946,1.200183085,1.207088809,1.246896161,1.234483862,1.196121501,1.323790723,1.136743371,1.095409124,1.252813169,1.20362583,1.292457942,1.229691771
"fdnG",1.231143236,1.106798273,1.27185431,1.097280529,1.204921732,1.229469978,1.25809079,1.293245649,1.255376798,1.267259796,1.331313728,1.208053594,1.227920569,1.257307421,1.191060353,1.214452598,1.248600902,1.128491284,1.233714518,1.264089729
"fdnH",1.275508614,1.179849871,1.354785031,1.175222819,1.287593259,1.345027377,1.318542421,1.436204639,1.433360447,1.496718607,1.624560675,1.385081071,1.421232877,1.582630387,1.305590437,1.268009088,1.512340551,1.390303048,1.420559434,1.418543061
"fdnI",1.393073242,1.180645526,1.29604115,1.211367449,1.290849489,1.29936801,1.238443492,1.411262068,1.260677997,1.404440031,1.447434726,1.316616284,1.276083654,1.558401698,1.232463998,1.235880167,1.359286845,1.253237268,1.411104516,1.326906532
"yddM",1.526184129,1.235108559,1.67810229,1.27109719,1.653042097,1.447294617,1.202164656,2.142516896,1.348295018,1.616185751,1.949121407,1.441187425,1.348536599,3.302309777,3.304165048,3.001908761,3.886849232,2.485700811,4.15162131,3.251745205
"adhP",19.89792175,17.15481971,22.21450141,23.67469069,19.29018394,12.20672051,11.21095037,39.5874587,25.82625816,34.91765031,34.73899843,25.31610767,25.65932843,50.24920244,42.17367068,35.73226133,50.35859306,54.07282718,66.24306732,51.41031568
"maeA",10.75892286,5.442338498,16.03051569,8.736486577,18.38299339,11.32699742,5.294564382,16.37690501,5.863576737,7.677043911,13.92387897,6.61336046,5.398092646,8.727352047,6.055406041,3.477100575,6.285817094,2.980358228,9.948586304,3.880028836
"sra",57.62579255,55.79875924,53.23800036,69.79223152,62.01951821,43.64229678,48.54022898,91.70126135,59.55065886,80.69419028,78.62864668,61.52745672,59.9061389,70.59675975,56.3904906,52.63194971,71.09441397,68.68376829,82.49099531,66.67063049
"bdm",1.362442021,1.122211656,1.385989761,1.175670083,1.378906781,1.159370198,1.146583681,1.216507364,1.16223174,1.172256048,1.260464691,1.154315367,1.092705799,1.099694551,1.098036286,1.043156786,1.144007267,1.060350142,1.126932831,1.08011679
"osmC",25.609267,20.17038126,29.3697598,32.64214629,40.29017859,21.92841891,18.33896992,25.26815114,9.090031467,15.30102032,22.35743563,12.29063311,10.16849679,23.31042343,12.58438736,10.61846109,18.10808722,11.96691032,26.96040352,11.09739659
"ddpF",6.480687304,2.461763044,5.181798291,4.493492209,5.564480296,3.358948243,2.524644586,4.499231772,2.71575851,3.64799896,4.40331803,3.145019977,2.270892263,4.111052687,2.603459422,2.140526618,2.818490742,2.049694815,4.103605687,2.015688919
"ddpD",4.620822412,1.896334623,4.1323971,2.665710579,3.750750227,2.763519185,1.929623442,3.688048513,2.261152389,3.077934052,3.341537631,2.842255144,1.807812437,3.646236787,2.405673537,1.894140683,2.777269831,1.920256759,4.056427373,1.871467139
"ddpC",4.89893193,3.322994307,5.373017103,3.813763297,4.212378476,3.574136171,2.985567907,6.049247987,4.637175199,4.230434658,4.642554527,3.75216576,2.915753832,6.983946534,4.53080368,3.67106887,5.425291596,3.137670416,8.572432908,3.508524307
"ddpB",3.607672612,2.239416504,4.747625249,2.67996295,2.864203382,2.472976599,1.995372272,2.855365116,2.735549512,2.056932638,2.415794795,2.02181466,1.788519017,3.002065436,1.897361752,1.473550668,2.237007601,1.496022149,3.110604673,1.755036223
"ddpA",17.6010066,8.41592737,27.10458529,13.7796536,28.10539816,15.51257286,7.973311683,13.50809836,7.447006595,5.561575632,14.73054413,4.800861526,4.640476073,13.14599274,5.861785317,2.915880863,5.266834604,3.498152908,15.47377169,4.233514735
"ddpX",4.415676217,2.010884428,7.011788884,2.895631114,17.00401407,4.249251805,2.195357996,4.991266787,3.116231532,2.782879035,7.375806738,2.820703893,2.4778105,8.96910481,4.224429294,2.404717198,3.646641453,2.283879413,9.335281603,3.000576116
"dosP",2.110814301,1.375602577,3.689266281,1.568888614,2.107700691,1.963799104,1.370934782,6.496424382,1.554100592,2.300086492,5.337088418,3.328092006,1.653552477,5.837989485,5.475541983,3.614733254,4.412336563,2.161800416,7.364433449,2.435291898
"dosC",6.169999115,1.804957651,14.86544942,3.668598966,14.20924177,5.709610921,2.287612541,30.78010521,3.41958032,6.902822083,31.65974042,9.753926321,3.866784204,32.95657661,21.74117416,10.01547686,16.320539,5.313700556,37.72084507,6.093809472
"digH",1.698692481,1.183889013,1.542444064,1.33430185,1.896663137,1.444805628,1.330508165,1.593232236,1.355977674,1.499484829,1.821344027,1.333667621,1.402341451,2.147877256,1.722380177,1.415196984,1.663808841,1.358844736,2.023680073,1.367703811
"gadC",36.69951297,20.10845721,43.68008697,42.93412131,38.75014103,44.43891293,37.07548162,89.91877211,26.38078467,61.45209658,75.56032425,48.12096828,36.19082653,205.3650221,237.9405143,193.2040632,217.1984899,168.0663589,245.9198415,150.3485226
"gadB",13.50504084,2.935441223,19.37015418,12.10760233,20.35595944,14.66416584,7.489106551,38.29668505,4.275477528,17.30256212,32.12719008,14.69388922,7.601035556,116.2002632,111.6662423,66.01238402,100.4921274,40.92687889,140.7555044,38.83091306
"pqqL",2.921514865,3.35576093,2.724834141,2.709320079,2.830121851,2.689253705,2.524531112,1.474775999,1.389529589,1.320413747,1.499899578,1.297640182,1.302968521,1.390126218,1.331858961,1.267474989,1.386068782,1.228310434,1.440202021,1.1873825
"yddB",1.313677218,1.178088194,1.200243537,1.194993905,1.275588343,1.138514833,1.130019255,1.185451111,1.212069176,1.251129284,1.30853128,1.182315082,1.160299654,1.508697756,1.189591427,1.13486013,1.224689294,1.106885709,1.225291282,1.107544011
"yddA",1.104169783,1.006070291,1.24218391,1.01117273,1.042259212,1.023495201,1.037946221,1.118910899,1.035868259,1.045557014,1.131372718,1.135968658,1.126831243,1.09972716,1.105235655,1.02227269,1.071079046,1.045103668,1.101806737,1.053908359
"ydeM",1.254630912,1.100855504,1.313319971,1.150376134,1.22539356,1.298374418,1.192455675,1.171990387,1.105966411,1.184018688,1.168583565,1.139315137,1.137404825,1.148560518,1.029916844,1.016166144,1.06363668,1.01599586,1.087085357,1.048969263
"ydeN",19.77143655,14.36607895,18.61210106,17.57406698,22.87943318,25.0925383,22.54537795,10.12760218,7.919455188,9.111085061,10.96599716,8.103448609,7.59724196,3.848498755,3.030496277,2.596996075,2.912016977,3.30642057,4.284787693,2.379330353
"ydeO",1.296531888,1.067027265,1.085169519,1.05103599,1.040754699,1.022266884,1.070652089,1.087802718,1.057250434,1.117198972,1.157962895,1.094446899,1.126965548,1.133652952,1.040044149,0.987225644,1.125781874,1.025209376,1.092597083,1.032985065
"ydeP",2.029657686,1.36432876,2.003788027,1.625120499,2.233357641,1.771310018,1.487063052,1.86447622,1.416718934,1.549391066,2.095356108,1.486395612,1.476028151,1.764827944,1.436566299,1.310197675,1.575572418,1.324916774,1.625651149,1.488274144
"ydeQ",1.306047236,1.298957989,1.314335344,1.266656895,1.305420968,1.188668979,1.287083837,1.216271679,1.220610198,1.250729434,1.239778107,1.228178095,1.125520176,1.179930199,1.121272808,1.087170393,1.194953841,1.061443824,1.148042407,1.113539616
"ydeR",1.278332443,1.143567594,1.203076719,1.206356041,1.164482387,1.168690386,1.181109374,1.150886723,1.15339859,1.193688455,1.286452535,1.155466915,1.167994868,1.185955315,1.099559758,1.091884241,1.118350579,1.085251801,1.119364135,1.11884795
"ydeS",1.141109771,1.035225078,1.194237848,1.08465227,1.118346549,1.08691885,1.080377656,1.078957865,1.09203943,1.150703019,1.15653701,1.085657378,1.088519773,1.116964142,1.055222404,1.054427296,1.1023275,1.039112729,1.064160155,1.034368159
