"","0","0 | 1","108000","108000 | 1","0 | 2","0 | 3","108000 | 2","108000 | 3"
"prmC",1259.4,1319.19,1517.48,1423.23,1280.72,1093.92,1325.95,1352.6
"ychQ",1592.78,1493.93,1839.35,1540.65,1460.11,1391.07,1755.92,1500.58
"ychA",4057.12,4599.02,6353.71,4539.75,4384.75,4263.41,5933.36,4333.76
"kdsA",4785.8,5528.33,7049.24,6635.63,5376.64,5111.9,6577.78,6257.1
"ldrA",883.533,658.745,757.306,777.259,689.265,680.043,796.726,881.149
"rdlA",2125.67,1592.86,1888.77,1823.94,1537.38,1438.74,1638.6,1857.25
"ldrB",628.105,457.464,490.424,499.518,497.787,501.471,474.777,520.65
"rdlB",486.846,333.13,218.721,276.605,369.39,287.815,174.346,265.211
"rdlC",518.846,337.14,182.104,274.398,328.721,312.096,136.221,225.921
"chaA",3190.73,4502.75,2143.19,4630.85,4040.24,4603.03,1908.04,4702.86
"chaB",1277.15,1540.13,1163.31,1794.65,1162.03,1457.08,1315.86,2118.07
"chaC",1809.6,1878.22,1401.83,2075.3,1469.22,1818.68,1455.33,2546.72
"ychN",4241.95,4670.47,5044.11,4156.36,4835.35,4495.66,4590.4,3770.93
"ychO",429.573,597.972,495.696,1455.55,447.755,562.456,488.408,1872.14
"narL",4880.68,5229.54,8497.18,5757.1,5483.04,5150.9,8895.21,5514.19
"narX",1417.73,1490.45,1966.22,1537.25,1457.38,1371.67,1913.91,1491.75
"narK",162.471,179.182,164.786,180.054,163.331,180.844,198.89,166.868
"narG",490.011,561.096,364.044,334.438,503.31,485.564,288.846,360.342
"narH",441.215,515.64,378.786,355.15,468.384,518.306,416.116,367.005
"narJ",427.88,422.909,262.108,258.611,361.027,384.745,233.812,292.729
"narI",238.776,267.442,214.289,185.497,259.989,244.778,157.901,179.391
"ychS",40.4075,44.2001,59.4479,45.4143,48.2439,36.0053,50.5044,52.233
"tpr",419.529,442.597,1096.47,587.033,438.302,313.65,853.282,546.461
"rttR",5342.6,4015.22,5784.03,4793.51,4296.75,4141.59,6736.05,3984.52
"purU",4320.37,4695.35,8229.53,6015.72,4650.6,4377.99,7578.17,5422.62
"ychJ",2606.14,3189.85,5540.88,4542.35,3452.24,2823.26,5033.65,3919.11
"rssA",4714.15,4860.87,5027.23,3585.72,4972.79,4483.76,5156.16,3903.55
"rssB",2231.72,2484.95,2009.97,2391.21,2097.35,2454.7,2149.01,2767.51
"galU",5922.01,7635.12,5779.2,14889.4,5961.51,8477.79,5985.22,16221.8
"hns",18106.7,18938.1,17695.9,18615.9,18669,20188,17682.2,18493.3
"tdk",3184.46,2890.43,3404.82,2990.99,2783.85,2777.82,3092.38,2972.53
"adhE",13181.7,12342.1,7286.6,8752.2,11739.8,11638.4,8132.6,9084.95
"ychE",679.096,676.911,877.471,660.561,655.471,607.969,698.714,615.531
"oppA",17550.4,17602.9,18082.4,16859,17458.9,17536.2,17919,16125.3
"oppB",12872.5,11280.8,8430.9,9457.45,11710.4,11042.8,8264.88,9182.34
"oppC",10716,11755.8,9083.93,9348.1,11647.3,10929.3,8044.85,9281.86
"oppD",15012.1,15354.3,11669.2,11993,14838.8,13708.7,11347.4,12274.6
"oppF",10958.5,9106.72,6127.86,7557.79,9684.81,9265.89,6504.94,7788.41
"clsA",2197.9,2472.99,1869.11,1865.58,2494.02,2434.23,1738.12,1871.64
"kch",1174.12,1135.82,1408.25,1034.35,1137.92,1143.14,1263.4,995.136
"yciI",3528.78,3173.09,2476.5,2308.92,3394.08,3278.85,2184.72,2216.1
"tonB",2119.12,1704.03,1277.22,1529.11,1588.47,1690.93,1178.74,1602.36
"yciA",2486.91,2233.82,2691.69,2401.5,2335.67,2026.46,2117.47,2160.58
"yciB",3078.6,3462.42,3835.51,4964.1,3107.52,3247.56,3202.28,4495.54
"yciC",2164.53,2411.98,3087.69,3677.97,2251.9,2372.21,2785.35,3427.83
"ompW",842.255,574.662,494.275,399.217,839.17,650.85,483.346,445.956
"yciE",440.351,532.721,497.473,1813.57,332.957,405.083,412.336,1790.47
"yciF",827.641,1126.75,1037.99,3349.66,589.576,859.317,1058.6,3703.39
"yciG",752.124,1050.27,808.676,2677.72,603.858,861.716,826.887,3322.25
"trpA",3281.72,3351.18,1597.85,1839.87,3764.11,3415.86,1513.85,1878.86
"trpB",3029.09,3003.32,1581.58,1642.29,3580.85,3203.48,1497.19,1786.39
"trpC",1541.5,1845.09,1246.26,1081.14,2081.09,1868.5,1240.81,1159.02
"trpD",221.323,209.813,187.572,175.309,242.378,199.894,184.16,191.068
"trpE",206.626,169.709,142.689,152.343,199.744,157.721,124.915,140.797
"trpL",211.808,231.11,209.576,197.389,239.554,257.982,196.88,188.19
"rnm",2359.54,2559.97,4535.6,2692.22,2444.55,2131.22,3346.41,2447.29
"yciO",3164.66,3457.41,3916.93,3529.32,3502.78,3564.87,4162.76,3446.54
"yciQ",252.384,196.841,289.333,178.156,213.987,171.89,203.457,190.241
"rluB",4045.83,4032.31,4673.97,3326.69,4106.58,3672.31,4228.63,3468.34
"btuR",1960.77,2146.68,1608.54,3306.27,2131.77,2333.89,1488.85,3436.93
"yciK",2065.12,2474.68,1845.83,3586.36,2418.2,2592.32,1654.1,3735.12
"sohB",3184.61,3484.57,5597.81,4297.57,3469.47,3419.39,4936.03,4025.7
"yciN",8942.69,9578.38,13749.7,10464.4,9502.92,9315.73,13256.7,9767.39
"topA",9907.19,9033.98,6520.74,6756.38,9952.64,9879.91,6551.66,7152.4
"cysB",2720.59,2174.72,2071.55,1639.97,2763.29,2370.35,1912.5,1594.72
"acnA",8566.46,8312.74,6819.11,6005.38,7753.7,8101.49,7684.57,6410.69
"ribA",2973.83,3339.1,6251.22,4900.88,3333.71,2941.35,5521.36,4145.46
"pgpB",906.33,1168.68,1581.38,1125.38,1080.07,1001.74,1370.97,1113.07
"lapA",4649.52,4943.38,3638.32,4130,5094.8,4960.3,3363.4,4008.23
"lapB",3879.26,3518.63,2597.28,2908.28,3682.76,3523.01,2567.14,2888.83
"pyrF",1958.52,1850.76,8501.73,5777.22,1867.44,1604.84,7711.38,4603.68
"osmB",2873.87,12981.2,3029.59,22607.2,2121.97,13291.8,2981.55,23706.2
"yciT",1371.39,1041.14,537.517,597.767,1239.97,1088.34,516.873,695.057
"pdeR",3302.97,3040.44,2169.32,2216,2758.69,2989.1,2491.53,2598.77
"rnb",6107.06,5927.26,7513.62,8326.13,6350.8,5791.21,7114.78,7842.98
"yciW",214.096,175.191,305.244,249.456,215.012,175.999,233.096,236.612
"fabI",11661.7,10809.5,11859.1,11452.8,11268.5,11196.8,10867.5,10734.2
"ycjD",413.734,405.745,476.346,379.529,450.435,363.464,389.456,406.104
"sapF",1499.72,1362.08,1078.67,1190.27,1426.88,1344.16,1009.96,1186.89
"sapD",2183.76,2203.74,1657.85,1706.06,2250.47,1999.26,1482.46,1740.54
"sapC",750.055,823.971,470.113,628.581,879.637,737.26,372.267,730.345
"sapB",1488.54,1627.72,875.66,1137.3,1500.85,1315.83,719.346,1179.92
"sapA",3318.78,3412.41,2652.06,2728.3,3436.07,3326.35,2475.52,2774.71
"ymjA",1384.31,1416.88,2255.03,1589.21,1439.41,1195.08,1696.09,1415.28
"puuP",360.629,374.671,264.807,283.569,420.488,398.721,278.144,288.097
"puuD",1025.63,1443.32,824.952,762.721,1870.25,1763.97,961.468,974.885
"puuR",1195.59,1295.97,1137.96,913.449,1739.48,1523.17,983.721,988.851
"puuC",1460.48,1681.19,387.107,350.427,2109.21,1439.6,408.33,410.679
"puuB",1271.37,1130.36,305.908,273.599,1378.5,1046.54,277.044,292.624
"puuE",1094.43,1089.14,252.596,242.436,1118.1,931.874,300.596,274.947
"pspF",1014.55,1184.21,937.743,907.971,1235.47,1178.04,800.434,936.474
"pspA",2161.81,5417.22,3889.59,8236.47,2137.06,5505.55,3629.51,8839.95
"pspB",1624.9,3783.17,2275.39,6063.15,1516.03,4060.23,2095.03,6015.83
"pspC",1111.33,2278.59,1514.38,4097.58,1099.57,2600.05,1411.49,4265.01
"pspD",679.915,988.471,778.824,1950.43,528.63,1145.67,513.661,2408.26
"pspE",8352.37,8722.22,8430.22,7296.7,9212.68,8973.53,7814.48,7406.05
"ycjM",265.026,282.412,165.913,199.757,336.846,252.454,123.243,196.785
"ycjN",277.666,219.143,116.673,139.575,356.032,290.096,88.9638,137.966
"ycjO",265.277,245.71,163.736,176.017,353.293,293.937,181.243,195.462
"ycjP",231.405,233.096,139.971,149.329,333.245,259.346,113.19,187.721
"ycjQ",484.326,501.472,349.033,288.971,690.846,528.321,361.356,344.971
"ycjR",387.356,429.051,309.912,255.981,546.746,392.178,244.26,294.675
"ycjS",618.221,629.702,419.846,400.648,720.346,669.224,392.846,405.927
"ycjT",230.075,176.622,128.006,103.031,229.093,182.041,139.469,129.067
"ycjU",105.886,78.0049,83.6122,58.2782,104.096,92.8167,73.6,56.1267
"ycjV",128.013,111.982,100.273,73.828,127.776,104.244,104.997,83.7119
"ycjW",354.449,334.416,459.393,345.375,352.249,291.203,354.248,296.742
"ycjX",4846.41,5121.47,1136.46,2822.21,4725.79,5116.71,1113.64,2987.33
"ycjF",1537.63,1829.69,343.113,961.144,1550.11,1606.57,322.51,1014.52
"tyrR",1457.31,1388.41,1393.99,1451.86,1449.32,1216.79,1261.04,1457.08
"tpx",15326.3,16085.5,16200,14640,15658.6,15820.2,15739.4,14153.2
"mpaA",1705.85,1956.39,1773.6,1723.55,1861.47,1835.04,1720.09,1777.06
"ycjY",549.884,551.122,568.835,414.842,459.378,454.231,570.332,490.445
"pgrR",1185.69,1108.16,902.61,799.516,1122.65,1005.08,804.994,822.752
"mppA",4316.45,4023.27,3732.9,3451.26,4794.15,4132.36,3601.08,3284.57
"ynaI",1016.4,896.856,2433.07,1397.24,932.732,909.89,2030.89,1133.47
"ynaJ",75.6464,87.3669,88.0256,95.7056,86.0514,92.0902,93.4083,88.0086
"uspE",64.1472,85.3501,88.3456,89.8456,93.0352,98.6023,122.034,80.3805
"fnr",107.299,123.321,131.322,147.16,138.318,150.35,184.476,121.624
"ogt",41.8191,60.9061,60.4618,66.5757,53.0905,56.7649,72.2229,51.5791
"abgT",50.388,61.8831,57.9193,60.2303,61.4984,68.5462,90.026,66.4243
"abgB",71.2255,82.1342,85.6255,102.406,75.7116,92.3937,119.567,72.6416
"abgA",91.6898,121.579,126.873,129.927,114.313,123.189,120.249,124.633
"abgR",79.6581,86.0366,70.7699,80.8459,68.3602,78.1006,97.6997,68.0321
"smrA",44.1266,41.0402,43.3134,43.9001,42.6147,46.9296,63.6428,39.9126
"dgcM",84.0692,97.3463,102.011,98.8084,87.5148,94.5502,107.295,88.4754
"zntB",109.303,127.553,124.719,125.488,129.493,179.916,185.658,107.938
"dbpA",48.5976,58.4702,51.9256,58.9724,54.399,99.4116,94.5683,57.9505
"ttcA",705.382,764.846,1423.2,1074.85,738.602,610.746,1226.59,946.058
"intR",65.7017,71.9718,98.5522,56.8076,59.2995,55.1451,70.8403,76.9608
"xisR",75.3573,62.8987,74.7595,64.4552,60.3502,59.5396,59.6209,73.9916
"rcbA",59.5274,62.3661,100.791,55.7729,61.7632,40.0553,70.7094,72.0654
"ralR",95.8048,101.206,199.221,93.8361,101.036,75.296,99.9272,91.0832
"recT",240.896,264.704,500.694,274.021,272.721,250.621,415.846,301.056
"recE",148.494,123.106,130.183,129.374,145.16,130.464,111.646,138.641
"racC",47.5542,47.2339,44.6859,41.6402,39.4784,34.1629,31.9363,50.0967
"kilR",42.0115,47.1764,51.9736,47.7445,45.3978,44.3289,42.2409,49.6547
"ydaG",67.0454,56.4623,77.1823,64.9392,68.4387,54.9469,48.7041,72.6693
"racR",3187.3,3103.09,3739.57,2894.14,3134.44,3032.9,3481.32,2688.86
"ydaS",243.821,237.068,228.729,200.12,227.203,217.978,185.419,259.924
"ydaT",195.352,184.072,177.194,167.971,180.245,160.8,148.824,183.675
"ydaU",204.687,193.617,180.549,164.309,185.434,187.789,151.785,188.129
"ydaV",209.628,182.686,198.361,166.102,189.982,152.721,160.265,190.034
"ydaW",295.669,276.75,249.598,234.341,269.183,261.721,212.661,260.053
"rzpR",84.6395,80.5616,96.0326,72.6932,68.6313,70.0829,79.4944,75.9647
"trkG",427.221,417.188,798.493,552.225,385.846,333.691,568.197,504.366
"ynaK",220.001,216.143,329.406,266.491,190.969,195.318,247.05,228.381
"ydaY",182.289,170.34,206.561,176.031,151.753,158.796,150.903,155.944
"ynaA",260.07,279.542,279.272,225.98,268.604,226.554,251.221,231.511
"insH5",813.423,877.293,1880.6,1195.04,877.139,861.955,1728.73,1114.3
"stfR",164.939,165.4,213.704,170.096,148.283,169.31,214.577,158.24
"tfaR",146.982,148.941,253.68,150.867,139.644,138.204,185.177,150.628
"pinR",477.075,460.266,714.059,473.765,406.93,346.225,554.199,438.567
"ynaE",134.589,147.048,107.499,106.056,133.221,110.633,62.6314,129.519
"ompN",134.744,150.432,141.489,138.418,121.322,120.007,141.46,129.566
"micC",37.409,19.34,13.756,17.2207,23.8212,19.0465,17.2623,17.276
"ydbK",4414.99,3995.55,5592.16,4837.31,4060.97,3881.1,5402.83,4771.92
"hslJ",1160.86,5378.29,1415.6,12852.7,1033.78,5631.26,1125,12375.2
"ldhA",7752.1,7661.31,4593.1,5660.63,6616.75,7262.31,4382.59,5508.95
"ydbH",811.46,797.11,707.317,787.829,849.751,824.572,773.027,810.389
"ynbE",1287.83,1235.06,1328.75,1219.49,1271.65,1240.75,1233.83,1199.9
"ydbL",722.146,919.462,1117.26,843.716,866.809,802.429,827.808,747.736
"feaR",1649.27,1609.75,1211.2,1205.08,2075.03,1799.5,1230.6,1275.97
"feaB",499.452,495.934,451.62,344.871,495.765,440.134,391.721,404.928
"tynA",191.496,213.051,208.278,181.524,206.245,208.747,196.277,188.109
"paaZ",213.632,241.57,124.244,127.096,259.66,266.347,160.092,125.583
"paaA",1308.81,1888.71,263.157,469,2361.84,2296.02,321.721,643.953
"paaB",795.793,905.751,160.667,234.02,1230.2,1146.5,173.222,305.285
"paaC",1588,1705.51,278.781,437.23,2183.94,2007.61,341.895,555.43
"paaD",1340.84,1285.69,233.078,394.231,2129.51,1690.44,286.532,459.03
"paaE",1616.72,1727.12,331.978,419.702,2553.72,1976.22,347.672,509.896
"paaF",1400.74,1374.6,265.562,325.98,2089.54,1680.09,255.838,389.651
"paaG",1187.78,1154.25,236.268,292.204,1788.1,1313.04,334.264,343.598
"paaH",720.346,763.746,222.195,228.231,1099.07,857.543,212.736,269.697
"paaI",1033.97,877.25,245.352,220.095,1355.7,1066.52,190.829,282.906
"paaJ",1488.77,1510.75,562.261,520.344,1810.94,1632.38,754.454,590.958
"paaK",2547.41,2400.1,1049.94,846.221,3107.87,2590.95,1130.07,1076.39
"paaX",1884.82,1909.92,1393.51,1287.34,2166.13,2043.71,1356.31,1351.1
"paaY",1950.7,2076.05,1363.61,1331.44,2375.7,2155.03,1257.02,1476.1
"pdxI",2135.85,1887.82,1524.21,1338.57,2035.37,1841.09,1596.42,1512.6
"ydbD",210.484,189.676,245.095,155.112,199.943,179.246,166.59,173.852
"ynbA",40.9808,33.2826,34.0987,43.037,34.9667,34.3251,30.6353,54.2886
"ynbB",36.9689,30.8425,32.0184,30.7672,31.7833,36.3502,26.1394,38.0702
"ynbC",378.576,346.561,384.074,357.593,351.133,315.749,368.769,350.375
"ynbD",263.853,257.717,241.237,235.672,242.256,222.774,179.895,248.732
"azoR",1249.47,1309.47,1218.9,1135.96,1290.57,1139.97,1159.04,1115.39
"hrpA",2457.3,2951.47,2884.97,2690.27,2820.52,2759.09,2931.08,2801.55
"ydcF",3198.25,4806.79,3205.17,9375.38,3157.63,4459.47,2453.1,10521.7
"aldA",13999,13998,7085.66,8717.03,16716.7,16775.5,8151.78,9343.23
"cybB",5526.9,6002.51,5000.53,5150.98,5861.54,5720.54,4309.09,4789.77
"ydcA",1355.7,1140.55,1164.56,1026.24,1246.35,1163.94,1020.31,943.087
"hokB",1339.05,1066.79,1450.85,914.666,1380.76,904.521,1408.98,1132.37
"mokB",722.191,560.279,526.852,656.167,687.951,636.631,707.85,846.238
"sokB",679.609,434.835,307.782,342.182,439.715,485.827,357.668,473.846
"opgD",3193.75,3900.05,3164.46,5051.57,3750.22,3882.21,2727.53,4991.67
"ydcH",1731.22,2149.68,1538.33,1296.85,2135.27,2254.82,1547.06,1283.9
"rimL",1087.28,1114.34,1823.58,1332.25,1074.61,1000.77,1597.15,1298.85
"ydcK",754.04,803.064,835.376,607.675,667.096,693.949,804.262,723.522
"tehA",977.251,1069.07,1003.03,836.619,1038.68,938.221,810.652,855.221
"tehB",2563.56,2325.7,2503.67,2153.42,2486.97,2371.13,2464.96,2101.85
"ydcL",1989.84,2140.47,1562.17,1186.53,2105.55,1918.1,1578.61,1234.07
"insQ",889.971,856.94,1599.72,919.52,885.546,857.471,1423.55,834.846
"sutR",907.82,891.221,1324.31,769.916,960.655,838.921,1098.7,761.914
"rlhA",1448.03,1586.41,2146.35,2100.87,1626.66,1403.99,1912.89,1810.85
"yncJ",240.779,634.104,244.293,1538.03,270.772,722.221,228.126,1578.04
"hicB",1022.6,1077.47,1610.43,1131.1,1074.97,925.957,1411.42,1030.65
"ydcR",1731.13,1389.35,1340.02,1237.06,1604.19,1426.15,1280.22,1171.69
"ydcS",3175.67,3061.56,1528.64,1907.09,3372.89,3029.48,1749.24,2227.78
"ydcT",1688.89,1907.36,860.07,968.687,1855.12,1534.3,868.025,1218.34
"ydcU",2194.9,1837.07,699.023,1011.56,2013.33,1705.36,607.53,1242.58
"patD",2567.48,2582.2,1878.99,1557.6,2179.12,2114.51,2108.09,1804.41
"ortT",599.586,543.657,1855.94,1010.9,497.519,400.726,1184.67,793.769
"ydcY",3542.47,3969.35,4769.47,3970.01,4166.82,4063.64,4756.33,3828.85
"ydcZ",537.721,512.338,239.323,315.826,497.731,409.058,171.231,360.2
"mnaT",1971.55,1994.8,988.518,1353.47,2108.88,2053.26,871.738,1394.44
"curA",1861.56,1707.72,1938.89,1548.03,1627.95,1671.99,2076.6,1753.92
"yncD",967.377,889.984,1727.13,1660.65,919.08,832.503,1438.85,1522.85
"yncE",2962.09,2826.93,4763.72,2141.46,2989.32,2947.93,3865.84,2168.38
"yncG",413.004,415.85,522.198,398.66,358.238,373.443,478.494,471.075
"yncH",42.2093,39.0052,65.1052,40.5934,39.4683,35.2478,42.7245,41.1752
"rhsE",163.816,152.758,287.504,170.846,164.328,112.833,179.221,177.336
"yncI",56.3588,63.3987,64.1028,48.2164,50.3037,47.9137,41.3091,54.0153
"pptA",1627.99,1815.69,1878.15,1439.81,1696.41,1456.05,1648.44,1458.61
"nhoA",596.695,707.405,780.4,754.491,582.399,562.219,660.912,744.984
"yddE",1265.07,1354.46,1939.33,1466.96,1248.34,1136.06,1528.23,1492.22
"narV",360.596,326.637,253.125,275.837,251.692,258.667,164.872,284.681
"narW",680.082,756.828,395.352,531.969,485.335,508.683,396.466,584.549
"narY",616.427,634.212,267.045,425.086,460.975,467.175,331.164,436.688
"narZ",529.027,594.437,280.601,368.874,464.471,443.216,248.574,413.846
"narU",1485.22,1848.13,767.536,960.628,1229.97,1623.71,847.392,1216.44
"yddJ",25.1226,19.5712,22.5829,19.4518,21.7245,18.4808,18.2286,19.7741
"yddK",12.477,13.0736,13.4832,12.7651,11.992,12.2071,11.6054,14.4465
"yddL",32.3967,38.3525,28.2177,40.4455,31.7126,32.923,31.7566,43.5667
"yddG",678.536,672.437,579.665,528.146,680.226,554.702,444.611,527.221
"fdnH",197.206,227.4,246.096,221.503,221.38,211.09,283.755,222.096
"fdnI",374.27,382.059,326.148,354.616,410.044,388.971,349.971,361.481
"yddM",806.717,1045.04,1600.19,1031.14,918.733,810.952,1312,1202.67
"maeA",9583.84,8973.92,10155.5,9850.93,8576.72,8540.85,9982.09,9559.82
"sra",13613.3,15767,16063.6,18199.7,11643.3,15131.5,16450.4,18234.3
"osmC",7096.71,9052.84,6616.67,14131.2,5857.73,8416.81,6525.21,14949.5
"ddpF",258.607,267.111,226.259,295.832,238.535,262.596,259.261,349.52
"ddpD",696.74,638.347,422.785,346.531,681.761,575.614,416.522,411.463
"ddpC",930.831,979.355,610.346,581.743,1014.75,918.625,647.573,625.44
"ddpA",1230.24,1122.26,798.769,556.188,1318.99,1128.29,829.386,695.473
"ddpX",1589.38,1132.47,673.477,589.607,1365.43,1017.05,778.286,762.628
"dosC",775.221,755.558,237.203,366.605,602.596,551.443,202.896,383.518
"digH",1105.65,912.308,1467.47,1134.76,1019,983.429,1249.1,1057.98
"gadC",452.674,500.677,964.788,538.024,406.221,400.795,1034.32,567.879
"gadB",681.558,739.273,1965.85,818.057,553.186,533.951,1827.16,855.049
"pqqL",435.032,455.721,707.169,613.847,441.274,405.043,429.469,566.971
"yddB",309.007,276.996,285.011,290.096,251.159,223.413,172.534,264.368
"yddA",177.767,159.686,102.794,135.476,156.304,148.55,79.7014,125.115
"ydeM",980.711,592.412,367.245,285.841,1019.99,686.721,323.942,287.429
"ydeN",9558.42,7414.38,3454.67,2361.19,8585.39,7256.35,3631.91,2380.22
"ydeO",75.836,84.8815,57.3868,99.7265,80.2209,66.3,44.2387,131.302
"safA",45.3749,47.6685,39.2971,54.165,40.8146,40.7124,30.8823,51.3891
"ydeP",193.224,197.567,151.189,231.314,182.202,174.026,133.598,290.642
"ydeQ",63.1074,51.2914,39.6625,58.1442,43.9586,52.108,38.1395,42.9867
"ydeR",93.6318,110.785,76.0891,98.4879,88.1136,87.6366,52.0654,111.693
"ydeS",78.9551,91.2715,53.319,114.221,66.6456,89.4817,44.757,109.479
"ydeT",146.887,178.431,144.929,206.151,130.94,194.443,92.7303,222.867
"yneL",96.0583,85.9382,130.269,81.3224,79.644,67.3255,86.4801,84.6169
"hipB",1975.88,2262.98,2554.9,1756.06,2235.31,1985.55,2230.46,1754.85
"lsrK",737.135,773.207,780.178,619.047,961.65,833.846,660.447,697.807
"lsrR",1226.85,1267.75,861.848,879.828,1536.14,1179.94,821.071,962.892
"lsrA",784.824,773.176,471.596,556.971,980.497,815.746,465.971,636.672
"lsrC",299.227,301.28,154.643,201.369,335.545,310.048,174.145,230.116
"lsrD",405.172,337.144,206.846,268.65,433.366,385.042,273.65,283.656
"lsrB",710.043,696.931,350.471,340.001,925.535,710.855,298.404,412.393
"lsrF",1190.03,1255.23,580.486,514.322,1456.35,1049.78,565.032,615.613
"lsrG",803.689,723.323,394.606,329.245,850.471,720.878,298.803,385.471
"tam",1918.8,1645.39,2324.77,1601.47,1525.06,1548.69,2363.34,1844.08
"yneE",247.828,277.759,737.419,357.1,236.108,204.559,452.386,321.069
"uxaB",443.978,446.284,316.596,316.626,506.664,433.193,268.356,344.193
"dgcF",154.468,152.009,174.427,165.682,151.044,142.971,144.613,138.541
"glsB",1532.06,1560.03,1662.76,1503.2,1621.32,1430.01,1291.31,1405.88
"sad",1422.73,1506.19,1135.54,957.87,1591.82,1355.51,853.152,935.545
"yneJ",632.471,533.342,534.404,470.721,602.124,548.156,553.53,500.34
"ydeA",328.359,325.462,560.843,464.986,302.805,307.781,468.86,445.771
"marR",1385.31,3331.62,2672.77,4203.1,1417.12,3480.48,2374.85,3647.57
"marA",3266.86,6446.33,6642.08,8841.8,3117.75,6693.72,6384.56,8218.61
"marB",486.401,553.93,567.092,1303.52,312.623,713.24,656.049,1363.05
"eamA",1605.63,1740.34,1633.32,1259.59,1770.55,1490.29,1557.75,1171.04
"ydeE",226.966,168.591,71.7708,87.0515,212.003,153.721,66.5571,78.6914
"dgcZ",227.377,603.715,445.651,1235.21,246.246,631.471,353.096,1309.93
"ydeI",542.45,2034.32,546.094,7170.01,428.891,1809.7,436.064,8029.06
"ydeJ",508.727,1148.63,312.401,1691.11,438.445,991.586,266.963,2034.28
"dcp",4348.16,4359.07,5529.32,4298.35,4395.09,4055.81,5311.41,4778.72
"ydfG",8202.55,7267.6,7616.71,6625.69,7541.3,7314.25,7948.13,6808.17
"rspR",1845.97,1772.52,3890.24,2495.74,1932.43,1747.89,3382.17,2277.49
"ydfZ",361.404,284.345,484.457,356.992,313.842,268.477,388.164,339.642
"ydfJ",134.27,151.721,111.428,127.161,123.846,131.286,163.666,125.733
"stfQ",81.4995,76.0965,106.435,79.7112,77.4262,72.1124,94.0141,53.5813
"ydfO",36.9293,27.1528,25.6558,22.6505,36.962,29.6047,19.354,23.7234
"gnsB",23.0403,14.7229,18.7453,25.1557,21.2109,17.6773,14.9117,26.8405
"ynfN",39.6715,40.9843,36.8358,41.3027,40.5841,39.42,30.323,45.7546
"cspI",70.7688,78.9711,37.3595,103.346,63.484,61.1606,48.9929,118.9
"rzpQ",49.6625,50.1949,45.2035,40.7433,46.9719,38.5951,33.0939,47.0715
"rrrQ",208.221,188.028,187.981,191.596,177.045,174.17,182,191.02
"ydfR",106.824,83.408,76.5269,75.0968,81.8458,80.2209,55.6561,64.4736
"essQ",36.48,35.8828,36.2305,33.0261,32.8103,35.4971,25.7015,35.391
"cspB",261.721,232.62,239.006,155.755,294.311,191.488,145.437,167.907
"cspF",378.096,257.101,857.471,428.495,309.682,267.184,506.496,322.964
"ydfT",211.398,202.619,272.652,221.224,208.259,200.132,214.416,208.62
"ydfU",129.124,128.217,153.092,135.232,134.194,106.096,134.358,107.046
"rem",194.971,187.532,190.373,287.14,140.173,136.967,122.829,348.845
"hokD",707.874,415.905,490.913,417.699,487.453,413.346,319.481,435.517
"relE",2588.44,3156.22,4012.23,3222.14,3206.26,3108.08,3629.85,2934.86
"relB",2820.94,3181.47,4310.93,3269.5,3289.86,2936.15,3786.14,3107.38
"ydfV",118.119,55.9572,93.4706,62.7519,63.2718,57.6345,71.9603,64.2665
"flxA",423.471,360.732,1014.23,376.398,319.096,311.853,897.613,404.211
"ydfW",205.687,225.781,162.837,155.995,247.132,215.846,139.429,182.683
"ydfX",183.858,208.846,167.558,141.4,219.186,205.043,124.739,139.491
"dicC",143.561,143.971,68.0899,76.9714,167.502,130.5,62.7922,82.5787
"dicA",4128.62,3873.9,5400.68,3745.32,3930.6,3547.46,4483.66,3024.85
"ydfA",513.574,655.197,693.713,584.851,636.703,625.984,566.897,564.816
"ydfC",112.462,104.577,99.2135,97.4705,111.247,105.827,73.8818,106.044
"dicF",109.344,110.396,91.032,98.728,108.305,109.367,85.3082,83.6753
"dicB",241.893,217.757,154.056,179.627,256.713,238.721,168.304,160.439
"ydfD",167.42,145.366,94.0633,86.9923,186.395,140.506,56.0496,88.2709
"ydfE",202.022,161.639,151.854,154.846,203.329,176.72,162.589,132.181
"intQ",148.575,138.6,219.444,126.994,143.433,110.281,180.142,133.355
"rspB",169.882,156.448,157.299,155.399,164.625,153.721,116.366,165.362
"rspA",331.034,314.729,262.593,277.938,375.386,364.483,212.325,256.398
"ynfA",679.01,761.311,952.541,604.467,727.313,582.671,777.183,600.133
"ynfB",8207.72,9796.46,10753.6,10168.1,8659.31,9597.97,10519.3,9683.5
"speG",5288.63,5889.77,6434.88,6066.97,5448.71,5431.61,6042.36,5840.86
"ynfC",3438.22,3566.53,2995.08,2346.66,3339.43,3426.26,2790.73,2418.58
"ynfE",182.403,201.164,245.746,242.971,195.27,201.288,217.884,269.169
"ynfF",532.673,664.267,1106.95,808.611,569.969,594.617,963.846,896.147
"ynfG",394.928,358.563,497.918,450.581,373.394,300.459,432.915,522.858
"ynfH",558.672,529.128,843.468,607.408,517.252,439.647,683.825,640.641
"dmsD",1156.75,1316.22,1623.22,1056.91,1353.05,1197.64,1395.07,1055.74
"clcB",306.499,311.346,484.435,391.909,304.971,271.893,373.623,348.433
"bidA",589.99,659.422,531.968,536.415,645.898,627.863,496.076,548.317
