"","176400","176400 | 1","176400 | 2","0","0 | 1","0 | 2","0 | 3"
"phnD",0.252946723,1.145519508,-0.002435771,-0.740967162,-0.277418804,NA,NA
"gatY",0.399118005,0.135492713,0.390711627,0.222440166,0.26438342,-0.128783046,0.088330128
"nadR",0.059372025,2.242429521,0.46077097,0.366490724,0.068011363,0.299774592,-0.024635755
"glgS",0.239022403,0.103237178,0.070679955,0.214177934,0.609507116,-0.475856108,0.622624019
"hofC",0.012977539,0.803871661,NA,0.374936891,-0.257665581,0.269792178,-0.114993685
"yafC",0.185016254,NA,0.592784796,0.447898385,0.133373874,0.587527868,0.177251293
"ykgH",-0.316928585,-1.088744617,0.236446318,0.581252132,NA,0.979827609,NA
"mokC",0.176408214,0.22892705,-0.197010435,0.428737298,0.140648659,0.179682065,0.030586062
"mutT",0.020914498,0.660046179,0.313657972,-0.008344766,-0.112608555,0.686766543,-0.525384928
"metI",0.16497175,0.400422558,0.168018037,0.402481538,0.30765914,-0.53190725,0.290953868
"ykgF",0.573644845,0.910549081,NA,0.5777916,0.117065532,0.438724044,0.133982603
"dnaK",0.114502805,0.138525702,0.100402856,0.086898731,-0.091615429,0.018706873,-0.027941851
"ftsZ",0.031591667,-0.025884502,-0.012498484,-0.007106695,0.114992523,0.011716753,-0.038311116
"proS",0.10487537,0.211321156,0.09216211,0.153129974,0.018421368,0.301101944,0.002424705
"rclA",0.14891166,NA,0.50944759,0.475960351,-0.102624334,0.276927311,0.193944143
"satP",0.290152208,-0.301638524,NA,0.372477287,-0.089127459,1.280857605,-0.054697783
"murC",0.326842373,NA,NA,0.601954995,-0.088134786,0.405796341,-0.016239531
"yaeQ",-0.084979508,-0.103952651,-0.125590954,0.285999975,0.044836207,-0.163022717,0.1301674
"ykgA",-0.106075219,-0.079789774,0.188719235,0.09962259,-0.325571174,0.177709203,-0.15423194
"yaaA",0.041006262,0.469392986,0.112815699,0.100737935,0.269129206,0.561573013,-0.120449814
"murD",0.446058724,-0.845706568,NA,0.328959361,0.168825884,0.377767618,0.035478847
"ldcC",0.360552504,NA,NA,0.236756443,-0.147370662,NA,-0.376917078
"ykgL",0.360757698,NA,NA,0.349693901,-0.004514375,0.961344203,-0.000340121
"thrA",0.296412417,NA,-0.13632935,NA,0.216450164,NA,0.547362208
"ftsI",0.0504939,0.107753781,-0.022639157,NA,-1.30186126,0.014090813,-0.159779599
"lpxB",0.040321604,-0.183539212,0.003998339,-0.629698999,-0.155296814,0.320862766,-0.111764715
"ecpC",-0.122729691,-0.214593972,-0.012381337,-0.645416744,-0.348802382,0.196142942,-0.408075896
"yajI",-0.037087888,0.601451463,NA,NA,-0.225648069,-0.400383633,0.180514928
"rnk",0.730067978,NA,NA,0.493116044,0.069731653,NA,0.225142913
"ybgP",0.17930896,-0.073997063,0.148831905,-0.079636758,0.014736251,-0.14016957,0.161369923
"secD",-0.099744223,-0.123631538,-0.14234617,-0.768288977,0.025192135,-0.233643271,0.018554849
"allR",0.346877002,NA,NA,NA,-0.013683251,-0.362595072,0.364431525
"ahpF",0.040868958,-0.427576506,-0.163408754,-0.434696564,-1.13438833,1.59892094,-0.83596546
"pxpA",0.133831544,-0.284401063,0.151474393,0.115920132,-0.476075169,0.778021723,-0.499744323
"acpH",0.14176736,-0.034291641,0.124029486,0.359719348,0.022090019,0.028643524,0.195856056
"ylbG",0.143242441,0.029088991,0.29446648,0.231932094,-0.082252483,-0.045200397,0.124351225
"ybdN",0.544559871,NA,0.317617462,0.571098132,0.577587525,0.314976788,0.505037893
"dtpD",0.391592805,0.077864244,0.178008363,-0.570581003,0.097815689,0.373112755,0.160637135
"phoR",0.421105442,NA,NA,NA,NA,0.502706354,-0.121644573
"ybbC",0.146324324,0.019101061,0.08250776,0.221458796,0.183312035,0.196247607,0.034834398
"cstA",0.219214158,0.387571643,0.487366516,0.281249243,0.24080951,0.201676359,0.218601871
"ybfC",-0.040372358,-0.095164636,0.377775471,0.276650942,0.120210328,-0.064591531,0.288529892
"araJ",-0.233036547,-0.206416029,-0.152801977,0.099331995,0.134046123,-0.095610545,0.294590968
"tesA",0.08329119,-0.039142659,0.423992776,0.126189635,-0.112608555,0.338014555,-0.201233799
"entE",-0.112883798,0.144896565,-0.078071736,0.159877603,0.172816367,-0.077980276,-0.007805305
"ybfA",0.013534684,0.075845585,-0.046197648,NA,0.064174807,0.409176082,0.011185862
"ppnP",0.126892981,0.226552759,0.028398073,0.272396799,0.296677963,0.453105525,-0.101769328
"fetA",-0.016386678,-0.278895397,-0.059255838,-0.424685035,0.195003064,-0.475042962,0.178739114
"fepD",-0.055253588,0.355469034,0.369175299,-0.368788016,-0.045661766,0.070167232,0.037267647
"kdpE",0.527548591,0.261503402,NA,0.37297619,0.251473186,0.5818876,0.115053298
"ybiU",0.070989695,0.131966352,-0.09075776,0.065538811,-0.391208722,0.678218168,-0.334252666
"kdsB",0.071770767,-0.086199591,0.114385076,0.246934716,-0.088249209,0.445883437,-0.152785279
"lolE",0.255764332,-0.223109861,0.304640186,0.590026057,0.043929167,0.734818179,-0.245962445
"mntR",0.029680875,0.123663601,-0.190521671,0.114934968,-0.32380857,0.57256984,-0.268157792
"msbA",0.389728248,0.496034866,NA,0.063513027,0.017350983,0.20710511,0.071947417
"rutR",0.303283669,NA,NA,NA,NA,0.620805666,0.059245569
"mfd.1",-0.028624448,-0.091155138,-0.063109918,0.214844773,0.073980994,0.110211217,-0.11208275
"rhtA",-0.110649402,0.109932388,-0.175258291,0.575590698,0.488057231,-0.633770296,0.016297471
"cmk",0.393940643,NA,-0.168981712,0.366329243,0.243770077,0.429325455,0.4281758
"rutD",0.415819846,NA,NA,0.571002819,0.306871131,0.540198165,0.048286378
"ycfJ",0.026043797,0.081529125,0.13051071,-0.270086694,0.02657062,0.4783166,-0.253020266
"glnQ",0.302069828,NA,NA,0.460234817,0.364512699,-0.561751635,0.387661365
"serC",-0.162272754,-0.097755149,-0.090988868,0.084433147,0.609639319,-0.957352033,0.271229062
"thiK",0.377653805,0.543096546,0.056139514,0.303703232,0.281811713,0.311523428,0.05532809
"fiu",-0.026990259,0.670167276,0.436462846,-0.30205026,-0.060220486,NA,-0.275389956
"focA",0.177286967,NA,0.715650524,0.331868456,0.167791439,0.68818813,0.28188524
"yccE",0.578493961,0.555984568,0.659990665,0.492350767,0.484705001,0.052507742,0.357091161
"fhuE",0.13941643,0.516517888,0.171015392,0.361219884,0.146751457,0.194407662,0.115998444
"hcxB",0.147958214,0.517905412,NA,0.336369943,0.030241771,0.320084228,0.121393476
"ycaN",0.09949483,NA,NA,0.602863281,-0.302063776,NA,0.239801345
"torA",0.376578524,NA,NA,0.145675973,-0.533613868,NA,0.899544726
"mltG",-0.114592155,0.152296672,0.052379888,0.350013824,0.012330181,-0.053347338,0.052771544
"kdsA",-0.174674135,0.381651276,-0.027652559,0.232493976,0.400820732,-0.001770821,0.192647354
"ycjO",0.152726105,NA,0.090567519,0.984796018,0.285331453,0.437204805,0.110669611
"ynbD",0.453597187,NA,0.609494975,0.909016381,0.610361725,0.290853921,0.5156992
"hipA",-0.217253385,-0.043841591,-0.033147133,0.276269832,-0.11186596,0.050801888,-0.148056859
"prfA",0.145266992,NA,NA,0.509104149,0.044177549,0.458287214,-0.034953725
"pspD",0.44273926,NA,NA,0.329613912,-0.209518568,NA,0.401234172
"ydbD",0.061061197,0.120154268,0.171928669,0.240179031,-0.032957548,0.040692518,0.157473203
"prs",0.189482046,NA,0.392693261,0.582644103,-0.09412515,-0.622232382,0.201519868
"pspF",0.512375188,NA,NA,0.754903528,0.381218393,-0.342391686,1.032452393
"insD2",0.132885166,0.203971269,0.452304704,0.534705732,0.096087808,0.346968006,0.086834501
"ydeP",0.110589338,-0.04424526,-0.058439722,0.228112937,0.455438698,-0.070792054,0.587135795
"ychF",0.545467057,0.893104085,0.471151742,0.436735581,0.691003141,-0.180066297,0.358258402
"puuR",0.257102683,NA,0.271636512,0.521780475,0.24073054,0.119657901,0.392460248
"paaK",-0.054755526,0.027966822,-0.033718492,0.198851216,-0.14440039,0.460208125,-0.207926159
"ydeM",0.144165225,0.678932925,NA,0.283672671,0.132384311,-0.245989917,0.297788119
"dhaL",0.060941441,0.707409605,0.189449756,0.228334511,-0.076661008,0.256327562,-0.105163674
"ymjA",0.23842047,NA,NA,0.662725175,0.037777304,0.049585376,0.447659295
"paaG",0.497945473,NA,NA,NA,-0.457104245,NA,0.208543652
"gadB",0.166183034,0.063849461,0.010529207,0.203063691,-0.051707726,0.244288402,-0.083093155
"ymgE",0.513434443,0.548805843,0.413167446,-2.232328856,0.379121653,0.432948587,0.427435994
"sapD",0.031269552,-0.21980251,-0.034366802,0.061476624,-0.055421603,0.410392093,-0.170385682
"paaC",-0.083932474,-0.067926668,0.15682528,0.178863435,0.022288962,0.134729569,-0.164497073
"dosP",0.065406351,NA,NA,0.112904802,-0.02545838,0.14432355,0.068315032
"fumA",0.025651327,-0.131356466,-0.14429198,-0.097846863,-0.148003181,0.253256547,-0.135305285
"btuD",0.599525364,NA,1.603228345,NA,-0.112608555,-0.04136169,0.290535875
"tsaB",0.900555359,-0.093362581,0.33998691,0.61805478,-0.082645332,1.171713135,0.200574722
"tyrP",0.085887275,-0.052410264,-0.016988131,-0.138523301,-0.073120579,-0.990294735,-0.173602799
"rstA",0.261724772,-0.010401378,0.041403179,0.18580423,-0.1446551,0.250656477,-0.10002464
"selO",-0.004524272,0.031326919,-0.062758302,0.009474816,-0.073855966,0.537010585,0.05236623
"yeaX",-0.105243806,-0.023151825,-0.122920166,0.014496883,-0.252787258,0.1257605,-0.248601723
"ydgH",0.767832539,0.499993823,0.353122735,0.518821444,0.279171145,0.86689015,0.256551378
"ppsA",0.046249318,0.013842529,0.760992223,0.190350025,-0.286684523,0.007540597,-0.036214377
"dmlR",-0.031458672,0.095558466,0.348079588,0.164057324,0.398088532,-0.080218627,0.159763033
"mdtJ",0.913520337,NA,NA,0.324228437,0.44554595,0.308131689,0.635784111
"ydiR",0.22713946,0.495817882,0.094474242,0.31018536,-0.009946213,0.169491675,-0.035674546
"yoaF",0.473121889,NA,-0.634458985,NA,-0.692392152,NA,-0.133879029
"uspC",0.075015008,-0.005037632,-0.187761415,0.076798697,0.106604104,-0.25993273,0.076500499
"ynfM",-0.246619029,-0.081000231,-0.210195679,-0.105966535,-0.044164045,0.071445491,-0.108217039
"ydiF",0.222748174,0.452634289,0.088026486,0.173488189,-0.211331909,0.120560613,-0.136232935
"yeaL",0.05483049,-0.130514232,-0.138610613,0.220273135,-0.105197872,0.000932363,-0.102204081
"motB",0.503511728,-0.820152464,NA,NA,-0.150397116,0.401248713,0.117665603
"clcB",0.34045987,0.529569456,1.671506228,0.471437256,0.130429493,0.217244136,0.122291707
"ydiM",0.295706055,0.607441827,0.234720096,0.381306014,0.064290694,0.369584169,0.043023238
"yeaH",-0.0967069,-0.092737516,-0.265790806,-0.297677577,-0.30638577,-0.353420714,-0.21891603
"tap",0.254744517,0.154617815,0.240897616,-0.047540239,-0.500391748,0.409952301,-1.072402253
"yefM",0.398667162,1.513496293,NA,0.355173507,0.089289967,0.785252944,-0.004005075
"yehF",0.128007987,1.739754162,NA,0.047403253,0.112700726,-0.14857166,0.220524949
"ompC",-0.143430136,-0.018999834,-0.019336521,0.103556034,0.154003876,0.043417877,0.027814409
"hisJ",0.740555471,0.506338057,0.839806937,0.233282551,-0.097662329,0.380453732,-0.426120247
"tsuA",0.115194436,0.979188086,0.364273001,0.471995457,-0.125017813,0.469097753,0.007748505
"yehD",-0.189904316,-0.072479016,0.173909834,0.26991993,-0.280309523,0.395233665,-0.295899489
"yojI",0.487551604,NA,NA,0.593063093,-0.042027481,0.621892762,0.039572134
"rpnB",0.141882462,0.176923178,-0.097622391,0.283622111,0.087994854,0.430558371,-0.196842513
"sbmC",0.146528346,0.427403947,0.618929376,0.204495306,-0.072787504,0.167843225,-0.180958574
"rcnB",-0.038331036,-0.083143416,0.021749614,0.151602916,-0.137770638,0.370327701,-0.170145621
"napD",-0.191003935,0.373791172,0.183989846,0.229886238,0.020432404,0.070876609,-0.099212656
"yfcF",NA,NA,NA,NA,-0.065611993,0.085170789,-0.317939218
"cbtA",-0.112643125,NA,-0.09763932,0.26378967,0.264274743,0.094466389,0.425676629
"napB",0.410070143,NA,NA,0.395006873,0.433839191,-0.025776269,0.230875261
"pta",0.224491314,NA,NA,0.514305343,0.52549654,NA,0.313279002
"flu",-0.116442887,0.969428249,-0.071151583,0.163861652,0.191029823,0.737807836,0.165332201
"yegW",0.225503697,NA,1.246354607,0.389700807,-0.010277609,0.23829047,0.119378185
"ccmC",0.272166429,NA,NA,0.374620963,-0.039501457,0.511392533,0.137493262
"hxpA",0.011375496,NA,NA,0.036357647,0.025104469,0.423525108,-0.067472071
"cobU",0.291597449,NA,NA,0.40277954,0.094000228,0.621703897,0.251864701
"fbaB",0.415129942,NA,NA,0.74163999,0.016260475,NA,-0.008940293
"ccmG",0.16545691,NA,NA,0.274972039,-0.255276059,0.792740966,-0.52621516
"lrhA",0.529577218,NA,NA,0.672811427,0.412817379,0.246095498,0.500365646
"cysK",-0.178975419,NA,-0.149650902,-0.007712561,-0.255276059,0.684627157,-0.17643138
"guaB",0.026110554,0.503342293,0.002310664,-1.497349668,-0.049723098,0.472971167,-0.136221393
"ascB",-0.067730227,-0.192293872,0.009058516,0.103721841,-0.200658025,0.391468895,-0.202460495
"yfeH",-0.17286371,0.202216984,NA,0.423744551,0.066155294,0.348729409,-2.8687e-05
"yfgG",0.067438617,0.364438772,0.253781881,0.513388142,0.325561368,0.346077575,0.346702758
"rimM",-0.033100619,-0.149261539,NA,0.16325233,0.048759447,0.219050455,-0.050002662
"hypF",0.116623066,NA,0.595584243,0.246296016,0.343889502,-0.063815312,0.568551507
"xapB",0.104608126,0.31784536,0.14821835,0.556874805,0.464005783,0.021670907,0.409277694
"purN",0.129034688,0.385593077,1.079151545,0.354090846,0.029759332,0.244833276,0.137603933
"dgcN",0.317457072,NA,2.196221316,0.237990235,-0.314253919,0.587527868,-0.080578302
"gutQ",-0.1491894,0.026543718,0.209119282,-0.260787483,0.010482903,-0.602510091,0.01307429
"yfeC",0.018863517,NA,NA,0.233225574,-0.123332421,NA,0.598514731
"hda",-0.011958107,0.123487736,-0.064628703,-0.621466447,0.020348153,-0.206729084,-0.071998463
"tyrA",0.265125143,0.07003155,0.376987992,0.508056393,-0.145889942,0.76246296,-0.32010992
"srlB",0.031526061,-0.085284085,-0.021655477,0.364102338,0.055210178,0.274908272,0.007914361
"ypeC",0.158752223,-0.032793211,0.016587467,-0.285747749,-0.089944571,0.578173391,-0.084502765
"focB",0.174844958,0.187612044,0.119673676,0.334067281,0.129826725,0.333615654,0.130762287
"bamD",0.27078238,NA,0.257757971,0.505705171,0.146585371,0.314098538,0.296823205
"pncC",0.268532145,NA,0.122502966,0.538664689,-0.384674855,1.909246535,-0.640158513
"fryC",-0.121869487,NA,-0.250220254,-1.123850994,0.031635337,-0.08378586,0.27491453
"hyfH",0.359467519,-0.170600045,0.13913987,-0.027339675,-0.198747939,0.002519795,-0.299893398
"kgtP",0.119447702,0.155738673,0.000601266,0.390502441,-0.06735343,0.440711665,0.114796471
"csrA",0.16019267,0.511274833,0.32390009,0.330269451,0.317894854,0.138394523,0.011771497
"tcdA",0.471946531,NA,NA,NA,-0.740997485,0.288826534,0.945302217
"scpA",0.045811888,-0.287627809,-0.138759903,-0.073031392,-0.94805521,0.979827609,-0.700304245
"tdcD",-0.142650666,-0.214000271,-0.246380804,-0.947150306,0.349594347,-1.007503423,0.325763845
"gcvA",0.300071756,NA,-0.171348445,NA,-0.370172857,0.854888872,-0.054697783
"serA",0.00700071,-0.331083195,-0.127142945,-0.312626961,-0.930543246,-0.949795643,-0.706056628
"dkgA",0.146828708,NA,NA,0.500064904,0.420994055,0.534114818,0.152062296
"fucU",0.331663731,NA,0.882882769,NA,-0.161826578,0.272257433,-0.118815283
"pepP",0.694609329,NA,1.026306666,NA,0.116728216,NA,0.40905951
"metC",0.201585355,0.106180876,0.039557737,0.231536664,0.169761528,0.315619711,0.292437
"yhaK",0.746458394,NA,NA,1.690396602,NA,-0.275444896,NA
"fucA",0.280766601,NA,NA,NA,0.208624826,1.155918868,-0.217425081
"gcvH",NA,NA,0.459962227,NA,-0.199758731,0.259668306,0.184184306
"yqjG",0.188057848,0.355042419,0.239472773,0.132176683,-0.102143122,0.174310174,-0.08054444
"sdaC",0.132363576,0.487370654,0.283430284,0.315593829,-0.052395148,0.153984368,0.182782789
"yqfB",0.403230719,1.083073219,NA,-0.606268589,-0.373521328,1.046774399,0.070240953
"yqjD",0.122089517,0.047795955,0.156238435,0.207985184,0.290418607,-0.212283466,0.188291036
"yqcC",0.055276713,-0.152884213,-0.093832521,0.327872731,0.018596626,0.413340732,-0.164747599
"ygfX",0.307245721,0.265910617,1.351123276,0.679835729,0.33037199,0.108254673,0.213415366
"hybA",0.39097324,0.222735213,0.203485021,0.479959028,0.015009366,0.567470755,0.161644782
"exuR",0.452079286,NA,NA,0.301041981,0.029268603,0.80373635,0.050037567
"gltF",0.27612592,0.584192458,0.37658725,0.503335209,0.459522077,-0.423864729,0.626088934
"rplW",0.240565397,0.269286059,0.110419805,0.224501187,-0.097501137,0.45432472,-0.075990993
"nfuA",0.155497549,0.377468584,0.687293577,NA,0.080724138,0.152190995,-0.357983859
"mdtF",-0.390322659,-0.392223748,-0.265136028,0.273055054,0.317384112,-0.311055798,0.42714411
"arcB",0.121698513,0.284234707,0.228461108,0.388327624,0.360847745,-0.236606892,0.273161779
"rpsC",-0.055418637,-0.122082485,0.070913737,-0.58759441,-0.016206786,0.097852562,-0.211757332
"feoB",0.132693147,-0.076540398,-0.145737537,-0.127294144,0.090503745,-0.195274243,-0.060510725
"hdeA",0.272419441,NA,NA,NA,-0.022431925,NA,0.237558288
"npr",0.264869706,0.190205988,0.048554247,0.385373279,0.277316564,0.385601778,0.157067391
"rplN.1",0.119980134,0.168801146,-0.001282265,0.208679595,0.015974632,0.617484086,-0.202677824
"ompR",-0.052882155,0.014188145,-0.027452203,0.228712317,0.139999558,0.288403451,0.050409413
"slp",-0.119178265,0.206151551,0.079750986,0.163649345,0.069916814,0.048984553,-0.073681417
"rpoN",0.212370682,NA,NA,0.188263186,0.216450164,-0.190014701,0.497957352
"rpsH",0.01239105,0.197136991,0.001357218,0.261747187,0.237962479,0.364403656,-0.150729546
"hslO",0.167702272,NA,0.94925955,0.417475391,0.193481239,0.459778154,-0.04127481
"arsR",-0.114117793,-0.120788727,-0.144831724,-1.267461637,-0.291321672,0.241005883,-0.196554745
"kdsC",0.29119217,0.714663988,0.101073336,0.297512739,0.262895186,0.492090432,0.004357309
"rpmD",0.374958625,NA,0.542505228,0.108123107,0.089448267,0.237360338,0.224393484
"nudE",0.155996555,NA,NA,0.35696352,0.015036075,NA,0.271638078
"rsmJ",-0.01065975,NA,NA,0.253856442,-0.182646422,NA,0.099843617
"mlaE",0.475328539,0.162865468,0.201017605,-0.428025144,0.475116984,0.020229983,0.517580356
"rpsM",0.221606971,NA,NA,0.383361181,0.016260475,0.657608314,0.115053298
"hofO",0.380246812,NA,0.960339321,0.464900486,-0.00768057,0.350697291,0.163945827
"pitA",0.625414701,NA,-0.90097813,NA,0.109240194,0.169491675,0.171698594
"yibQ",0.101071218,NA,NA,NA,-0.177875287,NA,0.28019048
"mdtL",0.005685703,0.189055538,0.148716293,-0.180724179,-0.165854067,0.353767341,0.00768545
"yigG",0.099896768,NA,NA,0.476215293,0.001864748,0.346269783,0.032452393
"yiiR",-0.173450342,-0.096654621,-0.13614099,-0.129203521,-0.283474608,0.33859979,-0.242750104
"grxC",0.087247996,0.398099464,0.82147297,0.362454134,0.092640933,0.3043387,0.039517529
"yidC",0.407897809,0.853263436,NA,0.517978045,0.136834406,0.261591384,0.447444372
"sbp",0.084908652,0.497555329,0.26883639,0.257662822,0.0613036,0.186353661,0.201494142
"trmL",-0.064303072,-0.105427711,0.062303508,-0.203446987,-0.034426306,0.063534401,0.037359727
"yigA",0.253812558,0.493714757,1.833254801,0.037184088,0.141424878,0.201676359,0.115998444
"yibL",0.077451613,NA,NA,0.167094361,0.091511427,0.097926921,-0.115395624
"gyrB",0.164693171,NA,NA,0.109270517,-0.195848658,0.08281177,-0.008940293
"cyaA",0.238217339,1.039202026,0.411741437,0.526974311,0.315907366,0.045684575,0.480044068
"kdgT",0.136454823,NA,NA,0.60294283,0.041206309,0.086541525,0.420119517
"yibI",0.182856655,NA,NA,0.483428776,-0.015698542,0.288826534,0.512600102
"hemY",-0.082490708,NA,0.611523444,NA,0.193403841,-0.724894724,0.199738334
"rhaS",0.11744069,1.543459516,0.162590062,NA,-0.314713247,0.882917596,-0.566110364
"rhsA",0.154919298,0.355126903,-0.068396647,0.092288915,0.265519147,-0.046200676,0.188909086
"dgoT",0.065307343,NA,0.874146666,0.245770907,-0.278234381,-0.339113976,-0.181719471
"rffM",0.026272634,-0.172890162,0.053422047,0.079814332,-0.092751635,0.498415478,-0.106569932
"rhaM",0.071944404,-0.000608528,0.135148492,0.265551451,-0.109472841,0.329620605,0.022756644
"psiE",0.402058533,NA,NA,NA,0.093635121,0.13204043,0.073968826
"ghoS",0.139075268,0.218948425,0.37078935,-0.385606312,0.033321218,0.173507743,-0.069442776
"kptA",-0.132031469,-0.519605492,-0.277319778,-0.795535904,-0.06964731,-1.711976971,0.114480383
"yjbE",0.219921103,NA,0.519163756,NA,-0.161657953,0.223395608,-0.004531174
"dcuR",0.002890182,-0.069928019,-0.021755241,-1.005547406,0.017278467,-0.289057591,-0.023764069
"chpB",0.389968788,0.05188981,-0.475147906,0.322419816,0.18842144,0.226499942,0.246332213
"hypT",0.270301167,0.237801117,0.29394932,0.389278701,0.178391099,0.05696991,-0.061833477
"rluF",0.373923529,0.399672697,0.963705962,NA,0.323421503,-0.371094257,0.284452676
"melB",0.126202499,0.116239815,0.039761909,0.214779499,0.002948277,-0.475556859,-0.051584548
"tamB",0.139258763,0.173548231,1.140862975,-1.106455147,-0.302940253,0.054156352,0.0497779
"uxuB",0.211795939,NA,NA,0.209515198,0.441146756,0.659829774,-0.08654515
"iclR",0.121766846,0.109574675,0.285498927,0.266886478,0.100069231,-0.313534946,0.292908355
"adiY",-0.199174471,-0.047886572,-0.15184964,-1.112035025,-0.092809937,-0.791195553,-0.127264313
"ytfK",-0.186438426,-0.415569207,-0.170567902,0.153898114,0.130737176,-0.08574112,0.53842676
"fimG",0.093577783,0.353273775,0.369727018,0.423025975,0.181313352,-0.038195495,0.204519716
"aceB",0.499321462,0.418819161,0.623136713,0.346637629,0.407646046,-0.516022346,0.319392615
"basS",0.528169455,NA,NA,0.288996061,-0.328208356,1.268623148,0.141596862
"cpdB",0.086406456,0.480116851,0.057267122,0.225944315,0.067914319,0.201676359,0.058614785
"fimI",0.151465762,0.038565683,0.155926722,0.188576364,0.320199602,-0.067958006,0.229838035
"purH",0.242991383,0.06984915,0.347442793,0.439640198,0.253797543,-0.006687391,0.097527927
"yjdM",0.188837851,NA,NA,-0.795324825,-0.112608555,-0.518482945,-0.049234887
"ytfE",0.016893924,-0.570690005,-0.315888678,0.207026398,-0.161911327,0.136735552,-0.03803787
"nanC",0.167478303,0.140226507,-0.03174869,0.333725212,0.288791985,0.495720233,0.05767784
"moaD",0.086032225,0.380372058,-0.141687154,0.30989162,0.109531569,0.238659925,0.199999878
"ydcC",0.931044682,NA,1.653400887,0.609508892,0.030058948,0.076737622,0.034912991
"ykiA",-0.240814332,-0.314951501,-0.163071548,-0.4921607,-0.438402728,-0.362958134,-0.258879474
"cspC",0.061923362,0.536612903,-0.067606302,0.202791759,0.238579926,-0.110349021,0.208914791
"znuB",-0.07621355,-0.089201356,-0.084083664,0.015063786,0.058997881,0.376378161,-0.194917248
"fhuB.1",0.285131407,0.169142553,-0.812771704,0.426408865,0.47622317,NA,0.206565086
"arcB.1",-0.260713455,NA,-0.250759416,0.229190773,-0.013042299,NA,0.278221357
"gpmA",0.043626134,-0.064584459,0.36545948,0.323917021,-0.18369303,1.020055965,-0.678226452
"rbsD.1",0.370032512,NA,NA,0.542334066,0.152949122,0.571282769,0.184184306
"yadE",0.347279313,NA,NA,0.628944123,-1.066851065,0.502706354,-0.172797095
"ykfJ",0.316978774,NA,NA,-0.263845908,NA,-0.002443624,-0.367627002
"prpD",0.279057259,NA,NA,0.187339613,0.18842144,-0.275444896,-0.471523136
"caiA",-0.026766968,0.259992811,0.330141022,0.215597783,-0.061456033,0.375815729,-0.072681942
"can",0.18404228,0.382608224,0.362263305,0.619648523,0.115189527,0.113038872,0.329572315
"lafU",0.004420089,0.013749622,0.077660743,0.233478733,0.015875462,-0.029127234,-0.039216341
"prpR",NA,NA,0.338102766,NA,0.001334797,NA,0.710679179
"caiD",-0.114898944,-0.029757858,0.035380575,-0.133488214,-0.455459587,0.635800061,-0.415800385
"yacC",-0.031692856,NA,0.439923378,0.333544205,0.158109526,0.373358499,0.110535548
"dinJ",0.112146833,0.092216599,0.261269902,0.327817427,0.108581673,0.034804433,0.221809075
"yahL",0.349248906,NA,NA,0.303451977,-0.104783218,0.01644172,-0.214702222
"carB",-0.204894361,-0.223700784,-0.197820593,-0.311876587,-0.104136679,-0.115842321,-0.197694365
"acnB",0.254748778,NA,NA,0.231004114,0.364512699,NA,-0.307954997
"fadE",0.494463599,NA,1.201684212,-0.094385228,-1.090332161,0.616649707,-0.151607796
"yahH",0.420264058,NA,NA,0.108286837,-0.12138248,-0.527782968,-0.033086634
"ispH",-0.064135932,-0.060551407,-0.065643991,0.058918143,-0.072007049,0.474902014,-0.301169008
"aceE",0.363306176,0.684788669,0.505719718,0.394882878,0.149007321,0.442313175,0.275087384
"yafT",0.461222666,NA,NA,0.562702929,0.147028755,0.090525906,0.461932013
"yahD",0.461222666,NA,NA,NA,0.085759098,-0.157345584,0.614308998
"ribF",0.290868537,NA,NA,0.364114654,0.143524791,0.536273702,-0.02101467
"ampD",-0.022778646,0.196750359,-0.084759897,-0.018778873,0.079854394,-0.107322567,-0.146849443
"gloB",0.057355878,0.25681016,0.081982984,0.424984465,0.239221594,0.101675269,0.237802423
"betT",0.148426203,0.408781304,0.2112515,0.03935015,-0.126771587,0.165398389,-0.051025081
"tig",-0.028159114,0.072570527,-0.00936001,0.31529373,0.240528457,-0.574275928,0.170798332
"sfmD",0.136711574,NA,0.499921308,0.131906215,-0.250241563,0.247976378,-0.005317377
"pal",0.123833718,0.051285744,0.656586789,NA,-0.064835773,0.354798015,-0.232988006
"cyoA",0.196460877,0.052157189,0.272010742,0.301470128,0.051248247,0.090926362,0.293075616
"ybcJ",0.190650534,0.566995954,0.303189977,NA,0.068562229,0.464172223,0.131470366
"lipB",-0.034240045,0.225561595,-0.088621918,0.048106696,-0.088040364,0.388360691,-0.040153839
"tolQ",0.088240055,0.024661733,0.131348984,-0.887678535,0.128786084,-0.86893557,0.089223841
"cyoE",0.170492627,-0.425056087,0.034547796,NA,-0.207584069,0.448147583,0.017711902
"lpxH",-0.042632842,-0.062371507,0.0413839,-0.877252409,0.03351948,-0.561751635,0.163265427
"cydA",0.004060413,0.221240222,0.048716752,0.050853998,-0.178985778,0.197031454,-0.148531317
"yajL",0.40108605,0.501623447,NA,-0.013225416,0.216004962,0.13012407,0.484571378
"ylbF",NA,0.086541648,NA,NA,-0.193641806,NA,0.139122243
"pagP",0.125128145,0.164201721,-0.006623792,0.127114218,-0.087784972,0.29570363,0.594261078
"sucD",0.473121889,-0.073159195,NA,NA,NA,0.377767618,-0.130418497
"dxs",0.283641544,-0.128007863,NA,0.378020096,0.322473261,-0.164387232,0.37197086
"allC",0.217672175,NA,NA,NA,0.259002515,-0.120542936,0.272891241
