"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"tolA",1765.9,1839.3,2019,1920,1935.4,1819.6,2152.5,1893.4,2821.7,2847.1,3473.6,3137.3,2945.2,44.9,2773.6,2555.9,3212.6,3468.2,4268,3928.4,4765.6,4246.5,4202.2,3900.9,1237.4,1065.3,1105.3,1224.4,1151.8,1217.5,1200.6,1065.4,1669.7,1328.3,3015.5,3057.1,1841.7,1705,2541.3,2213.8,1636.8,2076.3,2895.9,3026.6
"tolB",5763,5621,6787,6263.2,6231.2,5831.2,9184.2,6045.2,7290.2,8466.3,7950.6,7515.3,10132,63.8,8125.7,11528.3,9158.3,7823.5,8734.4,8411.7,10275.6,9890.8,8547.4,8521.7,5032.2,4990.4,4403.3,5166.4,4388.6,4103.4,4110.6,4619.4,4551.9,5023.3,7528.1,8485.2,7193.5,7342.1,7461,6201.9,5797.4,5231.7,4157.4,4718.2
"tolC",5818.6,5376.6,5092.7,3623.5,3003.1,2099.6,2207.7,2170,1570.5,1952.6,903.5,868.1,6785.6,194,5489.8,4967,6222.3,6513,4619.8,4011.8,1657.2,1792.2,899.6,994.3,4885.5,5400.3,5193.7,5828.8,3449.6,3541.9,2433.4,3055,2054.4,2198.2,8379.5,6183.9,9218.7,10732.6,10999.5,10558.7,5635.9,4575.1,1627.9,911.6
"tolQ",2401.6,2512.6,2071.9,2234.4,1990.9,1758.5,2428.5,2034.3,1930.9,2393.1,1579.2,1722.4,1844.5,370.9,1666.1,1389.4,1878.8,1859.1,1989.1,1731.2,2042.6,1461.1,1885.6,2375.5,1602.2,1640.8,1731.7,1098,1240.7,1518.7,1641.9,1973.5,2220.7,2274.2,2065.5,2787.4,1405,1345.8,1767.9,780.7,1098.5,1690.1,1970.1,2296.5
"tolR",1844.2,2216.8,1530.2,1496.8,1362.5,1199.6,1930.8,1219.1,1343.3,1508,679.4,903.3,4108.6,1019.6,2807.9,2331,2759.2,2952.8,2395.7,2576,1760.7,1426.3,1638,1062.7,1315.8,1462.1,1489,1054.5,1021.8,850.4,1176.7,1065.9,1513.4,1458.5,4579.7,5169.1,1499.9,1805.9,2259.4,1632.8,1364.3,1185.9,926.3,2131.4
"tonB",378.6,631.3,688.2,732.6,1260.9,971.9,1519.3,1180.3,3824.8,4028.8,4249.6,3348.6,929.6,6350.3,1279.2,892.3,1193.6,1255.8,2614.3,3229.3,2655.3,2523,3847.8,3260.8,662.3,850.2,631.6,732.5,789,680.2,1099.5,679.4,973.1,966.3,873.2,912.4,583.1,645.7,738.6,733.3,1438,1395.5,3727.9,2136.7
"topA",937.9,1062.5,1253.5,1353.3,1123.2,1416.3,1830.3,1169.1,1175.7,1252.1,1865.6,1779.6,1734.6,301.7,1304.5,1148.5,1051.1,1131.6,1548.2,1354.3,913.2,1312.1,1517.8,2262,748.2,899.8,888.2,976.1,637.7,651.8,800.1,811.9,825,804,1141,1386.7,903.3,1103.9,1053.6,1288.5,1126.4,1301.2,1427.5,1979.2
"topB",919.6,892.1,778.6,942.7,629.9,333,673,481.2,118.7,111.1,757.8,370.9,1473.9,2294.3,1254.7,1270.6,595.3,648.3,612.9,859,1213.1,650.5,2348.3,2863.1,1394.5,1392.1,1470.3,1363.3,890.2,812.7,906.2,916.6,1012.6,1060.7,1464.1,1305.7,1549.4,2434.1,1390.9,1679.6,1385.7,1309.2,3125.8,3139.9
"torA",881.6,1421,1139,1483.6,1645.2,1267.2,1680.7,1396.1,1392.3,1270.1,2555.1,2331.6,2607.5,983.7,1603.1,2119.1,1329.2,1638.6,1659.6,2294.6,2774.9,2698.6,5564.9,4718.9,1278.3,1388,1348.3,1164.1,1812.9,1582.7,2129.6,1876.8,2247.4,1645.7,1581.6,1558.5,1340.2,1824.5,1591.8,1796.4,2491.9,2087.4,6150.8,2731.5
"torC",337.2,504.6,350.1,315.5,379.6,194.3,102.4,454.1,266.9,300.9,843.1,764,823.4,6695.2,722.5,694.5,476.4,521.3,310.9,283.8,1037.6,364.7,915.8,1480.1,407,580.4,399.1,489.4,641.7,616.6,396,509.8,364.1,393.6,465.8,735,467.1,597.3,463.1,585.7,85.7,340.7,1141.3,1248.4
"torD",228.2,218.3,210.8,265.4,207.3,252.9,336.1,243.3,205.3,204.4,734.9,427.1,433.4,100.3,390.6,163.3,207.9,216.7,320.3,106.9,131.4,507.9,666.1,185,208.4,212.4,281.7,248,620.9,634.9,782.2,690.2,381.5,699.7,63.9,143.9,337.9,344.2,202.8,198.5,447,511.1,1904.5,900.3
"torR",502,547.2,379.3,371.3,398,271.9,401.4,275.6,276.3,271,750.2,397.8,381,298.5,451.8,240.2,216.3,450.1,546.6,311,87.5,244.4,749.9,1497.6,681.9,636.9,520,602,469.8,502,465,439.6,572.5,696.8,390.5,269.6,406.8,489,530.5,443.8,210.5,535,997.8,1243.1
"torS",273.1,333.2,461.7,508.5,489.7,409.8,332.4,488.8,395.2,265.4,483.2,350.1,121,59.1,493.5,342.2,371.9,457.7,473.7,503.9,577.4,424.9,676.4,922,577.1,636,559.5,585.1,681.1,751.1,633.1,761,534.8,550.7,373.7,325.5,340.8,444.7,481.4,427.6,341.4,485.7,412.1,858.2
"torT",48.9,68.9,33.3,78.6,117.4,31.8,43,86.8,45.4,28.2,64.7,93.3,109,463,512.7,531.6,1076.5,477.4,432.4,340.9,136.5,195.1,206.7,146.7,475.8,346.6,33.4,196.8,77.8,33,45,64.2,27.8,116.6,439.1,376.3,1165.9,1019,1077.8,705.7,462.4,385.1,222.1,256
"tpiA",7835.8,6448.3,7101.9,6804.6,5507.9,6770.1,5862.4,5356.1,4808.8,5110.7,4647,4875.2,11307.9,2086.5,14646.9,14216.1,13339.3,13665.2,8305.6,7856.6,9781.8,7913.9,5581.3,5339.2,9264.8,8616,7621,7483.7,5671.7,5574.4,5082.8,6208.6,5925,5373.9,18825.3,19368.1,22533.5,21238,19755.9,20624.7,10322.6,10078,2181.9,2679.8
"tpr",177.4,414.3,372.5,331.8,279.9,163.6,631.7,422.4,543,346,1542.1,943.8,70.1,98.7,299.8,174.5,277.3,297.5,251.8,759.4,976.3,233.1,2182.1,1768.5,330.4,273.7,341.8,279.6,595.7,284.3,629.9,355.3,184,111.2,280.9,144.3,26.2,339.5,334.7,488.3,43.9,548.9,2774.4,697.8
"tpx",3690.1,2673.7,7492.7,7904.4,4286.9,4969.6,4623.1,4308.2,3289.4,4008.3,2907.6,2676.9,5347,111.1,7927.1,6626.3,4911.7,5503.4,4310,3989.7,3787.3,4220.2,2999.1,2862.6,2446.2,2695.2,9463,9562.5,5869.2,6513.7,4167.6,4450.6,2993.9,3754.2,1539.5,1798.2,3835,4309.7,6951.4,6503.1,7919.5,8349.8,2534.5,2729.9
"insF2",582.8,1000.3,943.1,826.6,957.3,683.3,920.5,757.7,775.1,381.6,1586.1,699.9,507.1,38.6,396.9,405.6,412,471.4,490.2,534.7,772.6,123.6,1396.2,1325.8,1215,1394.8,1539.9,1633.8,2556.5,2739.4,2460.8,3050.7,2461.8,2046.9,315.1,138,230.1,268.4,122.3,281.3,43.5,701.1,1709.4,1251.8
"insF4",156.7,235.7,176.7,129.4,56.1,60.8,78.7,66,67,57.6,241.3,118.5,346.9,97.2,192.6,62.9,39,129.1,136.5,87.9,106,121,265.7,232.7,43.3,66,52.3,68.3,82.3,72.9,71.4,585.7,96.3,391.9,303.5,460.3,293.4,394.2,86.8,69.5,86.4,106.4,378.6,328.2
"insI3",1487.4,1383.9,1081.2,1042.6,857,932,722.5,942.9,829.2,734.2,972.6,755.2,27.6,21.6,10.3,15.9,102.6,28.4,56.6,85.3,39.6,143.7,101.5,58.1,2900.6,3079,1833.9,2119.1,1876.4,1720.6,1409.7,1323.2,878.2,919.5,77.2,89.6,13.7,170,86.9,62.2,4.4,176.3,187.5,111.3
"treA",1217.8,1228.5,5035.9,5445.3,2807,2378.7,3217.7,2487.7,2574.8,2115.3,3112.7,2572.4,1369.9,17.9,3590.6,4713.7,2501.1,3139.4,3808.1,3634.9,2395,1620.8,3551.5,4402.1,1023.9,1551.7,2692,3843.4,2311.8,2442.6,2066.3,1621.2,1883.9,2004.8,850.3,716.2,1036,2016.4,2778.3,2887.9,3012.2,2778.2,2547.2,3410.1
"treB",34487.9,43310.4,1503.6,1388.5,1896,1622.5,1018.3,870,498.2,502,498.6,490.2,33450.4,128.4,1138,1430.9,1601.3,1699.2,1194.5,991,832.6,761.4,1474.2,1253.2,36942.4,39048.6,26364.5,24377.7,7044,6515.6,6901.2,6666.3,7028.1,5508,45394.4,39166.1,37676.8,29860.7,29226.2,34529.6,24299.7,19184,3683.9,2631.4
"treC",16651.5,18713.2,91.7,223.1,118.8,195.5,115.7,72,80.4,69.8,119.8,84.3,8002.5,16.6,60,77.2,54.8,56.1,68,109.5,135.4,95.7,194.7,266.6,17334.8,16745.4,10018.8,9553.7,2318.7,1911,1809.3,1659.4,2148.4,1790.5,18502.4,15952.4,18807.4,12978.8,9898.8,10313.3,6576.4,2135.5,234.9,324.3
"treF",579.5,836.9,1243.1,1391.5,1125.1,1124.2,1440.9,929.9,1287.4,1938.7,2669.6,2114.9,1828.9,23,2297.9,2270.6,1587.8,1587.2,2384.6,2192,3197.5,2814.9,2415.2,2605.3,565.5,867.7,989.2,1212.2,2324.8,2078.2,1962.1,1854.1,1594.6,959.4,892.3,955.9,937.8,1547.1,1387.9,2241.8,3611.1,3665.3,5842.5,6127.6
"treR",290.1,205.5,465.4,312.9,472.5,183.1,400.6,335.1,484.3,436.8,1188.2,586.6,415,250.9,763.8,602.1,546.3,796.3,818,994,882.4,534.7,892.8,1715.3,103,149,306.6,399.7,486,259.3,91.5,553,289.9,270.5,741.3,587.8,1030.3,1373.1,1099.9,1130.9,790.7,658.4,408.2,1359.5
"trg",2250.3,2327.8,1154.1,1262.2,867,1135.6,1325,1113.3,921.1,1294.9,2050.3,2069,872.7,256.8,1211.9,790.7,869.2,661,1030.9,1140.7,1013.2,1174.1,2373.6,2256,2046,2396.6,6170.6,5784.2,4676.4,3497.1,3059.9,2298.6,1429.5,1495.6,1005.5,864.6,1366.8,1163.8,845.1,826.1,1528.5,1243.5,4016.9,2507.7
"trkA",722.5,723,711.7,762.7,1016.9,885.6,967.3,886.6,1066.2,958.9,1837.5,1262.9,1081,20.2,1642.2,1156.9,1276.7,1093.3,1434.9,1427.6,2112.2,1895.2,2062.3,1907.1,688.9,630.4,796.7,585.2,709.8,688,727.1,601.1,732.2,507.1,1041.7,1167.4,635.2,953.9,970.5,708,1172.8,1361.5,271.8,1006.9
"trkG",83.5,201.2,163.3,124.6,219.8,128,211.9,172.2,111.2,121.9,372.9,197.2,163,172.3,96.7,34.1,125.6,148.7,179.6,273,337.6,313.5,302.7,429,228.3,155.2,120.5,210.4,150.4,122.5,129.5,64.2,137.3,126.7,84.3,100.9,32.3,75.3,83.9,220.7,167.3,178.9,556.7,397.1
"trkH",1398.8,1127.5,1294.1,1486,1970.8,1595.7,1666.8,1676.3,1724.3,1918.6,1245.8,981.6,1803.7,119.3,1353.8,1561,1241.2,1104.9,1484.7,1814.6,1105.3,1246.5,1152.4,1194,1511.7,1282.7,947.3,1129.2,1529.9,978.7,1071.9,1162.4,1279.7,1142.9,1390,1724.6,1598.2,2219.2,1264.5,1742.8,1448.4,1782.8,1733.3,2504.4
"trmA",1473.9,1046.4,1865.6,1717.4,1972.7,2343.9,2962,2479.3,2451.1,3050.1,3295.7,4381.8,1129.7,16.1,440.8,356.9,561.1,452,455.3,234.2,312.7,251.6,190.6,23.6,632.7,783,907.5,1022.9,2008.4,2008,1771.6,1854.9,1890.6,1856,489,1102.9,413.7,332.4,432.9,505.7,245.1,442.2,95.4,704.9
"trmD",28420,37940.2,22163.8,21557.2,34150.1,32389.1,42767.2,33079.6,26105.3,27473.3,20662.4,18656.3,44250.4,203.9,17937.5,19917.6,34159.8,33857.9,24089.1,32458.6,12895.5,18678.5,13791.9,11519.9,15340,14661.3,10715.4,11730,4819.3,5380.9,7151,9231.6,26436.3,22719.2,42830,41582.9,36202.9,18980.6,13004.1,13038.7,6429.6,5107.8,766.2,3676.4
"trpA",620.6,902.6,1403.6,1467.3,916.5,1226.9,1369.5,1345.8,941.5,987.2,1230.3,615,722.4,123.8,1462.4,1033.9,641.7,867.3,847.7,344,249.9,537.8,327.8,1056.1,958.1,895,1183.7,1030.7,923.3,1005.5,1056.5,912.5,828.2,1020.4,657.6,630.7,930,829.1,488.1,597.6,809.4,789.4,204.6,207.1
"trpB",477.5,641.3,2434.5,2893.7,2341.8,1665.5,2717.1,1867.6,1792,1864.5,1997.4,1965.5,183.6,209.7,2141.6,1734.6,1416.5,1299.2,1279.6,1182.8,905.3,792.8,636.1,1176.4,991.8,936.9,1185.2,1272.7,1030.2,964.8,926.4,933,951.3,1049.1,362.2,596.6,569.4,970.9,872.5,763.5,1275.3,858.9,428,305.4
"trpC",448.4,450.1,2272.5,2542.7,2738.6,2112.7,2611.9,2539.9,2404.2,2126,3171.1,2474.6,953.1,22.2,1505.3,2109.9,1324.3,952.1,1216,1019.5,1476.7,1357.4,1913.6,2080.2,570.3,578,602.9,698.6,941.4,1021.1,1072.9,946.7,943.4,903.8,421.2,579.8,1026.7,1314.7,1086.5,1271.2,1116.8,1268.8,2326.4,1981.6
"trpD",426.5,400.5,2190.1,2470.8,2410,2232.5,3436.9,2531.5,2563.5,2288.8,2429.6,2955.6,94.5,122.3,1749.6,1782.2,1051.7,918.2,744.7,969.8,841.8,705,434.4,271.5,586.4,552.8,1003.7,930.7,917.6,1032.1,892.6,890.5,914.4,1279.9,436.6,392,412.5,481,839.9,423.2,772.4,450.1,297.4,277.1
"trpE",315.4,458.6,1414.8,1300.5,1351.2,1235.3,1715.9,1259,1208.1,1064.8,2350.4,1567.8,915.5,289.7,1682,1393.1,575.4,716.1,354.1,581.6,135,285.4,273,362.8,660.8,628,554.4,335.7,251.5,452.2,421.3,324.8,718.1,908.2,686.8,648,670.1,754.8,472.3,531.8,765.2,733.8,495.7,330
"trpL",23.2,106.9,1014.8,1054.2,749.3,766,849.1,890,870,509.5,1144.7,1151.9,179.1,55.4,1901.7,1707.5,750.7,575.4,76.7,268.6,312.7,69.5,129.5,83.5,23.8,39.3,94,19.9,86.3,34.2,74.7,74.3,342.5,202.9,155.5,124.8,146.8,250.9,73.4,219,87,154.9,265.6,129.6
"trpR",874.7,1133.4,2021.8,1873,2403.7,2184.8,2455.5,2461.6,2392.2,2266.9,1911.3,2237.8,810.4,68.3,2203.7,2527.3,1288.2,1758.9,918.9,1015.8,610.2,1103.8,885.4,267.2,1241.1,1361.2,1120,1101.1,880.9,922.1,814.4,748.1,1508.5,1394.9,1148.9,1242.7,1059.3,794.5,701.8,677,475.8,341.5,600.6,198
"trpS",1023.9,894.7,717.9,800.3,696.6,943.7,737.9,823.8,746.2,846,904.2,749.9,2651.6,197.6,1865.2,2418.7,2334,2278.4,1598.4,1058.1,1078.5,1108,1374.6,1214.3,1180.3,1221.3,701,512,797.8,520,692.9,666.1,698.4,556.6,2007.3,2429.4,2375.1,1692.1,1538.6,1268.2,1003.8,892.9,2136.7,1929.4
"trpT",1354.2,1072.5,674.4,667,854.4,2167.4,1895,2686.8,2632,1737.3,2686.7,3254.8,781.2,391.1,377,200.9,1111.1,1644.8,1995.7,1885.3,4086.9,4116.5,7259.4,12663.9,447.6,397.9,336.1,347.2,344.9,264.4,707.4,501.9,943.3,761.8,761.4,782.2,422.5,102.5,274.5,229,428.4,451.4,2176.8,519.7
"insH5",517.9,528.5,546.2,513.4,752.6,395.5,437.3,139,551.1,343.4,169.3,138.7,52.1,5.1,17.2,39.4,10.9,19.5,32.4,65.7,27.9,74.9,52.9,172.2,466.6,583.9,655.1,560.9,409.7,326.8,545.8,138.7,382.7,336,25.9,21.3,15.7,23.8,18.2,44.6,29.7,69.3,76.6,62.4
"insH8",28371.7,28587.3,17639.8,16872.2,19595.5,14217.7,17811.9,14948.7,12456.4,10595.3,19717.2,14978.2,242.1,22.4,565.8,447.7,278.1,207.4,249,319.1,374.1,161.4,437.1,120.5,38450.6,44179.6,36675.9,38771.7,16323.6,17226.7,14710,20719.1,16921.4,13519.5,364.1,331.5,328.8,375.2,271.6,383,228.7,172.8,2512.3,1067.6
"truA",3377.7,2669,3648.1,3754.1,3919.4,3552.5,4808.2,4701.3,4615.9,5052.1,4032.4,3500.9,5278.4,53.3,2807.4,2607.2,2906.6,2374.2,2939.9,3433.1,2979.3,3491.5,2851.5,3412,2561.6,2086.4,2544.5,2267.2,2042.8,2276.3,2256.9,2767.8,2728.2,3862.4,3879.1,3504.4,2654,2823.7,3068.3,3786,1496.7,1612.7,2832.4,2516.5
"truB",3157.8,3015.1,1327.2,1395.9,1243.5,1461.3,1829.3,1356.2,1511.5,1564.9,1611.9,1571.9,2744.9,60.4,789.3,866.8,1149.1,984.2,1093.1,1211.9,1793.3,1537.7,1413.2,1793,1338.6,1220.8,1393.1,1374.3,1671.9,1426,1257.2,1213.2,1423.8,1261.4,1691.7,2228,2476.5,1576.3,900.8,1217.9,823.7,981.1,2059.1,1447.9
"trxA",9573.1,9671.7,9296.2,9474.8,8996.2,10723.3,9834.6,10515.8,12443.3,11200.3,8184.4,7673.4,18869,11.1,18687.5,20743.2,17411.3,18793.6,14865.2,13453.2,14775.7,13116.7,10689.7,8878,7630.6,6533.9,6075.8,5723.3,5770.6,5319.5,5577,5280.8,7248.7,5381.1,14980.9,13129.5,15549.6,14900.7,14787.8,15974.2,8419.6,8273.3,9703.9,11045.5
"trxB",2388.1,2769.2,2252,2512.7,2322.5,1951.3,2390.4,1832,1972.6,2350.6,1571.3,2107,3165.9,8.9,3354.9,3415.3,3592.5,3801.5,3704,3512.7,3816.6,4667.5,3934.9,4018.6,2100.2,2288,2013.8,1538.9,1014.5,935.5,1277.3,1236.6,1762.4,1528.4,2816.7,3397.5,3314.9,4672.7,3163.2,3103.3,3574.2,2617.9,2998.5,3673.5
"trxC",311.8,305.8,751.8,862.3,711.5,1039.2,1113.7,936.9,870,967.7,1323.2,2004.6,1038.3,479.9,1246.2,1300,1445.3,1034.4,1244.3,1115.5,2703.3,2198.5,3087.9,2552.2,348.9,326.6,468.2,511.9,675.6,520.9,483.8,523.7,471.4,472.8,329.1,241.5,446.5,420.9,1260.4,855.4,1287,2010.6,3888.5,4867.9
"tsf",16188,20440.1,10200.4,9728.2,14604.4,12863.7,13726.3,12560.8,14096.4,15326.2,7377.6,8493.5,2269.5,232.9,3159.1,3428.5,6989.9,5571.2,3285.1,3390.1,2692.9,3896.6,3191.9,2720.4,6028.1,4570.6,3505.3,5702.2,2199.7,2707.5,3819.4,3878.7,7931.6,9083.1,13147.6,14232.1,14639.7,10085.2,5949.1,2831.7,2248.5,1889.8,258.1,1053
"tsr",9841.2,10245.8,1467.2,1710.6,1479.8,1271.3,1330.8,1752.6,1667.8,1233.4,3811.1,2180.7,3421.9,87.2,2270.4,2060.8,1473.5,2103.3,2429.4,2436.4,3794.9,3083.2,6207.7,7263,3685.3,3745.8,5762.2,4990.6,3858.6,3971.5,2973.3,2867.1,1812.7,1701.3,1307.2,1633,1844.1,2301.8,1402.6,2008.9,2574.5,2951.7,8111.6,8528.8
"tsx",3167.7,2547.1,1437.3,1427.1,1320.9,1343.4,1528.8,1201.2,936.9,792.5,387.3,585.8,5755.8,777.7,1513.5,1421.1,2413.1,1696.4,1157.3,1570.3,658.7,980.1,1058.7,795.7,11033.6,11506.7,1617.6,1901,878.9,934.5,873.6,1114.1,754.3,1011.5,11911.1,17027.6,5624.2,5194,1318.2,1256.7,1328.3,1270.7,898.9,419.7
"ttdA",87.9,47.9,28.4,43.7,59.4,35.2,45.3,25.8,25.3,30.1,144.5,62.1,95.6,19.4,57.4,72.6,72.9,46.9,48.9,163.2,41.8,76.2,77.6,131.5,68.4,30.1,186.6,37.8,28.6,32.5,61,42.1,39.3,42.8,446.9,411.2,341.6,233.1,264.6,231.9,244.5,171.5,158.6,88.9
"ttdB",37.6,211.7,234.3,186.4,227.4,245.2,225.7,230,237.2,382.1,820.2,587.2,246.4,2392.4,346.6,287.4,110.6,158.8,271.1,392.1,662,364.9,896.5,641.4,231.1,137.2,127.6,64.8,295.2,187.4,332.1,353.2,54.5,255,357.6,283.1,183.9,267.2,297.6,402.7,419.9,495,1601.8,922.3
"slmA",2457.1,2560.5,1182.1,1063.8,1073.7,1388.2,1184.6,1148.5,954.8,847.9,1145.2,933.6,3138.3,301,1222.9,1187.3,1422.7,1223.1,1342.7,1063.8,996.8,1038.7,1708.7,1123.6,1256.3,1196.8,997.8,907.1,659.4,537.2,591.2,806.6,686.1,604.6,1892.1,1609.7,1138,639.6,1295.7,972.3,752.6,1053.6,2590.6,2027.6
"tufA",40311.1,59205.4,37509.4,41755.4,59367.6,47372.4,55270.6,52483.1,50316.1,49064.4,36965.1,42525.7,56555.2,20,38539.7,40429.9,44681.1,47910.5,48287.2,54592.7,25332.2,37010,23056.5,24254.5,41369.8,43842,35913.6,37754.5,23187.5,22161,24320.9,23818,39842.4,35647.1,67451.5,57756.5,77814.4,83312.9,47498.6,49393,40111.9,27957.1,8711.3,9984.6
"tufB",34047.3,43056.9,26880.5,26715.7,30356.5,30930.2,39351.8,36171.6,29111.5,34289.8,23205.8,29493.5,37771.2,42,31965,28584.5,26670.2,29728.8,31913,35261.4,16520.9,22959.7,15649.2,19204.3,26347.1,28571,25404.5,25165.7,13973.8,15218.4,14180.6,16832.1,22326.5,23781,41955.7,39608.9,44308.9,40973.3,24448.1,24639.6,18826,15802.9,4957.5,8486.9
"tus",788.2,702.3,807.9,805.7,701.1,785.7,522.7,520.9,503.2,463.5,1073.3,592.6,704.8,3.5,575.4,724.6,532.2,420.7,591.8,655.3,799.3,420.2,157.8,438.2,714.3,716.9,515.7,610.6,666.4,805.5,678.1,515.6,350.5,547,467.6,635.3,597.3,581.8,482.6,525.4,433.3,793,1003,904.1
"tynA",157.9,288.6,103.7,197,229.8,117.2,152.8,124,251.5,145.6,435.6,227.5,599.1,320.8,148.1,193.5,190.7,192.1,317.8,412,267.2,376.9,702.8,974.2,147.4,215,236.6,176.1,238.1,133.1,218.2,172.6,155.3,103.8,294.5,179.5,226.2,328,216.7,162.1,264.4,488,256.2,631.1
"tyrA",729.8,754.1,740.3,666.1,710,900.6,917.6,707.3,970.8,810.4,1164.1,950.2,1130.6,46,769.4,619,556.1,544.3,739,789.3,996.8,852.9,871.7,911.4,958.8,1071.3,633.2,561.2,744.2,719.2,839.5,781.4,617.8,568.3,774.9,766.8,724.8,646.6,558.9,761.6,609.7,758.4,2194.6,1056.4
"tyrB",624.3,672.8,337.4,657.2,417.1,634.1,926.7,729.5,621.8,709.9,875.8,825.9,970.7,51.7,883.9,705.9,685.5,747.3,738.4,905.7,913.7,923.4,1100.7,1393.8,914.5,584,944.5,514.3,432.8,442.8,377.8,478.4,403.3,370.8,774.7,890.9,1166.3,1642.7,953.8,1546,979,908.4,661.2,1037.3
"tyrP",616.7,587.5,469.1,409.1,439.8,537.9,639.4,524,371.2,583.1,1016.2,841.2,751.9,168.6,452.8,395,554.8,536.3,633.5,605,621.5,508.5,444,539.6,350,575.9,504.9,536.7,742.1,631.4,553.4,700.1,473.8,564.7,780.4,725.2,474.5,549.3,696.1,391.1,687.7,684.5,260.3,550.5
"tyrR",1770.4,1412,1448.5,1193.6,1090.6,1148.3,1253.6,1051.8,1062.6,1028.1,1206,1446.2,1906.9,127,1858.2,1493.8,1282,1497.3,1684.9,1634.1,1623,1467.4,1922.3,2407.6,1670.5,1806.6,1655.8,1539.8,1518.9,1647.5,1709.4,1675,1041.4,1351.3,1805,2076.5,2073.8,2515.4,2162.4,1755.1,2454.8,2806.3,2173.4,3685.6
"tyrS",4328.5,4917.4,2721.1,2661.7,2489,2458.5,2885,2484.1,1716.7,2271.2,1662.2,1405.5,4822.1,141.9,3432.7,2803.2,2293.5,2605.6,2329.2,2746.7,2168.9,2097.3,3145.6,2330.4,4055.8,4187.1,4709.6,3925.5,1786.2,1904.1,1927.8,2449,2647.1,2776.3,5993.7,5782.5,4624.5,3520.4,3474,3589.6,2031.1,1465.4,2691.5,1947.8
"tyrT",3796.8,2534.5,1020.4,965.5,1271.4,1778.6,2373.7,2463.8,3405.5,2317.9,9861.9,6046.2,5153.8,25.7,1928.3,1596.7,2279.2,2673.4,6262,4039,18486.7,7122.3,21176.1,30106.7,2299.9,2072.1,2161.1,2114.5,2580.8,3465.4,2969.1,2941,3865.8,3606.6,3541.8,3180.5,2991.9,904.2,1660.7,1243.3,1684.6,2019.3,10260.7,4664.7
"tyrU",26625.1,32119.7,13611.9,14387.1,15096.6,17313.3,17064.1,17198.2,13934.1,12103.3,9136.5,8232.4,37026.3,109,12688,12301.1,14778.7,17678.9,13899.8,12398.4,15938,11216.2,17415.7,20950.3,13645.5,12191.1,7122.4,7279.1,2926.9,4363.4,3892.4,4475.2,6028.7,7296.7,43978,40697.8,21772.5,19084.7,11625.1,10920.1,3953.4,2827.2,2446,2433.6
"tyrV",14410.7,14292,5255.1,4151.8,4922.2,8003.9,8443,7488.3,8627.7,7548.9,11070.9,7954.7,23685.9,7,9051.1,7633.1,7807.8,7685.6,10354.5,8119.8,18365.2,8135.5,19912.4,25157.7,8575.8,6868.6,5438.4,4600,3729.5,5085.9,4080.5,4881.1,5500.5,5578.5,13829.1,18522.5,8354.8,3636,4515.5,4874.1,2941,2486.4,9145.8,4774
"ubiA",627.9,826.3,1154.2,1059.8,831.2,1209.1,1438.3,1495.6,771.9,1256.4,1300.3,1219.3,804.3,114.2,977,1043.1,617.7,572.3,718.5,502.2,935,466.6,502.1,296,1166.4,1194,1352.6,1078.2,743.6,920,708.8,905.8,815.1,816,698.1,799.3,942.1,823.5,596.7,600.3,900.5,1056.2,1139,1777.1
"fre",2993.6,3463.8,3732.2,3639.9,2984.3,3946.7,4348.1,3594.8,2349,3067.1,2331.1,2142.1,5424,389.8,5751,6225.8,5447.7,6062.5,4384.7,3563.8,3859.6,2663.3,3086,3127.4,3839.1,4100,5389.1,4943.3,5627.3,5813.1,5346.3,5438.1,3863.7,4454.7,4370.5,5319.2,5722.5,6422.6,5901.6,6744.6,6562.3,6659,11650.8,12653.4
"ubiC",2530.7,2453.5,3828.7,3976.1,6368.2,4215.6,5244.9,5215.5,5822.6,4936.4,4334.2,4092.2,3167.8,88.1,3489.4,4477.4,3720.9,4155.8,3703.5,3483.3,5104.9,4892.3,3499.4,4497,2745.9,2709.5,2893.2,3278.4,3576.2,3752.4,2553.7,3132.8,2977.5,2601.7,3286.3,2971.5,4458.1,5766.3,3988.3,3848.2,4413.5,4594.1,5221.4,6334.8
"ubiE",4921.9,3412.8,2864.6,2789.2,3713.4,3183.9,3397.8,3389.3,2706.1,2639.3,1733.3,2366.7,3278.6,320.2,2400.7,1716.5,2434.9,2581.6,2006.8,2263.8,2213.3,2596.1,1532.2,1861.7,3877.6,3530,3431.8,4173.9,2480.8,2747.5,2558.5,2509.9,2146.3,2540.5,5080.6,4010.4,5148.4,5446.6,3533.3,3137,2690,2638.6,271.2,1284.6
