"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"ubiG",2937.3,3413.1,2197.4,2549.7,3384.8,2785,2887.7,2602.4,2907.1,2383.4,3563.2,2758.1,1594.5,850.1,2034.6,1394.5,1442.5,1529.6,1329.8,2486.6,2138.5,2279.3,4974.7,4339.2,3311.7,3880.6,2468.3,2220.3,1850.5,1713,2108,2205.3,2857.3,2240.4,1610.8,1469.5,1295.6,2245.2,1414.6,1973.2,1614.4,1675.5,4101.1,5422.5
"ubiH",2412.5,1909.5,1463.6,1505.8,1249.4,1097.1,1384.6,1106.5,902.3,959.4,853.3,538.9,881.5,3702.2,681.1,598,679.8,595.4,644.5,546.7,305.7,474,202.3,210.5,2029.3,2011.8,2057.5,2004.6,1628.7,1910.5,1572.2,1652.2,1874.4,1943.1,1119.8,1347,836.5,1397.4,893.7,1334.6,1049.5,834.8,369,182
"ubiX",343.9,353.9,278.9,316.1,292.5,293.3,112.8,293.5,234.3,252.8,263.6,60,159,1473.6,193.8,69.5,342.2,320,217.2,142.8,306.6,400.4,168.6,136.7,449.3,369.9,352.2,197.2,115.6,253.7,144.2,218,286.7,178.5,330.2,180.7,57.5,82.6,138.8,189.2,78.8,246.6,442.7,143.4
"ucpA",3129.3,2708.5,1706.5,1460.1,1771.9,1840.8,1428.6,2039.9,1757.9,1368.6,1505.4,1750.8,2423.2,52.8,1485.1,1665.6,1301.6,1295.8,1378.7,1294.1,1511.2,1824.8,3349.8,2248.8,8255.5,7060.9,4908.1,4419.1,2951.3,3088.2,2829.7,3260,3245.6,2714.8,5540,4900.1,4181.7,3114.7,2098.5,2023.5,2190.1,2185.6,6421.7,5481.6
"sthA",1398.8,1330.2,6018.7,5808.1,5383.7,4348.4,3817.4,4525.2,2915.2,2946.4,2176.1,1785.5,940.9,152.8,9225.7,7812,6620.3,7645.2,7448.1,4427.2,4721.6,5118,4554.3,5003.2,1473.9,1823.5,3876.2,4377.8,4195.1,4022.8,3430.5,2411.5,2344.8,2377.1,853.4,706.5,2008.3,2263.9,3970.1,4570.4,9140.5,7897.2,2868.7,5168.9
"udk",1561.3,1326.7,791.5,732.5,647,679,689.2,685.3,686.6,656.7,127.6,144.1,1412.1,317,1146.8,1104.6,1352.3,1174.4,800,1411.2,114.8,425.9,237.5,163.1,1234.5,1214.6,674.1,665.9,577.5,512.7,763.5,614.5,759.9,734.4,2174.5,2491.2,591.1,957.8,1294.7,926.7,649.8,650.5,1163.1,664.7
"udp",3959.8,3376.1,5796.7,4370.5,5126.9,5078.3,4641.1,4210.6,3882.1,4271.9,4255.7,3869,7026.5,273.3,8592.8,10254.7,12081.9,11303.4,8823.1,8707.1,6197.6,8400.5,6098.3,5576.5,16404.2,17258.7,7203.1,7952.5,4404.7,4721.2,3640.7,4804.4,1843.6,3408.8,12067.5,9852.9,12160,13884.7,8619.3,8669.2,13418.6,13736.6,4832.4,5173.5
"ugd",472.6,466.8,363.3,334.8,259.9,310.8,357.2,434.4,438.2,259.8,631.8,434.8,719.1,635.3,593.5,712.8,900.6,861.7,759.6,707.7,413.3,582,502.5,706,266.1,285.1,229.7,283.9,241.7,186,72.4,266.3,171.5,182.3,637.7,995.4,1151.1,1299.9,1017,700.2,1425.2,1121,118.2,464.1
"ugpA",145.6,168.8,628.6,601.9,542.4,537.7,778.5,615.8,456.3,606.9,612.5,646.8,265.4,117.2,1515.8,1488.4,979.1,878.7,1509.6,1362.3,936.5,1018.2,1515.2,1423.8,295.5,385.3,528.1,343.9,349.7,328.7,408,86.4,306.4,522.5,372.4,446.5,475.9,485.7,571.2,670.4,1076.1,1201.7,1680.2,2711.8
"ugpB",218,485.3,1215.4,1232.1,1292.4,1230.4,1578,1331.8,1629.7,1252.3,2291.5,2269.2,871.3,600.2,1639.8,1397.1,1253.4,1154.1,1640,1635.1,2173,2353.4,2749.3,3176.5,551.2,551.6,671.2,549,841.6,808.6,877.4,722.6,942.5,612.8,704.3,630.3,577.9,1004.7,795.9,1406.1,1868.9,2139.6,6111.9,5651.9
"ugpC",407.6,612.3,1304.1,1259,1680.1,1459,1641,1539.2,1971.4,1531.8,1470.4,1974.7,648,59.6,1736.6,2138.8,1168.4,1076.9,1637.1,1604.4,790.5,664.7,545.7,1261.7,478.1,800.7,726.9,597.1,1011.9,1095.9,1071.7,1150.9,538,727.3,952,1127.3,809.6,693.3,868.1,1000.7,1189.2,1201.4,664.1,665.9
"ugpE",186,245.7,830.5,846.7,963.9,809.3,888.6,806,812.6,917.5,808.5,545.1,422.1,216.3,597.8,599.2,555.4,586.1,855.4,487.5,599.4,611.8,106.9,833.7,254.8,271.2,402.8,442.2,384.2,421,418.6,279.4,303.5,300.5,149.7,214.9,174.6,176.5,221.8,405.5,325.7,380.3,581,1666.3
"ugpQ",517.5,653.1,1153.4,1079,1326.7,1271.1,1454.9,963.9,1735.1,1344.4,4095.4,3201.7,968.8,1411.6,1685.5,1563.6,1275.8,902.3,1100.5,1764,1449.1,1753.3,4484.3,2759.4,898.8,1074.5,1145.5,1083.8,1427.1,1481.2,1957.3,1738.8,1856.5,1391.7,859.2,1077.1,838.8,1009.9,1041.8,1340.7,1460.6,2257.5,6682.1,4099.2
"uhpA",1250.5,1192.1,979.7,1123.4,1278.4,1266.5,1614.1,1597.8,1263,1198.1,1474.1,609.3,1396.7,105.3,223,442.3,1060,1044.3,1268,1201.3,1014,1129.3,1397.9,2172.4,950.5,864.5,1395.5,856.9,1164.7,1248,1428.9,1130.7,1445.4,1446,987.4,1324.8,679.9,927.3,790.7,803.2,771,816.7,2397.6,2216.9
"uhpB",73.2,111.9,317.9,193,294.1,131.8,143,137.5,143.8,128.5,240.9,175,180.3,404.4,114.6,123.9,106.2,110.7,124.9,204,282,202.4,599.3,545.8,105.9,124.9,128.2,88,157.3,251.7,153.5,164.9,119.3,82.6,164.1,339.5,76.5,104.6,81.4,251.1,152.7,596.3,630.4,487
"uhpC",502,722.5,828.8,789.3,806.9,796.7,1167.8,658.5,895.4,789,1369.2,793.8,1676.3,75.6,768.6,1125.1,728,652.3,713.2,914,944.9,912.3,1341.8,1555.1,492.5,616,695.7,535,828.5,924,951.4,903,876,970.5,680.8,506.5,503.4,653,562.8,945.2,1250,1417.2,706.6,1340.2
"uhpT",1140.9,890.3,543.4,478.3,202,365.8,343.9,494.4,300.7,284.1,802.3,194.2,985.5,174.3,462.6,322.5,426,440.1,463.9,457.1,793.1,380.9,779.3,872.3,796,683.7,1668.3,1723.5,2425.9,2196.8,1677.3,993.1,483.2,416.6,187.1,256.8,187.7,256.9,252,388.7,463.6,377.1,1544.7,754.9
"uidA",400.8,584.9,633.5,633.4,550.6,714.6,931.3,648.7,1086.2,783.9,1966.3,1298.7,814.6,13,670.2,572.6,700.4,700.1,958.5,1079.7,1041.2,910.8,2100.6,697.2,712.3,517.4,633.3,646.2,528.6,607.3,796.9,668.2,601.7,725.9,502.4,393.3,472.3,403.1,647.6,757.8,1009.8,704.6,1137.3,1995.9
"uidB",153.8,149.4,103.2,48.5,157,80.8,134.5,221.2,99.7,30.3,265,226.2,241.6,572.2,232.6,74.1,37.8,178.2,200.7,218.8,264.1,199.4,268.2,351.4,169.8,181.3,114.5,24,105.9,33.8,230.5,43.2,43.3,133.4,75.7,143.9,197.4,93.9,153.3,164.9,55.4,217.7,892.9,723.1
"uidC",108.4,220.2,187.6,118.7,156,162.1,194.4,173.2,175.9,180,133,455.8,223.2,59.6,60.5,41.1,36.6,121.7,203.5,133.3,115.8,50.4,202.5,130.5,80.9,36.1,116.3,71.3,50.1,68.7,95.7,71.8,72.6,85,168.9,129.7,73.2,225.3,114.8,126.7,58.9,144.7,730.2,298.6
"uidR",1070.8,1058.1,1014.9,993.8,1187.5,969.2,1012.8,1088.7,1035.7,1234.6,1837.9,1356,1235.2,70.1,1340.2,1312.5,1118.8,1230.8,1239.9,1028.2,1769.6,1225.7,1612.5,1676,2011.2,2191.2,2071.4,2133.8,2760.6,2538.9,2641.3,2501.9,2598.9,2434.9,928.8,1117.4,1191.6,1183.4,1372.3,1259.7,1166.9,1655.2,3168.8,2435.6
"umuC",239.3,297.9,333.6,419.5,401.4,348.2,447.2,317.6,356,293.9,802.5,494.2,565.6,7749.6,488.5,465,414.9,341.4,402.9,348.9,461.5,241,783.2,590,295.8,213.3,355,359.1,326.1,363,351.7,290.7,323.1,259.9,343.7,358.7,329.9,212,362.4,404.4,609.5,671.4,1426.9,1113.3
"umuD",227.4,216.7,397.9,376.3,308.1,297.6,260.3,358.1,443,440.4,820.7,705.4,235.9,18.7,281.3,318.5,376.7,359.7,496.3,601.1,465.6,553.9,885.2,809.9,303.2,288.9,227.6,307.2,342.5,349.4,496,385.3,395,370,377.3,409.4,382.5,379.2,301.2,279.5,428.8,597.2,941.6,673.1
"ung",2407.4,1990,1564.6,1457,1859.5,1669.7,1399.9,1764.6,1871.2,1354.5,2082.2,1968.6,1825.6,434.5,1329.9,974.8,845.5,1023.4,932.1,1090.8,1309.9,1048.1,2182.5,1546.3,3085.8,3104.4,2094.5,2323.7,1648.7,1663.6,1532.8,2061.8,1523.9,1654.9,1785.1,1758.9,2457.1,3254.1,1429.6,1610,1265.8,1642.3,3230.2,2673.5
"upp",7995.3,6258.1,5150.3,5230.2,4082.5,3126.1,2930.2,2771.4,2035.2,1717.3,1531.7,1208.4,9878.7,211.6,2139.8,2437.2,2913.9,3059.7,1311.1,1672.1,1175.8,814.7,1873.6,1281.9,3224.9,3221.6,3239.5,2522.6,3142,3097.9,5437.3,3919.7,8938,6424.8,4688.3,5605.1,4839,3681.3,3809.3,2734.8,2791.7,2229.2,2135.8,2168.4
"uraA",855,739.3,369.5,424.7,46.6,44.2,67.5,44.8,42.7,53.9,159.1,81.9,638.2,100.7,90.3,69.2,67.3,102.6,54.7,75.4,68.8,52.4,101.7,197.4,82.4,46.8,49,47.3,95.6,48.9,64.6,70.4,114.1,117.7,699,919.1,234.4,118.3,101.1,123.8,132,133.3,258.9,189.4
"usg",2417.8,2052.9,1040,1518.7,1727.9,1532.3,1839.9,1890,1351.3,1521,1300.4,987.7,2543.2,40.3,1068.4,1168.6,1228.9,1120.6,1119.5,1118.1,857.7,920.3,1023.7,491.3,1619,1449.1,1915.1,1313,1152.7,1367.6,1250.3,1466.9,1553.3,2060.6,1593.7,1410.2,1373,1562.4,1557,1700.1,1286.6,1162.4,2215,1376.2
"ushA",2577.4,2722.3,4630.1,5145.3,3407.3,3591.6,3380.6,2780.1,2557.9,2833.8,3371.9,3116.2,3238.1,121.7,2911.3,3532.6,3077.8,2913,2486.6,3191.1,2977.9,2689.9,3366.6,2571.2,3282.2,3414.5,4624.4,4983,4452.2,5134.6,4989.3,4524.4,4595.4,4680.1,2046.4,1876.6,2606.9,3330.9,3755,3411.9,4114.3,4229.3,3740.6,2807.3
"uspA",16698.7,16161.4,25157,25380.2,14863,17665.2,16659,13853.6,12269.4,14554.6,8138,9319.2,30343,1115.4,36818,50311,37266.4,38430.8,19231.5,26186.6,17076.7,17490,9159,8300.4,35084.6,33977.7,38631.8,43010.4,40418.6,41301.6,32530.7,28850.7,22830.3,20965.5,26866.9,25849.6,59102.8,73538.8,54210.2,59601.7,82634.4,95880.7,51865.2,62104.5
"uup",1509.1,1864.8,1729.9,1698,1472.2,1920.5,1402.9,1771.5,1797.8,1768,1327.9,2261.2,1672.1,88.6,1553.6,1197.9,1244.3,1558.8,1541.2,1354.4,1820,1529.4,1610.4,2182.1,805.6,804.9,873.2,995.6,1525.1,1449.4,1283.9,1490.9,1401.3,1740.1,1193.7,1630.7,822.9,712.7,705.4,735.4,552.4,1094,594.9,548.8
"uvrA",968.5,879.1,1247.2,1379.1,1848,1910.8,2449.9,1854.5,2304.9,2192.3,2958.3,2435.5,310,82.8,790.1,709.8,837,784.2,1594.5,1514.8,1432,1103.7,1771.7,794.4,970.8,973.8,1261.3,1330.5,1337.3,1385.9,1320.3,1526.2,1589.9,1605.9,642.1,786.9,677.8,940.5,766.3,1053.9,1013.3,951.9,493.3,392
"uvrB",1173.1,1379,2377.7,2331.5,3231.3,3658,3717.1,2925.4,3881.9,4263.5,3436.4,3858.7,1539.2,39,2524.1,2844.2,1950.7,1719.5,2599.7,3340.5,2905.2,2976.3,3773.8,4242.4,1395.4,1476,1935.3,1871.5,3071.7,2850.5,3419.7,3058.1,2727.2,2666.1,1099.4,1128,1033.5,1380.3,1364.1,1469.2,1786.5,2069,4000.1,3096.2
"uvrC",1214.8,1387.9,1429,1434.3,1336.4,1142.8,1408.6,1175.7,1190.7,1413.9,2189.4,1413.2,2050,299.5,2709,2081,1456.1,1602.1,1386.3,1835,1964.1,1727.8,4508.4,3582.6,2287.7,2446.5,1741.6,1737,1305.4,1244.3,1492,1282.1,1320,1282,1801.9,1420.8,1538.3,2277.9,1460.1,2331.1,1309.2,1412.7,5386.8,5036.2
"uvrD",1164.2,1407.8,994.2,1259.4,1435.2,1142.1,1126.1,1261.9,1057,1110.7,2255.6,1950.8,2188.6,53.5,1983.3,1761.5,1621.5,1732.5,1473.8,1594.9,2713.9,2288,3746.8,4268.1,989,1416.4,1429.9,1553.7,1611.9,1371.8,1601.2,1600.2,1712,1367.1,1429.3,1854.3,1711.1,2385.5,1393.1,2209.5,1372.3,2267.2,3144.5,2596.1
"uvrY",4633.4,4718.7,3958.9,3905.2,3448.5,4001.8,3767.9,4043.3,3878.5,3982.3,2149.6,2841.3,6599.4,451.3,8411.7,6809.7,5708.7,6180.2,6598.6,6345.6,4618,5465,4541.1,3956.9,5969.5,5994,4376.7,4150.7,2556.8,2834.9,2487.3,2636.1,2193.2,2138.1,9477.7,10310.9,6870.5,9369.1,8031.8,8744.4,4259.2,4968.3,4698.4,6062.1
"uxaA",427.3,528.8,578.8,433.3,61,135.1,238,61.2,74.8,148.9,293.8,106.9,177.6,6815.4,300.4,420.2,103.2,123.8,42.8,103.2,126.6,102.7,164.5,122.6,686.2,590.3,513.5,790,981.3,595,1025.8,751.1,712.5,948.8,507.5,448.5,974.5,972.9,525.5,255.1,854.9,463.3,172.2,260.8
"uxaB",503.3,518.2,486.6,640.3,370.4,405.3,725.7,366.6,423.9,477.6,1216.2,557.6,1308.1,392.7,888.8,1189.9,650.3,604.6,495.4,529.1,589,485.2,650,1059.7,833,607.1,762.7,818.2,699.3,595.1,797.6,642.9,810.2,976,997.5,883,818,931.9,904.1,859.1,727,865.3,932.1,1007.5
"uxaC",2110.5,1906,2662.6,2796.9,1061.6,1103.6,1275.3,939,693.6,794.4,1401,1059.7,2694.4,219.2,2373.4,1889.1,1318.6,1234,1275.9,1514.6,1207.9,1235.9,1563.6,1638.6,3634.9,3368.4,4044.9,3859.6,4530.7,4025.8,4798.1,4716.1,4139.5,4780.8,3071.6,2372.4,8020.4,8004.4,2912.5,3336.3,4954.3,3196.4,2032.5,2564.6
"uxuA",1333.2,1277.2,1007.2,1157.9,440.1,710.8,566.7,555.3,294.2,430.5,1734.3,174.3,3127.2,6415.3,1521.8,1740.8,1190.4,1199.6,721.3,1001.6,157.9,686.7,418.3,460.4,1899.5,2424.8,1595,1311.3,1265.7,1152.4,1007.2,1245.5,962.4,1336.3,4380,3302,4514.3,3514.7,2243.4,1611.5,1630.1,1252.6,643.6,372.5
"uxuB",1072,1242.5,958.3,950,655,690.4,402.9,710.7,653.8,1112.5,1269.7,796.4,1781.6,818.5,996.9,1086.3,831,806.5,841.3,1166.1,1236.2,1168.1,2528,1495.6,1178,1087.3,991.4,695.5,732.3,964.3,1180.5,978.6,771.8,974.1,1879.3,1421.6,1950.7,1881.8,1151.1,1045.6,1385.8,1531.2,3461,1398.5
"uxuR",518.6,478.2,470.2,442,217.8,303.1,479.9,327.8,542.4,417.5,593.1,738.5,617.3,716.3,512.3,495.5,459.5,416.6,382,301.2,620,430.8,1081.8,480,460.6,346.7,717.1,504.8,873.2,747.1,618.8,518.3,335.9,516.3,277.9,749.9,252.1,367.3,500.8,524.3,546.3,1134.1,223.5,247
"rnr",2828,2190,3492.5,3438,2741.7,3490.4,3240.5,3455.1,2612.6,2875.1,2534.8,3893.8,2834.9,4103.8,4510.5,4378,3672.8,3764.3,3308.1,3679.3,5208.3,4691.9,3588,3280,2398.9,2587.6,3666.8,4251.6,5129.4,4609.4,3891.1,5312,2766.2,4244.2,3309.6,2478.7,5906.2,6022.6,4831.4,3780.4,7729.7,10715.6,1172.2,2706.6
"mlaA",2233.6,2641.9,1855.5,1895,998.2,1121.9,1684.9,1176.1,1083.8,1379.9,1016.6,1471,660,412.6,964.1,1279.4,1274.7,976.5,599.9,1247.2,1907.6,554.7,446.8,462.4,2332.1,2090.5,1639,1509.9,1795,1708.3,1802.1,1707,1522.2,1659.4,714.4,1026.5,1277.4,1265.2,1376.9,448,1428.2,2532.2,905.6,3014.8
"valS",5020.9,4511.7,3192.4,2769.7,2378.5,2770.2,3693.9,2659.7,2003.2,2100.2,2487.3,3066.6,2555.1,108.5,1529.8,1502.4,1455.3,1745.1,1663.8,1552,1608.1,1693.1,1885.1,1781.3,2985.8,2950.4,2204.3,2286,1613.6,1954.1,1797.5,1859.5,2475.6,2019.8,2195.6,2387.2,1446.5,1375.9,1305.9,1604.5,1039.6,1090.1,2276.1,1992.2
"valT",32753.1,34343.2,13835.3,12485.7,19365.9,21570.6,18604,23231.8,9643.6,17418.2,24671.5,16220.3,38032.6,28.5,12786.2,12806.1,14457.9,20211,18212.4,22218,18423.9,15689,27672.1,33723.7,13781.8,12066.8,12127.2,12078.4,9224.5,12712.5,12812.2,13218.2,16187,16027.3,34050,23046.6,9249.6,9292.6,11331.8,11033,10203.6,8038.7,15778.9,15479.2
"valV",1526.8,1655.5,496,571.9,925.8,1015.2,566.3,1081.4,931.8,628.2,1646.6,1016.7,1734.6,185.2,1018.7,934,1011.9,942.7,909.9,1004.1,1632.2,1187.4,2296.9,2625.4,1571.7,1563.1,934.3,794,594,760.3,763.8,799.1,921,493.9,2186.5,1965.4,1720.4,1469.6,1355.9,1505.3,819.1,812.5,2056.3,1064.4
"valW",279.4,262.6,268,328.6,371.1,450.1,229.6,331,611.7,338.6,837.5,840.5,790.1,8115.6,352.2,247.6,370.2,419.1,653.1,729.9,1384.9,1006.7,2650.5,2754,454.3,318.8,183.7,83.2,75.1,350,392.4,350.4,448.6,250.3,850.1,522.9,508.4,646.2,393.6,655.7,286,366.8,1223.8,793.8
"valX",28514.4,28668,12289.1,11338.7,16404.7,17965.7,16629.5,18943.9,14978.2,13443.4,18909.4,12050.7,30179.8,112,9477.8,9657.5,11786.3,15562,14970.2,15368.9,11329.9,12775.4,17813.9,19855.9,11246.1,10781.4,9582.9,9184,7326.1,9878.5,8436.3,10831.6,12595,13166.9,26650.3,27388.4,6422.8,7482.3,10807.6,8798.4,6948.5,5138.5,10670.4,7495.4
"valY",43729.9,40747.4,21616,20238.4,22980.6,34294,15956.9,23730.6,8877.8,23840.2,23000.3,20196.4,46214.5,164.8,12035,8693.9,14462.3,21414.8,17451.9,31269.9,22872.4,19160.7,34590,58900.1,14590.5,15258.6,13055.1,15511.3,11857.8,12740.9,13265.3,14123.5,17019.8,17746,44747,24340.2,9145.6,11243.1,14372.2,13258.8,13805.7,8856.9,15272.9,25024.1
"valZ",32002.5,29872.3,12325.3,11642.4,16266.4,19868.9,14106.2,19960,8463,15330.5,17579.2,11907.8,30981.4,52.3,8982.2,9154.8,10982.1,15570,14159.5,16300.1,11565.1,12341.4,14503.1,20498.2,10878.6,10766.4,9515.6,9390.2,7240.5,9851.2,8241.4,10311.2,12293.8,12517.1,31124.4,26010.7,6477,8473.8,11250.7,9677.6,7350.6,4431.4,10389.9,7807.1
"ubiI",1547.7,1776.3,1616.4,1592.9,1174.5,1263.3,1283.9,1169.3,800.7,894.5,2045.2,1169.1,1626.7,1145.7,1478.7,1630,1257.7,1223.1,1221,1621,2087.8,1228.3,2990.5,2476.9,2441.2,2187.4,2117.7,2464.8,2543.8,2967,2924.5,3424.9,2624.3,2944.4,1339.6,1137.6,1198,1307,1290.3,1848.9,1726,2089.4,2933.3,2272.4
"vsr",492.7,520.3,447.2,506.5,413.9,307.5,845,536,316.2,682.5,1346.5,837.7,1024.7,93.5,951.4,908.8,804.5,811.4,682.5,851.9,727.7,600.3,1784.5,1170,494.9,747.4,764,411.3,702.8,997.8,1146.4,627.2,661.3,818.5,927.3,855.5,651.9,882.5,705.5,881.4,679.1,1043.9,1620,1628.5
"wbbH",1302.6,1216.2,521.4,384.1,371.2,431.5,546.7,406.9,296.7,389.9,368.7,235.4,75.9,13.5,5.4,8.9,3.5,2.3,7.2,9.4,13.8,8.4,32.4,40.8,901.7,727.6,735.6,670,460.5,309.7,401.1,394.7,723.6,801.1,10.4,9,5.9,5.3,4.3,64.5,7.9,19,61.3,80.3
"wbbI",2434.2,2457.2,519.1,489.6,362.9,407.6,506,552.1,323.3,448.1,289,166,39.8,84.2,11.8,10.7,3.8,6,9,4.9,12.7,6.4,16,10.3,1489.1,1383.8,760.3,805.5,398.7,443.4,449.6,547.9,610.8,543.9,3,7.2,3,6.7,5.7,14.6,11.9,14.3,121.1,15.5
"wbbJ",3513.5,3273.4,1014.2,903.4,852,882.6,918.4,817,718,761.6,361.5,326.2,58.4,114.6,13.8,10.1,5.5,7.8,13.3,88.9,28.3,19,43.1,44.3,1827.4,1789.7,1403,1481.9,723.3,719.3,849.9,899.1,1477.1,1413.2,4.3,14,10.8,11.6,4,9.4,11.2,18,85.8,39.9
"wbbK",6811.5,7145.2,1294,1216.7,1133.7,940.4,965.9,1117.2,660,868.3,240.5,327.1,37.8,7.7,9.6,13.9,5.9,9,10.7,9.8,55,18.9,23.6,60.3,3001.7,2686,1903.2,1656.6,634.3,643.9,816.2,697.7,1205.8,1020.9,15.5,8.9,11.2,13.2,8.7,12.8,11,100.4,68.9,63.7
"wcaA",247.7,385.5,70.7,73.7,102.8,92.6,101.7,106.9,87.1,75,649.8,128.8,1097.1,52.7,276.2,118.4,329.2,463.8,776.4,203.9,217.6,305.1,459.7,906.5,573.6,569.8,439.6,453.7,120.3,105.9,126.6,124.4,260.5,113.3,910.3,394.8,544,363.3,582.5,1036.3,731.9,179.4,1839.7,278.7
"wcaB",44.8,39.9,63.7,67.7,123.9,105.3,144.7,45.1,76.3,91.6,673.5,194.3,141,36,28.2,32.1,46.4,41.5,63.1,229.3,206.3,52.3,248.9,160.3,37.1,25.2,30.3,31.6,30.7,34.5,52,25,17.7,18.6,251.6,163.4,241.1,236.5,194,162.1,48.8,149.7,134.9,154.9
"wcaC",53.4,91.8,43.1,35.6,118.6,68.4,41.4,104.7,78.4,80.9,633.2,166.5,188.7,241.4,84.1,70.1,65,133.6,105,172,342.4,257.4,934.6,526.7,40.6,53.6,55,29.2,38.5,55.2,67.3,67.5,76.5,70.6,174.8,263.5,250,219.3,71.2,89.3,146.8,279,751,861.7
"wcaD",4.1,5.1,8.6,19.5,46.2,27.5,16.5,28.3,32.4,73.5,408,66.5,48.8,34.9,17,15.1,9,23.8,12,15.6,68.2,41.4,143,106.6,5.2,8.7,14.8,5.8,9.1,7.2,12.4,25.5,10.2,5.6,6.1,26.5,14.3,90.1,58.8,29,47.2,58.1,134.1,167.7
"wcaE",4.1,5.2,10.8,11,25.3,5.8,13.4,16.1,29,10.1,66.3,85,131.6,148.7,22.4,95.4,52,69.6,42.7,37.7,279.6,157.1,94.2,89.2,7.2,7.9,6.3,9.3,8,7.5,7.3,12.3,10,6.7,59.4,28.8,16.2,121.8,98.9,121.4,30.2,41.1,147.3,169.4
"wcaF",153.2,230,276.3,274.7,362.8,310.9,376.4,393.7,372.6,320,1369.3,584.2,778.4,52.8,489.8,413.7,280.3,277.8,342.5,679.8,807.4,499.3,1478.8,1960.9,221,174.3,306.3,61.9,371.3,141.4,384,232.6,339.7,232.8,358.6,484.2,282.2,377.7,371.3,484.4,654.9,943.1,2300.5,1678.8
"fcl",401.6,396.7,418.9,532.2,589.9,337.4,474.8,528,507.9,447.6,1091.2,741.2,1361,5.4,606,664.6,486.9,482,573.1,608.6,461.6,645.7,797.1,729.4,286.4,403.4,442.7,324.9,357.7,98.8,436,208.7,447.2,252.9,465.4,656.5,643,805.2,451.1,688.5,502.2,934,3293.2,1418.1
"gmm",254.6,307,295,471.2,591.6,521.3,452.8,613.5,455,496.5,2168.3,1013.4,554.1,102.4,681.6,912.4,714.1,689.8,667.2,927.4,1108.9,1102.7,2469.5,2722.5,381.3,436.6,473.2,348.6,797.2,853.4,738,748.4,774.5,486.7,501.2,369.2,570.3,609.2,472.6,547.7,854.7,938.8,3494.4,2564.1
"wcaI",483.2,592.4,597.3,665.1,722.9,464.4,771.4,471,758.8,216.9,1514.5,819.1,1270.1,37.9,788.2,864.4,887.8,855.6,1011.8,1313.9,1575.6,1322.8,1765.7,3192.4,699.5,640,833.7,597.5,997,636.9,794,916.2,648.2,710.5,1027.3,805.7,1006.4,1020.6,767.6,1452.2,1658.7,1766,3370.2,3607.6
"wcaJ",190.3,431.8,262.2,359.3,333.3,232.6,271.4,273.7,367,232.5,771,541.6,440.2,600.9,304.4,185.2,216.8,318.9,260,180,385,336,1345.9,1001.8,222.5,320.7,270.6,225.6,237.7,146.6,288.4,324.4,297.5,331.4,269.5,273.4,264.4,242.9,156.4,361.8,330.8,207.2,814.2,607.4
"wcaK",147.1,239.6,174.7,207.4,157,200.4,289.2,160.5,234.4,188.2,436.6,94.4,177.1,138.8,52.8,69.4,43.5,32.1,70.7,49.4,69.1,71.4,149,175.1,125.4,198.6,236.4,160,52,44.5,79,148.4,126.5,228,53.5,87.5,69.8,79.5,36.9,47.5,46.5,60.5,204.3,176.7
"wcaL",699.7,828.9,1015.4,1138.8,1170.7,908.8,1050.8,1098,888,898.3,1886.1,1820.3,1951,187.4,1844.7,1330.7,1235.9,1403.3,1295.1,1414.8,2239.8,1615.4,2665.4,4008.5,990.4,1203.4,1109.6,951.5,918.5,1283.5,1249,1438.7,831.8,897.2,837.3,1055.2,1077.4,1337.5,940.7,1192.3,1228.5,1610.8,4510.5,2558.8
"wcaM",90,115.2,144.2,89.9,223.1,111.5,110.4,169.1,153.6,218,396.4,217.5,101.6,128.4,161.7,165.7,34.2,155.7,256.8,224.8,141.3,148.6,482.3,416.3,203.9,100.2,23.1,31.7,28.9,31.1,104.4,37.3,24.5,139.3,40.5,26.2,33,32.8,103.8,99.1,180.1,133.8,491.6,537.6
"wecB",2514.2,2514,710.1,790.1,993.9,605.2,634,657.8,641.2,711.3,272.7,194.9,2903.7,858.4,1667.7,1898.6,1626.9,1870.4,1726.9,1121.2,834.9,617.5,883.1,661.8,1641,1154.5,1172,844.9,636.5,360.6,630.6,551.1,765.6,550.2,3194.5,2690.6,1971.8,2006.3,1946.6,1339.7,732.3,568,648.9,547
"wecC",3314.9,3171.6,1008.6,1185.8,1249.6,1051.4,1382.1,973.6,1211.2,1138.5,875.4,842.4,5501.6,11136.4,2431.8,2785.5,2097.5,2258.7,2242,1943,1753.1,1481,2146.9,2330.6,2706.5,2897.4,2542.9,2020.1,1233.1,996.3,1161.7,1054.7,1501.8,1212.9,4117.9,4777.7,3884,3059.3,2937.2,2344.4,2522.1,1603.4,2902.4,1625
