"","1770","1770 | 1","1770 | 2","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","270","270 | 1","270 | 2","570","570 | 1","570 | 2","870","870 | 1","870 | 2","1170","1170 | 1","1170 | 2","1470","1470 | 1","1470 | 2","1770 | 3","1770 | 4","1770 | 5","2070","2070 | 1","2070 | 2","2370","2370 | 1","2370 | 2","2670","2670 | 1","2670 | 2","2970","2970 | 1","2970 | 2","3270","3270 | 1","3270 | 2","3570 | 3","3570 | 4","3570 | 5"
"bcsG",11.62284058,10.88574408,11.06144705,10.19812707,10.83359514,11.51631384,10.29381414,12.63202378,11.69178596,11.55200141,10.72878071,11.83621121,11.35781389,11.91360769,10.77541658,11.37542337,11.51561459,11.10509203,11.24219131,10.70092073,12.39177218,12.28619318,11.9475341,11.9682123,11.08044229,11.20309561,11.19692673,11.47866959,11.69915779,12.54473388,11.21144839,11.74918587,11.7281523,11.99597007,11.21843154,11.47812184,11.57847861,11.53497671,11.28789234,11.85313219,11.72467868,11.88665083,11.1694344,11.0224623,11.07091927
"yhjV",11.8839954,11.1373077,10.94144815,11.61188587,10.84133646,11.43082289,10.60820188,10.79163092,11.28939263,9.951081751,10.18877587,10.62576075,10.4685306,9.806186768,10.71188587,10.43457664,11.77314292,10.70575117,10.38810294,10.10294945,11.37805319,10.20301817,10.62845543,10.52475319,10.95185931,11.76262704,11.22281658,10.84692366,11.4933034,9.088140833,9.792288647,11.8697805,10.97993682,10.99574487,11.12008462,11.74488275,11.83725426,10.60875527,11.14382604,11.31367412,11.42486672,11.11043224,11.68691993,11.84214619,11.51765393
"dppF",9.248460161,9.323707832,9.353555773,9.410340509,8.818134596,9.219787066,9.860362491,9.270764263,9.689077089,8.922185604,9.436736657,9.294098553,9.341135835,8.895134466,9.365773058,9.367653055,9.215332864,9.11623527,9.328590815,9.073205739,9.350954104,9.378853311,9.930795153,9.311428434,8.975955715,9.004299256,9.138791019,9.380459937,10.02426893,8.216057087,7.670966368,9.143250982,9.852531476,9.428021815,9.246288254,9.20449849,9.273858908,9.499292696,9.29874008,9.575127062,8.767447283,9.571568015,8.912554558,9.016327137,8.792117519
"dppD",9.906591014,9.567781878,9.407596698,9.616665607,9.136135019,10.29279495,9.215857705,9.693727379,10.20834034,9.114648673,9.56254475,9.176296932,9.388497293,9.549135361,9.739727668,9.697404506,9.645075495,8.936502178,9.127852933,9.813157313,10.23967032,9.820551732,10.35846924,9.599849646,9.242624548,10.05846279,9.490166547,9.781990127,9.547532086,9.689228638,9.842391072,9.711907922,10.74913014,9.807441243,9.896786786,9.508944534,9.095764116,9.654660081,8.965774906,9.499149294,9.374806374,9.58398593,9.578351013,8.997350074,9.770151213
"dppC",11.30509148,10.50695293,10.59867527,10.39404365,10.16060426,11.25819062,11.78085628,13.45492567,12.8599183,10.90944756,10.56548678,11.0219206,11.73623565,11.88728103,11.77285194,12.39923879,12.59505378,10.3542163,10.78586301,11.21100428,14.08599499,14.27596385,12.0674312,12.51022929,11.19102503,13.8263298,10.78674998,13.18048271,11.05884531,12.38385524,11.92294738,12.09054491,13.74456838,13.07576239,12.38090239,10.80921239,11.09618621,12.65258914,10.64917439,11.09566105,11.34052556,11.10946043,10.1901572,10.35874594,10.26534906
"dppB",12.04404935,10.28592012,9.001897014,10.17611288,10.09072737,12.33627555,9.070845997,11.06657151,10.455398,9.059335321,9.258714894,9.805248206,9.121678255,10.87494909,9.359135527,9.412830889,10.38564934,9.076101098,9.206578118,9.996098773,12.56042053,9.441612376,11.54130237,10.8647951,10.36121169,10.78275203,10.07864385,9.587364402,10.79931948,12.43980196,10.04877805,12.15356407,10.75527777,9.159086696,8.768883879,11.30050583,10.88136857,11.09618076,10.77685667,11.14746528,10.05523698,10.76341564,10.90147165,10.00304104,10.32010352
"dppA",10.88370597,10.65312104,11.35702155,11.91968766,11.90271216,12.09236242,10.51585924,11.61998513,10.93156063,10.15509417,9.593510031,9.699510384,9.712159045,10.11330148,9.005559259,9.73035232,9.560227857,10.06000774,9.669820077,9.06899011,9.922952911,9.243155502,10.53946134,9.40870025,9.733589063,8.407083412,9.998486143,9.533964678,9.338895625,9.36217824,9.117244186,9.598165283,9.064645127,9.624879133,9.139724001,9.895396688,9.636704309,8.964382777,9.357948492,9.748551285,9.45165912,9.628635355,9.734374946,9.670243457,10.32606214
"eptB",13.41388426,13.66849256,12.64509816,13.65986746,13.36973222,14.00119737,12.29778625,13.04503912,12.74579822,11.64793474,11.88825685,12.44688707,11.78747596,12.11219185,12.28347538,11.86402048,12.85222119,12.38034154,12.09439544,12.10581616,13.53045296,11.57152796,12.58731547,12.46271862,12.66956703,12.41921044,12.39969847,11.6231149,12.57943046,13.63060245,11.61335244,12.04373426,12.30376728,12.26866353,12.01309004,13.25768941,12.53051022,12.80432014,12.05373772,12.57939707,12.05570247,12.47379239,13.3865564,13.60543699,12.89577993
"yhjX",9.184655889,9.6981426,8.57475701,8.955103614,9.024790552,9.215500156,8.326485022,9.211064682,9.180696507,9.412062295,9.399241418,9.741417486,9.767528863,9.097695861,9.919317922,10.12553449,10.47116405,10.85560698,10.6217706,10.51040575,10.90132127,9.720908363,9.457886812,10.21879377,11.06955727,9.516035627,11.14497664,10.9018887,10.5294558,11.88402483,9.898603785,10.20401415,11.56001316,10.93924533,11.57885311,11.94720698,11.31695921,11.40705099,12.11648918,11.62604841,11.54159841,11.43641898,12.40133039,12.50573978,12.79242111
"yhjY",10.48105778,11.63211347,10.05968122,10.21558438,10.46545663,11.53327107,9.924996232,10.39390266,9.961094437,10.48158788,10.72259767,10.90931956,10.7756031,11.04321011,10.58447389,10.64806291,10.95853286,10.46249688,9.927926582,10.31808567,10.37942203,10.40045533,8.945101521,9.960985308,10.4817114,10.49258348,10.0983943,9.866894043,10.28362213,11.5044265,10.08811489,10.01554179,10.76454263,9.949431687,10.18853088,10.34087327,9.996956233,10.37208693,10.24164287,9.963910595,9.771014412,9.31586266,10.49531741,10.20585909,10.44040775
"tag",10.3266091,11.30298614,10.93420655,11.23823402,11.40146409,11.34221757,10.25977708,9.759860645,9.692210018,11.16712938,11.65242542,11.35728066,10.25305684,10.8028973,9.937637121,9.851122388,8.778058108,10.60217137,9.744990919,9.54045662,8.767414784,9.995239323,8.928883671,9.406724095,10.76675997,9.505231958,10.67395497,9.787985346,10.10721402,10.32952046,9.78276922,9.137204127,8.735175013,9.17767,9.558509632,10.32392771,9.006429853,9.813334876,9.472653992,9.08635366,9.338678662,9.057045695,10.88592836,10.73955275,10.81883656
"yiaC",10.05575659,10.57759191,10.53300016,10.58261016,10.883171,10.79444511,10.68305376,10.44234613,10.32277778,10.87325983,10.95242075,10.63489608,10.5041742,11.27014529,10.0935583,10.23633324,10.0603535,10.40512281,9.915771476,9.604104163,9.823683075,11.22708339,10.45318695,10.60268018,10.39617131,10.51020867,10.72236423,10.05999664,10.0352034,10.87721265,9.985313939,10.12140438,10.65020997,10.40970422,10.38623161,10.27496905,9.931787848,10.34139342,10.18574277,10.05781695,9.897153363,9.730388322,10.50700517,10.21995066,10.01146359
"bisC",9.830890727,10.30551973,10.24535075,9.879757426,10.36833662,10.14548065,10.31419993,10.29252178,9.915225552,10.78033426,10.57158878,10.49636871,9.971735085,10.88948553,10.06676332,9.81395306,9.919456047,10.39833702,9.572651124,9.331216442,9.570426959,10.09378388,10.26617383,10.15674474,9.482416,9.552577583,10.47946771,9.608240339,9.890474723,9.520749821,10.09199573,9.522884033,9.654903088,9.705547582,9.682705832,10.24168803,10.01329193,9.314982737,9.839349147,9.84886306,9.980865097,9.696318069,9.96327261,9.42420234,9.923152284
"yiaD",12.29925418,12.90008566,11.29639035,12.61781593,12.60943408,12.37766967,11.22198018,12.12142817,11.92885293,11.4577235,11.6492383,12.41053876,11.95875904,11.50379825,12.58426324,12.24610888,12.49799175,11.99407352,13.02837967,12.827872,12.75388499,11.56423292,11.72357866,12.26823085,12.79715946,12.60721802,12.73169108,11.30303601,11.48212076,11.42721087,12.07173172,11.49154577,11.81548693,12.85420891,12.89404275,12.96401324,12.10558905,12.1858563,11.95835348,12.09117449,12.30373113,12.09650422,13.05884046,14.0485097,12.83685568
"ghrB",13.07348039,13.95500626,13.83769161,14.20040862,14.11468106,13.74861585,11.55214326,13.23255963,12.53068843,13.53094229,13.53846017,14.12056726,13.61298735,12.7727944,13.51242137,13.09677585,13.67884208,13.52161128,12.99788189,13.01323845,13.33256489,12.35171262,12.04782433,12.40706196,13.7704816,12.29459659,13.13592047,13.05036121,13.00576559,13.73630277,12.27680311,11.76565568,12.46912672,12.38538652,12.784805,12.98399842,12.27840144,12.30044379,12.53452934,12.24841466,11.87325356,11.67787987,13.4354234,13.42748011,13.73735313
"yiaF",9.858716593,10.78604614,9.33424518,9.30814883,9.413334045,10.76413743,8.830704335,9.469175888,9.487019872,8.757016758,9.25716992,9.70388026,8.610292215,9.141069697,8.730811179,8.869973038,9.640037767,9.055819416,8.771070869,9.144010402,9.640413537,9.347856691,8.516266148,9.473923385,9.160763796,9.576783449,9.446991509,8.81489325,9.449677305,10.75505411,9.836631338,8.900567219,8.843280685,8.429803144,8.461720527,9.520900009,9.12602982,9.452211943,9.201259733,9.124488058,8.72421393,8.777699935,9.487023787,9.139131038,9.650620646
"yiaG",9.432769304,10.26069896,8.974331169,9.054802991,9.240787486,10.02368772,8.924657979,8.858548006,8.826466938,9.544596019,9.615461045,9.709627607,10.37116207,10.35266198,10.00887253,10.32331313,9.780601518,10.75029179,10.49086805,10.34352426,9.013031945,10.47955431,9.499283152,9.768147459,10.67819983,10.01942156,10.32088352,9.755553202,10.19678235,10.64238149,9.51986302,9.442278793,8.867591388,8.772758338,9.205193892,9.352394288,8.880548871,9.706573717,9.118453969,8.92543803,8.651565864,8.865570835,9.963129909,9.582321729,9.619859762
"cspA",12.91393042,12.53181467,12.36477579,12.72343612,12.68106343,11.87239031,12.20717739,10.72763215,10.68859449,12.12057016,12.15447226,11.69177082,12.96114941,12.74548877,12.67557465,12.5949953,12.48881512,12.73464881,12.95324213,12.59317154,11.87168527,13.56594702,12.84463764,13.59085915,13.24183433,13.17219653,13.22509186,13.38786392,13.33422459,14.41265845,14.40584358,14.25389846,13.61636443,14.31749643,14.35917933,14.05437667,15.01200033,14.76500098,14.44186314,15.45271901,15.10289201,14.45056925,15.85390353,14.49562069,13.82395241
"insJ",8.636660253,9.10627374,8.930757535,9.604002027,9.528018341,9.237988684,8.682016478,8.49087056,8.198072486,8.405129672,8.428174203,8.474223585,8.3251197,8.757446573,8.177046552,8.02987963,8.195898612,9.05738947,8.464951652,7.646458479,8.205495899,8.447380944,8.61357305,8.380745482,8.328255181,8.133240826,9.228934958,8.393344422,8.559848517,8.498879157,8.900722799,8.254132146,7.775815475,8.665497657,8.705862397,9.071663095,8.577826911,8.260568432,8.603211322,8.673981326,8.717604687,8.401744079,9.62747931,9.067272334,9.005886091
"insK",9.715843938,9.274438647,9.74774913,9.684207812,9.149523556,9.718989905,9.127610638,8.934524744,9.202559846,8.665657842,8.824209003,9.141871097,8.285461347,8.228779347,8.867466522,8.588241586,9.375793507,8.88013712,8.583220887,8.694350374,9.497566217,7.760671793,8.608625223,7.759436767,9.215985274,9.202401973,9.209117649,8.75195128,9.282017324,7.823483152,7.405612169,9.050185582,9.004419065,8.457217333,8.49660486,9.730371015,9.520792006,8.630781862,9.165882042,8.852970788,8.753813951,8.648784115,9.762191143,9.860620688,9.944153568
"glyS",13.6313593,13.27960768,13.27707967,13.86579726,13.35683339,13.34358722,13.6672307,13.41694892,13.6537173,12.98738988,13.07430107,12.97640891,12.64602376,12.43564582,13.24147294,13.15302028,13.55891158,13.11064199,13.50068688,13.45648548,12.89892022,12.58000207,13.61883676,12.84717666,13.57181392,13.27480614,13.35195484,13.40174415,13.96485801,11.53206549,11.65362523,13.54461014,13.40679153,13.47093354,13.50879221,13.46641359,13.17477006,13.69335182,13.61672282,13.35150661,13.30977358,13.46734317,13.5841912,13.50899328,13.25840073
"glyQ",13.75079082,13.89210111,13.70078674,13.81219743,13.44557692,13.68971881,13.40757424,13.56831938,13.78435197,13.52989762,13.54436566,13.21782468,13.24753347,13.31846205,13.56617974,13.79496136,13.38241775,13.5067148,13.9386329,13.80714388,13.60540184,13.5458179,14.27608094,13.75946176,14.0223272,13.97749563,13.64983125,13.93309709,14.41465176,13.83248925,14.15682039,14.00549288,13.81779741,13.48462912,13.70107585,13.80836147,13.58846727,14.26209186,13.76700135,14.23588651,13.88730152,14.34480075,13.66688334,13.70637438,13.48115618
"wecH",11.42331484,10.32119056,10.21678844,10.2432637,10.19058367,11.52117102,10.015956,10.72280001,10.62017491,9.695654205,10.0698719,9.582266856,10.07538638,10.78670688,10.19740937,10.15751073,10.61900226,9.744533163,10.19495078,10.06666474,11.27513222,10.61251716,11.43464965,10.6465269,10.24270868,11.27680903,9.965762741,10.24307542,10.45800821,12.0446028,10.46064145,11.14614409,10.54330559,10.11965289,10.10227304,10.59623487,10.66750829,11.01910896,10.70256766,11.02198957,10.19322665,10.8029974,10.4362751,9.729756203,10.22400454
"yiaA",9.570634079,8.42167644,11.21526078,8.942396159,9.554157289,10.01239512,10.78721457,9.410958298,10.55834837,10.19824169,8.775599736,9.029664899,10.5295905,9.846582951,9.982664751,9.757825582,9.919237384,9.057153818,9.253104722,9.517871836,10.23471457,10.48052039,9.943800957,9.687639026,9.606274168,10.35560311,9.577260129,10.28011906,8.629469694,9.522142224,9.694716598,10.29556212,11.49877835,10.28316937,10.17933651,9.663284225,9.741383902,9.812143003,9.219149322,9.415300817,9.598557985,9.204506716,9.281063451,9.252676927,9.53559596
"yiaB",10.34928224,8.845370661,8.892119425,8.768554238,9.398555204,10.49854146,8.482007267,9.178016342,9.237195535,8.418779022,8.105452262,9.032109811,9.267051653,9.925924068,8.013379514,8.663936721,8.98175866,7.331989736,8.442253548,8.593313608,9.521057725,8.938006019,9.413356228,9.120407262,9.192189865,8.512935238,7.427031265,9.055751821,9.132850112,9.020795745,9.186040635,9.554387358,9.395628798,9.306725918,8.513786137,6.941806737,9.250427008,9.342535358,9.069739211,9.430135072,9.115084674,9.469801604,9.406513417,9.05561951,9.405247355
"xylB",10.7428983,10.09793165,10.40626385,10.64666831,10.02752664,10.39505184,10.74977964,10.66641501,11.03321711,10.44193351,11.03922261,10.4400228,10.76379476,9.798047057,10.94139655,10.25645807,10.95020992,10.15917865,10.22750387,10.93406096,10.37286887,9.624268933,9.883066608,9.598198114,10.13317416,10.96519818,10.34672603,10.11112141,10.31600207,8.544144298,8.675480388,10.23705754,10.91451982,10.43762405,10.54087614,10.40709814,10.4642193,9.812967663,9.690670664,9.797567776,10.18652009,9.973216924,10.44800725,10.47318677,10.57439781
"xylA",11.14216667,10.64570912,10.58840673,10.98320748,10.4183713,11.28336343,11.34973744,11.50016246,11.25207524,9.790394006,10.09401965,10.43910895,10.44672976,9.94617697,10.3379638,10.23363312,10.99626404,9.433749781,10.09786595,10.34522136,11.29850411,10.28435611,10.86743385,10.29738224,10.04708017,10.89354911,9.766480873,10.4773214,10.82436406,10.7010952,9.314721071,11.10306152,11.04965719,9.868647369,9.937067572,10.58956021,10.96140678,10.87981361,10.78360872,10.93228428,10.4038851,11.19727076,10.45205662,9.726088627,10.32454022
"xylF",10.10758842,10.15825094,10.51566549,10.04165362,10.31034801,11.05472016,9.629938268,10.05923249,10.36075468,8.713103253,9.242019531,8.895831411,8.679271737,8.837729682,8.683509168,8.821360621,9.351240589,8.158330129,8.443146417,8.876717164,10.00838773,8.83120137,9.345878775,9.485916089,9.181440519,9.264253994,9.000319201,8.993317218,9.220586063,9.875869134,9.179139892,9.26231595,9.97277711,8.786805962,8.709213638,9.340842951,8.616772934,9.374002763,9.239991891,8.937943389,8.617053698,9.225243752,9.46544343,7.947486635,9.569450178
"xylG",10.47492349,9.803197154,9.906886325,9.879437025,9.868101712,10.98534628,9.568914661,10.3674702,10.28620773,9.105648119,9.196603219,9.293169435,9.844545911,9.952978605,9.769207589,9.966845402,10.6010477,9.373505289,9.511744734,9.814196531,11.41552556,10.2294026,9.674211755,9.712482569,9.761852808,10.81144621,9.563678296,9.778751894,9.525638012,11.57845331,9.681370334,10.78070519,11.2170505,9.494875326,9.572381485,9.940195557,10.23603912,10.28149083,9.973920466,10.0402333,9.665672687,9.853995797,9.811261989,9.214663658,9.846626343
"xylH",10.98334663,10.04605139,10.28248776,9.749980797,10.11643696,11.18526704,10.48109785,11.27766486,10.59184776,9.511489096,9.54866968,9.708537281,10.38539574,11.06337693,10.49349754,10.40743371,10.85381184,9.71536817,10.61053734,10.3542618,11.95558171,11.40511478,11.42426428,11.42219475,10.15430306,11.05939957,10.20615788,10.99011152,10.79861968,11.54138563,11.14847125,11.56087179,11.29620055,11.28350625,11.18528322,10.76774023,11.88874818,11.69795875,11.3175186,12.22695109,11.58657766,11.55466695,10.15299748,10.08767301,10.23552605
"xylR",9.663175999,9.221040526,9.989607086,10.11576401,10.58342386,10.45673056,9.778977111,9.709355985,9.206833545,10.06225846,9.823255064,9.309847425,9.222427967,10.21849297,8.843261871,8.954895024,8.721909946,9.963783207,8.999388002,8.540461893,9.247940101,8.274181523,9.829119147,8.706488287,9.521513861,8.320330166,10.02196175,9.048210698,9.356366511,8.806627776,9.771237533,9.099882515,8.658785386,8.76501976,8.709829968,9.30590033,9.414490058,8.614138776,9.274149639,9.120339025,9.266239494,9.262521638,9.725721149,9.940746029,10.11961861
"bax",12.8025093,13.19379018,13.287298,13.7254726,13.58315112,13.36477353,12.48841311,12.97315355,12.64992594,10.41373205,11.00147764,11.14432487,10.86488248,10.45154392,11.54575497,11.33631161,11.26629109,11.97725393,12.10985018,11.82194142,11.58691482,9.917089607,10.58882888,10.99281362,12.25503802,11.2919694,11.85800972,11.10250436,10.40750063,10.86255556,10.84631347,11.09161587,11.34164635,11.93485352,11.69884924,12.00467829,10.88293246,11.33318591,10.71961605,10.41127508,10.84375021,11.11566634,11.75404685,11.95395841,11.91268539
"malS",9.956056712,11.05502888,10.81273525,11.05775953,11.05676144,10.6091726,10.04786038,10.82866652,10.34689295,9.218967877,9.413963323,9.54640407,9.033321606,8.829892251,9.225357736,9.157392525,9.310801322,9.498528816,8.939562058,9.312940453,9.818988899,8.931434447,8.303476449,8.638514325,9.239872146,8.717765311,9.064999299,9.288727393,9.020661387,9.895249146,9.407847367,8.622119129,9.692898368,9.285514909,9.274812167,9.456447883,8.383305535,8.933599236,8.82280671,8.640857666,8.766838807,8.556460151,9.333122331,9.530880899,9.445737023
"avtA",11.8783306,12.77307149,12.38084674,12.83022481,12.73699803,12.80032541,11.54694918,11.83162787,11.85111103,12.6841034,13.05610798,12.79449037,12.54074436,12.81143786,12.29979021,12.43393033,12.38166996,12.59077486,12.18065415,12.18434619,12.36303155,11.94185857,11.65670142,11.93430733,12.73250444,11.96519353,12.48374135,12.23097405,12.8647565,13.05036988,12.28308336,11.99285286,11.8126679,11.98209511,12.09287704,12.46500963,11.85027674,12.34331371,12.10798141,11.92088828,11.72122023,11.90419025,12.6798053,12.85207146,12.9215072
"ysaA",10.68472249,11.5890668,10.93521558,10.14725321,10.83922546,10.99721468,11.41018596,10.76649469,10.88586464,10.30280962,10.97604235,10.79551291,10.08116326,10.60730981,10.07515605,10.14393881,10.09347689,9.765304808,10.1357076,9.945096788,10.09071584,10.8027642,9.994104394,10.71649627,10.08690662,10.55550435,9.948770299,9.992096806,10.16135096,12.00243579,10.11375779,10.45520484,10.25171243,9.940145029,10.00235053,9.86928885,10.35888068,10.37199756,10.35080765,10.64372311,9.963653462,10.36391524,9.95691502,9.403927174,9.791691494
"plaR",11.00809389,11.0557969,11.246328,11.16892335,11.9720171,11.84839079,11.12996022,11.18059068,10.74252815,11.44309969,11.34575173,11.20213043,10.92439927,11.85725177,10.59638263,10.70201709,11.11909568,11.79094115,10.66006765,10.20811385,10.80141822,11.48270142,11.46933757,11.52332297,11.28208594,11.39584559,11.87889063,10.95776189,11.08749158,11.11272953,10.71365122,10.75906075,10.86711026,10.78183397,10.83424881,11.37102324,10.35705286,10.9165615,11.02281109,10.79577903,10.15414264,10.28594026,11.32567969,10.56650819,10.6383568
"yiaK",9.298288521,9.351585575,9.303617035,9.566276191,10.24296271,10.22969518,9.646775959,9.789723764,8.880406116,8.318699025,8.302662934,8.638083891,8.059013901,9.86323318,7.907579849,8.448900094,8.651356483,8.323247966,8.268646447,7.552308905,8.989055513,8.583435641,8.683024655,8.452090828,8.475714377,8.555194698,9.072396509,8.329154962,8.889085654,8.852281645,8.709823232,8.656648425,8.669788651,8.324829126,8.145347583,9.426447585,8.526456901,8.876560224,8.847375759,8.910917049,8.229991054,8.471195347,9.039502446,8.04600428,8.591563355
"yiaL",9.585069194,10.37307429,9.274746164,9.694103405,9.636421865,10.53978704,9.031277304,9.231280973,9.067762154,8.980738361,8.650275332,9.390866525,8.560307101,8.868828775,9.013351485,9.212292232,9.575928827,8.95965571,9.034476104,8.991733,10.41901527,8.431732017,8.797309572,8.678561627,9.615149092,9.40944138,8.963452829,7.235870897,8.663128485,8.764420641,8.458249105,8.777417694,9.973936364,9.136980324,9.277211381,9.737203736,8.993088181,9.730011626,9.0854218,8.470922824,8.653987038,8.788740308,10.01873736,9.774973599,9.668011581
"yiaM",11.80396636,12.11281878,11.0554097,12.46629502,11.57336784,12.51644061,11.15057437,12.1123891,11.43493053,10.26341824,10.42900945,11.48326861,10.49148792,10.82251417,10.26396457,10.46475078,11.71235418,10.37017741,9.990833815,10.24878969,12.31202716,10.70589081,10.90216465,10.94731219,11.14049161,11.04384385,10.30727393,10.43881462,11.42875453,13.15560554,9.750034172,11.3707608,12.14796147,10.19566266,10.18581226,11.09373762,10.99075289,11.38183037,11.03227133,11.16278351,10.36302125,10.68983458,11.65315674,11.37688922,11.3968868
"yiaN",11.86931826,12.44718771,12.16865606,10.86473793,11.22000083,12.31519875,12.90075019,12.17702018,13.2166268,11.70418317,11.84164455,12.39640431,12.40135558,13.0288193,13.80135802,12.69236711,12.92100709,11.4037838,12.17762924,13.63153405,13.24324326,13.65149827,11.3162706,12.97643015,11.85763091,13.38705237,11.47325506,12.74057951,11.65251158,13.36398981,13.40876053,13.16470489,14.67138678,13.12223104,12.8167747,11.76124037,11.96323141,12.83872381,11.78030763,12.06066401,12.22227223,12.30433006,11.7437098,11.61961222,11.51423453
"lyxK",10.13970971,10.09871533,9.608714999,9.657553908,10.06580981,10.50850932,9.363013593,9.744771624,9.39773637,9.125344172,9.322263415,9.685435258,9.371838907,10.6525818,9.491902647,9.726702877,10.0933969,9.320986571,9.633513473,9.291091265,10.03949384,10.15346586,9.492984026,10.34700129,9.416437328,10.27309756,9.645808996,9.187685313,9.998351816,10.9588575,9.735640936,10.57842273,9.752295313,9.938789709,10.10538622,9.874870424,10.62650422,10.53827442,10.35085288,11.08542306,10.24640646,10.37717312,10.31811099,9.54054165,9.406135736
"sgbH",9.243020313,9.694991425,8.906766198,9.213009592,9.033042165,9.313854581,9.409492524,8.937233653,8.797875683,8.914518586,8.723398705,9.299082585,8.731764032,8.967338083,8.727927017,8.5848606,8.939590125,8.726433596,8.800352949,8.412537388,8.806531255,9.341781293,9.158187132,9.131385824,8.322786764,8.639757786,9.208688577,8.504920702,8.876669618,9.526241597,8.8411484,8.919240908,8.422678302,8.616783396,8.576478929,9.197741063,9.212152757,8.390422089,8.585366392,9.495155379,9.22284567,8.882739147,8.762913598,8.35395715,8.694302312
"sgbU",10.16322724,9.724164707,9.91509055,8.972660162,9.183465113,9.852205081,9.530304794,9.632878066,10.10918445,8.910192511,9.316860738,9.295643917,9.188073406,8.878228596,9.340263502,9.032369404,9.903194291,8.89776822,9.099829319,8.784057765,10.00264522,9.566968042,9.526683973,9.308748218,9.145209093,9.571000394,9.246370196,8.808632365,9.68116761,8.254737501,8.871762932,9.876263199,9.209765003,9.170318884,8.895315729,9.6115355,9.69847315,9.506472002,9.323163013,9.284590448,9.03696293,9.486275848,9.399680041,9.646557293,9.4242111
"sgbE",9.38657241,9.592018161,9.394080557,8.920250683,8.963209315,9.748757646,10.03251937,9.326769316,9.322959621,8.836399278,9.272078054,9.020325145,9.169540561,9.26789317,8.954857193,8.993959486,9.258846111,8.798438863,9.220706237,9.027784424,9.978677547,8.932084338,10.00863378,9.221755848,9.17285317,8.952661393,8.85299758,9.130999636,9.767695222,8.39520201,8.195310629,9.50774351,9.279043748,8.724436071,8.539541909,9.371503629,8.762638793,9.53935814,9.511196313,9.455193121,8.704098484,9.401177243,9.049633534,8.477782278,8.987917865
"yiaT",10.04476809,9.832783336,10.20700329,10.09510744,9.158796053,10.60328315,9.803568053,12.05849244,11.19522596,10.11752069,10.08811896,10.01330436,10.6314401,10.46688138,10.60375367,10.67617555,10.84481209,9.750946728,10.05377195,10.15772921,11.46741703,11.56358354,10.90537965,10.72023097,10.27596152,11.65280465,10.0070172,11.07010276,10.94503144,11.12235449,10.64249112,11.03678965,11.10986551,11.0953592,10.91117936,10.19044332,10.34838621,10.82145572,10.33260751,10.22811228,10.44337551,10.21605227,10.21931483,10.10083805,10.16184021
"yiaU",10.96675837,9.807897347,10.34848627,10.93514694,10.76518094,11.17780114,9.483740614,11.40724904,10.77631637,10.8751919,11.13387698,10.41472082,10.64378475,10.86572472,10.6729789,10.4440868,10.78282088,11.12196892,10.30041009,10.45443487,11.57918372,11.34050562,11.58279267,11.05006977,11.41171834,11.54483079,11.17724758,11.19945773,11.24952486,11.53086944,11.16654122,11.3176016,10.34698926,11.016667,10.68749815,10.80651481,11.11810648,11.02036606,10.7555115,10.61568144,10.60802881,10.69082067,10.88019166,11.15880747,11.14626011
"yiaV",9.387891344,8.291700809,8.966621839,9.001461945,8.900191011,9.748757646,7.908568183,9.214589269,8.681912626,8.699024513,8.515506023,8.462496725,8.89988141,8.928744977,8.778572863,8.470536527,8.735236034,9.157133957,8.340417139,8.590821821,9.887436715,8.911484124,9.794304348,9.190081087,9.130875755,8.451192438,9.381952199,9.209234376,8.761470235,8.807623838,9.492462086,9.031064339,8.895080426,9.564793399,9.035137056,9.807615248,8.490958627,8.982951473,8.648278301,8.83367477,8.968729342,8.688407485,8.991974921,9.760433288,9.250089749
"yiaW",10.69729688,9.348667771,9.779156513,9.250633316,9.654802049,10.82540304,9.920785668,10.34180281,9.934143472,9.685867965,8.971099207,9.742193391,10.15333591,10.56441244,9.4396093,9.962819226,10.46793294,9.456605093,9.788120066,9.546056392,11.73746859,10.25776305,11.21181188,10.44540096,9.670743769,9.955467857,9.864907689,10.09049811,10.51893423,11.41615339,9.739390012,11.11781076,10.71418684,10.12628915,9.729455216,10.49200903,10.82659718,10.44574865,10.19282925,10.85641477,10.40314774,10.68474667,9.888835283,9.682041393,9.630999027
"aldB",11.03442992,10.03703539,9.770908133,9.099864853,9.484362868,10.60611095,9.675381653,10.13775889,10.44019696,9.110418104,9.599436176,9.493487135,9.369135439,9.563297057,9.72738332,9.583604742,10.16791979,9.597360355,9.544451327,9.980266916,10.39637593,8.947524688,9.653321856,9.345471529,9.74510062,10.13172119,9.573782251,9.470683022,10.85035308,8.96776433,8.387760981,10.44437405,10.20787256,9.629143696,9.359131408,10.35190103,9.893641799,10.43414557,9.659181998,9.666707333,9.299282751,10.0074799,9.835272056,9.018988534,9.797271731
