"","1770","1770 | 1","1770 | 2","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","270","270 | 1","270 | 2","570","570 | 1","570 | 2","870","870 | 1","870 | 2","1170","1170 | 1","1170 | 2","1470","1470 | 1","1470 | 2","1770 | 3","1770 | 4","1770 | 5","2070","2070 | 1","2070 | 2","2370","2370 | 1","2370 | 2","2670","2670 | 1","2670 | 2","2970","2970 | 1","2970 | 2","3270","3270 | 1","3270 | 2","3570 | 3","3570 | 4","3570 | 5"
"codB",10.77472809,10.90280592,10.83275973,11.471037,10.7241292,11.61209475,9.798356326,10.26988157,10.9983985,8.89470357,9.180785648,10.51484188,8.522594629,9.171227106,9.166662144,8.777386487,11.01315295,9.703850569,9.144239643,9.320630575,11.21367625,9.77377249,9.969342229,9.615174727,10.13036538,10.75574999,10.75291829,10.07828401,10.32316159,9.728060201,10.07698326,10.5893115,9.691953243,10.2903558,10.09925966,11.26698857,10.46005644,10.48053012,10.68127183,10.23232023,10.15232041,10.21263712,11.54781925,11.69604697,10.91675184
"codA",11.28871934,11.53372566,11.81436293,11.71900084,11.43809209,11.47315306,10.47023894,10.43788565,11.71659909,11.17368203,11.29746785,11.67463966,10.735741,10.54040615,10.84272405,10.89266722,10.82832681,10.85697268,10.7989782,10.67260211,9.8164864,11.00294643,11.45894804,10.62120202,11.01616204,11.06857217,11.1957417,10.84858053,10.93910343,10.45842722,11.13591982,10.80740123,10.66968992,10.79645495,10.75760629,11.25935677,11.20625474,10.89914514,11.23589736,10.57642004,11.12988143,11.01373194,11.67668632,11.68704932,11.93076683
"cynR",10.33865099,9.776017606,9.396895713,9.545454961,9.550346143,10.2165336,8.713613021,9.734020233,9.55763562,9.208306281,9.628571536,10.07221225,8.581256837,9.629632932,9.049043428,9.286019062,8.987505212,8.980223666,9.262213761,9.470799966,9.958497842,10.22275502,10.40188104,9.553740256,9.574525773,9.994570038,9.153273067,9.09115686,10.13996912,10.4660813,9.687502264,10.50025017,9.650504075,9.236696644,9.130954022,8.992617294,9.242228515,9.935422708,9.420401028,9.37474618,9.085077571,9.760955882,9.75020759,9.806181335,9.654937511
"cynT",8.242392881,8.049785614,6.932626562,8.284372611,7.544716712,7.951257116,8.146532297,8.511194348,8.40743564,7.560191795,7.182014969,8.493160328,8.43443279,8.547430471,8.216070521,8.43545559,8.219964834,7.282695256,8.409944241,8.59989182,8.421760805,8.790759736,9.749507242,8.699186494,8.028208959,8.718993458,8.154495346,8.189214571,8.801550224,9.954104095,8.807848534,9.11521723,8.54866351,8.578361678,8.32212121,7.959599531,8.501553995,8.956059483,8.674256083,8.728384092,8.316942511,8.84304842,7.74315103,8.078372365,7.734716634
"cynS",9.205178604,9.254597547,8.836603147,8.416503668,8.894354275,8.104248319,8.367414981,8.598551407,8.408554937,8.961390731,8.739505814,9.364311725,8.322870016,9.271268587,8.191741553,8.916448844,8.383071098,9.070188354,8.909257761,8.721687506,9.050326662,9.032485122,10.16690864,9.315556892,8.92670908,8.480476256,9.017809945,8.503287029,9.530891634,10.28143166,8.078512292,9.685409788,8.401061068,8.688790632,8.618827939,8.777542142,9.121651615,9.285665998,9.523690399,9.480677337,8.929563814,9.436736657,8.89708898,8.506936787,8.204661499
"cynX",11.0743122,10.25560743,10.50471589,9.92880487,9.682963572,10.05860342,12.61232388,12.64424605,12.53710415,11.09955627,10.47863914,11.33748615,11.51762404,11.36887873,11.72886814,11.6495611,11.88027217,10.15545888,10.50110038,11.1665019,12.26326879,12.03264479,9.896798861,10.90272588,10.61120201,12.76769185,10.32780412,11.95854695,10.0272545,9.505972447,10.71765917,11.24853228,13.40467881,12.14974721,11.9396254,10.7359339,10.46762379,11.2218092,9.869958158,10.23878462,10.57137616,10.21046136,10.06666541,10.16707157,10.26783215
"lacA",6.36303199,6.727155861,6.927622737,7.581123358,6.403121605,6.520476611,6.367024498,6.476469471,6.357069455,6.037662205,6.684952911,6.364623299,6.768338748,6.725206754,6.236028344,6.203029935,6.05425167,6.88248982,6.416568332,6.270234057,6.332261516,6.691378575,6.797886186,6.7072915,6.402673332,6.496502726,6.282086048,7.431023562,6.315511633,6.416265696,6.190026014,6.44818204,6.517533641,6.140492168,6.257250974,6.377208474,6.223712339,6.585652466,6.350440597,6.386751119,6.253788462,6.197535996,9.101565101,6.877998364,7.227564112
"lacY",10.85253841,10.48191399,9.37030435,10.49629263,10.28141997,11.16193018,9.900708211,10.49276987,10.25559244,9.25282933,9.745390539,9.600968515,8.536289109,9.985255659,8.756101425,9.343114177,10.72051057,8.630903277,8.925153318,9.276750499,11.13181289,9.176750086,9.620656559,10.01116562,10.06780848,10.79482477,9.296973753,9.246727483,10.30546239,12.08351551,9.3470136,11.21824008,10.7546505,8.815356757,8.356192361,10.07261852,9.947958817,10.52001507,9.909983947,10.2029331,9.364511862,9.843392931,10.01308279,9.28010405,9.405607095
"lacZ",9.33772373,8.869506486,9.065595544,9.939825439,9.714173791,9.341301816,9.13725526,8.506650919,8.803370795,8.577509788,8.430498262,7.85782122,8.10125904,7.722570806,7.889448586,8.168044774,8.165644345,8.555848553,7.636340838,8.090090349,8.387199966,8.355095561,8.670782811,8.207710046,8.882280748,8.53716824,8.792850983,8.399376099,8.516353525,8.870493624,8.8935485,8.528234266,8.534519515,8.33716758,7.563312681,8.850971781,8.381337474,8.653411408,8.153762052,8.115952814,8.02166202,8.337754535,8.816716371,8.466728268,8.801552081
"lacI",10.92537103,9.683426179,10.28898137,10.20074132,10.62538945,10.04872014,11.46714331,11.30444114,10.94029988,10.83476369,10.665995,10.34550918,10.9781378,11.47897368,10.86393936,11.23227874,11.32648158,10.83473093,11.56028807,11.24600542,11.49362636,11.68354006,10.80205556,12.10858478,11.00517549,11.32386228,10.8234549,11.49301545,11.39131776,11.15887991,11.41071521,11.61775164,10.84673152,11.09594727,10.98692185,10.55423563,11.47996674,11.43420657,11.55725998,11.86391656,11.36086434,11.47599619,9.335474992,10.41504684,10.3280572
"mhpR",8.576042611,7.534081683,8.508041882,9.100711077,8.45210127,8.241829476,9.681904848,8.333136611,8.59040961,9.953755052,9.18105293,9.269404422,10.49422589,9.885792782,10.33313576,11.05415031,10.46093069,9.852516114,10.74888531,10.41238098,10.16341309,9.709405794,9.044932267,9.89094699,8.962410968,9.386568998,9.098387681,9.837863051,9.341909056,9.014203474,9.740752849,9.240566452,9.792780473,9.554290847,9.628413007,8.475108425,10.02355704,8.825023822,10.05479138,9.588711859,9.815051464,9.811679815,8.749746626,8.916253358,8.869507064
"mhpA",9.576448752,8.955322476,8.929753036,9.043629997,8.759629598,9.499522897,8.815487376,8.953008589,8.875685408,8.815022924,8.766925773,8.779221571,8.430786468,8.749374573,9.172919116,9.061180592,9.281363591,9.590227741,9.160743732,9.48481101,9.857472283,7.91522184,8.697110557,7.675315937,9.203546017,9.306514871,8.942260408,7.547212947,8.962025103,8.042813629,8.295504233,9.110888386,8.973505445,8.663388103,8.493395679,9.62992863,9.41931588,9.094198007,8.447330223,8.375279735,8.817872132,8.875817521,9.488368605,8.351356596,9.408285372
"mhpB",8.927751196,8.905943446,8.090018432,8.86213098,8.773529324,8.866165323,9.378255037,9.206922853,9.126344641,9.057177809,9.340935913,9.020747699,9.040542473,8.708966779,9.242404099,9.23935822,9.399864477,9.304970964,8.962263595,9.709087953,9.099119432,8.995566659,8.490676574,9.081709439,8.742254109,8.595497392,8.562691723,8.73468255,8.671688636,8.663643213,9.086922351,8.542459946,9.518636049,9.285871817,9.303613897,9.0468978,8.49260041,8.920221473,8.464882819,8.622109322,8.719973676,8.751377089,8.72252531,9.168791934,8.975776963
"mhpC",9.332057317,9.263348092,9.460316116,9.164872294,8.869117578,9.191007632,10.48515727,10.75221655,10.46806908,9.780766438,9.799950918,9.584375663,9.719964486,10.2529314,10.02561787,10.34366168,10.30033485,9.682963654,9.933885535,10.05907914,11.92742549,11.5813423,9.593217261,10.8839797,9.679169966,10.81951005,9.486958783,10.31179118,9.581515197,11.1951841,10.22926086,10.26719314,11.72142034,10.31403814,10.25172667,9.211048012,9.507117681,10.50573617,9.348244479,9.819725668,9.730686268,9.650279833,9.037438357,8.979128913,9.147591681
"mhpD",9.681134835,8.834907874,8.35136005,8.659780547,8.918449373,9.074519275,8.776138724,8.89075652,8.639317725,8.881285411,9.15157419,8.024951161,8.369001083,8.426717587,8.674562693,8.586563277,9.02552452,9.049551985,8.713121006,8.893834467,7.874697079,8.559051787,9.867617774,9.043625109,8.939713971,9.190472454,8.675795242,8.420220187,8.613903063,10.77298383,8.577693269,9.211884091,8.749162408,8.123715233,8.522857969,8.946025188,9.24578159,8.906169934,8.566077836,9.264610154,8.618517742,9.018115621,8.966529642,7.705656495,8.517375741
"mhpF",7.67192902,7.424622836,7.438772833,7.99869713,7.213204895,7.401850272,8.038731612,7.191240483,7.437264666,8.187823557,8.004608599,7.757344644,7.824806088,7.891572319,8.03359961,8.203797011,8.002216442,8.172410972,8.183686191,8.04420904,7.831860298,7.82138979,8.230908889,8.047445707,7.821698395,7.885100731,7.025142919,8.092388557,7.730813766,8.148717334,7.739617039,7.755066692,7.798644221,7.51268958,7.839769638,7.526372957,7.801427929,7.542568394,7.815795651,7.949334057,7.98068672,7.753937774,7.198935523,7.596639042,7.650336713
"mhpE",8.904598079,8.243541715,8.46173547,8.386435013,8.290707288,8.148927901,8.823343404,7.952798647,8.797489221,8.646149498,8.268192021,8.440753121,8.242928562,8.825003512,8.074591178,7.752795891,8.660639548,8.473331279,8.778350382,8.592799691,8.034790573,8.215790015,9.769726036,8.365620807,7.971510225,8.296865246,8.375240313,8.018781146,8.304162872,8.625950291,8.35718917,8.877323368,8.36524299,8.087992832,7.786077402,8.443006229,9.169600429,8.999026259,8.302948857,9.223953572,8.762021796,8.197895157,7.756744689,8.451287044,8.25678129
"mhpT",10.02981447,9.968581872,8.891771924,9.28916991,9.205502065,9.808372305,8.657720983,8.617145487,9.483999397,9.093894033,9.559168731,9.840679115,8.655735159,8.250222137,8.853652686,8.550748823,10.03772436,8.733427831,8.493172261,8.663419529,8.325748256,9.053577537,9.189274511,9.031613708,8.690894209,9.749949516,9.212276736,8.095616224,8.414477425,8.516585883,7.884297913,9.546580467,8.207646845,8.518723111,8.433999077,9.616320737,9.201160644,8.700280094,8.823942914,9.456409098,8.795605028,9.169751549,9.291223219,9.004950257,9.281101154
"yaiL",10.33350686,10.34728861,10.69065912,10.89468297,10.63238321,10.75205137,10.40587851,9.730827144,10.64042852,10.5981707,11.02389722,11.03256441,10.44377931,9.448131163,10.68862093,10.01660311,10.56329938,10.55891552,10.34554582,10.32949427,9.304903022,9.588300485,10.49823225,8.992381906,10.55176219,9.796741446,10.91096162,10.07245653,9.681096168,8.235021696,10.35888947,9.218643454,8.420436548,10.08710925,10.30470224,10.47345544,9.597055485,9.316909402,10.1833672,9.088019839,9.903266533,9.633338348,10.73997741,11.3163444,10.9126863
"frmB",10.48590646,11.09433057,10.98109728,11.01713679,10.40587579,10.40035749,9.452848498,9.474841904,10.31208409,10.14212897,10.40069996,10.77224796,9.448332711,9.255666865,9.904663278,9.929084534,9.534446694,10.40422828,9.94279496,10.12787215,9.496843104,10.3252389,10.8586976,9.85983704,10.54436882,10.5553108,10.93816547,10.56161293,10.1284758,9.676906969,10.61655057,10.1076212,9.986431891,10.18624652,10.26113724,10.25341188,9.854537976,10.07785576,9.950603378,9.40285809,10.21441991,9.981755423,10.71070582,10.7618491,10.38621515
"frmA",11.79760392,11.86968069,12.0258578,11.68129709,11.1749155,11.5836248,10.2539822,10.65007305,11.80077635,11.23516487,11.63473431,11.95038502,10.61170362,10.94621515,10.97799523,11.19951677,10.34590745,11.6826892,10.78612273,11.50158421,11.52656142,11.68361626,12.56740772,11.67774643,11.92450707,11.76684611,12.19031279,11.74366742,12.08667403,11.60016527,11.60413126,11.67717545,11.41602303,10.50984688,11.15887259,11.39813011,11.26476235,11.20483739,11.40604108,10.86473802,11.24104218,11.03334726,11.2335184,11.72268677,11.58983994
"yaiO",9.725042492,9.768016551,8.828668961,8.630604427,9.024168914,9.765176699,8.816212709,9.491625721,9.182640676,9.351999022,9.040020973,9.810395113,9.587294452,10.06599685,8.921362841,9.910972674,9.334148667,8.872186548,9.700184186,9.046530777,11.16010459,10.42849232,10.38874604,10.48881832,9.231703795,9.054498498,8.607308341,9.590264685,10.26893313,11.7599473,8.658048686,10.0766986,9.412592279,9.331995836,8.877221988,8.896423814,9.579485951,9.512661558,10.82118442,10.08476728,9.339617942,9.878158049,9.065171107,9.226460231,8.834386538
"insC1",11.27613778,12.11883876,11.89922329,11.83179545,11.2931541,12.11852122,11.63644744,11.64138775,12.11802973,12.33296283,12.39821748,12.58432826,11.96341399,11.64403377,11.95168581,11.42683782,12.08393559,11.72147902,11.42391817,11.61146496,13.08100085,11.53830281,12.56545205,11.47348089,11.48652624,11.38932076,11.8272839,11.04298431,11.0477065,10.88859808,10.36483767,12.11477979,11.3039557,10.82585125,10.952588,11.72087448,10.86775959,11.7838561,11.50688186,11.5403633,11.15529414,11.79046599,11.51778758,11.61205437,11.60049766
"insD1",12.4330114,12.10745028,10.10933983,10.07439076,10.17554255,12.23431687,9.670629247,11.9487229,11.94933506,10.52813711,10.83707423,11.64441256,10.33787407,11.11108267,10.7309484,10.6117715,12.11291608,10.08036358,10.33584809,11.1239077,13.30827051,11.53817513,12.66803678,12.06791536,10.65719506,12.26371696,10.60795817,10.54539504,11.15029963,13.41257957,11.31870656,12.68510817,11.7508854,10.40612896,9.771864992,11.20525429,11.64064728,11.9861391,11.28352777,11.91340921,11.08368274,11.86864934,11.03468645,10.30277951,10.89940642
"yaiP",11.32187985,9.75851494,8.829138012,9.777877809,9.645399071,11.68398511,9.604935182,10.92560332,10.30154779,9.219655147,9.190225251,10.39729053,9.2948432,9.987484451,8.930788365,9.031823443,10.08143678,9.162854489,9.03046145,9.435218333,12.08993214,9.985888914,10.80581429,10.45553391,10.17832186,10.66166947,9.791287782,9.698920231,11.23710463,12.18015581,9.870282533,11.31213903,10.420094,9.234886296,8.613186343,10.4039243,10.17226372,10.41074093,10.09702421,10.38149986,9.730304271,10.16426883,10.20708371,10.00008113,9.960925615
"tauA",8.805824886,8.557314971,7.700851228,6.977019361,8.02802067,8.470122548,8.919316053,8.813827423,8.705769566,8.203378857,8.476353655,8.407531234,7.959322095,7.793240006,8.315707869,8.082399593,8.381849011,8.256746943,7.862498528,8.831001739,8.720730117,8.532927828,8.100209606,8.355519663,7.995081573,8.580422719,8.796121169,7.731187142,7.333342397,7.82031171,8.238440404,8.034414971,8.681230689,8.694892898,8.715767591,8.815580996,8.343685321,8.10572943,7.736993043,8.28901022,8.462992073,8.428158104,8.150390853,7.139721233,8.235483199
"tauB",8.578725863,8.743320569,8.019368194,8.518506935,8.005954854,8.617531179,9.435614821,9.146458228,8.886243694,9.0131142,8.765006998,8.95122279,8.500551345,8.500034183,8.835513606,8.968461444,9.015003249,8.50163999,8.184271249,9.243770685,9.048478333,9.816743875,8.364858836,9.023317733,8.885427906,9.057550991,8.500565586,9.320108281,8.073391282,8.261621768,8.848740632,8.335845068,10.15409911,9.068284578,8.898899674,8.736635694,8.322834504,8.657421322,8.226587654,8.540617272,8.621252733,8.590975771,8.18884943,8.292809061,8.774407022
"tauC",9.923134421,10.00620283,10.26325296,10.23372993,10.43679263,10.42427946,11.47509948,10.59553889,10.82119071,10.28583817,9.947993286,10.53943173,11.13311231,10.400663,11.29651261,11.23928023,11.47177308,9.814759128,10.58666533,11.12242062,12.34192975,11.31076344,10.9737599,11.56770257,10.59383137,11.35264806,10.35741217,10.75997575,9.685859243,11.31195001,11.20805636,10.84213946,12.05902184,10.83011868,10.87726844,10.55002484,10.36874964,10.17734487,10.2407487,10.53383014,10.93414769,10.39018555,10.48529938,10.64502554,10.53703225
"tauD",9.330750136,8.942388731,8.286032076,8.492487059,9.008277452,9.135094824,9.231144028,8.616706539,9.117978897,9.015546131,8.982948221,8.437288309,8.602438543,8.961155336,8.616440998,8.574658059,8.665519818,8.828491453,8.585411661,8.801385847,9.012354984,9.129869916,9.611484241,9.309064432,9.071912529,9.007653496,8.918491531,8.870221913,9.006313299,9.914595826,9.057610742,9.197167981,9.590752051,8.555662358,8.475364146,8.855614011,8.768547944,9.391244825,8.864046181,8.922410102,8.71382638,9.028407341,9.017849548,7.912752941,8.801454153
"insF2",12.9031047,12.59636732,11.94478845,11.59743237,11.40594173,12.37258787,14.29532255,14.25570361,14.21956484,12.20561125,12.27690898,12.74363357,12.87466302,13.03747854,13.28406941,13.56811591,14.06389144,12.11326925,12.49748343,13.15580793,14.41294413,13.86203647,11.92683663,13.29641796,12.35610346,13.92066614,12.02305625,13.2975291,12.04898471,12.93421244,13.26891576,13.07947828,14.37138788,13.66770168,13.16912038,12.49421541,12.33634016,13.05546479,12.32285735,12.29072263,12.58727592,12.61006774,11.9064262,11.63340812,11.88575773
"insE2",10.5189265,10.52126798,9.873000701,9.740536524,9.575132982,9.956779828,10.22402284,10.5659662,10.83154502,10.3199026,10.59656933,10.42772422,10.22116629,10.96797171,10.438231,10.61673105,10.67025824,10.1595511,10.6111863,11.08382764,12.37595774,10.6694952,10.57268228,11.33435018,10.2226927,10.52330799,9.955834263,10.50535731,10.90432988,12.3719893,10.79138194,11.33508749,11.15703799,10.30700471,10.24447866,10.12335227,10.49203545,11.1958189,10.73337894,11.11736138,10.51039955,10.84455574,9.619432929,9.953857446,10.03631089
"iprA",8.024383785,7.756762143,8.090941792,7.642456939,7.559167253,7.955263266,7.181601145,7.644517176,7.268192885,7.521941136,7.847092487,7.748109464,6.701494075,7.925886409,6.834667884,7.325275787,7.547576129,6.661491967,7.09560805,7.11043929,8.06724471,7.423694785,7.417178833,7.953008967,7.860388202,7.712740106,7.515283962,7.80833893,7.763170974,8.001725623,7.556770642,8.187130777,7.834653828,6.754846281,7.139859771,9.200380995,7.411781118,7.963537506,7.803307318,7.667040595,8.047420758,7.613157177,7.730324435,7.090767456,7.579317178
"ampH",11.0688054,10.22824767,11.10489175,10.48199963,11.3153709,10.20385708,11.886792,10.60426347,11.10034642,10.8488277,10.44829264,10.11570561,10.56334134,11.37380318,10.37198633,11.00590588,10.73662067,11.13484704,11.01727522,10.49746997,10.42059688,10.77252412,10.66551058,10.85549788,10.48088971,10.35897557,10.78413085,11.17333603,10.51220795,9.363211668,11.38222602,10.93165577,10.9271471,10.93357684,10.70247111,11.11303091,11.57042702,11.09495278,11.4795106,11.55881122,11.24996684,11.4339195,10.5793771,10.69433636,10.81565784
"sbmA",12.5910191,11.96614293,11.48342136,12.57305915,11.75468513,12.69028083,10.95736276,10.97103553,11.44777119,11.84080864,12.35461581,12.50566295,12.70208901,11.50534117,13.09745655,12.8327131,13.62627994,12.99438314,12.39913311,12.46456584,12.50084095,12.11138795,12.60714363,12.34614659,12.58835547,13.04887359,12.65770566,11.99336852,12.65690465,11.95786608,10.98167977,12.75214145,11.29068094,11.89453495,11.7293575,12.54446334,12.33385999,11.99347162,12.13446543,12.37245018,11.65502969,11.85832612,12.79645162,13.12639569,12.28322341
"yaiW",10.50543005,10.53622602,10.63544986,11.12805188,10.8270401,10.8783798,11.10424635,10.51175547,10.85434689,11.27089258,11.29869199,11.59951488,11.57829446,10.46018304,11.8166087,11.48393153,12.0516363,11.3943831,11.26480378,11.2925617,10.87268798,11.28209851,11.7367917,10.93472469,11.55638152,11.53076358,11.41280191,11.03523678,10.57833478,8.524052759,10.85676621,11.07178038,10.4336564,11.0384683,11.02003938,11.12754824,11.21581348,10.7554731,11.33708481,11.00354122,10.98256222,10.97990086,11.64107564,11.39346725,11.31405996
"yaiY",10.12039456,10.06747414,9.078820789,10.26917179,9.851962857,11.00059613,9.272301862,9.532165871,9.771270378,10.46351851,10.01749978,10.404889,10.09835967,10.03310576,10.02237715,10.31644622,10.65256294,10.39898572,10.46579766,10.44456288,10.98620409,10.61698264,11.37615753,10.89386454,11.05613253,11.20149893,11.00288112,10.62977902,11.19425235,11.37420311,10.95730106,11.01777712,10.01081121,9.923956903,10.09272777,10.61036206,10.50023261,10.28924467,10.34963927,10.23294,9.900326341,10.01570124,9.691613098,11.00911457,10.74470956
"yaiZ",12.37753426,11.61491842,12.06904223,12.03087688,11.90170531,12.29621676,12.92962927,12.1675628,12.49547147,10.22167331,10.50575025,10.44431994,9.966806807,10.12059644,10.48350572,10.37562282,9.864143904,10.30732459,10.30528497,10.81156863,10.46844071,11.15267359,11.47329559,10.90841374,10.71877967,11.29708001,10.88370919,10.8032109,10.7921318,11.09476684,11.54384611,10.99130992,11.83084037,11.17160786,10.99274348,10.90276327,11.31993479,11.26685566,11.39757282,11.0969415,11.13485259,11.64028307,11.60624081,11.68714571,11.87485289
"ddlA",11.69218792,10.83194804,11.32634028,11.23374688,11.17184012,12.10281527,11.42988158,12.20358631,11.77240723,11.12711029,11.16983151,11.72491367,10.97052446,11.64194079,11.14534135,11.31594973,11.02844666,10.91497311,11.34096297,11.71259946,11.64208972,11.79610488,12.56356112,11.853959,11.60350236,11.74303918,11.16277782,11.69253122,11.85126531,11.78150135,11.91667468,11.90648519,11.63343051,11.14897732,11.47476081,10.97365359,11.80212755,11.71074273,11.72604749,11.61948846,11.61651953,12.00433517,10.8833058,11.71957333,11.11887958
"iraP",10.19734415,10.40148049,11.51786375,10.45327175,11.06470428,11.19970243,11.6312293,12.37148122,11.36666122,10.7850551,10.4326689,10.98063374,10.84048135,10.19788786,9.87620738,10.17880389,9.281427986,10.77081035,10.7939643,10.34821881,10.80983536,10.16087909,11.53109057,10.83449916,10.46715119,9.10887663,11.07211241,10.48883423,10.55008388,10.69527059,10.34578499,9.489133742,9.288674436,10.59685181,10.26699027,10.79351552,10.80793372,9.182759142,11.45471517,10.52449766,10.64785468,11.22586412,11.121366,11.17144577,11.60230177
"phoA",9.217596667,9.145777414,9.098940531,9.208261221,8.990897332,9.149856986,9.003618937,8.445592865,9.515357568,8.684003972,9.110121968,9.345192492,8.002006641,7.934178214,8.89652424,8.365575659,9.472690554,8.45862094,8.42916088,8.671916902,8.136915422,8.631654914,8.830382793,8.501908692,8.585327046,9.261231736,9.256843835,8.603912203,8.961318228,7.770961471,7.548060909,9.064977017,8.544434636,8.657965767,8.717672324,9.312692192,8.618560536,8.927448468,8.735303984,8.863151981,8.422417783,8.892848208,9.213356687,8.7269876,9.322894036
"psiF",9.127513367,9.158574785,8.847250251,9.519819848,9.175632283,9.863430863,9.4244168,9.090048219,9.186688814,9.969918242,10.07417846,10.02815881,10.37915524,9.527491324,10.29663938,9.855801994,10.62320942,10.31358055,10.19591481,9.936907,9.133718228,9.457425202,10.05124175,8.389706037,10.04475262,9.590111391,10.03774361,9.429312997,8.66324879,7.450032857,9.163970546,8.820326401,8.297774486,9.237655684,9.305685775,9.476420636,8.401890779,8.844235273,8.743592811,8.310753722,8.76731927,8.511694725,9.631519625,9.332374621,9.545754395
"dgcC",8.524235097,8.693950876,7.688632164,7.643226595,7.798955924,8.834365976,8.413666425,8.720165406,8.936657173,7.42435512,7.954953168,8.624356895,8.432358921,8.519251566,8.57985495,8.66566844,8.526653405,7.748423429,8.431861185,8.441752222,8.749776705,8.839122656,9.430619069,8.559152969,8.296507019,9.019523167,8.232346108,8.380088618,8.378837553,9.198972284,9.008281189,8.928591232,8.802019158,8.719596739,8.774284032,8.290445941,8.159607354,9.061171274,8.236506433,8.34866769,8.395909686,8.720167657,8.402832239,7.514322541,8.484790015
"proC",9.686635535,9.68036333,10.28924604,10.35304224,9.948233668,9.674864537,10.44369291,10.56503943,10.84898392,10.81887841,10.90913549,11.10028201,10.90074635,10.78597554,11.1512442,11.10720245,10.64993955,10.34394499,11.17830733,11.42214137,9.67630605,11.46982996,11.54451902,11.14700406,10.68747487,11.24743033,10.47868157,10.57169235,10.4411504,10.78990032,10.88433994,10.5439143,10.72474464,10.10951864,10.60066029,9.31923714,10.47399298,10.15448196,10.4048293,10.3285339,10.534809,10.0436634,9.934219626,10.41339465,10.15051264
"yaiI",7.681041432,7.313557702,6.491349999,7.651089091,7.749321668,8.020669244,8.352206388,8.569611946,8.458675677,7.519774742,7.592371592,8.102541696,8.593374884,8.277122318,8.325960328,8.779986208,8.484882768,7.661622585,7.874782696,8.250198051,8.907109339,9.304428906,10.00239275,9.012020757,7.064000122,8.822446074,7.534876259,9.447217872,8.736035977,8.937933614,9.588767953,8.259691717,8.898676261,8.145953856,8.97184174,7.668652738,8.785087167,8.372078664,8.231351581,8.437279066,8.743249567,8.189236265,8.061583865,8.111690419,7.959213753
"aroL",11.34154849,10.63486485,11.09564065,11.02857778,11.15455088,10.5397577,11.37368174,11.21118958,10.42857966,11.694853,11.31774519,11.83485344,12.13313551,12.24873886,11.39610065,11.95101295,11.53443884,11.69174287,12.11659558,11.61608577,10.59750205,11.77153185,12.58663164,12.13124227,11.4826171,10.81299966,11.31570387,11.70731541,11.82712055,11.46055335,11.10554197,11.82821138,11.19350305,12.10221416,11.65467057,11.31606979,12.0421916,11.64214311,12.13777728,12.15641748,12.13795031,12.16317963,11.44009368,11.89516128,11.52077763
"yaiA",9.835974129,10.43261941,10.5633491,10.77223212,10.5483164,9.597858851,10.45563323,10.49330647,10.31246921,11.14339248,11.1702246,11.07635041,12.2190875,11.32688981,11.94975529,11.94663542,12.11098043,11.3077802,12.00523741,12.22662763,11.00603876,11.44264406,10.56237459,11.34170078,11.27029938,11.21386847,10.66856528,11.44749286,11.08095214,11.59029244,11.58576132,10.85963264,11.48270866,11.46244063,11.76448729,10.81368681,10.98489398,10.96990576,11.21120337,11.1860193,11.27514975,11.06674857,11.02887522,11.16790545,11.0411036
"aroM",8.766811438,9.545024809,9.921947754,9.539314742,9.503575514,8.64107441,11.82416546,11.09279141,11.17581487,10.29739686,10.11754111,10.35849469,12.07196233,11.47853427,11.55736718,11.59513393,11.65912132,9.672482058,11.58574911,11.49835889,10.56154216,11.42711706,10.26247696,11.07949543,9.738877175,11.19956932,9.333476101,10.7180364,11.17067886,11.7140199,11.03250241,10.81229465,11.02789137,11.22557618,11.29786275,9.005935597,10.85955426,10.9726451,10.69819355,10.92888139,10.97669166,10.95910624,9.192796327,9.939045218,9.468695757
"ppnP",10.62757447,11.49049323,11.41025693,10.77576074,11.07337576,10.36164559,12.44456536,12.06277317,11.64185981,11.92045037,11.96596035,11.79336733,11.94518045,12.22251169,11.30522576,10.94251894,10.54612343,10.43609385,11.08053787,10.60106588,9.311490929,11.16118838,10.01924404,10.74712253,10.43493211,10.43329399,10.02769911,10.40873068,10.44499613,10.97831345,10.49497658,9.781117135,9.824693806,10.17378785,10.22233714,9.574439497,10.27885573,10.26801599,10.15948209,10.4838634,10.12655745,10.17345742,9.901923976,9.767178332,9.739766503
"ykiA",8.539461796,8.605699777,8.857624402,8.465419345,8.756995831,8.331889013,9.902584659,9.37951268,9.196384785,9.104160761,9.07499126,8.862532883,9.399585575,9.471443359,9.700751937,9.331263111,9.277813232,9.056776716,9.501944927,9.381186399,8.740678956,10.3069655,8.424502903,9.774068385,8.430947374,9.494908085,8.869421169,9.515239421,9.04661798,9.759639022,9.636850817,9.064977017,9.844812045,10.05183605,9.806228965,8.615598616,9.217122998,9.312275692,8.935612084,9.256619216,9.5549179,8.823103321,8.469047804,8.196008307,8.329235565
