"","0","90","210","30","90 | 1","270","30 | 1","150","390","30 | 2","210 | 1","510","90 | 2","270 | 1","630","150 | 1","390 | 1","630 | 1"
"pgrR",2.610343454,1.310243176,1.106380836,2.022959836,1.22900709,1.156283579,1.523451163,1.223659867,1.128383605,2.197498904,1.257868723,1.171693568,1.426553133,1.205145527,1.186477637,1.257121384,1.167763383,1.104950248
"mppA",3.033541653,1.332172529,1.101337378,2.210246104,1.253144079,1.129771602,1.508602147,1.16628777,1.100373685,3.781924635,1.227861101,1.175990279,1.969843036,1.167034618,1.09070983,1.326626325,1.121996885,1.111728877
"ynaI",2.074080729,1.308826771,1.157253262,1.74282834,1.247597687,1.172319893,1.462363214,1.164798855,1.146315577,3.204185251,1.976829548,1.449386715,2.047882084,1.73089402,1.290919435,1.720286448,1.342026538,1.270985909
"ynaJ",6.479675957,2.037009327,1.361091053,4.337308766,2.002668653,1.36932268,2.664174245,1.64368485,1.281666609,14.8002993,2.526682302,1.471450758,5.484074082,2.088447898,1.619448102,3.389730802,1.611931467,1.473400772
"uspE",15.0455097,8.136528178,6.609883622,13.38022461,10.751241,6.79770218,11.10414109,9.429831436,3.565531031,25.03175548,17.46441825,6.393464173,15.79484657,15.52082895,4.841241503,15.31768181,7.115017238,4.592875679
"fnr",27.16730201,4.822369666,1.503284825,17.82009273,3.964537297,1.330972363,8.881024937,2.338789144,1.320306651,31.34816657,2.556832026,1.409861581,9.229823981,2.068747832,1.574853569,3.551394583,1.540074154,1.591743403
"ogt",2.912997786,1.522473352,1.256652715,2.812239421,1.576533602,1.198488113,1.869960547,1.395684445,1.20255351,4.468146998,1.420078066,1.257419156,2.156338532,1.361564682,1.169110853,1.60845531,1.187616649,1.241351828
"abgT",1.473882082,1.852243919,1.39142414,1.844859712,1.984279814,1.382043345,1.710005329,1.713198189,1.202538715,2.283291202,1.941887454,1.30166968,2.267136516,1.660447457,1.192967283,1.920211275,1.141578565,1.24850465
"abgB",2.136038323,2.213477705,1.505454485,2.732387238,2.286578729,1.622092808,2.40245629,1.84575628,1.331733413,2.512583178,1.76802,1.40919228,2.308011739,1.540755737,1.315708079,1.697712923,1.252423789,1.285316822
"abgA",2.809336059,2.11054367,1.637692443,3.217510746,2.271128206,1.746704655,2.464772066,1.80360757,1.383349985,3.095174965,2.186347461,1.757231317,2.44932047,2.042943364,1.579681484,1.984410856,1.435531839,1.608529737
"abgR",1.942918727,1.150764357,1.173280928,1.587019558,1.209283888,1.183172432,1.340241319,1.18528377,1.153312435,1.98968244,1.303832625,1.270267708,1.342386705,1.267529118,1.166142783,1.281668323,1.132614378,1.131029308
"smrA",2.827748156,1.419779228,1.281922007,2.53322291,1.592744525,1.299457957,1.845187083,1.460185461,1.24349531,3.865157438,1.730575508,1.468287643,2.072860187,1.679890035,1.461327837,1.790951986,1.351178063,1.34203284
"dgcM",4.258384588,2.547971068,1.697962465,3.858279563,2.419954146,1.550283007,3.101501677,2.05830971,1.329185425,2.541461657,1.880401462,1.382073645,1.982247333,1.675775136,1.301195147,2.095990035,1.321684582,1.285447178
"zntB",7.722921296,2.360733165,1.492218643,5.692230712,2.520350938,1.423303313,3.380920463,1.95780712,1.305641972,8.221763003,2.679905709,1.65876968,4.090867477,2.296653565,1.64761342,2.571219679,1.489315559,1.563749046
"dbpA",4.361260531,1.62510049,1.24415493,3.523863785,1.542617275,1.190791246,2.317558881,1.352480235,1.209012111,5.317120806,1.552730439,1.298296674,3.212456084,1.391710655,1.212948725,1.751127032,1.212610595,1.233491997
"ttcA",12.62822402,5.580198129,2.449379664,11.73868888,5.204739404,1.981913616,7.884956216,3.846729042,1.472901934,16.29856887,6.011888594,2.255552859,10.65518947,5.248257126,2.23697304,6.293622978,2.256123492,2.595246715
"intR",1.858785838,1.712199925,1.367231923,1.820068177,1.457650925,1.382468722,1.658642079,1.375316383,1.394477428,1.834178829,1.647369457,1.374535055,1.587722653,1.567832997,1.261834036,1.335597259,1.182664114,1.317831586
"xisR",1.274715847,1.183260418,1.116935458,1.254830202,1.262567623,1.260291423,1.218266246,1.187027841,1.119780022,1.401286522,1.392321146,1.216119579,1.29503915,1.308429465,1.163702767,1.178647106,1.117134412,1.072655251
"rcbA",1.102421027,1.078223307,1.059075795,1.05840959,1.074205692,1.026843931,1.055952266,1.067557583,1.062790368,1.074002008,1.098923789,1.016220548,1.130972874,1.068561332,1.014161738,1.019632253,1.041552196,1.022241396
"ralR",1.300875236,1.173083391,1.138869928,1.251678047,1.204095504,1.170832217,1.18079243,1.209367966,1.12736575,1.393217652,1.311709252,1.166598645,1.453671439,1.259704148,1.065587537,1.104379251,1.16098719,1.087923489
"recT",2.768824591,2.090648689,1.709258171,2.670555632,2.300919937,1.725348238,2.35911377,2.026408162,1.301567895,4.366014725,3.576693337,1.718896808,3.610333544,3.027730687,1.383497719,2.265626608,1.707576721,1.587738941
"recE",2.564106178,2.027989683,1.679770026,2.763898812,2.199974444,1.777596274,2.157393016,1.933822783,1.438096705,3.42388019,2.643201222,1.572746046,3.045704051,2.14513026,1.298105695,1.732924821,1.441744834,1.445079815
"racC",1.195767104,1.152675018,1.125184115,1.24250547,1.188889191,1.149742134,1.191374985,1.118881547,1.059752358,1.333816129,1.121574086,1.071446215,1.194824742,1.100211818,1.035912327,1.095696525,1.045655973,1.036747998
"kilR",1.10499757,1.04384105,1.054354005,1.140439754,1.080508309,1.114423367,1.064738112,1.123334191,1.067193427,1.150328897,1.144601117,1.105674708,1.129897853,1.113638999,1.062121055,1.057126913,1.057019758,1.034055882
"sieB",1.301996125,1.140190102,1.08980998,1.2941843,1.180656198,1.168933974,1.158694946,1.092741817,1.071657135,1.354558465,1.098631062,1.036981434,1.235809946,1.068023118,1.05192967,1.121493478,1.003015771,1.00868473
"ydaG",1.428791756,1.13673823,1.069633783,1.305823029,1.130653087,1.039503628,1.238824495,1.124292889,1.068947687,1.477976617,1.147528309,1.087252842,1.234018207,1.120165017,1.068959584,1.140511575,1.039939307,1.047436997
"racR",1.870091959,1.199084685,1.085648617,1.428784796,1.174900072,1.124005745,1.154060593,1.130974218,1.151099256,1.873072435,1.102823879,1.094079433,1.216761201,1.120799985,1.084545079,1.143185996,1.086216226,1.078365742
"ydaS",1.279960411,1.08686682,1.095070341,1.343573727,1.182046216,1.076399816,1.220359216,1.07172107,1.07679242,1.287630413,1.098483762,1.032356195,1.195351029,1.051165064,1.048302256,1.081406666,1.042361997,1.056385148
"ydaT",1.514127607,1.290232572,1.161155394,1.570057138,1.300515842,1.187441405,1.462037778,1.262631504,1.169001238,1.502389617,1.235947513,1.181670711,1.330394411,1.125707933,1.127634463,1.182792509,1.161248006,1.051686251
"ydaU",1.754966847,1.365476139,1.140812719,1.896005371,1.384251844,1.162326341,1.613058791,1.25815915,1.115414363,1.625856021,1.26477962,1.192050802,1.459776367,1.138582454,1.15316749,1.255256459,1.072463884,1.108337301
"ydaV",1.804630873,1.504829505,1.315394966,1.915230445,1.509405949,1.371753606,1.766644324,1.358865784,1.322031946,1.914414127,1.52896273,1.601435547,1.747367578,1.359946208,1.305512707,1.378972633,1.188903122,1.227948516
"ydaW",1.641092932,1.283026381,1.116556898,1.666331889,1.354184946,1.158185285,1.42932015,1.186336447,1.129422158,2.07814376,1.380537931,1.257745326,1.562810972,1.254924905,1.187904368,1.234962999,1.127951541,1.096684864
"rzpR",1.419449068,1.263435319,1.197981441,1.400731148,1.332123344,1.179244693,1.423367088,1.277255819,1.279675529,1.596449847,1.317726028,1.280453149,1.380211934,1.256137517,1.195389848,1.301588002,1.134540516,1.13240627
"trkG",3.607004052,1.31791867,1.111093544,2.430685396,1.297359659,1.16157449,1.605017411,1.227872385,1.164931089,3.352307218,1.346718049,1.106487167,1.838910452,1.152168016,1.079320386,1.309159124,1.090510253,1.123718022
"ynaK",1.847656858,1.170471248,1.094287343,1.84071907,1.213239428,1.124701715,1.450578689,1.184579412,1.111998273,1.83332662,1.235789205,1.228432753,1.392245705,1.222496333,1.13804305,1.291843354,1.126668841,1.120740791
"ydaY",1.697828782,1.211725993,1.142384255,1.760608494,1.247203542,1.218436098,1.358286194,1.221147011,1.142718366,1.60970601,1.194231945,1.15080764,1.235264594,1.152755576,1.122985249,1.208779701,1.103500429,1.094700206
"ynaA",1.348980064,1.225214827,1.151400437,1.276439914,1.163076076,1.202356547,1.318320941,1.205500791,1.230493513,1.51319205,1.202180479,1.273876621,1.312614778,1.209059801,1.148334139,1.247044373,1.144412964,1.096513578
"insH5",10.49138491,6.464481152,6.877221198,12.5967299,6.121692422,8.617656788,7.849473146,5.41128119,2.019567972,3.928016511,4.909830027,1.657157236,3.383573847,4.109354511,1.707590689,4.304435024,1.691374451,1.647185751
"stfR",1.86769096,1.357811057,1.296943143,1.634144042,1.294578301,1.200289988,1.529573151,1.280787354,1.275595405,1.772117167,1.457151756,1.538848945,1.409652259,1.350017735,1.338845246,1.534137064,1.250555847,1.352756605
"tfaR",1.786002827,1.195746127,1.136099869,1.845360165,1.32971248,1.185072389,1.489793039,1.258767506,1.167662239,1.973231479,1.336370031,1.272743187,1.465009135,1.250773994,1.195582425,1.243273012,1.20043696,1.230408329
"pinR",1.672986536,1.261102027,1.158742306,1.472614873,1.291414992,1.221533785,1.319025736,1.190553404,1.179500967,1.773997829,1.272018496,1.214758916,1.332259046,1.21476134,1.146854265,1.274886432,1.168222072,1.181054311
"ynaE",1.193361379,1.122439726,1.127183286,1.168821104,1.164675602,1.160477851,1.134633094,1.200934312,1.137172856,1.223275652,1.159817163,1.125031594,1.135437652,1.106727945,1.085724571,1.169103061,1.110194897,1.135533467
"uspF",5.700425622,2.517928204,1.968015942,4.637076575,2.667254381,1.785274377,3.411909762,2.427058245,1.530321521,13.04115426,7.125210597,2.681830308,6.457004636,4.962917233,2.28543052,6.271902795,2.700639248,1.992568641
"ompN",1.361204314,1.663769333,1.354866803,1.388133337,1.488904988,1.361305937,1.383490661,1.408873658,1.255070229,1.661282567,1.448066118,1.3525527,1.402615978,1.418830251,1.216519111,1.260878802,1.18533713,1.190429283
"ydbK",26.86371091,22.29838583,9.821942427,27.48194636,20.77251326,7.605808779,23.70269227,14.35526174,2.269715271,29.1070278,14.639776,2.499100266,23.24201965,11.39945862,1.994097641,17.98404653,3.236392042,2.044559556
"hslJ",3.804691593,2.096018222,1.453745032,3.644407461,2.22066187,1.429553685,2.627982535,1.846095156,1.208285716,6.967757493,3.295877852,1.57080292,4.271606884,2.75629022,1.456583894,3.798136421,1.654202269,1.389304814
"ldhA",12.27540048,9.251155267,5.879671165,13.34670675,10.42111638,4.739598891,11.10196964,7.523064867,2.407784001,18.73144911,11.54794565,2.575626176,13.91622887,9.989072258,2.406712173,13.47951466,3.686664835,2.803478652
"ydbH",2.521620539,1.214282816,1.127073808,2.334483546,1.213615325,1.176634417,1.58955074,1.257184293,1.199760203,5.065960682,1.424451819,1.351900079,2.051118722,1.329476304,1.239587674,1.42783025,1.198036167,1.216306205
"ynbE",3.38218022,1.585263386,1.260528584,3.21845628,1.556052977,1.234637393,2.591256081,1.292595891,1.238951065,4.342049651,1.339510038,1.294728264,2.392571165,1.220047167,1.161212163,1.327539835,1.12730535,1.093621785
"ydbL",6.095278193,2.236961276,1.164286516,6.035554539,1.845116977,1.226165033,4.098438343,1.46911191,1.183708439,8.716603223,1.393800854,1.151175434,4.124566725,1.292242162,1.149970479,1.659144283,1.142778635,1.176623627
"feaR",1.929213582,1.35455177,1.233354958,1.62819942,1.309561102,1.169737226,1.378856358,1.230439967,1.217804253,1.736437602,1.235510365,1.258793904,1.216829451,1.187454553,1.173230265,1.215722316,1.115317872,1.089038355
"feaB",2.624688493,1.733196633,1.502743969,2.432247543,1.640052634,1.579270418,1.795002528,1.604146246,1.343901484,3.577431791,2.068107242,1.525871779,2.26411701,2.041836535,1.410967459,2.114010451,1.495178521,1.393307215
"tynA",1.770642523,1.281254793,1.218810514,1.635214593,1.361453042,1.183505128,1.456119108,1.262445016,1.192915122,1.709278338,1.292561646,1.229397242,1.324072828,1.263157043,1.166325723,1.260064754,1.186893592,1.140372845
"paaZ",1.668073652,1.501495391,1.444323078,1.652277845,1.622217126,1.46601772,1.558847069,1.456474148,1.380290407,1.74416232,1.503011618,1.398776342,1.483802179,1.34981962,1.275479035,1.39150639,1.248032216,1.252127378
"paaA",1.499868429,1.236598413,1.174894303,1.484985776,1.270088285,1.154330587,1.348100122,1.218213417,1.15210758,1.439829571,1.199027357,1.198778382,1.266353932,1.182570622,1.147528144,1.282387674,1.110834542,1.151433454
"paaB",1.599125023,1.344273857,1.235105573,1.573619821,1.391977128,1.222698286,1.450889116,1.28670807,1.167635962,1.565962789,1.276023603,1.235198606,1.380522983,1.191791328,1.148878723,1.209519172,1.083470605,1.088525301
"paaC",1.590154339,1.439543469,1.302428138,1.758751718,1.508238369,1.3027681,1.551357789,1.392645559,1.209655836,1.726328716,1.329425995,1.216921358,1.507901745,1.235527875,1.227976587,1.404320913,1.168105157,1.16681042
"paaD",1.906492054,1.748234091,1.391900548,2.060567591,1.670564545,1.370921524,1.883350445,1.465840263,1.399744125,2.328787883,1.607003437,1.440759142,1.803845442,1.394361096,1.428169401,1.521397389,1.374702349,1.235181658
"paaE",1.642783697,1.369819492,1.190140845,1.652336834,1.396588132,1.192981045,1.53493324,1.305825087,1.188665922,1.623060647,1.344645316,1.304784825,1.461949136,1.262945955,1.25046189,1.280032226,1.164531154,1.165071659
"paaF",1.630868937,1.436920211,1.228862779,1.831525313,1.519356012,1.287514117,1.62330447,1.388955362,1.156919471,2.266378416,1.509989005,1.387592101,1.814167344,1.379109786,1.318544699,1.489812329,1.252146253,1.2745685
"paaG",1.641306007,1.38922691,1.213228842,1.643585347,1.462609507,1.240697858,1.490422874,1.355642373,1.173124017,1.645346452,1.278861398,1.242882591,1.426619634,1.211899064,1.161186384,1.347093557,1.167215639,1.141353594
"paaH",1.989560272,1.578979415,1.381443608,2.035244907,1.64651307,1.343952633,1.83072689,1.577461675,1.254742118,2.079937643,1.551442438,1.551085372,1.756006567,1.387485503,1.369871397,1.708147297,1.241526504,1.299304461
"paaI",1.388892568,1.290271892,1.18038726,1.428036902,1.302452109,1.155139825,1.334955023,1.250509892,1.127330993,1.445490349,1.285311377,1.228944456,1.325112197,1.235120681,1.159751602,1.274400661,1.159031023,1.121803235
"paaJ",2.508668691,1.946560403,1.57353269,2.253114681,1.914260592,1.435031825,2.206680155,1.912904981,1.335663851,2.673722104,1.997242629,1.443631081,2.183617922,1.7041327,1.36797148,2.010675242,1.292965449,1.427887838
"paaK",2.767491258,2.145735393,1.621259677,3.027498592,2.011121447,1.482653599,2.444004247,1.696516004,1.201053168,2.417384592,1.769626133,1.252797925,1.945648623,1.548877337,1.273645054,1.921996235,1.172697271,1.289878969
"paaX",5.971317922,2.727556973,1.727685688,5.169435749,2.494956145,1.576891988,3.438530675,1.903134026,1.287870481,6.039131259,2.495565789,1.503518657,3.43125639,2.158000299,1.452471509,2.386944477,1.36309176,1.503319179
"paaY",10.51327312,4.196156044,2.042470164,8.603190138,4.228193356,1.841328501,6.369675717,3.168254761,1.326791283,11.79254483,4.187006428,1.64392997,6.848602912,3.536355002,1.61203756,4.970210601,1.819496846,1.820069486
"pdxI",2.858787111,2.299301926,1.847020258,3.262721039,2.462741779,1.798459821,2.743338329,2.255099689,1.434723584,4.206245348,2.576794946,1.662296411,2.967677737,2.296804684,1.458508053,3.022784179,1.572551288,1.510511788
"ydbD",1.548651283,1.216783905,1.170980622,1.564914653,1.281138853,1.289644833,1.395361181,1.183244043,1.18470369,1.566712884,1.376726909,1.256195873,1.364407399,1.301758123,1.225452384,1.245892318,1.14836141,1.102146698
"ynbA",1.210780363,1.153422976,1.217066835,1.320417048,1.250588976,1.186492595,1.278837701,1.208467733,1.15776838,1.333053742,1.243221561,1.236541045,1.244696379,1.235501764,1.240936061,1.252774824,1.118150936,1.122748612
"ynbB",1.118550845,1.211447931,1.109592768,1.155082959,1.121221078,1.155019552,1.121065378,1.208249198,1.134471519,1.203611029,1.069601127,1.126499088,1.167967697,1.138666681,1.099896481,1.127488303,1.053267419,1.058116148
"ynbC",1.459270556,1.31211388,1.228686289,1.574392898,1.344717513,1.249184898,1.40498798,1.309783551,1.248541732,1.885201285,1.393568376,1.437545636,1.402700028,1.359925366,1.283763101,1.356379186,1.1898106,1.20712404
"ynbD",1.899968114,1.323889123,1.151397286,1.779864775,1.337374113,1.163944535,1.608186396,1.214943402,1.15765657,3.015866011,1.67440228,1.463015842,2.253753014,1.425125529,1.334344924,1.727400865,1.315471704,1.315784488
"azoR",12.35454932,7.422138626,4.035077248,12.97859085,8.74794434,3.788201933,9.938639343,6.05335981,2.275925078,13.23321907,7.092136128,2.255045292,9.660327249,6.685400686,2.12375482,9.071502097,3.199609364,2.226759279
"hrpA",8.924989291,5.822494057,1.486270814,8.819345893,4.786983197,1.385889171,7.975116003,2.821639785,1.23698211,11.8214333,2.319572011,1.385474328,9.987094546,1.967780708,1.293918218,3.758500123,1.33236159,1.341496603
"ydcF",4.294286726,2.132338563,1.366302087,4.083862489,2.287864625,1.287996603,2.814111376,1.761812431,1.190896911,7.636767602,2.314489606,1.3152875,3.794788673,1.915038523,1.273646393,2.733515227,1.292589369,1.220937792
"aldA",36.06825349,22.26174228,15.67533301,38.71938434,24.963587,12.02438915,27.21387033,18.76453925,5.114861623,26.09730022,8.49899185,1.87054847,14.4363726,4.560585177,1.359211451,9.046048312,1.666201982,1.3265838
"cybB",13.0683094,5.245379396,1.777367411,12.87976436,4.552791178,1.42341158,7.78332004,3.216604582,1.217445955,25.69241032,8.106844076,1.67115156,18.87162775,5.944871953,1.473215533,10.36492478,1.822441799,1.578001336
"ydcA",2.143809335,1.506222071,1.360121374,2.266436178,1.890559102,1.613718353,1.739515339,1.586523066,1.41120059,4.181637473,2.755148053,1.754342098,3.017105261,2.372820546,1.531183517,2.686626353,1.586358161,1.3746289
"mokB",1.434710029,1.325782313,1.235105573,1.451343921,1.372348367,1.233080668,1.345453663,1.312257574,1.273557711,2.602340547,2.190501399,1.815896123,1.923463829,2.041459107,2.03748202,2.38270768,1.952025863,1.83619827
"trg",21.40648411,9.21363759,5.055570677,19.1572312,11.25536212,4.712611242,13.28401274,8.261801832,2.164760488,29.14020719,16.6031401,4.980015526,17.35987615,14.61642494,3.932243105,13.71861614,5.43369771,4.175279222
"ydcI",2.86294572,1.485597065,1.302416303,2.818623989,1.558741354,1.28146763,1.960949207,1.405182836,1.26977037,2.848898412,1.48682803,1.332522294,1.806859761,1.374154859,1.289304939,1.565932484,1.252320608,1.325666409
"ydcJ",1.766939991,1.382428358,1.226126516,1.831586299,1.486761133,1.259852459,1.767948914,1.336814569,1.217525857,2.184353368,1.511915241,1.38874862,1.714605137,1.355553083,1.271116737,1.48361826,1.187259239,1.216507373
"opgD",9.153122018,4.12925143,1.641059268,9.107099472,3.663802729,1.455684157,6.092254691,2.462319528,1.210636795,13.85851226,3.946973478,1.499727183,8.520687332,3.321374755,1.43382225,4.382441959,1.431531229,1.346477094
"ydcH",1.284124044,1.255375701,1.082539335,1.351714617,1.210847832,1.130500805,1.20285005,1.169532005,1.104467753,1.609700707,1.176211294,1.080453398,1.339240017,1.167307351,1.076546838,1.18092545,1.119251696,1.088965618
"rimL",3.224249953,1.797414811,1.346632085,2.774159945,1.596296521,1.24951498,2.072025085,1.39007574,1.414221031,5.035418711,1.63018511,1.253200587,2.582328309,1.375012864,1.21682655,1.818334338,1.21552809,1.210078081
"ydcK",2.687457541,1.566060014,1.181497005,2.299477861,1.64723031,1.172378303,1.844240891,1.441362847,1.106866353,1.799508974,1.280735092,1.047200929,1.362247235,1.199445585,1.073005589,1.353055989,1.071199399,1.07253646
"tehA",3.688916841,1.618810867,1.305550296,3.176272894,1.437013083,1.288559218,1.996241774,1.408526421,1.274386921,6.225823515,1.964390841,1.454570271,3.189116927,1.851136289,1.411053972,1.976573309,1.316491497,1.402674774
"tehB",19.57395402,12.927061,8.010892953,21.28478274,13.93721549,7.721179977,16.3083922,11.26408462,3.782240431,22.99753416,15.17198523,3.640793109,17.69311282,13.05604237,2.738998462,13.80774361,5.904631055,3.262963027
"ydcL",6.009372953,2.784714648,1.732292324,5.099821709,2.872116055,1.561755914,4.027259663,2.484710546,1.300486046,8.076977352,3.350176425,1.567951224,4.611852918,2.587011627,1.42383238,3.740078583,1.621005523,1.412070038
"insQ",2.008958474,1.305627117,1.142367622,1.614493488,1.254957599,1.208880325,1.441005168,1.206763874,1.145814176,2.433889565,1.292063408,1.29220401,1.577783618,1.269093686,1.175087002,1.34855425,1.182831148,1.128720033
"ydcO",2.1752286,1.272476093,1.17915493,1.816347416,1.229004828,1.143067893,1.497315801,1.177219794,1.191576514,3.445308959,1.334274153,1.292685645,1.840488603,1.293954537,1.172462176,1.38041884,1.137376045,1.163854973
"sutR",3.342604933,1.327276525,1.194005934,2.664101805,1.357309489,1.212313052,1.820310813,1.299882292,1.25450791,3.012463274,1.423242928,1.443411412,1.68186832,1.333948085,1.301129385,1.322980151,1.266777182,1.269885019
"rlhA",14.21213229,3.140049805,1.512317646,9.892127817,2.896586919,1.415457578,5.464194232,2.101546262,1.284391867,10.39584425,2.53860071,1.490646459,5.890448009,2.397555419,1.556538552,3.165859398,1.470706296,1.733536819
"yncJ",1.313200346,1.235062858,1.189352702,1.287545091,1.201729478,1.16535194,1.201780207,1.209400681,1.187311793,1.820189646,1.298372736,1.21473783,1.272626258,1.235204517,1.143385959,1.190175749,1.14744295,1.117046264
"hicB",3.676689373,1.536665026,1.106017804,3.572450992,1.535099331,1.090598127,2.338855853,1.266763201,1.077149846,4.423745831,1.355322651,1.074651057,2.629143394,1.255173527,1.051338627,1.543520161,1.072571261,1.116146441
"ydcR",2.900017759,1.290993732,1.153192364,2.532344859,1.240761182,1.099418043,1.537148623,1.178472402,1.091166102,2.934886953,1.26565467,1.208110202,1.556379752,1.243415786,1.155285676,1.265667417,1.12996522,1.116321042
"ydcS",2.699230933,2.219150637,1.545377686,2.645563551,2.230910606,1.470393377,2.495771309,1.816147684,1.305629663,2.400123612,1.650717008,1.263098041,2.04197539,1.517106955,1.223040659,1.843595002,1.241161617,1.237325827
"ydcT",1.938991935,1.723764486,1.282456109,2.150688606,1.701009577,1.242519152,2.009382976,1.6722175,1.170845854,2.020087489,1.580758218,1.322295526,1.952830746,1.353103141,1.304838807,1.757168471,1.183136285,1.243467027
"ydcU",1.991811533,1.525334465,1.220998523,1.954527911,1.583627913,1.187597717,1.851384381,1.420955454,1.167274814,2.504192161,1.641348628,1.29193772,2.013732717,1.434498827,1.279547592,1.880932731,1.246750748,1.27787517
"ydcV",1.593561095,1.492995321,1.432663286,1.669749898,1.603456972,1.446672494,1.62595554,1.516976117,1.294425782,1.863053079,1.820753929,1.511676741,1.623612894,1.567458128,1.364356728,1.777179509,1.384966459,1.260990252
"patD",4.444375452,4.712409502,4.952283037,4.517722956,6.002200849,5.873002867,4.573893636,4.906665675,3.738121343,5.59257395,8.257261747,5.288504298,4.843213454,8.078250228,4.703186073,6.798951098,5.134541195,6.311879307
"ortT",1.84003352,1.302646935,1.220165612,1.74924948,1.440704549,1.28027009,1.37408528,1.287147736,1.223330743,2.049158613,1.199323005,1.106923871,1.524247997,1.141398058,1.102680198,1.2688236,1.08776147,1.09817528
"ydcY",2.526390013,1.276164253,1.144746849,1.968418128,1.298384139,1.174246404,1.45984321,1.239974904,1.141710233,4.165558425,1.5936284,1.351302578,2.281906928,1.433393707,1.24218837,1.598348391,1.285091937,1.251259473
"ydcZ",3.983239088,1.664480426,1.25780332,3.296412658,1.555206702,1.242244016,2.189405159,1.34546173,1.208304951,7.631125801,1.616542249,1.390136796,3.634844806,1.394403217,1.303248023,1.781498234,1.247198335,1.306945138
"mnaT",12.44986161,2.653398548,1.201862112,9.790960404,2.007609625,1.204283755,4.729827282,1.536919308,1.194151824,14.84670965,1.621418346,1.395684977,5.134032711,1.448831085,1.290193449,2.037577863,1.245280539,1.261761241
"curA",4.716276192,3.494692872,2.391781434,5.304864193,3.910138845,2.286819697,4.124515042,3.228896307,1.693924125,4.406945329,2.827416567,1.613673999,2.971751101,2.219651594,1.436089853,3.551111018,1.605668265,1.358719069
"mcbR",2.101480338,1.399471393,1.275393598,1.826330579,1.47291181,1.1973211,1.626512527,1.312830698,1.193202093,1.807582037,1.468750646,1.196855094,1.500497018,1.344102888,1.140616299,1.355581642,1.183781748,1.099814292
"yncD",4.525577009,1.788267351,1.199429541,3.936438441,1.599402399,1.223846906,2.649085913,1.401489364,1.238364305,6.679429693,1.459907787,1.268855698,3.143259695,1.263617222,1.225842834,1.659243701,1.15896424,1.180882044
"yncE",47.92140325,38.15308797,34.66014652,52.01941666,52.68605039,46.28535278,51.72148953,47.12223316,30.53641046,107.9231824,119.2579133,76.29193461,101.0606513,122.5646665,69.60208973,98.21369391,74.4566129,74.328484
"ansP",3.543516803,2.25625038,1.774193906,2.966443319,2.35325546,1.862858352,2.427993637,1.954709914,1.362819831,7.276034562,6.067250405,4.325091442,6.477422778,6.910102022,4.361215383,5.677185969,4.027422231,4.777236652
"yncG",1.197950254,1.215152419,1.138447097,1.159766287,1.144046418,1.205048953,1.213309615,1.145919013,1.224374905,1.198667757,1.189819676,1.194947295,1.135031169,1.077724041,1.141704291,1.184091803,1.104338033,1.086183924
"yncH",1.020839647,1.010921049,1.030853143,0.989352947,0.991680664,1.008432699,0.994096203,1.052593285,1.015609452,0.971878453,0.988445368,0.97736351,0.974674623,0.995507378,1.003785127,1.026553015,0.99688209,0.998262381
"rhsE",1.24237896,1.083128993,1.103994986,1.159462521,1.086827274,1.117888924,1.135761607,1.089839167,1.079208556,1.196490847,1.066627498,1.086453426,1.091312815,1.072424323,1.047444407,1.139512194,1.043347286,1.082448785
"ydcD",1.034644991,1.036236174,1.038730523,1.03719966,1.054879524,1.064489157,1.040581728,1.035948852,1.017055398,1.002375951,0.986760417,0.957176502,1.032298248,1.016859431,0.977575218,1.004478427,1.00164743,1.022487522
"yncI",1.302042226,1.070273681,1.11091089,1.20969581,1.068962527,1.107017126,1.092587996,1.144054589,1.085294996,1.094595021,1.119071829,1.048012776,1.129527307,1.086115085,1.034132246,1.134963138,1.008433855,1.048664559
"ydcC",1.410133455,1.322907901,1.294574551,1.440374317,1.398791184,1.276094431,1.321736087,1.460999998,1.202495397,1.377040744,1.380174325,1.158625104,1.438152208,1.250686149,1.110942186,1.267304565,1.1119348,1.091831028
"pptA",3.052055671,2.198928216,1.742407135,2.462434236,2.538635442,1.570972222,2.277624465,2.211051525,1.369858848,4.918094267,3.447997038,1.669424137,3.615940799,2.87144765,1.288727546,3.088345489,1.588870584,1.291310848
"yddH",1.773058845,1.31661368,1.307802884,1.62640247,1.386443978,1.354781247,1.557577889,1.285976699,1.233939832,1.666562109,1.414920312,1.345174361,1.360804175,1.245049289,1.215667743,1.358299427,1.293518331,1.226493007
"nhoA",2.932163995,1.96838641,1.373099877,2.795368091,1.778803354,1.37037996,2.067395735,1.589125224,1.193255218,2.325248952,1.664729844,1.359448413,1.71466232,1.494928635,1.231909959,1.665946724,1.196425853,1.184360966
"yddE",5.292492402,2.295648975,1.713931445,4.463228766,2.688416018,1.726108602,3.062863279,2.031162257,1.330467882,10.02958851,3.51960456,1.739537409,5.838044861,3.485286593,1.555278408,3.930262199,1.714441871,1.505446386
"narV",1.953316341,1.606595039,1.559049248,1.936128679,1.830615972,1.565224222,1.873336054,1.647487787,1.385564801,2.892786163,2.442775409,1.526082269,2.296597339,1.964569642,1.465668233,2.859728349,1.522140678,1.339672951
