"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"abpA",927.841,627.578,798.315,759.058,954.19,879.087,702.032,859.249,774.041,935.486,1037.32,607.482,668.825,700.462,729.319,736.633,639.817,896.042,578.752,782.685,781.776,713.824,939.797,608.761,831.083,772.766,616.077,623.014,530.656,929.139,710.42,634.241,604.822,679.037,684.404,968.822,618.753,626.923,917.714,750.075,838.038,640.845,693.953,664.435,977.855,871.49,541.833,654.385,535.501,739.177,672.381,524.024,512.033,489.826,354.436,257.902,1015.82,617.396,583.791,609.57,806.085,661.556,542.842,576.196,519.045,465.892,567.91,1475.25,667.664,747.023,515.32,822.058,561.329,570.339,566.139,481.118,366.242,327.051
"yfjM",64.6099,103.087,157.784,134.585,186.085,105.773,133.211,111.862,213.9,200.572,162.463,59.6772,163.437,33.5402,60.8123,122.453,70.5788,263.307,50.2497,67.403,100.961,198.185,310.359,49.7519,150.983,96.7218,65.7895,102.061,73.5339,241.063,71.6677,87.6281,119.7,84.156,106.605,97.4082,74.8846,141.013,81.7516,36.9087,75.0797,67.9972,138.013,97.0557,158.673,70.3952,69.512,70.1175,32.5804,113.235,77.9524,72.3667,46.4719,57.3309,38.8351,29.9915,128.693,41.1565,3.92657,84.5883,77.6001,104.225,66.3504,76.8237,57.732,40.86,130.096,66.3815,69.4151,73.2477,113.43,73.8028,79.4101,81.6855,43.805,48.1016,33.0294,46.0855
"rnlA",1079.9,1141.51,1002.27,841.507,1185.96,1096.7,1061.31,1081.42,1030.12,1101.99,1088.01,1034.71,1389.79,1015.26,1205.24,1110.34,1131.23,972.327,1049.41,1207.17,1062.78,1004.28,950.565,806.28,1297.26,969.833,999.992,993.144,1013.64,1196.87,1039.33,1050.01,1289.07,1229.96,1148.66,1154.62,911.937,1152.98,876.505,1148.21,1325.83,899.766,1177.08,1110.8,1101.97,1094.63,1134.64,808.475,919.068,968.596,1119.31,894.906,869.892,748.446,461.764,419.732,1051.19,858.874,748.486,799.136,947.192,1035.8,801.44,933.704,825.536,595.005,571.256,833.026,931.945,946.885,935.662,1101.82,961.934,811.419,911.012,694.671,655.956,560.619
"rnlB",679.208,591.659,731.942,658.529,833.387,721.354,849.729,662.022,757.318,830.801,836.196,916.99,557.017,599.536,731.5,665.976,729.083,693.346,542.222,766.428,714.648,880.231,1236.97,625.39,765.299,802.3,828.843,558.843,639.533,880.263,728.439,595.791,683.119,601.132,735.655,859.755,723.196,714.229,812.313,638.105,691.559,523.799,773.527,563.869,729.202,795.495,655.853,441.963,547.758,569.234,585.495,487.947,512.04,504.237,454.398,237.454,755.956,670.637,508.469,665.83,667.747,612.985,497.708,524.901,476.142,427.425,439.406,783.615,732.214,684.201,565.36,683.745,560.982,608.378,519.668,450.863,356.881,331.897
"yfjP",54.1385,94.2129,127.733,18.0062,152.849,128.722,93.3618,131.254,234.362,257.534,239.148,21.8875,125.053,34.2834,64.4197,97.6269,51.252,243.992,34.3396,81.6692,50.5088,154.041,464.079,89.2869,137.088,97.662,73.2732,71.6768,56.4658,249.355,74.5386,43.2293,113.494,65.5276,105.74,111.489,62.4224,166.043,105.894,49.5681,70.7782,48.219,140.76,49.3116,160.229,99.3724,70.3376,24.258,77.8676,59.6661,86.1342,70.7676,80.4241,59.4246,40.0401,10.5721,107.037,17.9607,20.6661,86.9803,37.7347,77.9277,55.9749,17.1456,77.9253,28.6341,136.967,112.769,41.8456,74.3616,74.6231,103.94,40.3595,56.2825,49.3496,60.9877,87.7879,43.579
"yfjQ",40.2489,65.3437,89.6567,107.273,161.767,80.9195,67.9598,75.461,252.151,217.505,164.027,2.56856,117.588,4.71255,40.6282,46.2809,15.7952,360.275,36.0545,19.0554,46.7591,231.927,711.224,55.4257,111.026,41.5445,30.1436,57.2708,53.0384,316.108,33.1279,9.55361,111.532,49.9901,74.0046,102.903,45.0897,168.632,55.5,25.571,42.0855,26.4898,166.308,46.3219,111.612,49.215,12.6413,12.4986,43.7601,124.7,57.5213,30.5101,60.6195,43.5871,6.18486,40.1617,101.221,25.0386,44.4624,59.7982,44.3674,68.8858,24.4739,46.3139,28.4034,31.0952,127.307,88.5412,4.71234,50.4498,60.6394,25.0584,9.81248,69.6959,27.5988,38.5525,8.67226,36.2169
"yfjR",24.422,61.3237,82.7824,14.7649,43.3298,77.6326,29.4479,100.431,123.928,92.6981,108.271,41.5256,104.14,43.3129,35.4421,27.1396,25.6587,141.809,47.3297,39.16,67.9054,130.382,193.934,54.3945,86.1996,5.7503,51.6633,33.6538,35.9776,209.483,23.7945,31.1664,72.6652,51.6051,29.2407,35.6416,21.7118,94.5806,67.2483,18.2892,28.1528,22.0719,91.5086,23.0221,76.7775,23.1271,38.3112,21.7212,39.1552,37.6048,36.6529,27.9959,30.6549,32.51,21.9636,41.2043,46.5852,46.2663,4.78194,50.1201,1.75632,12.7714,3.96818,24.339,40.7133,3.82024,68.127,56.9615,5.02603,47.3376,49.7733,20.4477,37.6649,33.7958,49.7065,35.0079,33.2088,33.9606
"ypjK",33.1706,59.1188,75.582,36.0568,96.4677,83.7618,48.8036,39.6012,142.609,99.5186,94.6566,21.9341,96.7961,2.22653,38.2397,51.1838,4.01988,113.541,35.6622,49.7554,19.3192,114.79,213.726,54.6126,86.4401,29.5082,26.9451,46.8328,22.7587,103.189,17.0466,2.53416,97.4593,64.0511,52.2375,34.8531,4.77097,90.5512,3.02932,34.015,39.7576,29.7713,86.5604,30.3218,79.8528,41.1026,20.9858,28.1329,32.1553,42.2147,14.9359,47.2237,35.375,12.8039,5.09264,47.34,85.8449,12.9015,98.839,48.065,23.1841,51.5835,2.29642,24.5772,12.9856,28.7043,74.6848,4.92195,16.7949,63.6572,6.7366,4.8754,20.2496,49.7467,35.1013,41.214,40.6265,4.47345
"yfjS",29.9826,59.4107,119.964,62.6175,104.739,76.7127,74.6333,63.802,170.617,148.033,174.308,38.3846,70.9879,43.2189,35.48,48.4096,30.2291,186.952,23.1058,20.9864,31.6284,124.983,363.857,20.4833,103.565,40.1195,23.4371,63.4092,56.0926,233.841,22.8039,5.08237,119.479,47.3235,53.0432,57.1814,42.9974,106.498,15.5799,3.14874,30.1654,41.8011,113.034,59.8995,114.187,35.5186,48.133,21.3561,49.9466,47.765,50.7288,34.0874,47.5617,38.8896,33.7458,29.0411,57.7175,27.8879,10.0723,52.0604,14.1312,59.4793,33.8945,33.2929,25.1602,32.219,104.64,36.2928,27.9187,2.20739,44.3674,18.7562,36.8592,48.1059,33.0246,24.2471,42.287,38.4973
"yfjT",48.1591,71.8084,136.531,31.3242,123.094,73.7932,77.2816,61.6146,219.262,151.824,175.869,37.1501,157.461,50.6352,38.2062,37.3568,32.7515,201.11,75.9025,49.1744,66.2737,160.621,344.32,75.1236,118.884,51.7842,43.106,50.8355,50.6669,251.08,38.5487,41.9206,107.882,68.2732,68.5919,71.3564,25.0768,159.962,36.411,40.8626,80.1753,35.4923,109.758,43.0946,137.494,42.8185,40.4334,33.6174,33.1711,45.8349,61.8637,52.8705,34.8353,43.2358,51.4587,37.2716,68.1549,60.2495,22.0888,74.1742,39.0153,58.6792,52.6374,44.4034,23.6642,62.0737,64.601,36.7477,54.6635,3.53316,56.4768,30.0041,57.5122,52.7836,38.8364,62.5752,43.5871,51.4153
"yfjU",150.714,154.891,240.775,206.232,272.992,230.354,184.031,202.327,309.3,338.435,365.98,114.504,266.603,167.121,199.319,188.29,101.638,366.041,94.5645,167.743,173.165,333.95,552.497,182.941,238.813,178.788,111.081,155.003,122.389,460.283,156.321,139.93,289.105,216.447,224.367,162.075,125.855,252.122,174.867,165.402,178.617,122.232,265.221,143.646,218.868,181.629,97.5295,115.646,146.109,191.548,153.543,139.298,153.146,130.858,89.7304,70.1498,208.577,87.7195,131.225,183.419,163.722,144.552,135.574,171.635,99.0537,110.466,174.896,195.315,98.6142,146.72,94.8025,142.602,110.206,145.001,117.049,108.945,106.258,63.546
"yfjV",8.84763,46.7484,23.2453,14.7352,29.4781,4.78299,25.2995,2.22027,46.4238,69.2031,34.796,32.2226,63.5447,3.94106,21.0918,12.0469,3.49703,58.1355,3.93525,31.3902,3.21458,59.6673,68.8272,5.27546,20.1132,5.74817,29.0383,3.86244,4.72247,60.1347,15.6346,10.8254,38.2511,34.4196,11.5505,1.22909,14.963,45.3338,44.7396,3.70955,6.51572,6.20077,14.6683,2.30012,5.70443,5.62201,4.72865,2.50518,14.1659,15.8859,34.8878,24.0381,25.5725,11.131,3.66271,17.3244,20.0265,20.121,9.96191,15.4289,21.1141,23.3813,28.2133,28.2936,11.9879,25.7119,38.2197,2.292,8.52577,8.24531,35.0873,3.06841,4.42143,31.0938,17.6884,30.0221,3.03522,8.80979
"yfjW",483.715,360.559,326.615,223.754,436.276,464.773,231.893,185.024,408.202,493.64,552.771,231.078,441.523,319.054,368.923,379.75,238.894,506.328,230.055,442.564,408.398,393.964,538.2,278.168,497.451,349.158,202.418,394.423,255.666,609.222,319.711,378.784,314.473,348.663,350.427,395.515,251.615,326.353,228.311,309.617,464,274.662,271.807,343.737,335.503,401.474,271.631,324.21,281.63,374.068,429.884,283.41,325.577,299.465,170.786,136.894,456.729,218.935,124.536,336.381,284.451,358.612,271.466,357.578,300.997,252.519,265.828,308.502,215.759,314.379,256.081,223.171,315.942,308.341,266.386,221.362,190.495,181.228
"yfjX",18.0553,54.8849,88.2806,56.7726,115.246,45.4509,116.186,36.4892,162.52,152.88,198.722,33.97,104.644,46.2837,11.151,36.0623,21.087,182.546,20.2189,14.9885,2.04621,170.708,311.554,51.9725,90.47,14.0893,30.6496,42.6484,20.0834,256.13,6.64549,45.3691,117.743,40.7017,53.3776,38.5503,29.4833,146.575,59.1821,13.3061,22.466,34.4485,129.509,3.51027,96.4369,33.5831,27.9646,18.9391,1.62316,60.896,47.3258,28.2319,34.7437,18.9839,33.0554,20.4727,46.7739,45.6201,1.47163,78.7002,28.4485,55.494,3.31009,18.3361,19.6179,22.9577,78.348,82.3904,15.8489,2.10833,50.7424,1.52283,3.14663,91.7481,30.8897,13.9119,22.0869,2.57634
"yfjY",11.6623,4.33417,75.8562,3.44422,85.6973,51.7621,54.3945,15.562,104.971,103.834,91.1843,42.9618,76.9897,27.9744,9.89664,34.4311,3.86153,115.482,9.78901,8.11607,17.6464,97.8958,133.915,17.6543,74.0414,36.5699,24.7675,23.5394,11.5522,152.104,1.80439,4.28943,53.373,27.4988,37.229,48.4077,2.77788,64.3807,71.7479,6.09178,2.84049,22.844,72.9094,15.6774,77.2338,36.5355,23.6609,15.4316,18.2406,37.8898,7.53898,8.75354,32.8112,5.56586,27.5439,3.3753,64.1537,32.6195,59.953,68.4836,10.8139,55.6877,3.99969,26.5788,24.8703,27.3188,66.8185,6.1544,10.4182,45.2423,29.7595,9.43373,13.3249,63.9723,2.05235,3.86619,4.71298,5.85187
"yfjZ",17.3487,57.6062,150.24,87.3737,161.498,75.7582,76.8921,50.5986,287.127,249.432,243.273,30.2742,115.105,20.6327,2.04569,48.2143,7.16289,345.813,25.4042,35.5013,27.6461,197.416,810.155,55.7673,152.633,42.4011,45.872,57.7239,42.3307,357.06,37.1936,28.0085,122.77,54.9659,84.4037,73.2367,28.2067,122.44,73.8645,24.4188,25.2808,6.42212,127.776,22.0617,225.544,50.4234,23.7504,20.425,18.6239,65.241,45.6292,24.8303,44.3471,23.3431,4.5755,39.1734,53.74,28.6509,77.7991,90.0064,33.352,57.3465,20.1456,13.7996,35.9154,32.978,130.734,71.5563,3.75695,60.9746,71.1967,43.098,25.6435,101.644,22.3945,34.5623,19.9177,12.2715
"ypjF",390.605,153.762,200.745,120.124,200.908,294.148,168.468,147.242,301.266,340.621,343.347,122.446,244.861,123.867,137.855,242.625,160.015,374.911,107.92,214.525,215.34,291.88,498.567,53.6229,298.228,157.463,121.728,133.021,108.537,417.708,171.192,95.0763,202.689,138.588,165.291,278.658,121.825,180.398,131.575,111.825,270.978,60.2626,170.685,112.665,198.383,272.875,114.902,81.2427,108.141,175.01,128,112.43,132.856,137.295,161.575,158.809,447.771,110.472,185.58,163.752,120.632,131.038,116.414,158.482,101.992,109.147,192.167,243.517,65.9635,127.44,99.0274,122.219,106.792,139.813,140.806,131.1,131.244,125.451
"ypjA",69.2474,102.245,103.592,30.9767,144.721,98.703,93.4604,136.839,200.18,212.687,141.164,29.842,187.324,76.571,67.7786,88.6888,40.3341,223.755,59.4999,49.9604,82.7913,155.554,441.272,93.0802,140.072,83.8626,35.5885,75.9384,70.6697,234.175,59.0591,56.0496,121.476,93.5642,65.2072,73.6821,51.3369,103.326,16.8815,56.3286,62.097,48.8514,139.315,61.2628,92.5867,81.8385,34.129,46.163,26.7706,96.7904,71.5119,67.0311,122.911,69.2729,38.3507,25.9939,104.667,51.9289,131.886,50.0206,70.1661,125.269,88.5871,82.7651,33.5267,55.2936,89.4192,88.0801,71.1021,39.4977,94.1599,72.142,57.8781,77.9505,54.0352,70.327,64.6756,46.4904
"pinH",5.4044,69.1447,108.55,103.51,179.96,79.0001,98.2522,97.5575,297.254,270.798,191.825,35.1045,130.15,53.4642,30.0133,61.739,27.9969,363.599,4.82365,23.2175,14.1082,286.2,642.794,42.8486,146.592,35.964,60.7634,43.1855,40.0436,347.802,34.5911,31.3748,111.54,56.4777,67.3396,86.969,33.0983,156.259,72.6015,19.0307,29.517,27.0922,131.787,19.7768,206.701,39.8482,30.7448,51.9392,29.121,76.5651,57.0495,27.6488,47.6314,10.9128,40.3685,19.118,87.6403,49.3548,52.3924,121.376,62.5356,90.4661,42.5832,30.4267,30.4703,2.93159,97.0523,47.0238,23.9739,32.1977,47.2166,27.0066,3.86246,110.608,35.7694,26.8651,32.7573,15.588
"ypjB",23.6052,77.8104,93.9387,93.1169,112.738,54.6281,43.4464,56.869,127.754,116.89,103.887,21.0862,119.061,2.25999,25.6812,16.3631,11.9866,146.174,41.2224,18.8101,6.97245,146.656,207.858,40.107,91.0143,25.0737,37.8541,32.5366,19.4181,226.308,25.0927,22.5935,75.9183,37.8702,56.5523,27.8768,16.5366,59.2843,1.4855,16.4265,17.1793,2.31385,75.1504,8.621,77.3956,18.6989,41.8514,19.7975,14.5011,51.0509,67.7328,22.185,36.6627,20.4038,40.7232,26.2476,44.3409,1.29803,5.55198,53.5756,32.8698,32.4182,12.3237,29.1669,28.824,16.2666,44.422,48.1869,29.1273,19.7011,25.2751,36.3787,17.3952,28.1949,14.0772,14.0513,23.1852,31.8195
"ypjC",11.5158,57.0306,87.3241,7.26956,128.51,60.9361,81.7853,32.5915,207.859,155.841,156.864,4.16834,79.0397,2.79012,1.32759,23.1166,0.706765,244.371,15.1714,4.98483,0.548899,188.117,377.865,35.9219,161.937,1.25708,28.8799,37.1808,11.3971,237.279,21.2087,0.83684,50.9002,49.0202,4.13803,63.2948,21.8051,67.5973,4.44909,0.60925,13.9336,11.0032,80.4693,8.01889,59.6968,17.3825,0.786577,2.03466,0.817298,42.5605,49.1362,1.58486,23.4016,1.0367,1.40886,2.60146,56.3112,1.3459,62.181,60.8896,17.2767,27.8738,11.5687,8.57255,16.7291,0.93199,64.5674,34.8882,3.64633,0.554016,21.5971,0.513769,9.12164,22.4945,16.7907,7.5079,11.3944,3.86162
"glaH",294.259,92.4368,133.317,87.1546,215.159,280.693,79.5826,55.4012,166.386,212.629,282.622,87.4204,147.558,44.5954,188.198,259.256,84.715,201.354,52.9162,208.63,214.962,186.869,223.214,81.5303,246.643,156.266,74.723,61.4863,58.6638,335.365,113.148,54.4152,143.254,98.1691,125.836,167.148,73.2218,159.955,74.7898,107.984,191.558,55.9919,133.638,89.2743,158.594,243.644,43.1142,34.0163,47.7788,94.8694,142.211,99.4603,78.8409,75.7267,81.6796,65.432,260.067,16.4542,5.23199,49.4515,53.44,78.5792,75.2326,101.932,64.1582,76.9464,83.2355,125.989,31.2743,24.0485,30.0501,45.6831,50.5758,92.7591,97.4,74.869,38.628,65.7783
"lhgD",289.892,104.978,249.04,75.7945,303.012,394.531,160.391,125.648,364.833,441.784,436.8,82.9585,162.135,89.5992,205.266,260.504,39.5632,372.562,79.6988,299.869,254.652,358.205,727.516,126.702,335.408,391.391,84.0092,71.8184,74.3419,651.81,90.3367,56.942,167.488,131.141,185.985,269.692,77.5341,193.432,120.405,165.725,232.086,59.7531,224.024,74.0215,280.353,257.1,60.7672,9.37874,48.3985,207.418,110.317,92.263,158.988,73.1908,115.083,127.038,268.854,4.99056,74.7433,128.427,108.519,101.8,98.3651,131.48,91.8726,82.2152,186.932,344.553,73.854,54.0219,101.301,118.008,102.627,138.052,143.308,75.9715,65.7081,67.0486
"gabD",142.859,57.6231,93.1151,10.6758,130.513,149.395,29.6002,62.4195,73.7711,150.655,98.0272,7.98632,96.5989,36.8224,199.998,177.263,80.9355,55.9108,59.0251,264.8,102.553,95.2192,88.8114,7.03764,225.536,98.9548,94.1276,16.6467,9.75396,227.345,111.396,8.16029,75.4695,79.4099,90.5756,87.2719,2.47914,74.4389,3.12904,126.917,144.932,32.0727,41.2975,62.0689,95.4981,108.022,50.2599,10.2828,45.2572,80.5338,75.7847,57.1664,38.0532,9.77949,1.79705,40.9636,126.133,1.53832,21.5615,8.2675,44.1773,30.3046,88.9947,76.2649,20.4349,52.9127,39.2826,93.011,23.336,11.1867,3.60897,16.8783,61.9477,9.93154,28.46,68.685,76.8858,53.1834
"gabT",347.481,130.688,171.564,133.974,354.713,422.338,165.999,166.055,220.759,514.098,337.038,109.889,142.523,168.02,253.934,426.48,135.479,203.991,124.514,428.537,310.116,217.047,404.334,150.977,393.694,437.407,172.079,129.19,145.859,395.114,270.736,84.3528,191.901,176.315,252.484,321.467,99.6374,175.719,138.552,214.513,330.981,103.597,264.841,123.82,351.861,343.415,161.115,57.1843,131.246,223.136,227.338,204.675,137.231,165.684,105.804,99.4817,286.709,154.054,139.507,151.548,210.245,205.385,183.892,186.576,115.805,119.764,129.12,406.027,119.579,66.441,132.95,213.471,133.041,77.5286,194.132,141.353,104.1,105.517
"gabP",141.037,51.5648,48.096,92.1051,152.385,208.848,72.7022,65.442,136.078,131.503,197.802,30.8782,106.983,3.69526,110.318,192.63,8.2702,182.232,2.17495,93.0231,148.107,106.217,213.724,26.4519,170.505,99.8507,39.3002,8.32824,5.67082,233.856,76.763,7.32821,74.0184,47.0545,73.5779,136.079,2.05752,83.9322,9.65116,5.1901,98.687,3.16679,50.9382,30.8628,89.8851,127.137,41.7428,1.70805,6.45384,41.4309,57.5324,29.3178,44.3982,3.50785,3.22808,40.0926,139.275,20.486,24.7328,36.2129,36.5407,62.179,35.4762,24.4311,5.2195,14.3676,54.304,83.6646,11.2543,2.76718,40.0144,28.1121,2.71314,55.3777,9.64726,5.03285,22.278,22.7144
"glaR",180.108,147.879,188.459,107.2,155.299,147.088,93.3242,155.988,205.411,150.563,217.295,75.459,245.54,143.941,142.746,200.779,110.362,195.016,106.9,170.421,214.209,150.118,250.285,106.867,243.1,147.29,81.6207,115.524,83.0848,270.884,110.102,109.241,232.81,139.116,156.119,166.624,84.4675,199.718,119.327,152.299,197.465,75.4752,217.373,134.628,146.702,230.137,104.425,54.8239,93.6748,120.397,115.148,135.229,128.16,88.8087,95.7776,88.9338,189.788,87.283,215.069,149.211,66.6427,161.373,93.6959,144.772,90.2599,67.8159,109.197,101.417,94.4805,89.5278,124.353,124.877,74.3605,162.361,92.8914,96.7897,88.8262,53.0475
"kbp",3571.83,687.715,1295.32,993.178,2257.97,4122.59,930.037,1091.82,1145.2,2021.98,3888.11,1045.75,1047.32,936.534,2246.39,5178.06,1135.15,1000.53,940.089,2434.85,5620.98,1197.86,1031.97,936.114,2116.04,5911.41,1252.43,988.023,792.006,2110.23,2149.14,635.339,1086.7,1093.28,1971.49,4037.59,627.364,1040.44,970.149,2161.84,3091.31,628.245,1191.38,1007.42,1952.94,4744.73,1085.05,622.209,751.89,1716.03,1668.19,1357.56,1437.81,1362.85,1458.86,1362.19,3196.99,800.678,1020.39,801.037,1655.62,1505.55,1257.2,1650.84,1380.76,1303.39,1520.91,4715.05,972.834,798.967,849.239,1330.85,1471.1,1271.67,1447.92,1437.31,1521.67,1399.32
"yqaE",1778.66,632.156,488.359,324.815,804.175,1923.13,417.655,376.132,568.999,596.416,1954.41,587.45,628.618,597.317,916.912,2871.95,787.047,553.735,388.158,900.064,2899.38,593.254,316.568,604.348,792.654,1957.21,751.244,600.818,414.269,794.582,1220.91,650.025,733.501,769.227,910.477,1583.05,427.817,664.455,191.796,722.803,1915.48,600.017,622.352,703.433,580.393,2097.08,932.61,486.969,724.056,927.112,1065.27,1086.96,850.859,942.313,629.56,958.248,883.821,505.636,249.177,574.613,609.258,695.768,876.451,1082.48,770.181,812.192,553.236,1136.97,633.481,420.877,632.401,616.837,676.438,757.02,773.733,906.38,1009.95,884.497
"ygaV",322.828,218.352,171.089,33.7189,147.919,398.373,71.436,102.961,227.68,148.608,359.543,196.817,268.528,88.699,194.559,256.228,179.601,274.471,192.532,165.546,281.147,219.172,276.248,202.12,189.885,309.258,158.74,229.665,93.0047,286.382,181.169,225.343,256.484,288.553,163.333,237.762,97.4723,298.034,137.275,142.223,348.436,114.467,266.247,177.416,189.25,292.258,153.866,140.696,201.101,178.087,204.266,187.418,160.261,110.703,93.5665,138.843,262.165,93.0212,179.792,160.175,100.028,91.1193,175.911,221.661,88.614,140.274,99.6331,96.2215,93.5192,129.37,102.097,134.224,86.1377,96.7022,92.1914,151.421,126.958,120.094
"ygaP",401.032,280.024,436.876,398.967,317.322,455.047,219.396,375.384,411.678,332.612,516.607,281.383,378.666,260.36,275.181,435.472,231.942,469.805,245.977,255.246,551.853,310.242,504.049,343.237,357.488,436.013,283.14,344.232,230.455,443.476,294.557,262.678,397.285,292.447,238.372,400.238,211.358,427.788,236.673,306.027,349.834,267.392,371.205,323.158,356.803,360.612,207.331,297.771,251.039,258.792,198.606,243.654,218.473,242.76,186.676,245.866,331.29,180.147,218.96,344.227,281.754,249.872,157.292,219.867,190.538,207.687,242.92,352.114,180.898,231.457,292.204,266.356,192.792,253.863,204.287,248.267,198.453,176.026
"stpA",3115.78,5852.29,4448.3,15108.7,5567.32,2888.41,7886.42,6892.12,5393.24,6159.94,2560.25,7109.36,4416.43,8903.59,5119.01,2464.57,4906.95,5746.34,10896.4,5522.08,3235.35,4307.14,5678.2,8099.08,5142.69,3190.93,5511.31,6316.67,8494.95,4818.44,5292.96,7659.49,5198.05,6002.28,6098.64,3827.4,9131.46,4780.11,16090.5,6614.93,3181.52,7378.2,4982.36,6274.9,7188.7,3310.11,4870.24,7458.13,4753.64,6566.02,5259.1,5963.35,6297.53,6440.99,5149.63,2389.53,2968.87,9055.16,13691,6881.46,9617.25,7437.04,5320.02,5001.4,6461.72,5658.93,5357.99,5334.04,8441.09,10924.4,8897.74,10966.9,8983.15,7816.22,6964.4,5547.69,3711.71,4230.69
"alaE",98.8539,95.6139,192.58,123.257,118.189,170.791,84.7158,201.415,137.937,144.825,217.802,87.1629,107.798,80.9073,97.9205,189.446,68.9753,178.02,45.7247,78.5514,185.429,150.971,286.846,57.3468,159.891,224.242,80.1902,87.4143,71.7803,199.201,69.1548,63.9258,235.202,83.2537,106.934,179.803,96.7087,276.808,75.3116,85.7531,182.863,101.267,267.2,69.0389,152.244,144.663,53.6497,66.7882,37.578,93.2196,109.469,112.333,79.1709,92.3785,106.02,56.7448,158.817,43.1815,106.245,73.9704,106.987,102.051,105.605,91.8979,85.9104,98.4402,109.007,53.4522,71.7345,52.987,84.9724,90.4506,68.9431,106.135,106.816,81.4849,64.0811,111.863
"ygaC",303.628,192.632,305.58,548.435,446.062,408.71,338.231,436.563,429.951,563.593,421.376,202.515,226.931,303.523,280.339,375.514,214.277,559.423,401.22,292.653,365.025,343.666,937.044,337.798,410.093,502.888,167.497,293.497,333.372,631.94,195.746,133.117,230.136,303.793,331.15,435.702,218.907,336.555,586.805,384.838,277.49,180.182,411.692,196.368,628.529,376.078,138.273,240.347,140.932,307.111,248.634,203.589,313.303,150.51,313.449,170.308,362.83,219.234,534.001,215.269,314.275,386.683,196.16,158.962,189.996,245.692,372.947,832.691,141.501,352.37,317.022,456.37,231.654,340.682,229.406,306.956,124.986,188.963
"ygaM",857.797,175.927,325.184,551.792,970.019,1299.68,265.917,459.199,423.733,884.843,1046.64,192.856,269.481,351.493,944.537,1529.82,216.918,310.719,458.624,1120.51,1690.07,354.017,363.634,437.023,899.645,1868.1,265.566,182.336,301.218,900.335,540.11,100.642,370.786,368.264,952.105,1060.64,148.655,417.535,297.666,876.612,857.415,171.234,437.11,230.46,797.254,1116.83,282.76,97.5909,193.961,643.899,526.907,345.635,334.456,333.443,316.613,197.154,738.547,165.929,176.843,152.537,623.11,550.51,292.253,523.915,365.292,408.113,426.453,1235.73,248.985,180.079,253.873,632.344,577.359,364.573,375.835,400.373,350.857,282.902
"nrdH",2527.66,1179.61,5170.39,814.522,1954.42,1887.85,811.609,5042.86,1313.8,1990.56,2285.87,1143.68,3569.63,983.606,2167.23,1271.77,805.612,1483.6,1483.1,3072.14,1337.68,808.518,1293.89,1394.7,3661.57,1171.11,655.487,1558.84,1678.18,2678.05,1159.05,795.796,4786.25,2326.41,2457.87,1725.57,578.609,5558.08,1071.44,2734.44,1594.26,706.861,5650.65,1657.97,2160.21,1758.09,862.855,982.786,1139.01,2181.5,2425.86,1670.73,2184.27,2086.09,3394.45,2868.23,1245.08,650.016,1593.1,1018.5,2024.24,2153.09,2140.85,2117.14,2042.76,2100.72,2314.1,1306.44,756.537,1890.02,1142.66,1782.41,1932.94,1468.43,2191.56,3007.2,2428.66,2927.84
"nrdI",1519.53,544.59,3572.74,486.505,1443.51,1161.53,460.895,3515,1009.18,1368.54,1667.2,814.933,2107.82,640.978,1624.36,745.633,467.436,981.747,1035.24,2330.35,777.103,509.048,946.681,1071.76,2412.35,654.747,486.822,886.328,1241.57,2107.16,784.451,493.836,3088.38,1467.8,1627.4,1076.05,382.904,3504.67,687.738,1747.83,790.375,433.7,3720.02,1101.93,1503.46,1018.87,523.254,749.326,761.197,1447.04,1683.02,1052.27,1463.24,1586.22,2118.6,1956.28,814.459,435.446,1062.83,742.33,1485.66,1443.77,1438.2,1486.54,1414.16,1480.65,1753.55,701.05,512.301,1300.74,827.136,1217.77,1332.51,1033.2,1414.24,2089.12,1547.24,2061.89
