"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"tsx",1443.35,6194.11,4219.61,3486.54,4284.45,1571.12,6054.52,4190.12,6221.69,3095.78,1184.91,6022.21,5230.53,5541.85,4146.83,1554.54,6242.15,6225.63,5029.44,3978.08,1492.78,5493.99,3662.43,6211.59,3433.61,1218.78,6105.35,8829.69,6213.46,3244.77,3604.87,7125.24,3076.76,5425.46,3879.26,1502.41,6165.08,3679.66,2581.09,3443.98,1860.1,6256.78,3326.63,5989.57,2912.57,1107.64,3474.37,3128.48,2902.99,2752.12,2842.16,2673.45,2293.3,2267.74,1486.7,1432.71,1695.34,3240.06,1944,3409.14,1895.67,2142.24,2521.28,2601.49,2196.2,2162.99,1444.12,1053.26,3610.8,2484.92,3031.85,1926.46,2565.21,1942.64,2303.56,2155.72,2011.06,1646.17
"nrdR",4169.26,2942.16,2703.71,2089.74,2392.54,4336.15,3415.01,2781.84,2309.11,2447.42,4089.96,3998.4,2308.36,2600.52,2461.57,5085.62,3499.52,2309.12,2677.16,2394.84,5002.18,3060.22,2016.27,2853.26,2407.7,5047.7,3742.21,2950.78,2952.54,2102.25,4294.94,3591.88,2612.52,2797.35,2714.82,4699.09,3715.62,2856.4,2849.76,2672.4,3940.65,3520.89,2709.1,2971.06,2630.27,4945.94,3858.49,3813.68,3412.14,3115.93,3266.12,3511.68,3472.98,3791.56,3705.42,3993.84,4325.88,4061.8,3243.01,3491.55,3212.71,3448.64,3630.75,3416.38,3584.64,3798.14,3611.25,4645.92,4042.95,3384.28,3695.39,3623.5,3189.41,3449.12,3704.35,3421.73,3611.4,4056.31
"ribD",2559.34,1569.98,1998.08,1168.52,1901.66,2924.65,2478.59,2074.29,1798.84,1672.83,2943.84,2704.36,1349.79,1741.29,1581.17,3093.03,1940.97,2173.59,1988.27,1694.8,3032.91,2463.46,1740.51,1827.48,1624.07,4508.18,2395.67,1915.32,2062.42,1811.94,2844.77,2234.98,1897.64,1813.28,1918.17,4077.5,2520.98,2260.2,1734.57,2234.38,2247.84,2738.59,1997.01,1878.71,1801.02,3232.55,2428.73,3085.37,2147.26,2269.4,2181.85,2279.55,2617.1,2793.24,2479.08,2548.19,3060.64,2782.69,1819.02,2659.53,2162.79,2897.87,2367.38,2070.71,3151.67,2813.5,3205.1,2895.73,3135.62,2389.01,2760.94,2400.1,2250.14,2477.84,2928.91,2682.1,2543.58,3345.1
"ribE",8904,7963.77,5495.96,6904.47,5859.91,9867.91,10319.7,8332.85,6228.77,5986.05,8821.76,9463.11,5676.39,8656.07,6294.42,11338.9,9104.5,6069.21,10271.2,5716.54,11071.9,8467.13,5746.91,8952.91,5348.39,14466.9,9459.5,6927.9,9486,4621.25,10834,8813.11,6395.26,6310.74,7067.09,13300.5,11394.9,6315.3,11132.1,7885.23,10054.3,9646.96,6883.94,7706.79,8464.12,11418.3,9761.84,10973.5,7939.15,8234.1,8117.75,8383.91,8791.56,9463.08,11952.5,9256.75,10383.1,12253.7,11524.1,9217.15,10002,10361.1,8158.48,7926.65,10952.2,9947.54,10406.5,17785.7,11796.2,11804.6,11572.5,10724.1,10699.3,10396.7,10267.5,9435.18,8864.65,10598.9
"nusB",5216.59,5555.62,2435.46,1539.85,3346,5151.91,5696.09,3206.07,3751.76,3346.45,4303.94,5093.15,2970.75,3521.85,3096.65,7139.82,5787.69,3675.3,3027.27,2907.66,6098.96,5185.01,2192.76,4128.05,3076.13,7270.46,5880.5,4033.58,3670.17,2249.4,6399.55,4778.91,3502.28,3893.88,4267.21,6277.45,6603.5,4264.15,1765.47,3813.48,6577.1,5120.4,4053.83,4101.95,2967.01,5608.61,6588.44,6152.2,4798.41,4634.62,4081.33,4180.85,4942.29,4312.58,4297.2,3901.38,5043.32,5536.3,2586.02,4867.45,3323.3,3893.96,4227.85,4849.61,6633.32,5013.57,4651.78,4277.6,7005.77,4600.43,4933.09,3180.43,4130.42,4060.23,5281.51,6175.89,5142.04,4810.19
"thiL",2435.29,1601.97,984.883,1112.23,1300.37,2083.21,1678.09,1175.12,992.486,1470.6,2119.52,2049.24,745.794,1362.84,1146.07,2574.16,1864.82,1019.81,1579.14,1171.58,2671.77,1997.17,1211.42,1574.14,942.918,3766.16,1993.89,865.235,1486.79,1131.86,2148.42,1388.9,1063.72,1181.62,1437.28,2502.94,1925.5,868.864,1634.11,1064.55,1998.19,1657.11,956.668,1204.54,1215.57,3161.25,2154.51,1525.83,1829.88,1143.34,1389.28,1459.46,1628.19,1488.82,1648.57,1151.74,2405.79,2430.41,1456.4,1531.64,1501.25,1242.25,1674.06,1695.79,1343.74,1602,1305.19,3613.64,2201.48,1808.22,1705.12,1648.04,1453.32,1431.85,1410.72,1277.36,1236.33,1262.68
"pgpA",867.941,1037.79,651.315,621.574,669.146,709.096,690.184,794.247,679.69,662.184,891.351,923.991,781.79,735.71,645.392,1112.61,991.266,644.379,783.519,607.651,1151.78,780.709,663.87,737.285,606.995,1029.04,884.195,601.491,636.345,624.314,826.436,740.409,664.521,795.429,696.418,855.837,732.813,630.767,605.712,574.491,917.745,842.307,634.385,704.369,583.131,988.437,1024.23,541.49,779.839,666.446,699.518,699.292,693.303,682.106,658.293,616.969,830.85,813.494,650.897,765.422,620.7,640.517,518.471,778.966,576.622,529.394,533.124,1199.82,875.84,734.004,730.618,618.869,576.667,671.601,561.223,548.599,621.745,568.309
"yajO",1782.5,621.07,1032.94,309.394,891.657,1471.27,638.28,824.804,687.783,1116.82,1415.53,727.497,1008.33,510.015,1364.71,1399.43,808.213,574.407,464.768,1479.46,1520.82,725.335,636.049,654.122,1298.15,1327.35,641.421,556.348,611.745,1029.33,942.086,487.869,891.498,751.372,959.956,1213.97,487.199,956.916,500.136,983.482,1531.47,496.374,873.973,678.975,858.292,1501.63,705.326,449.06,722.507,804.603,735.903,746.366,827.817,708.856,678.091,741.628,1577.08,399.887,539.125,538.543,690.232,695.993,946.41,866.022,718.461,605.503,692.794,1136.92,412.131,440.855,483.277,581.37,585.712,641.281,714.783,789.194,798.525,671.525
"dxs",1702.74,1807.04,1943.89,1202.94,2037.96,1712.31,2196.36,2137.85,2179.17,1875.89,1717.23,2285.8,1821.62,2293.33,2170.73,1729.59,2059.77,1973.74,1916.63,2067.97,1729.46,1940.32,1601.68,2148.43,1956.66,1597.69,2264.63,2492.73,2240.34,1636.54,2227.06,2360.12,2128.73,1901.4,2071.24,1808.73,2359.84,2187.69,1202.07,2298.45,1591.28,2361.06,2076.31,2422.78,2011.56,1696.56,2181.64,2442.1,2097.13,2223.84,2109.54,2096.28,2234.62,2269.9,2050.21,1685.28,1740.74,2421.47,1222.62,2385.8,1972.65,2099.85,2288.01,2137.19,2465.6,2250.62,1765.26,1466.05,2216.04,1932.17,2331.97,1827.72,2033.59,1967.61,2381.92,2378.56,2071.46,1990.26
"ispA",2531.71,2686.84,3942.52,5691.22,3216.84,2454.07,4433.85,6121.35,3359.25,3636.68,2258.84,3611.76,3092.51,5934.74,3539.32,2163.63,3112.58,3553.57,6874.44,3488.53,2027.79,2911.54,4485.77,5541.65,3387.37,2753.98,3118.55,3661.16,5798.25,2963.08,3032.66,3534.84,3026.32,3213.92,3406.75,3105.34,4718.86,3320.62,8676.85,4481.47,2185.12,4074.31,3841.2,3591.82,4772.86,2401.68,2921.78,4461.2,3379.07,3411.24,3126.77,3394.93,3812.26,4396.12,5262.97,3248.74,3048.5,4508.6,6465.62,4429.38,4984.42,4747.44,3734.8,3242.58,4773.34,4499.21,4049.46,4842.56,3739.99,5802.88,4703.09,5200.66,4539.63,4887.59,4250,3435.41,3192.75,3553.78
"xseB",2672.05,3133.29,2877.17,2340.23,2476.96,2443.2,2542.04,2522.94,2151.19,2019.46,2119.38,3212.88,2802.81,2623.54,3198.15,2262.37,3221.95,2286.33,2760.75,3238.51,2200.39,2528.06,2183.88,2698.39,2941.3,1894.01,3080.54,3352.5,3019.92,2274.27,2814.32,3551.78,2649.71,3049.74,2625.56,2215.52,2763.22,2630.41,3113.75,2471.11,2487.69,3164.68,2595.15,3117.73,2134.15,2427.91,2996.28,3281.68,3272.36,2841.3,2999.96,3394.67,3273.29,3343.85,2808.46,3337.6,2817.27,2863.25,2392.94,3123.93,2974.38,2568.36,3295.05,3228.52,2684.47,2631.38,2764.31,2061.24,2620.69,2845.75,2922.52,2701.91,3330.58,2758.14,2806.18,3265.01,3294.75,2643.12
"thiI",1117.18,2139.44,999.139,1764.2,1182.98,1108.3,1695.98,879.624,1164.69,1274.29,1119.06,1756.64,1152.66,1556.74,984.949,1183.98,2015.75,1132.22,1483.65,1006.23,1128.09,1640.94,920.64,1607.45,924.626,1316.96,1561.32,1190.85,1722.13,1037.46,1370.03,1810.59,1026.18,1489.18,1369.2,1072.34,1772.63,989.663,1651.6,1130.99,1325.03,1885.59,1070.14,1460.07,1294.42,1199.83,2352.34,1363.79,1497.49,1201.88,1505.58,1869.81,1523.09,1699.61,1693.47,1506.63,1231.86,2057.82,2981.49,1717.47,1508.28,1353.33,1670.42,1668.79,1250.28,1567.19,1477.47,1389.29,1990.42,1590.47,1807.91,2627.62,1410.13,1248.05,1416.93,1350.78,1588.96,1292.35
"yajL",519.537,428.678,251.19,139.987,331.664,438.922,199.851,207.874,340.29,270.261,493.407,325.208,470.442,237.474,342.662,519.259,393.477,345.495,200.296,371.442,657.382,308.444,213.035,286.538,323.026,328.029,390.018,289.966,160.722,296.226,446.915,473.634,394.013,486.627,400.486,367.861,224.984,352.726,110.541,360.379,667.309,363.759,339.761,326.917,229.321,436.521,446.692,313.704,436.372,405.067,462.841,417.853,325.87,324.188,144.859,271.751,386.753,292.402,70.992,278.83,244.515,254.985,357.192,411.604,310.538,269.031,160.865,215.415,351.71,198.389,253.123,275.304,298.821,221.55,336.273,350.768,403.854,257.667
"panE",1316.68,1218.95,2331.39,3438,1720.05,1412.62,1715.31,3420.53,1491.47,2134.13,1367.18,1499.68,2064.25,2317.94,1578.74,1438.42,1151.21,2349.12,2688.66,1765.39,1273.28,1298.65,2484.29,2051.87,1873.36,2015.61,1371.66,2096.06,2089.82,1499.56,1378.63,1509.47,1837.38,1827.97,1867.76,1981.06,2128.45,1980.8,4232.79,2083,1452.45,1674.53,2078.1,1732.41,2488.93,1485.73,1288.69,1996.85,1728.22,1831.76,1855.39,1688.79,1926.71,1719.84,2330.91,1414.35,1265.38,1925.84,3634.3,1838.65,2778.68,2341.74,1764.53,1619.8,1900.83,2238.49,2199.39,2591.57,1988.77,3124.95,2477.98,3029.18,2601.71,2449.66,1869.9,1736.31,1634.8,2109.76
"yajQ",5299.4,4467.97,3899.9,3315.31,3822.68,5717.65,4603,4054.62,4320.98,3514.61,4706.14,4934.44,3625.91,3987.87,4886.61,5983.39,5508.01,3402.96,3744.26,4057.51,6638.92,4233.08,2324.64,4293.93,3697.03,5005.04,5498.25,4923.96,4545.49,3113.64,5272.98,5404.74,4924.32,4567.2,4634.64,4796.05,4468.37,4656.85,2514.49,4520.6,4743.11,5288.85,4625.48,5291.17,3983.97,5686.81,5549.12,4700.76,5491.87,5095.99,5730.84,5217.1,5688.88,5294.02,4682.7,5330.05,4995.02,4632.82,3431.47,4444.14,4293.58,4141.49,5242.71,5185.68,5247.56,4975.13,4686.38,4114.82,5031.19,4344,4447.32,3922.83,4706.27,4968.23,5381.41,5855.87,5795.94,4883.42
"yajR",259.391,520.82,256.481,541.461,385.93,246.92,332.051,257.147,434.087,519.414,270.44,366.695,346.685,489.979,354.098,395.56,382.861,468.608,594.006,259.863,175.881,369.777,432.04,534.854,323.214,260.867,400.19,539.133,297.64,347.675,343.352,607.695,411.928,440.532,415.577,255.633,344.295,341.694,298.987,472.302,246.821,678.474,476.931,429.772,541.144,179.061,413.28,478.471,355.091,452.726,431.618,398.472,427.245,441.624,456.162,524.974,256.748,544.512,482.289,492.686,384.338,390.855,479.439,513.183,337.444,592.041,318.624,372.99,473.754,356.944,722.489,466.224,363.579,492.635,542.44,568.376,552.641,421.688
"cyoE",4394.26,7046.87,6491.84,7510.99,6350.55,6029.56,7414.8,9370.97,6987.91,5905.63,4948.76,7050.17,5918.92,8957.45,7700.78,6677.55,5443.78,6413.71,8321.98,6485.25,6127.1,5753.34,4845.1,8261.1,5789.35,6194.65,6195.25,8060.65,8231.09,5010.86,4753.6,9115.17,6974.59,6981.38,8313.32,5640.32,8480.26,7573.7,6330.98,7569.1,4912.07,9327.93,7088.86,8763.52,6951.49,5381.1,6680.85,8900.12,7433.61,7827.38,7912.71,7547.74,7154.16,7083.14,5352.01,4423.48,4433.83,8624.27,7466.83,7992.6,7733.91,8042.99,7271.76,6201.65,8083.15,6900.37,5017.88,5023.75,7666.03,10401.6,8239.96,8209.31,8450.46,7328.44,8227.88,7490.93,5537.17,5304.2
"cyoD",7481.94,10323.7,10505,15429.8,11389.2,9095.42,13504.7,14768.5,11845.2,10580.9,8954.82,11823.6,8758.47,17073.7,11460.8,10602,9193.36,11168.5,17081.8,10639.6,10785.6,8471.35,9510.72,14814.1,9684.04,12730.6,9835.35,11814.1,16154.6,8448.33,7794.65,14656.5,10150.2,11569,12778.1,10871.9,16170.8,10910.1,16508.2,13843.9,8707.31,14881.8,11372.8,13352.6,14171.9,10127.7,10243.7,16542.7,12219,13035.3,12152,12634.1,11758,11939.1,10336.3,6977.92,7475.6,16915.9,15532.7,13910.3,16886.5,16527.3,11246.7,10806.3,12630.9,12564.1,10649.8,11447.8,15727.5,17597.4,17003.5,19664.8,17121.7,14794.7,13260.3,11601.2,9174.15,8923.94
"cyoC",10042.2,12625.7,13417.9,31284.1,14547.6,11447.7,19831.9,24662.9,15892.1,14191.3,11040.2,15332.5,10939.9,26308.2,14984.2,14288.4,12336.3,14442.4,27098.4,13257.9,13331.5,10644.5,13939.7,23094.6,13017.7,16887.7,13216.8,16661.2,21941.4,11036.8,11137.2,18850.1,13464.3,14768.9,15986.6,15759.8,23719.1,15701.6,32548.8,19292.7,9323.59,20178.9,17321.1,18579.1,21089.6,13306.8,12347,21710.9,16397.3,17141,15842.4,15899.2,16444.2,15829,17134.9,9696.86,10218.4,22207.3,35122.8,18973.8,22939.4,23397.6,16299.8,13514.8,19656.7,17088.7,15669.1,15870.3,18677.1,27444.4,23716.4,24568.1,24991.5,22380.2,19367.8,16867.1,12003.2,13039.6
"cyoB",10596.6,12728.2,15311.9,20103.7,13629.7,11133.6,20965.3,20457.1,15085.5,13792.4,11471.4,16238.4,12191.8,23330.5,15037.7,11525.5,12861.3,13889.7,20743.6,14086.6,11940.5,10999.1,12350.5,20375.1,13565.7,13945.2,13110.3,15788.6,22177.1,11626.3,10535.6,18451.5,13010.1,15007.3,15649.3,13789.1,21505.6,14724.9,22833.7,18367,10500.1,19399,15638,18019,19068.1,12909.9,12655.8,19643.1,16932.3,16001,14952.3,15914.5,17327.8,14789.6,15377.5,10421.6,10266,20959.6,23001.8,17903.8,20574.2,21375.6,16747.5,13415.1,19380.4,16577.3,14965.1,11064.8,17334.6,22339.5,19436.5,19464.8,22266.2,20444.5,18633.1,15973.5,12239.2,12654.9
"cyoA",10349.1,15697.6,15801.2,16798.2,15372.3,10526.4,21620,22987.8,16452.2,15395,9261.75,17563.2,14420.4,24499.2,17197.2,10108.4,14428.2,16081,24813.9,15252.9,9924.78,12700.5,13904.1,22358.3,14426.7,11665.8,15266.4,18929.4,23664,11314.8,12179.8,20416.4,14632.3,16077.4,17316.2,12419,23661.4,15783.4,18844.3,20158.7,10952.4,22686.7,17149.1,19754.2,20389,10741,14918.1,22876.4,18595,17688.3,16957.1,18007.4,19082.5,17175.4,17428.9,11712.1,10028,22349.5,19982.3,19248.5,21038.7,22563.1,17714.4,14442.6,20138.6,18892.2,15565.8,8255.81,19325.9,26477.2,21511.1,20651,23323.9,21224.4,20303.9,18112.1,13979.3,13828
"ampG",230.105,612.867,539.716,708.163,558.479,258.325,657.505,558.273,723.639,716.565,340.967,650.323,523.65,695.96,553.53,252.477,647.791,697.378,711.573,487.947,132.326,665.39,873.56,656.62,512.292,236.73,646.65,556.542,734.901,641.063,555.953,822.855,535.269,617.576,588.562,294.975,676.172,480.292,785.604,528.314,300.056,774.116,518.558,675.185,537.291,187.798,693.779,703.182,679.456,587.442,591.667,537.061,525.236,517.156,481.015,394.83,300.689,738.024,652.515,698.342,564.291,594.823,547.94,536.077,545.789,562.706,499.305,314.149,705.802,654.991,656.373,636.571,554.928,558.929,531.769,523.073,513.84,482.938
